,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
0,Antonio Adán,es  ESP,GK,Atlético Madrid,32,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1,Aritz Aduriz,es  ESP,FW,Athletic Club,38,1981,2.3,1,6,3,50.0,2.60,1.30,0.17,0.33,13.9,0,0,1,1.3,0.6,0.10,-0.3,+0.4
2,Lumor Agbenyenu,gh  GHA,DF,Mallorca,22,1996,20.1,1,14,2,14.3,0.70,0.10,0.07,0.50,29.9,0,0,0,0.3,0.3,0.02,+0.7,+0.7
3,Martin Agirregabiria,es  ESP,DF,Alavés,23,1996,23.3,1,3,1,33.3,0.13,0.04,0.33,1.00,24.3,0,0,0,0.9,0.9,0.30,+0.1,+0.1
4,Joseph Aidoo,gh  GHA,DF,Celta Vigo,23,1995,27.8,0,10,1,10.0,0.36,0.04,0.00,0.00,10.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
5,Jordi Alba,es  ESP,DF,Barcelona,30,1989,24.3,2,7,3,42.9,0.29,0.12,0.29,0.67,16.0,0,0,0,1.1,1.1,0.15,+0.9,+0.9
6,Raúl Albiol,es  ESP,DF,Villarreal,33,1985,36.0,1,14,4,28.6,0.39,0.11,0.07,0.25,10.5,0,0,0,1.4,1.4,0.10,-0.4,-0.4
7,Paco Alcácer,es  ESP,FW,Villarreal,25,1993,10.3,4,25,8,32.0,2.44,0.78,0.16,0.50,16.3,1,0,0,3.2,3.2,0.13,+0.8,+0.8
8,Rubén Alcaraz,es  ESP,MF,Valladolid,28,1991,21.4,2,33,8,24.2,1.54,0.37,0.06,0.25,25.7,9,0,0,1.6,1.6,0.05,+0.4,+0.4
9,Álex Alegría,es  ESP,FW,Mallorca,26,1992,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
10,Yeray Álvarez,es  ESP,DF,Athletic Club,24,1995,31.2,0,12,2,16.7,0.38,0.06,0.00,0.00,13.9,0,0,0,1.2,1.2,0.10,-1.2,-1.2
11,Ibrahim Amadou,fr  FRA,MF,Leganés,26,1993,8.6,0,4,0,0.0,0.47,0.00,0.00,,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
12,Amath,sn  SEN,MF,Getafe,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
13,Miguel Ángel Guerrero,es  ESP,FW,Leganés,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,12.9,0,0,1,2.4,1.7,0.13,-1.4,-0.7
