,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
0,Antonio Adán,es  ESP,GK,Atlético Madrid,32,1987,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1,Aritz Aduriz,es  ESP,FW,Athletic Club,38,1981,2.3,2,0.87,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2,Lumor Agbenyenu,gh  GHA,DF,Mallorca,22,1996,20.1,33,1.65,23,4,2,1,3,0,0,0.00,0,0,0,0,0,0
3,Martin Agirregabiria,es  ESP,DF,Alavés,23,1996,23.3,23,0.99,18,1,2,0,2,0,3,0.13,3,0,0,0,0,0
4,Joseph Aidoo,gh  GHA,DF,Celta Vigo,23,1995,27.8,13,0.47,9,1,1,2,0,0,2,0.07,2,0,0,0,0,0
5,Jordi Alba,es  ESP,DF,Barcelona,30,1989,24.3,45,1.85,44,1,0,0,0,0,5,0.21,5,0,0,0,0,0
6,Raúl Albiol,es  ESP,DF,Villarreal,33,1985,36.0,16,0.44,16,0,0,0,0,0,1,0.03,1,0,0,0,0,0
7,Paco Alcácer,es  ESP,FW,Villarreal,25,1993,10.3,16,1.56,14,0,0,1,1,0,3,0.29,2,0,0,0,1,0
8,Rubén Alcaraz,es  ESP,MF,Valladolid,28,1991,21.4,44,2.06,24,6,5,4,5,0,4,0.19,4,0,0,0,0,0
9,Álex Alegría,es  ESP,FW,Mallorca,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
10,Yeray Álvarez,es  ESP,DF,Athletic Club,24,1995,31.2,19,0.61,17,0,0,0,1,1,1,0.03,1,0,0,0,0,0
11,Ibrahim Amadou,fr  FRA,MF,Leganés,26,1993,8.6,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
12,Amath,sn  SEN,MF,Getafe,23,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
13,Miguel Ángel Guerrero,es  ESP,FW,Leganés,29,1990,8.8,18,2.05,14,0,1,0,3,0,2,0.23,1,0,0,0,1,0
14,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,35,1984,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
15,José Ángel,es  ESP,DF,Eibar,29,1989,26.2,51,1.94,35,10,0,3,2,1,5,0.19,4,0,0,1,0,0
16,Antoñito,es  ESP,"DF,MF",Valladolid,31,1987,11.4,19,1.66,16,1,0,0,0,2,0,0.00,0,0,0,0,0,0
17,Vitorino Antunes,pt  POR,MF,Getafe,32,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
18,Anuar,ma  MAR,"MF,FW",Valladolid,24,1995,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
19,Mauro Arambarri,uy  URU,MF,Getafe,23,1995,34.1,37,1.09,19,7,2,4,5,0,4,0.12,3,1,0,0,0,0
20,Néstor Araujo,mx  MEX,DF,Celta Vigo,27,1991,32.1,7,0.22,4,0,1,2,0,0,3,0.09,2,0,0,1,0,0
21,Ronald Araújo,uy  URU,DF,Barcelona,20,1999,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
22,Anaitz Arbilla,es  ESP,DF,Eibar,32,1987,22.3,20,0.90,15,3,0,2,0,0,2,0.09,2,0,0,0,0,0
23,Alphonse Areola,fr  FRA,GK,Real Madrid,26,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
24,Santiago Arias,co  COL,DF,Atlético Madrid,27,1992,12.0,21,1.76,18,2,0,1,0,0,2,0.17,2,0,0,0,0,0
25,Sergio Asenjo,es  ESP,GK,Villarreal,30,1989,34.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
26,Marco Asensio,es  ESP,FW,Real Madrid,23,1996,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0
27,Iago Aspas,es  ESP,FW,Celta Vigo,31,1987,36.2,107,2.95,76,1,10,5,11,4,12,0.33,6,0,4,0,2,0
28,Roger Assalé,ci  CIV,"FW,MF",Leganés,25,1993,5.9,19,3.22,13,0,1,0,5,0,3,0.51,1,0,0,0,2,0
29,Miguel Atienza,es  ESP,MF,Eibar,20,1999,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
30,Ezequiel Ávila,ar  ARG,FW,Osasuna,25,1994,17.7,50,2.83,29,0,7,5,7,2,7,0.40,3,0,1,0,2,1
31,Javier Avilés,es  ESP,"MF,FW",Leganés,21,1997,2.0,6,2.93,5,0,1,0,0,0,2,0.98,1,0,1,0,0,0
32,Chidozie Awaziem,ng  NGA,DF,Leganés,22,1997,22.2,10,0.45,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0
33,Ramon Azeez,ng  NGA,MF,Granada,26,1992,15.1,17,1.12,11,1,0,2,1,2,1,0.07,1,0,0,0,0,0
34,Iddrisu Baba,gh  GHA,MF,Mallorca,23,1996,32.3,25,0.78,24,0,0,0,1,0,1,0.03,1,0,0,0,0,0
35,Carlos Bacca,co  COL,"FW,MF",Villarreal,32,1986,7.6,12,1.57,7,0,3,0,2,0,2,0.26,1,0,0,0,1,0
36,Alex Baena,es  ESP,MF,Villarreal,18,2001,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
37,Gareth Bale,wal  WAL,"FW,MF",Real Madrid,30,1989,12.1,33,2.73,21,2,5,3,2,0,7,0.58,6,0,0,1,0,0
38,Mikel Balenziaga,es  ESP,DF,Athletic Club,31,1988,6.3,2,0.32,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
39,Éver Banega,ar  ARG,MF,Sevilla,31,1988,27.5,116,4.22,67,37,3,2,6,1,12,0.44,7,3,1,0,1,0
40,Federico Barba,it  ITA,DF,Valladolid,25,1993,5.0,3,0.60,2,0,0,0,1,0,1,0.20,1,0,0,0,0,0
41,Enis Bardhi,mk  MKD,MF,Levante,24,1995,23.5,68,2.89,40,11,7,5,3,2,10,0.43,4,0,2,2,1,1
42,Kike Barja,es  ESP,"MF,FW",Osasuna,22,1997,3.5,10,2.88,8,0,1,1,0,0,2,0.58,2,0,0,0,0,0
43,Antonio Barragán,es  ESP,DF,Betis,32,1987,7.1,19,2.67,16,1,2,0,0,0,3,0.42,2,0,1,0,0,0
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,17,2001,4.9,19,3.87,17,0,2,0,0,0,0,0.00,0,0,0,0,0,0
45,Marc Bartra,es  ESP,"DF,MF",Betis,28,1991,28.0,12,0.43,10,0,0,2,0,0,1,0.04,0,0,0,1,0,0
46,Gil Bastião Dias,pt  POR,"DF,MF",Granada,22,1996,4.0,14,3.54,9,1,1,1,0,2,3,0.76,2,0,0,0,0,1
47,Fran Beltrán,es  ESP,MF,Celta Vigo,20,1999,20.3,29,1.43,23,4,0,2,0,0,0,0.00,0,0,0,0,0,0
48,Hatem Ben Arfa,fr  FRA,"MF,FW",Valladolid,32,1987,1.8,3,1.70,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
49,Karim Benzema,fr  FRA,FW,Real Madrid,31,1987,34.9,118,3.38,104,0,11,2,1,0,17,0.49,15,0,2,0,0,0
50,Yuri Berchiche,es  ESP,DF,Athletic Club,29,1990,31.7,56,1.77,44,3,3,4,1,1,3,0.09,2,0,0,1,0,0
51,Markel Bergara,es  ESP,MF,Getafe,33,1986,0.8,1,1.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Sergio Bermejo,es  ESP,FW,Celta Vigo,21,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
53,Pedro Bigas,es  ESP,DF,Eibar,28,1990,19.7,9,0.46,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
54,Rubén Blanco,es  ESP,GK,Celta Vigo,24,1995,32.9,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
55,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,31,1988,17.8,35,1.96,30,1,1,2,0,1,4,0.22,3,0,0,1,0,0
56,Alejandro Blesa,es  ESP,MF,Levante,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
57,Yassine Bounou,ma  MAR,GK,Sevilla,28,1991,5.5,2,0.36,1,1,0,0,0,0,1,0.18,1,0,0,0,0,0
58,Filip Bradarić,hr  CRO,MF,Celta Vigo,27,1992,7.8,9,1.15,6,1,0,1,0,1,1,0.13,1,0,0,0,0,0
59,Brandon,es  ESP,FW,Osasuna,24,1995,4.5,9,2.00,4,0,3,1,1,0,1,0.22,1,0,0,0,0,0
60,Darko Brašanac,rs  SRB,MF,Osasuna,27,1992,24.9,48,1.92,37,0,1,4,4,2,4,0.16,2,0,0,1,1,0
61,Yan Brice Eteki,cm  CMR,MF,Granada,21,1997,16.7,15,0.90,10,1,0,1,2,1,2,0.12,1,0,0,0,1,0
62,Ante Budimir,hr  CRO,FW,Mallorca,28,1991,30.7,46,1.50,26,2,2,7,9,0,6,0.20,4,0,1,0,1,0
63,Esteban Burgos,ar  ARG,DF,Eibar,27,1992,12.4,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
64,Burgui,es  ESP,MF,Alavés,25,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Oliver Burke,sco  SCO,"MF,FW",Alavés,22,1997,15.9,16,1.01,12,0,3,0,0,1,2,0.13,2,0,0,0,0,0
66,Sergio Busquets,es  ESP,MF,Barcelona,31,1988,27.6,57,2.07,51,1,1,0,1,3,11,0.40,9,0,1,0,0,1
67,Unai Bustinza,es  ESP,DF,Leganés,27,1992,29.8,32,1.07,27,3,0,0,2,0,2,0.07,1,0,0,0,1,0
68,Ariday Cabrera,es  ESP,"MF,FW",Mallorca,30,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Fernando Calero,es  ESP,DF,Espanyol,23,1995,11.6,3,0.26,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0
70,Jonathan Calleri,ar  ARG,FW,Espanyol,25,1993,20.1,39,1.94,22,1,2,7,7,0,7,0.35,5,0,0,1,1,0
71,Víctor Camarasa,es  ESP,MF,Alavés,25,1994,14.4,24,1.67,17,4,1,0,1,1,2,0.14,0,2,0,0,0,0
72,Sergio Camello,es  ESP,FW,Atlético Madrid,18,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
73,José Campaña,es  ESP,MF,Levante,26,1993,35.1,134,3.82,91,23,7,4,6,3,12,0.34,9,2,0,0,1,0
74,Xisco Campos,es  ESP,DF,Mallorca,37,1982,5.3,2,0.38,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0
75,Víctor Campuzano,es  ESP,FW,Espanyol,22,1997,9.7,16,1.66,6,0,2,4,4,0,0,0.00,0,0,0,0,0,0
76,Sergio Canales,es  ESP,"MF,FW",Betis,28,1991,35.1,138,3.93,99,28,4,3,4,0,14,0.40,9,4,0,1,0,0
77,Ander Capa,es  ESP,DF,Athletic Club,27,1992,31.9,48,1.50,34,7,5,0,1,1,5,0.16,5,0,0,0,0,0
78,Marc Cardona,es  ESP,FW,Osasuna,24,1995,7.8,15,1.91,13,0,1,1,0,0,3,0.38,2,0,0,1,0,0
79,Diego Carlos,br  BRA,DF,Sevilla,26,1993,34.8,17,0.49,13,1,1,1,0,1,1,0.03,1,0,0,0,0,0
80,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,25,1993,7.0,25,3.57,10,5,3,1,6,0,7,1.00,2,1,1,0,3,0
81,Daniel Carriço,pt  POR,DF,Sevilla,30,1988,9.4,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
82,Guido Carrillo,ar  ARG,FW,Leganés,28,1991,13.5,29,2.15,21,0,0,5,3,0,3,0.22,2,0,0,0,1,0
83,Dani Carvajal,es  ESP,DF,Real Madrid,27,1992,30.4,74,2.43,61,6,4,1,2,0,6,0.20,4,1,0,0,1,0
84,William Carvalho,pt  POR,MF,Betis,27,1992,9.9,14,1.41,12,0,1,0,0,1,1,0.10,1,0,0,0,0,0
85,Casemiro,br  BRA,MF,Real Madrid,27,1992,34.3,54,1.57,40,0,0,4,4,6,7,0.20,4,0,0,1,1,1
86,Santi Cazorla,es  ESP,MF,Villarreal,34,1984,27.2,136,5.00,92,33,3,3,4,1,17,0.62,13,2,0,1,1,0
87,Sofian Chakla,ma  MAR,DF,Villarreal,25,1993,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
88,Charles,br  BRA,FW,Eibar,35,1984,14.5,25,1.73,17,0,1,1,5,1,2,0.14,1,0,0,0,1,0
