,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
15,José Ángel,es  ESP,DF,Eibar,29,1989,26.2,982,1464,67.1,21600,10110,310,373,83.1,459,580,79.1,194,458,42.4,1,2.4,-1.4,27,105,40,24,126
16,Antoñito,es  ESP,"DF,MF",Valladolid,31,1987,11.4,321,452,71.0,5686,2457,137,167,82.0,145,189,76.7,33,82,40.2,0,1.6,-1.6,10,25,9,4,31
17,Vitorino Antunes,pt  POR,MF,Getafe,32,1987,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
18,Anuar,ma  MAR,"MF,FW",Valladolid,24,1995,2.1,86,101,85.1,1525,254,36,40,90.0,41,48,85.4,7,10,70.0,0,0.0,0.0,0,6,1,0,4
19,Mauro Arambarri,uy  URU,MF,Getafe,23,1995,34.1,649,972,66.8,14046,3443,214,301,71.1,268,368,72.8,146,250,58.4,1,1.6,-0.6,13,93,20,5,85
20,Néstor Araujo,mx  MEX,DF,Celta Vigo,27,1991,32.1,1290,1482,87.0,28800,8280,274,299,91.6,787,861,91.4,218,299,72.9,2,0.2,+1.8,2,44,0,0,59
21,Ronald Araújo,uy  URU,DF,Barcelona,20,1999,2.6,197,208,94.7,3840,793,68,70,97.1,105,110,95.5,24,27,88.9,0,0.0,0.0,0,10,0,0,3
22,Anaitz Arbilla,es  ESP,DF,Eibar,32,1987,22.3,870,1169,74.4,21845,6949,234,277,84.5,381,441,86.4,247,422,58.5,0,0.1,-0.1,4,101,10,5,83
23,Alphonse Areola,fr  FRA,GK,Real Madrid,26,1993,4.0,114,135,84.4,2998,1661,20,20,100.0,61,61,100.0,32,53,60.4,0,0.0,0.0,0,0,0,0,0
24,Santiago Arias,co  COL,DF,Atlético Madrid,27,1992,12.0,498,653,76.3,8487,3889,223,255,87.5,231,282,81.9,36,91,39.6,1,1.1,-0.1,10,28,21,7,69
25,Sergio Asenjo,es  ESP,GK,Villarreal,30,1989,34.0,742,1039,71.4,22187,12550,124,125,99.2,337,341,98.8,279,571,48.9,0,0.0,0.0,0,8,0,0,0
26,Marco Asensio,es  ESP,FW,Real Madrid,23,1996,3.7,134,163,82.2,2312,451,77,85,90.6,38,51,74.5,16,22,72.7,1,1.0,0.0,7,6,7,2,12
27,Iago Aspas,es  ESP,FW,Celta Vigo,31,1987,36.2,998,1283,77.8,15853,3046,541,643,84.1,312,386,80.8,89,130,68.5,3,4.1,-1.1,54,71,46,4,96
28,Roger Assalé,ci  CIV,"FW,MF",Leganés,25,1993,5.9,105,127,82.7,1701,438,56,64,87.5,40,43,93.0,8,13,61.5,1,1.1,-0.1,6,8,6,0,18
29,Miguel Atienza,es  ESP,MF,Eibar,20,1999,0.3,10,14,71.4,169,20,6,7,85.7,3,4,75.0,1,2,50.0,0,0.0,0.0,0,2,0,0,0
30,Ezequiel Ávila,ar  ARG,FW,Osasuna,25,1994,17.7,185,323,57.3,3456,833,92,138,66.7,58,106,54.7,32,58,55.2,2,2.7,-0.7,21,22,13,4,30
31,Javier Avilés,es  ESP,"MF,FW",Leganés,21,1997,2.0,48,71,67.6,862,392,25,33,75.8,13,18,72.2,7,12,58.3,1,0.9,+0.1,5,2,7,6,3
32,Chidozie Awaziem,ng  NGA,DF,Leganés,22,1997,22.2,598,767,78.0,12895,5236,201,223,90.1,271,305,88.9,112,210,53.3,0,0.1,-0.1,4,54,8,3,57
33,Ramon Azeez,ng  NGA,MF,Granada,26,1992,15.1,316,394,80.2,5621,1240,149,175,85.1,123,146,84.2,39,55,70.9,0,0.3,-0.3,6,26,4,0,19
34,Iddrisu Baba,gh  GHA,MF,Mallorca,23,1996,32.3,1046,1285,81.4,19955,5376,424,492,86.2,456,532,85.7,146,211,69.2,0,0.2,-0.2,6,98,6,1,98
35,Carlos Bacca,co  COL,"FW,MF",Villarreal,32,1986,7.6,101,133,75.9,1555,125,64,74,86.5,28,39,71.8,9,13,69.2,1,0.5,+0.5,4,5,1,0,5
36,Alex Baena,es  ESP,MF,Villarreal,18,2001,0.2,4,4,100.0,58,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
37,Gareth Bale,wal  WAL,"FW,MF",Real Madrid,30,1989,12.1,360,480,75.0,6351,1578,192,219,87.7,120,154,77.9,43,89,48.3,2,1.2,+0.8,11,18,17,10,30
38,Mikel Balenziaga,es  ESP,DF,Athletic Club,31,1988,6.3,188,258,72.9,3272,1457,101,115,87.8,67,96,69.8,18,39,46.2,0,0.0,0.0,0,10,4,1,15
39,Éver Banega,ar  ARG,MF,Sevilla,31,1988,27.5,1951,2373,82.2,42577,12814,727,811,89.6,787,893,88.1,416,607,68.5,7,5.1,+1.9,59,268,33,7,243
40,Federico Barba,it  ITA,DF,Valladolid,25,1993,5.0,146,218,67.0,2704,1161,67,81,82.7,64,88,72.7,14,41,34.1,0,0.1,-0.1,2,20,2,1,14
41,Enis Bardhi,mk  MKD,MF,Levante,24,1995,23.5,625,853,73.3,10380,3265,336,390,86.2,193,254,76.0,68,141,48.2,2,1.9,+0.1,28,59,23,5,86
42,Kike Barja,es  ESP,"MF,FW",Osasuna,22,1997,3.5,62,89,69.7,966,270,32,37,86.5,25,33,75.8,2,11,18.2,1,1.0,0.0,3,2,6,1,13
43,Antonio Barragán,es  ESP,DF,Betis,32,1987,7.1,377,460,82.0,6658,2342,177,191,92.7,156,182,85.7,38,74,51.4,1,0.6,+0.4,8,21,19,6,33
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,17,2001,4.9,139,191,72.8,2344,593,69,83,83.1,56,72,77.8,11,22,50.0,0,0.5,-0.5,10,9,7,2,13
45,Marc Bartra,es  ESP,"DF,MF",Betis,28,1991,28.0,1422,1637,86.9,30963,8554,396,432,91.7,738,800,92.3,267,373,71.6,1,1.0,0.0,3,79,6,0,66
46,Gil Bastião Dias,pt  POR,"DF,MF",Granada,22,1996,4.0,100,138,72.5,1707,554,45,59,76.3,43,53,81.1,7,16,43.8,1,0.4,+0.6,7,8,3,1,15
47,Fran Beltrán,es  ESP,MF,Celta Vigo,20,1999,20.3,781,881,88.6,14453,2779,328,365,89.9,345,365,94.5,96,125,76.8,0,0.6,-0.6,12,62,3,0,38
48,Hatem Ben Arfa,fr  FRA,"MF,FW",Valladolid,32,1987,1.8,42,55,76.4,797,93,17,21,81.0,19,24,79.2,4,6,66.7,0,0.0,0.0,1,2,1,0,2
49,Karim Benzema,fr  FRA,FW,Real Madrid,31,1987,34.9,1119,1329,84.2,16894,3021,673,757,88.9,303,360,84.2,96,119,80.7,8,8.4,-0.4,61,71,58,1,110
50,Yuri Berchiche,es  ESP,DF,Athletic Club,29,1990,31.7,1351,1695,79.7,25057,10064,624,704,88.6,546,669,81.6,161,247,65.2,1,2.6,-1.6,27,112,37,18,180
51,Markel Bergara,es  ESP,MF,Getafe,33,1986,0.8,10,19,52.6,148,17,6,8,75.0,4,8,50.0,0,1,0.0,0,0.2,-0.2,1,0,0,0,1
52,Sergio Bermejo,es  ESP,FW,Celta Vigo,21,1997,0.1,3,3,100.0,45,18,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1
53,Pedro Bigas,es  ESP,DF,Eibar,28,1990,19.7,480,699,68.7,11846,4452,102,126,81.0,240,295,81.4,134,270,49.6,0,0.3,-0.3,3,40,5,1,54
54,Rubén Blanco,es  ESP,GK,Celta Vigo,24,1995,32.9,615,990,62.1,21208,13849,108,109,99.1,229,236,97.0,275,642,42.8,0,0.0,0.0,0,9,0,0,0
55,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,31,1988,17.8,668,956,69.9,13732,5655,251,286,87.8,276,367,75.2,128,269,47.6,3,2.0,+1.0,17,79,25,12,90
56,Alejandro Blesa,es  ESP,MF,Levante,17,2002,0.0,3,5,60.0,41,11,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,1
57,Yassine Bounou,ma  MAR,GK,Sevilla,28,1991,5.5,127,170,74.7,4187,2666,19,19,100.0,57,57,100.0,51,94,54.3,1,0.3,+0.7,1,4,0,0,0
58,Filip Bradarić,hr  CRO,MF,Celta Vigo,27,1992,7.8,323,411,78.6,5769,1793,159,186,85.5,116,146,79.5,43,64,67.2,0,0.1,-0.1,3,30,7,0,35
59,Brandon,es  ESP,FW,Osasuna,24,1995,4.5,82,117,70.1,1190,225,49,65,75.4,26,33,78.8,5,9,55.6,1,0.4,+0.6,4,1,4,2,5
60,Darko Brašanac,rs  SRB,MF,Osasuna,27,1992,24.9,576,772,74.6,9704,2418,276,340,81.2,233,303,76.9,49,74,66.2,1,1.6,-0.6,19,51,9,2,57
61,Yan Brice Eteki,cm  CMR,MF,Granada,21,1997,16.7,338,427,79.2,6083,1473,152,179,84.9,131,160,81.9,41,60,68.3,0,0.1,-0.1,3,36,2,0,31
62,Ante Budimir,hr  CRO,FW,Mallorca,28,1991,30.7,381,584,65.2,4538,811,243,333,73.0,87,150,58.0,10,27,37.0,2,1.0,+1.0,12,28,8,1,27
63,Esteban Burgos,ar  ARG,DF,Eibar,27,1992,12.4,244,380,64.2,6711,2423,44,54,81.5,106,138,76.8,91,182,50.0,0,0.1,-0.1,1,27,1,0,29
64,Burgui,es  ESP,MF,Alavés,25,1993,0.2,4,7,57.1,58,18,3,5,60.0,0,0,,1,2,50.0,0,0.0,0.0,0,1,0,0,1
65,Oliver Burke,sco  SCO,"MF,FW",Alavés,22,1997,15.9,226,333,67.9,3022,738,149,191,78.0,61,95,64.2,7,16,43.8,2,1.2,+0.8,6,9,6,0,18
66,Sergio Busquets,es  ESP,MF,Barcelona,31,1988,27.6,2331,2584,90.2,42547,11344,962,1039,92.6,1066,1160,91.9,247,297,83.2,2,2.7,-0.7,22,238,29,0,183
67,Unai Bustinza,es  ESP,DF,Leganés,27,1992,29.8,901,1287,70.0,19162,7780,308,365,84.4,411,529,77.7,167,346,48.3,1,1.4,-0.4,14,97,10,5,95
68,Ariday Cabrera,es  ESP,"MF,FW",Mallorca,30,1988,0.4,9,11,81.8,186,39,3,3,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,1,0,0,0
69,Fernando Calero,es  ESP,DF,Espanyol,23,1995,11.6,507,577,87.9,10183,3222,165,174,94.8,275,294,93.5,63,103,61.2,0,0.0,0.0,1,16,3,0,25
70,Jonathan Calleri,ar  ARG,FW,Espanyol,25,1993,20.1,199,365,54.5,2825,710,124,196,63.3,53,110,48.2,12,30,40.0,3,2.3,+0.7,16,20,10,3,23
71,Víctor Camarasa,es  ESP,MF,Alavés,25,1994,14.4,430,533,80.7,8342,1719,187,222,84.2,177,201,88.1,60,94,63.8,1,1.6,-0.6,14,36,12,2,36
72,Sergio Camello,es  ESP,FW,Atlético Madrid,18,2001,0.3,2,5,40.0,35,11,1,3,33.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1
73,José Campaña,es  ESP,MF,Levante,26,1993,35.1,1650,2121,77.8,30022,10237,770,877,87.8,629,757,83.1,218,404,54.0,7,5.1,+1.9,74,154,43,9,217
74,Xisco Campos,es  ESP,DF,Mallorca,37,1982,5.3,153,198,77.3,3636,1078,34,41,82.9,77,88,87.5,40,64,62.5,1,0.1,+0.9,2,4,1,1,2
75,Víctor Campuzano,es  ESP,FW,Espanyol,22,1997,9.7,99,151,65.6,1404,324,64,79,81.0,22,39,56.4,8,14,57.1,0,0.1,-0.1,2,10,1,0,8
76,Sergio Canales,es  ESP,"MF,FW",Betis,28,1991,35.1,1865,2221,84.0,35310,7041,782,856,91.4,777,866,89.7,262,405,64.7,6,5.7,+0.3,76,142,59,13,138
77,Ander Capa,es  ESP,DF,Athletic Club,27,1992,31.9,1188,1598,74.3,20061,8414,589,678,86.9,495,651,76.0,91,202,45.0,4,3.4,+0.6,26,66,25,11,107
78,Marc Cardona,es  ESP,FW,Osasuna,24,1995,7.8,135,184,73.4,2024,331,83,103,80.6,39,55,70.9,10,14,71.4,2,1.4,+0.6,10,7,5,1,10
79,Diego Carlos,br  BRA,DF,Sevilla,26,1993,34.8,1600,1847,86.6,37196,11737,403,430,93.7,821,884,92.9,365,515,70.9,0,0.5,-0.5,8,70,3,2,55
80,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,25,1993,7.0,174,232,75.0,2708,902,114,127,89.8,37,54,68.5,19,40,47.5,2,0.7,+1.3,11,18,6,0,24
81,Daniel Carriço,pt  POR,DF,Sevilla,30,1988,9.4,502,542,92.6,10515,3037,145,153,94.8,275,282,97.5,79,103,76.7,0,0.0,0.0,1,23,0,0,18
82,Guido Carrillo,ar  ARG,FW,Leganés,28,1991,13.5,232,340,68.2,3313,561,140,189,74.1,64,104,61.5,14,25,56.0,2,0.3,+1.7,11,16,7,0,24
83,Dani Carvajal,es  ESP,DF,Real Madrid,27,1992,30.4,2058,2432,84.6,36020,12111,968,1051,92.1,852,971,87.7,212,322,65.8,5,4.3,+0.7,42,124,53,16,157
84,William Carvalho,pt  POR,MF,Betis,27,1992,9.9,564,634,89.0,10681,2488,229,254,90.2,243,264,92.0,78,94,83.0,0,0.8,-0.8,8,57,6,0,41
85,Casemiro,br  BRA,MF,Real Madrid,27,1992,34.3,1826,2186,83.5,37518,9487,753,838,89.9,674,792,85.1,353,474,74.5,3,0.4,+2.6,9,185,21,4,146
86,Santi Cazorla,es  ESP,MF,Villarreal,34,1984,27.2,1414,1733,81.6,29753,8558,551,624,88.3,554,630,87.9,296,435,68.0,9,6.6,+2.4,66,190,49,10,175
87,Sofian Chakla,ma  MAR,DF,Villarreal,25,1993,2.0,79,95,83.2,1839,568,18,19,94.7,40,48,83.3,20,27,74.1,0,0.0,0.0,0,0,0,0,3
88,Charles,br  BRA,FW,Eibar,35,1984,14.5,237,346,68.5,3241,415,138,194,71.1,72,105,68.6,10,15,66.7,0,0.8,-0.8,10,14,4,1,11
89,Pablo Chavarría,ar  ARG,"FW,MF",Mallorca,31,1988,2.3,40,63,63.5,494,91,24,33,72.7,11,18,61.1,1,4,25.0,0,0.7,-0.7,2,0,1,0,3
90,Pape Cheikh Diop,sn  SEN,MF,Celta Vigo,21,1997,6.7,238,264,90.2,4097,948,107,118,90.7,95,104,91.3,28,32,87.5,1,0.3,+0.7,5,19,2,0,19
91,Chema,es  ESP,DF,Getafe,27,1992,3.4,75,123,61.0,1962,689,14,22,63.6,39,48,81.3,21,51,41.2,0,0.0,0.0,0,8,0,0,6
92,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,28,1990,10.3,240,349,68.8,4058,1037,120,155,77.4,93,127,73.2,20,47,42.6,2,1.2,+0.8,8,14,12,6,25
93,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,20,1999,22.8,553,750,73.7,10360,2682,233,285,81.8,229,293,78.2,80,124,64.5,2,3.3,-1.3,35,36,33,9,79
94,Churripi,es  ESP,GK,Valladolid,25,1994,2.7,35,99,35.4,1422,1098,3,3,100.0,13,14,92.9,19,81,23.5,0,0.0,0.0,0,2,0,0,0
95,Jasper Cillessen,nl  NED,GK,Valencia,30,1989,23.3,474,759,62.5,14585,9804,111,113,98.2,179,180,99.4,178,459,38.8,1,0.1,+0.9,1,2,0,0,0
96,Óscar Clemente,es  ESP,MF,Atlético Madrid,20,1999,0.0,2,2,100.0,33,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
97,Carlos Clerc,es  ESP,DF,Levante,27,1992,20.5,709,968,73.2,11856,5168,397,448,88.6,249,321,77.6,56,160,35.0,2,1.8,+0.2,10,44,7,4,64
98,Coke,es  ESP,DF,Levante,32,1987,11.0,463,577,80.2,8864,3653,205,228,89.9,185,215,86.0,67,105,63.8,0,0.4,-0.4,7,26,8,3,41
99,Álex Collado,es  ESP,DF,Barcelona,20,1999,0.1,9,10,90.0,127,7,6,7,85.7,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
100,Francis Coquelin,fr  FRA,MF,Valencia,28,1991,21.2,885,984,89.9,17359,3670,347,370,93.8,396,416,95.2,130,178,73.0,0,0.2,-0.2,7,87,8,0,59
101,Sébastien Corchia,fr  FRA,DF,Espanyol,28,1990,3.0,149,186,80.1,2694,969,63,70,90.0,73,80,91.3,12,26,46.2,0,0.5,-0.5,7,6,7,3,17
102,Iñigo Córdoba,es  ESP,FW,Athletic Club,22,1997,16.0,316,458,69.0,4632,1230,183,223,82.1,104,149,69.8,15,45,33.3,4,1.1,+2.9,14,20,13,6,25
103,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,24,1995,22.9,454,603,75.3,6249,1531,279,333,83.8,120,163,73.6,28,57,49.1,6,4.1,+1.9,29,27,21,2,43
104,Rober Correa,es  ESP,DF,Eibar,26,1992,10.3,381,513,74.3,7041,2947,161,188,85.6,168,210,80.0,43,91,47.3,0,0.2,-0.2,6,32,7,3,42
105,Thierry Correia,pt  POR,DF,Valencia,20,1999,2.9,107,134,79.9,2069,892,39,43,90.7,53,56,94.6,13,25,52.0,0,0.1,-0.1,2,10,2,1,12
106,Antonio Cortés,es  ESP,"FW,MF",Granada,19,2000,2.0,19,38,50.0,243,47,13,20,65.0,3,10,30.0,1,2,50.0,0,0.2,-0.2,2,1,0,0,1
107,Diego Costa,es  ESP,FW,Atlético Madrid,30,1988,15.0,260,366,71.0,3946,695,150,198,75.8,81,104,77.9,18,27,66.7,4,1.8,+2.2,13,18,13,2,26
108,Jaume Costa,es  ESP,DF,Valencia,31,1988,15.4,672,818,82.2,12027,4123,282,316,89.2,336,381,88.2,50,105,47.6,1,0.6,+0.4,8,46,8,3,57
109,David Costas,es  ESP,DF,Celta Vigo,24,1995,3.8,182,198,91.9,3688,1176,54,55,98.2,98,103,95.1,29,35,82.9,0,0.0,0.0,0,3,0,0,12
110,Thibaut Courtois,be  BEL,GK,Real Madrid,27,1992,34.0,849,1084,78.3,21914,10822,142,142,100.0,511,513,99.6,196,428,45.8,0,0.0,0.0,0,4,0,0,0
111,Sebastián Cristóforo,uy  URU,MF,Eibar,25,1993,9.7,232,314,73.9,4126,1136,115,133,86.5,85,103,82.5,27,62,43.5,0,0.5,-0.5,7,27,2,0,30
112,Cucho,co  COL,"FW,MF",Mallorca,20,1999,16.5,315,448,70.3,4812,1241,185,247,74.9,81,109,74.3,31,51,60.8,1,1.3,-0.3,17,18,8,4,26
113,Marc Cucurella,es  ESP,"MF,DF",Getafe,21,1998,36.0,938,1407,66.7,15990,6391,481,578,83.2,333,458,72.7,100,269,37.2,5,4.7,+0.3,49,87,51,24,133
114,Iván Cuéllar,es  ESP,GK,Leganés,35,1984,27.0,423,823,51.4,19260,14320,29,30,96.7,113,114,99.1,281,679,41.4,0,0.0,0.0,0,27,1,0,2
115,Moanes Dabour,il  ISR,FW,Sevilla,27,1992,0.3,14,19,73.7,243,75,6,8,75.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0,0,3,0,3
116,Sergi Darder,es  ESP,"MF,FW",Espanyol,25,1993,29.5,804,1075,74.8,16416,4381,314,384,81.8,331,415,79.8,145,238,60.9,1,2.0,-1.0,28,120,23,6,97
117,Ousmane Dembélé,fr  FRA,FW,Barcelona,22,1997,4.0,201,261,77.0,3426,761,107,118,90.7,70,89,78.7,20,35,57.1,0,0.6,-0.6,8,13,13,3,18
118,Deyverson,br  BRA,FW,Getafe,28,1991,2.3,34,68,50.0,629,177,15,25,60.0,10,18,55.6,6,15,40.0,1,0.6,+0.4,4,9,2,0,9
119,Mouctar Diakhaby,fr  FRA,DF,Valencia,22,1996,16.0,726,804,90.3,15579,4483,209,226,92.5,399,423,94.3,113,147,76.9,0,0.0,0.0,1,34,1,1,32
120,Brahim Díaz,es  ESP,"FW,MF",Real Madrid,19,1999,0.7,35,40,87.5,472,117,26,29,89.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0,2,1,0,2
121,Víctor Díaz,es  ESP,DF,Granada,31,1988,32.0,1020,1507,67.7,22122,10407,357,434,82.3,457,604,75.7,195,419,46.5,5,2.9,+2.1,27,100,33,18,123
122,Papakouli Diop,sn  SEN,MF,Eibar,33,1986,25.0,593,806,73.6,12207,3138,211,272,77.6,275,347,79.3,104,166,62.7,0,0.5,-0.5,14,83,4,0,86
123,Djené,tg  TOG,DF,Getafe,27,1991,34.0,683,933,73.2,16407,5788,149,186,80.1,345,415,83.1,177,307,57.7,0,0.4,-0.4,6,69,4,2,78
124,Naïs Djouahra,fr  FRA,FW,Real Sociedad,19,1999,0.3,15,23,65.2,232,79,7,12,58.3,6,7,85.7,1,3,33.3,1,0.2,+0.8,2,1,1,1,1
125,Marko Dmitrović,rs  SRB,GK,Eibar,27,1992,35.0,479,1062,45.1,24007,19172,36,37,97.3,118,121,97.5,324,903,35.9,0,0.0,0.0,1,62,2,0,1
126,Jaume Doménech,es  ESP,GK,Valencia,28,1990,14.7,300,457,65.6,10025,7221,66,66,100.0,89,90,98.9,142,298,47.7,0,0.0,0.0,0,3,0,0,0
127,Domingos Duarte,pt  POR,DF,Granada,24,1995,34.3,970,1218,79.6,23651,7528,190,215,88.4,535,603,88.7,240,384,62.5,1,0.1,+0.9,2,67,5,1,88
128,Óscar Duarte,cr  CRC,DF,Levante,30,1989,5.4,190,221,86.0,4634,1633,37,40,92.5,109,117,93.2,44,64,68.8,0,0.0,0.0,0,5,0,0,7
129,Rubén Duarte,es  ESP,DF,Alavés,23,1995,29.6,933,1310,71.2,17336,8840,401,459,87.4,416,558,74.6,102,249,41.0,1,0.9,+0.1,11,91,16,8,93
130,Hugo Duro,es  ESP,"FW,MF",Getafe,19,1999,4.2,50,84,59.5,593,149,27,44,61.4,12,21,57.1,2,6,33.3,1,0.4,+0.6,3,4,1,0,3
131,Aritz Elustondo,es  ESP,DF,Real Sociedad,25,1994,16.8,802,935,85.8,17054,4653,231,263,87.8,446,486,91.8,123,172,71.5,1,0.2,+0.8,3,55,3,3,50
132,Rodrigo Ely,br  BRA,DF,Alavés,25,1993,23.6,667,839,79.5,16672,5747,155,176,88.1,316,356,88.8,192,292,65.8,0,0.1,-0.1,1,27,0,0,31
133,Adri Embarba,es  ESP,"MF,FW",Espanyol,27,1992,15.2,246,442,55.7,4591,1268,121,157,77.1,77,121,63.6,39,129,30.2,4,1.8,+2.2,18,17,16,7,23
134,Emerson,br  BRA,DF,Betis,20,1999,31.5,1288,1604,80.3,21614,7386,673,752,89.5,441,531,83.1,137,207,66.2,6,4.1,+1.9,30,56,50,21,93
135,Sergi Enrich,es  ESP,FW,Eibar,29,1990,20.7,377,527,71.5,5236,727,244,306,79.7,90,140,64.3,24,35,68.6,4,1.4,+2.6,8,16,6,0,16
136,Javier Eraso,es  ESP,"MF,FW",Leganés,29,1990,9.1,215,280,76.8,3354,667,127,145,87.6,62,82,75.6,17,35,48.6,0,0.6,-0.6,8,8,5,3,10
137,Gonzalo Escalante,ar  ARG,MF,Eibar,26,1993,18.6,474,657,72.1,8866,2443,198,241,82.2,203,270,75.2,67,116,57.8,1,0.7,+0.3,8,49,11,2,65
138,Aarón Escandell,es  ESP,GK,Granada,23,1995,3.0,77,128,60.2,2885,2005,10,10,100.0,29,29,100.0,38,89,42.7,0,0.0,0.0,0,6,0,0,0
139,Sergio Escudero,es  ESP,DF,Sevilla,29,1989,8.6,475,592,80.2,8427,3453,210,236,89.0,212,251,84.5,45,87,51.7,0,0.5,-0.5,6,31,9,4,37
140,Bernardo Espinosa,co  COL,DF,Espanyol,30,1989,25.1,826,1060,77.9,19342,6385,173,208,83.2,469,556,84.4,178,280,63.6,0,0.5,-0.5,4,29,1,0,54
141,Vicente Esquerdo,es  ESP,MF,Valencia,20,1999,0.2,6,9,66.7,122,56,3,3,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1
142,Pervis Estupiñán,ec  ECU,DF,Osasuna,21,1998,33.1,1322,1823,72.5,23432,10524,641,742,86.4,513,661,77.6,147,320,45.9,5,3.5,+1.5,44,100,57,37,134
143,Oghenekaro Etebo,ng  NGA,MF,Getafe,23,1995,6.4,135,213,63.4,2518,711,56,74,75.7,53,76,69.7,23,49,46.9,0,0.2,-0.2,2,16,2,0,23
144,Beñat Etxebarria,es  ESP,MF,Athletic Club,32,1987,4.4,161,194,83.0,3422,954,42,47,89.4,84,92,91.3,32,50,64.0,0,0.5,-0.5,11,13,2,0,10
