,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-16,22:00,La Liga,Matchweek 1,Mon,Away,D,0,0,Elche,0.7,1.0,49,9145.0,Iker Muniain,4-4-2,Adrián Cordero,Match Report,
1,2021-08-21,22:00,La Liga,Matchweek 2,Sat,Home,D,1,1,Barcelona,1.5,1.4,33,9394.0,Iker Muniain,4-4-2,Juan Martínez,Match Report,
2,2021-08-28,17:00,La Liga,Matchweek 3,Sat,Away,W,1,0,Celta Vigo,1.2,1.1,38,5492.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Match Report,
3,2021-09-11,21:00,La Liga,Matchweek 4,Sat,Home,W,2,0,Mallorca,1.8,0.3,49,14566.0,Iker Muniain,4-4-2,Jorge Figueroa,Match Report,
4,2021-09-18,16:15,La Liga,Matchweek 5,Sat,Away,D,0,0,Atlético Madrid,1.1,1.2,45,38798.0,Iker Muniain,4-4-2,Jesús Gil,Match Report,
5,2021-09-21,22:00,La Liga,Matchweek 6,Tue,Home,L,1,2,Rayo Vallecano,0.8,0.8,47,16236.0,Iker Muniain,4-4-2,José Luis Munuera,Match Report,
6,2021-09-25,16:15,La Liga,Matchweek 7,Sat,Away,D,1,1,Valencia,1.0,1.0,48,13680.0,Iker Muniain,4-4-2,Alejandro Hernández,Match Report,
7,2021-10-01,21:00,La Liga,Matchweek 8,Fri,Home,W,1,0,Alavés,2.2,1.1,55,28665.0,Iker Muniain,4-4-2,Carlos del Cerro,Match Report,
8,2021-10-23,21:00,La Liga,Matchweek 10,Sat,Home,W,2,1,Villarreal,2.6,0.7,52,38698.0,Iker Muniain,4-4-2,Guillermo Cuadra,Match Report,
9,2021-10-26,21:00,La Liga,Matchweek 11,Tue,Away,D,1,1,Espanyol,3.6,1.3,54,16196.0,Iker Muniain,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
10,2021-10-31,21:00,La Liga,Matchweek 12,Sun,Away,D,1,1,Real Sociedad,1.0,1.2,46,37066.0,Iker Muniain,4-4-2,Juan Martínez,Match Report,
11,2021-11-05,21:00,La Liga,Matchweek 13,Fri,Home,L,0,1,Cádiz,0.8,0.7,70,37581.0,Iker Muniain,4-4-2,Santiago Jaime,Match Report,
12,2021-11-19,21:00,La Liga,Matchweek 14,Fri,Away,D,0,0,Levante,0.7,0.8,51,15230.0,Iker Muniain,4-4-2,José Luis Munuera,Match Report,
13,2021-11-26,21:00,La Liga,Matchweek 15,Fri,Home,D,2,2,Granada,1.3,1.1,63,32651.0,Iker Muniain,4-4-2,Adrián Cordero,Match Report,
14,2021-12-01,21:00,La Liga,Matchweek 9,Wed,Away,L,0,1,Real Madrid,2.5,1.9,38,33627.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Match Report,
15,2021-12-06,21:00,La Liga,Matchweek 16,Mon,Away,D,0,0,Getafe,0.7,1.6,55,9176.0,Óscar de Marcos,4-4-2,Jorge Figueroa,Match Report,
16,2021-12-11,21:00,La Liga,Matchweek 17,Sat,Home,L,0,1,Sevilla,1.9,0.3,55,36737.0,Iker Muniain,4-4-2,Alejandro Hernández,Match Report,
17,2021-12-19,16:15,La Liga,Matchweek 18,Sun,Home,W,3,2,Betis,1.5,2.4,44,38002.0,Iker Muniain,4-4-2,Jesús Gil,Match Report,
18,2021-12-22,21:30,La Liga,Matchweek 21,Wed,Home,L,1,2,Real Madrid,1.3,1.2,41,42722.0,Iker Muniain,4-4-2,César Soto,Match Report,
19,2022-01-03,21:00,La Liga,Matchweek 19,Mon,Away,W,3,1,Osasuna,1.4,1.1,43,16206.0,Iker Muniain,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
20,2022-01-06,20:00,Copa del Rey,Round of 32,Thu,Away,W,2,0,Atlético Mancha Real,,,54,3700.0,Iñigo Lekue,4-4-2,Juan Martínez,Match Report,
21,2022-01-09,18:30,La Liga,Matchweek 20,Sun,Away,D,0,0,Alavés,0.9,0.6,58,14103.0,Iker Muniain,4-4-2,Santiago Jaime,Match Report,
22,2022-01-13,22:00,Supercopa de España,Semi-finals,Thu,Away,W,2,1,Atlético Madrid,,,44,,Iker Muniain,4-4-2,Guillermo Cuadra,Match Report,
23,2022-01-16,21:30,Supercopa de España,Final,Sun,Home,L,0,2,Real Madrid,,,43,,Iker Muniain,4-4-2,César Soto,Match Report,
24,2022-01-20,21:30,Copa del Rey,Round of 16,Thu,Home,W,3,2,Barcelona,,,33,37287.0,Iker Muniain,4-4-2,José Luis Munuera,Match Report,Required Extra Time
25,2022-01-23,18:30,La Liga,Matchweek 22,Sun,Away,W,1,0,Rayo Vallecano,0.7,2.3,33,9034.0,Mikel Balenziaga,4-4-2,Adrián Cordero,Match Report,
26,2022-02-03,21:30,Copa del Rey,Quarter-finals,Thu,Home,W,1,0,Real Madrid,,,42,38750.0,Iker Muniain,4-4-2,Jesús Gil,Match Report,
27,2022-02-07,21:00,La Liga,Matchweek 23,Mon,Home,W,2,1,Espanyol,0.6,0.7,44,30753.0,Mikel Balenziaga,4-4-2,César Soto,Match Report,
28,2022-02-10,21:30,Copa del Rey,Semi-finals,Thu,Home,D,1,1,Valencia,,,57,42906.0,Iker Muniain,4-4-2,José Luis Munuera,Match Report,Leg 1 of 2
29,2022-02-14,21:00,La Liga,Matchweek 24,Mon,Away,L,2,3,Mallorca,0.9,2.0,55,12904.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Match Report,
