,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Iñaki Williams,9.0,es  ESP,FW,27-067,90,0,0,0,0,6,3,0,0,28,18,0,1,0,0.8,0.8,0.0,2,0,10,15,66.7,1,16,4,0,1
1,Oihan Sancet,8.0,es  ESP,FW,21-118,66,0,0,0,0,2,1,0,0,22,20,2,0,0,0.1,0.1,0.2,4,0,11,16,68.8,3,18,3,0,1
2,Raúl García,22.0,es  ESP,FW,35-041,24,0,0,0,0,0,0,0,0,8,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,2,0,0,0
3,Iker Muniain,10.0,es  ESP,LM,28-245,75,0,1,0,0,0,0,0,0,44,19,2,1,2,0.0,0.0,0.1,3,0,22,33,66.7,8,28,4,2,5
4,Nico Williams,30.0,es  ESP,LM,19-040,15,0,0,0,0,1,1,0,0,10,2,0,1,0,0.0,0.0,0.0,2,0,3,4,75.0,0,9,2,0,1
5,Álex Berenguer,7.0,es  ESP,RM,26-048,81,0,0,0,0,3,0,0,0,55,30,1,0,3,0.2,0.2,0.3,3,1,22,41,53.7,2,32,2,0,1
6,Jon Morcillo,11.0,es  ESP,RM,22-340,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,1,0,0
7,Dani García,14.0,es  ESP,DM,31-089,81,0,0,0,0,0,0,0,0,28,16,2,2,3,0.0,0.0,0.0,1,0,14,18,77.8,3,17,0,0,0
8,Oier Zarraga,19.0,es  ESP,DM,22-229,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,2,1,0,0
9,Unai Vencedor Paris,16.0,es  ESP,DM,20-279,66,0,0,0,0,2,0,0,0,24,16,0,1,1,0.3,0.3,0.0,2,0,14,20,70.0,3,15,1,0,0
10,Mikel Vesga,6.0,es  ESP,DM,28-092,24,0,0,0,0,0,0,0,0,6,7,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,2,0,0
11,Mikel Balenziaga,24.0,es  ESP,LB,33-173,90,0,0,0,0,0,0,0,0,40,9,2,2,3,0.0,0.0,0.0,1,0,23,26,88.5,3,16,1,0,0
12,Iñigo Martínez,4.0,es  ESP,CB,30-096,90,1,0,0,0,2,1,1,0,37,12,1,2,0,0.2,0.2,0.0,3,0,18,25,72.0,1,16,1,0,0
13,Daniel Vivian,28.0,es  ESP,CB,22-037,90,0,0,0,0,0,0,0,0,37,4,1,1,0,0.0,0.0,0.0,0,0,24,28,85.7,2,19,4,0,0
14,Iñigo Lekue,15.0,es  ESP,RB,28-109,90,0,0,0,0,0,0,0,0,51,10,0,2,2,0.0,0.0,0.2,2,0,27,40,67.5,3,24,3,0,0
15,Julen Agirrezabala,26.0,es  ESP,GK,20-238,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,16,25,64.0,0,10,0,0,0
16,16 Players,,,,,990,1,1,0,0,16,6,1,0,424,176,12,13,14,1.6,1.6,0.7,23,1,214,306,69.9,30,232,29,2,9
