,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Iñaki Williams,9.0,es  ESP,FW,27-067,90,0,0,0,1,4,1,2,1,0,0,0,0,5,0,2,0.0
1,Oihan Sancet,8.0,es  ESP,FW,21-118,66,0,0,0,0,1,0,0,0,2,0,0,0,2,0,4,0.0
2,Raúl García,22.0,es  ESP,FW,35-041,24,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,75.0
3,Iker Muniain,10.0,es  ESP,LM,28-245,75,0,0,0,0,1,0,2,1,1,0,0,0,6,0,0,
4,Nico Williams,30.0,es  ESP,LM,19-040,15,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,
5,Álex Berenguer,7.0,es  ESP,RM,26-048,81,0,0,0,2,1,1,6,0,1,0,0,0,10,3,2,60.0
6,Jon Morcillo,11.0,es  ESP,RM,22-340,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
7,Dani García,14.0,es  ESP,DM,31-089,81,0,0,0,3,1,1,0,2,0,0,0,0,4,0,0,
8,Oier Zarraga,19.0,es  ESP,DM,22-229,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
9,Unai Vencedor Paris,16.0,es  ESP,DM,20-279,66,0,0,0,2,0,0,2,1,0,0,0,0,7,2,0,100.0
10,Mikel Vesga,6.0,es  ESP,DM,28-092,24,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0.0
11,Mikel Balenziaga,24.0,es  ESP,LB,33-173,90,0,0,0,2,1,0,2,2,0,0,0,0,12,3,1,75.0
12,Iñigo Martínez,4.0,es  ESP,CB,30-096,90,1,0,0,2,1,0,0,2,1,0,0,0,9,1,2,33.3
13,Daniel Vivian,28.0,es  ESP,CB,22-037,90,0,0,0,1,0,0,0,1,1,0,0,0,6,1,1,50.0
14,Iñigo Lekue,15.0,es  ESP,RB,28-109,90,0,0,0,1,0,0,2,2,0,0,0,0,6,0,1,0.0
15,Julen Agirrezabala,26.0,es  ESP,GK,20-238,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
16,16 Players,,,,,990,1,0,0,19,13,3,18,13,7,0,0,0,81,13,15,46.4
