,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,15,Jordi Alba,Barcelona,Blocked,21.0,Right Foot,,Memphis Depay,Pass (Live),Antoine Griezmann,Pass (Live)
1,,,,,,,,,,,
2,53,Sergiño Dest,Barcelona,Saved,12.0,Left Foot,,Sergiño Dest,Dribble,Sergiño Dest,Dribble
3,74,Frenkie de Jong,Barcelona,Woodwork,17.0,Right Foot,Lob,Jordi Alba,Pass (Live),Jordi Alba,Dribble
4,74,Antoine Griezmann,Barcelona,Off Target,9.0,Right Foot,Volley,Frenkie de Jong,Shot,,
5,90,Nico Williams,Athletic Club,Saved,22.0,Left Foot,,Iñaki Williams,Interception,,
