,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Memphis Depay,9.0,nl  NED,"FW,LW",27-189,90,1,0,0,0,3,2,0,0,50,12,1,0,0,0.2,0.2,0.0,2,0,27,39,69.2,4,34,12,2,3
1,Martin Braithwaite,12.0,dk  DEN,LW,30-077,61,0,0,0,0,2,0,0,0,19,3,0,0,1,0.5,0.5,0.0,0,0,12,12,100.0,1,11,4,0,0
2,Yusuf Demir,27.0,at  AUT,RW,18-080,29,0,0,0,0,0,0,0,0,17,4,0,0,0,0.0,0.0,0.0,0,0,12,13,92.3,1,15,1,0,0
3,Antoine Griezmann,7.0,fr  FRA,"RW,FW",30-153,90,0,0,0,0,1,0,0,0,47,13,2,1,1,0.1,0.1,0.0,2,0,31,35,88.6,7,35,5,0,0
4,Pedri,16.0,es  ESP,CM,18-269,61,0,0,0,0,0,0,0,0,43,5,0,0,1,0.0,0.0,0.1,1,0,34,37,91.9,4,33,6,0,1
5,Sergi Roberto,20.0,es  ESP,CM,29-195,29,0,1,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.1,1,1,20,22,90.9,1,13,1,0,0
6,Frenkie de Jong,21.0,nl  NED,CM,24-101,90,0,0,0,0,1,0,0,0,100,9,1,3,4,0.0,0.0,0.1,4,1,73,84,86.9,9,67,12,0,2
7,Sergio Busquets,5.0,es  ESP,DM,33-036,90,0,0,0,0,0,0,0,0,87,15,6,3,1,0.0,0.0,0.0,1,0,59,75,78.7,6,58,1,0,0
8,Jordi Alba,18.0,es  ESP,LB,32-153,90,0,0,0,0,1,0,1,0,108,8,1,3,2,0.0,0.0,0.0,2,0,77,92,83.7,9,65,5,1,2
9,Gerard Piqué,3.0,es  ESP,CB,34-200,30,0,0,0,0,0,0,0,0,29,1,0,0,0,0.0,0.0,0.0,0,0,21,22,95.5,0,13,0,0,0
10,Ronald Araújo,4.0,uy  URU,CB,22-167,60,0,0,0,0,0,0,0,0,46,4,0,2,2,0.0,0.0,0.0,0,0,34,39,87.2,0,28,2,0,0
11,Eric García,24.0,es  ESP,CB,20-224,89,0,0,0,0,0,0,1,1,71,9,1,4,4,0.0,0.0,0.0,0,0,55,60,91.7,2,48,4,0,0
12,Sergiño Dest,2.0,us  USA,RB,20-291,81,0,0,0,0,1,1,0,0,60,14,0,2,0,0.1,0.1,0.0,3,0,41,46,89.1,2,45,9,3,5
13,Emerson,22.0,br  BRA,RB,22-219,9,0,0,0,0,0,0,0,0,11,1,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,6,1,0,0
14,Neto,13.0,br  BRA,GK,32-033,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0.0,0.0,0.0,0,0,43,49,87.8,0,27,0,0,0
15,15 Players,,,,,989,1,1,0,0,9,3,2,1,765,98,12,18,16,1.1,1.1,0.4,16,2,546,632,86.4,46,498,63,6,13
