,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Iñaki Williams,9.0,es  ESP,FW,27-067,90,28,1,2,8,19,8,28,0,1,0.0,0,0,16,97,57,4,1,1,3,1,43,21,48.8,13
1,Oihan Sancet,8.0,es  ESP,FW,21-118,66,22,0,2,8,13,3,22,0,1,0.0,0,0,18,66,31,3,0,1,1,0,27,17,63.0,4
2,Raúl García,22.0,es  ESP,FW,35-041,24,8,0,0,5,3,1,7,0,0,,0,0,2,8,3,0,0,0,2,0,12,6,50.0,0
3,Iker Muniain,10.0,es  ESP,LM,28-245,75,44,0,2,18,26,1,37,2,5,40.0,3,0,28,144,80,4,1,0,2,0,33,25,75.8,4
4,Nico Williams,30.0,es  ESP,LM,19-040,15,10,1,1,6,6,3,10,0,1,0.0,1,0,9,83,68,2,1,0,1,2,3,3,100.0,1
5,Álex Berenguer,7.0,es  ESP,RM,26-048,81,55,0,5,12,40,5,46,0,1,0.0,0,0,32,141,79,2,1,0,4,1,37,31,83.8,5
6,Jon Morcillo,11.0,es  ESP,RM,22-340,9,3,0,0,1,2,0,3,0,0,,0,0,3,6,5,1,0,0,2,0,4,3,75.0,1
7,Dani García,14.0,es  ESP,DM,31-089,81,28,5,8,14,6,0,28,0,0,,0,0,17,27,7,0,0,0,0,1,16,14,87.5,0
8,Oier Zarraga,19.0,es  ESP,DM,22-229,9,3,0,0,3,0,0,3,0,0,,0,0,2,16,7,1,0,0,0,0,3,3,100.0,0
9,Unai Vencedor Paris,16.0,es  ESP,DM,20-279,66,24,1,3,11,11,2,23,0,0,,0,0,15,54,20,1,0,0,0,0,16,14,87.5,0
10,Mikel Vesga,6.0,es  ESP,DM,28-092,24,6,0,1,4,3,0,6,0,0,,0,0,5,60,45,2,2,0,0,0,3,3,100.0,0
11,Mikel Balenziaga,24.0,es  ESP,LB,33-173,90,40,9,14,16,11,0,37,0,0,,0,0,16,85,43,1,1,0,0,0,9,9,100.0,1
12,Iñigo Martínez,4.0,es  ESP,CB,30-096,90,37,8,18,18,5,1,35,0,0,,0,0,16,138,98,1,0,0,0,1,20,17,85.0,0
13,Daniel Vivian,28.0,es  ESP,CB,22-037,90,37,10,24,16,0,0,35,0,0,,0,0,19,163,111,4,0,0,0,1,21,20,95.2,0
14,Iñigo Lekue,15.0,es  ESP,RB,28-109,90,51,2,13,22,19,1,39,0,0,,0,0,24,130,78,3,0,0,1,0,24,23,95.8,1
15,Julen Agirrezabala,26.0,es  ESP,GK,20-238,90,28,24,28,0,0,0,16,0,0,,0,0,10,63,38,0,0,0,0,0,5,5,100.0,0
16,16 Players,,,,,990,424,61,121,162,164,25,375,2,9,22.2,4,0,232,1281,770,29,7,2,16,7,276,214,77.5,30
