,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isOwnGoal,isGoal,cardType.value,cardType.displayName,venue,opponent
440,2344119629.0,231,20,57.0,130,54.0,22.8,20,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.4'}]","[90, 116, 29, 34, 36, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,388650.0,46.5,49.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
441,2344131561.0,11252,21,,44,96.8,27.4,21,[],[60],False,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,10000,OffsideGiven,0,Unsuccessful,41330.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
442,2344119829.0,232,21,0.0,130,44.3,53.1,21,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,340105.0,19.0,33.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
443,2344119841.0,233,21,7.0,130,22.3,32.4,21,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}]","[90, 119, 127, 35, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,0,Unsuccessful,34550.0,65.6,15.2,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
444,2344119893.0,242,21,10.0,44,28.7,82.8,21,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.7'}]","[90, 116, 29, 138, 35, 37, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,91034.0,30.3,68.7,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
445,2344119897.0,243,21,13.0,44,30.3,68.7,21,[],[92],False,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,49,BallRecovery,1,Successful,21541.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
446,2344120073.0,244,21,16.0,44,33.5,66.2,21,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.4'}]","[90, 118, 116, 126, 35, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,21541.0,59.6,37.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
447,2344120173.0,245,21,21.0,44,65.1,32.2,21,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.4'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,141556.0,84.4,12.1,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
448,2344120221.0,246,21,24.0,44,83.1,12.7,21,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.0'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}]","[90, 137, 123, 125, 35, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,0,Unsuccessful,104376.0,86.5,57.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
449,2344120243.0,234,21,27.0,130,11.4,35.1,21,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 93, 94, 56, 214]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,12,Clearance,1,Successful,349932.0,21.3,59.9,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
450,2344120303.0,235,21,28.0,130,21.4,60.5,21,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 68]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,322696.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
451,2344120307.0,247,21,30.0,44,74.1,41.8,21,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.1'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}]","[90, 119, 28, 123, 35, 37, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,0,Unsuccessful,141556.0,85.1,38.8,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
452,2344120343.0,236,21,31.0,130,14.2,63.1,21,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.8'}]","[90, 116, 29, 138, 35, 36, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,340105.0,16.8,89.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
453,2344120367.0,237,21,34.0,130,16.3,90.0,21,[],[92],False,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,49,BallRecovery,1,Successful,70033.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
454,2344120385.0,238,21,34.0,130,16.3,90.0,21,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.7'}]","[90, 117, 119, 28, 35, 36, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,0,Unsuccessful,70033.0,27.7,92.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
455,2344120399.0,248,21,35.0,44,63.4,5.3,21,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 100, 55]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,8,Interception,1,Successful,104376.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
456,2344120405.0,249,21,36.0,44,63.4,5.3,21,[],[92],False,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,49,BallRecovery,1,Successful,104376.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
457,2344120451.0,250,21,36.0,44,65.9,7.0,21,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.7'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,104376.0,67.1,18.7,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
458,2344120505.0,251,21,39.0,44,67.6,22.3,21,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.5'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,141556.0,71.4,35.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
459,2344120561.0,252,21,41.0,44,78.6,40.7,21,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 7, 'displayName': 'PlayerCaughtOffside'}, 'value': '41330'}]","[90, 216]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,2,OffsidePass,1,Successful,379868.0,96.8,27.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
460,2344120597.0,239,21,41.0,130,12.2,34.9,21,[],[61],False,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,55,OffsideProvoked,1,Successful,388650.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
461,2344122487.0,243,23,17.0,130,13.1,48.7,23,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.4'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.0'}, {'type': {'value': 241, 'displayName': 'IndirectFreekickTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.3'}]","[90, 116, 29, 131, 35, 36, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,34550.0,29.3,87.5,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
462,2344122515.0,244,23,23.0,130,29.9,88.7,23,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,70033.0,36.7,71.8,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
463,2344122535.0,245,23,25.0,130,36.9,71.8,23,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.7'}]","[90, 116, 29, 34, 36, 214, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,322696.0,32.7,88.6,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
464,2344122551.0,246,23,26.0,130,34.8,90.2,23,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.0'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,70033.0,59.3,93.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
465,2344122619.0,247,23,28.0,130,59.3,93.0,23,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.4'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,363884.0,69.6,95.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
466,2344122651.0,248,23,32.0,130,70.8,95.6,23,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,29474.0,69.8,87.7,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
467,2344122667.0,249,23,33.0,130,69.8,87.7,23,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,89794.0,69.6,95.7,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
468,2344122709.0,250,23,34.0,130,69.6,95.9,23,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,29474.0,54.2,92.6,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
469,2344122807.0,251,23,36.0,130,53.1,91.4,23,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '40.9'}]","[90, 116, 126, 34, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,70033.0,46.5,40.9,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
470,2344122841.0,252,23,41.0,130,56.5,28.6,23,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,388650.0,65.1,5.5,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
471,2344122897.0,253,23,44.0,130,65.3,5.5,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,349932.0,72.8,4.1,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
472,2344122949.0,254,23,46.0,130,72.2,4.1,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,364315.0,63.5,4.4,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
473,2344122975.0,255,23,49.0,130,63.0,5.2,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.0'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,1,Successful,349932.0,68.0,4.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
474,2344122989.0,256,23,50.0,130,68.0,4.0,23,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 119, 28, 35, 36, 216, 217]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,1,Pass,0,Unsuccessful,364315.0,70.0,5.0,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
475,2344123023.0,260,23,50.0,44,20.6,95.4,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,61,BallTouch,1,Successful,91034.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
476,2344123053.0,257,23,51.0,130,87.2,4.7,23,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '261'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 52]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,3,TakeOn,0,Unsuccessful,349932.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
477,2344123063.0,261,23,52.0,44,12.8,95.3,23,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '257'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 142]",True,1592130,2021-10-19T00:00:00,2021-10-19T20:00:00,4 : 0,4 : 0,2 : 0,,Johan Cruijff Arena,93,1,FirstHalf,7,Tackle,1,Successful,21541.0,,,,,,,,,,,,,,Johan Cruijff Arena,Borussia Dortmund
