,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-15,21:30,La Liga,Matchweek 1,Mon,Home,W,3.0,0.0,Elche,3.1,0.4,71.0,50622.0,Nabil Fekir,4-2-3-1,Guillermo Cuadra,Match Report,
1,2022-08-20,19:30,La Liga,Matchweek 2,Sat,Away,W,2.0,1.0,Mallorca,2.1,0.6,52.0,15579.0,Nabil Fekir,4-2-3-1,Pablo González,Match Report,
2,2022-08-26,22:00,La Liga,Matchweek 3,Fri,Home,W,1.0,0.0,Osasuna,0.5,1.3,55.0,52580.0,Nabil Fekir,4-2-3-1,Juan Martínez,Match Report,
3,2022-09-03,16:15,La Liga,Matchweek 4,Sat,Away,L,1.0,2.0,Real Madrid,0.5,2.9,51.0,58579.0,Andrés Guardado,4-2-3-1,José Sánchez,Match Report,
4,2022-09-08,19:45,Europa Lg,Group stage,Thu,Away,W,2.0,0.0,fi  HJK,2.7,0.2,51.0,10164.0,Joaquín,4-2-3-1,Roi Reinshreiber,Match Report,
5,2022-09-11,21:00,La Liga,Matchweek 5,Sun,Home,W,1.0,0.0,Villarreal,1.9,1.7,47.0,53276.0,Sergio Canales,4-2-3-1,Ricardo de Burgos,Match Report,
6,2022-09-15,21:00,Europa Lg,Group stage,Thu,Home,W,3.0,2.0,bg  Ludogorets,1.0,0.8,54.0,43113.0,Joaquín,4-2-3-1,Andris Treimanis,Match Report,
7,2022-09-18,18:30,La Liga,Matchweek 6,Sun,Home,W,2.0,1.0,Girona,1.6,1.3,44.0,52229.0,Sergio Canales,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,
8,2022-10-02,16:15,La Liga,Matchweek 7,Sun,Away,L,0.0,1.0,Celta Vigo,0.9,0.9,54.0,14344.0,Sergio Canales,4-2-3-1,César Soto,Match Report,
9,2022-10-06,21:00,Europa Lg,Group stage,Thu,Away,W,2.0,1.0,it  Roma,0.6,1.8,60.0,62294.0,Joaquín,4-2-3-1,Matej Jug,Match Report,
10,2022-10-09,14:00,La Liga,Matchweek 8,Sun,Away,D,0.0,0.0,Valladolid,0.5,0.6,42.0,22561.0,Sergio Canales,4-2-3-1,Carlos del Cerro,Match Report,
11,2022-10-13,18:45,Europa Lg,Group stage,Thu,Home,D,1.0,1.0,it  Roma,0.4,1.1,48.0,52472.0,Joaquín,4-2-3-1,Anastasios Sidiropoulos,Match Report,
12,2022-10-16,21:00,La Liga,Matchweek 9,Sun,Home,W,3.0,1.0,Almería,2.5,0.8,54.0,46112.0,Sergio Canales,4-2-3-1,Alejandro Muñíz,Match Report,
13,2022-10-19,19:00,La Liga,Matchweek 10,Wed,Away,D,0.0,0.0,Cádiz,0.9,0.9,59.0,18505.0,Joaquín,4-2-3-1,Antonio Matéu Lahoz,Match Report,
14,2022-10-23,16:15,La Liga,Matchweek 11,Sun,Home,L,1.0,2.0,Atlético Madrid,1.4,0.8,55.0,50179.0,Andrés Guardado,4-2-3-1,Jesús Gil,Match Report,
15,2022-10-27,19:45,Europa Lg,Group stage,Thu,Away,W,1.0,0.0,bg  Ludogorets,0.4,0.9,47.0,9487.0,Joaquín,4-2-3-1,Harald Lechner,Match Report,
16,2022-10-30,21:00,La Liga,Matchweek 12,Sun,Away,W,2.0,0.0,Real Sociedad,1.3,0.9,42.0,32435.0,Andrés Guardado,4-2-3-1,Javier Villanueva,Match Report,
17,2022-11-03,21:00,Europa Lg,Group stage,Thu,Home,W,3.0,0.0,fi  HJK,2.8,0.6,68.0,35384.0,William Carvalho,4-2-3-1,William Collum,Match Report,
18,2022-11-06,21:00,La Liga,Matchweek 13,Sun,Home,D,1.0,1.0,Sevilla,1.0,1.5,37.0,54034.0,Sergio Canales,4-2-3-1,José Sánchez,Match Report,
19,2022-11-10,20:00,La Liga,Matchweek 14,Thu,Away,L,0.0,3.0,Valencia,0.2,2.0,38.0,39876.0,Sergio Canales,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,
20,2022-12-29,19:15,La Liga,Matchweek 15,Thu,Home,D,0.0,0.0,Athletic Club,0.5,0.4,53.0,53565.0,Andrés Guardado,4-2-3-1,Alejandro Hernández,Match Report,
21,2023-01-05,16:00,Copa del Rey,Round of 32,Thu,Away,W,4.0,1.0,Ibiza,,,68.0,,Joaquín,4-2-3-1,Javier Villanueva,Match Report,
22,2023-01-08,16:15,La Liga,Matchweek 16,Sun,Away,W,2.0,1.0,Rayo Vallecano,0.8,1.5,38.0,13119.0,Andrés Guardado,4-2-3-1,Isidro Díaz de Mera,Match Report,
23,2023-01-12,22:00,Supercopa de España,Semi-finals,Thu,Home,,,,Barcelona,,,,,,,,Head-to-Head,
24,2023-01-18,,Copa del Rey,Round of 16,Wed,Home,,,,Osasuna,,,,,,,,Head-to-Head,
25,2023-01-22,,La Liga,Matchweek 18,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
26,2023-01-29,,La Liga,Matchweek 19,Sun,Away,,,,Getafe,,,,,,,,Head-to-Head,
27,2023-02-01,21:00,La Liga,Matchweek 17,Wed,Home,,,,Barcelona,,,,,,,,Head-to-Head,
28,2023-02-05,,La Liga,Matchweek 20,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
29,2023-02-12,,La Liga,Matchweek 21,Sun,Away,,,,Almería,,,,,,,,Head-to-Head,
30,2023-02-19,,La Liga,Matchweek 22,Sun,Home,,,,Valladolid,,,,,,,,Head-to-Head,
31,2023-02-26,,La Liga,Matchweek 23,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
32,2023-03-05,,La Liga,Matchweek 24,Sun,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
33,2023-03-12,,La Liga,Matchweek 25,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
34,2023-03-19,,La Liga,Matchweek 26,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
35,2023-04-02,,La Liga,Matchweek 27,Sun,Away,,,,Atlético Madrid,,,,,,,,Head-to-Head,
36,2023-04-09,,La Liga,Matchweek 28,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
37,2023-04-16,,La Liga,Matchweek 29,Sun,Home,,,,Espanyol,,,,,,,,Head-to-Head,
38,2023-04-23,,La Liga,Matchweek 30,Sun,Away,,,,Osasuna,,,,,,,,Head-to-Head,
39,2023-04-26,,La Liga,Matchweek 31,Wed,Home,,,,Real Sociedad,,,,,,,,Head-to-Head,
40,2023-04-30,,La Liga,Matchweek 32,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
41,2023-05-03,,La Liga,Matchweek 33,Wed,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
42,2023-05-14,,La Liga,Matchweek 34,Sun,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
43,2023-05-21,,La Liga,Matchweek 35,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
44,2023-05-24,,La Liga,Matchweek 36,Wed,Home,,,,Getafe,,,,,,,,Head-to-Head,
45,2023-05-28,,La Liga,Matchweek 37,Sun,Away,,,,Girona,,,,,,,,Head-to-Head,
46,2023-06-04,,La Liga,Matchweek 38,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
