,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2018-07-02,Mon,FIFA World Cup,Round of 16,Neutral,W 2–0,br  Brazil,mx  Mexico,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2018-07-06,Fri,FIFA World Cup,Quarter-finals,Neutral,L 1–2,br  Brazil,be  Belgium,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2018-08-05,Sun,Community Shield,FA Community Shield,Neutral,W 2–0,Manchester City,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2018-08-12,Sun,Premier League,Matchweek 1,Away,W 2–0,Manchester City,Arsenal,Y,GK,90,3,0,3,100.0,1,0.1,0,0,0,0,6,16,37.5,37,9,29.7,32.5,8,62.5,47.5,8,3,37.5,1,13.5,Match Report
4,2018-08-19,Sun,Premier League,Matchweek 2,Home,W 6–1,Manchester City,Huddersfield,Y,GK,90,1,1,0,0.0,0,0.4,0,0,0,0,5,9,55.6,21,6,28.6,35.1,6,50.0,45.7,3,0,0.0,1,16.6,Match Report
5,2018-08-25,Sat,Premier League,Matchweek 3,Away,D 1–1,Manchester City,Wolves,Y,GK,90,2,1,1,50.0,0,1.1,0,0,0,0,3,3,100.0,15,1,0.0,21.5,6,50.0,43.7,8,1,12.5,0,16.5,Match Report
6,2018-09-01,Sat,Premier League,Matchweek 4,Home,W 2–1,Manchester City,Newcastle Utd,Y,GK,90,2,1,1,50.0,0,1.2,0,0,0,0,3,5,60.0,20,6,20.0,29.0,3,33.3,34.3,5,1,20.0,1,14.8,Match Report
7,2018-09-15,Sat,Premier League,Matchweek 5,Home,W 3–0,Manchester City,Fulham,Y,GK,90,3,0,3,100.0,1,0.5,0,0,0,0,3,3,100.0,18,3,11.1,20.7,4,25.0,34.8,5,0,0.0,1,21.3,Match Report
8,2018-09-19,Wed,Champions Lg,Group stage,Home,L 1–2,eng  Manchester City,fr  Lyon,Y,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,6,8,75.0,29,3,20.7,28.6,4,50.0,40.5,4,1,25.0,2,26.9,Match Report
9,2018-09-22,Sat,Premier League,Matchweek 6,Away,W 5–0,Manchester City,Cardiff City,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,3,5,60.0,29,8,13.8,26.7,4,25.0,38.5,3,1,33.3,2,20.7,Match Report
10,2018-09-25,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Oxford United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2018-09-29,Sat,Premier League,Matchweek 7,Home,W 2–0,Manchester City,Brighton,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,2,2,100.0,12,3,8.3,22.6,2,50.0,36.5,2,0,0.0,0,14.5,Match Report
12,2018-10-02,Tue,Champions Lg,Group stage,Away,W 2–1,eng  Manchester City,de  Hoffenheim,Y,GK,90,2,1,1,50.0,0,0.5,0,0,0,0,4,6,66.7,13,4,30.8,31.8,5,40.0,45.0,6,1,16.7,1,22.7,Match Report
13,2018-10-07,Sun,Premier League,Matchweek 8,Away,D 0–0,Manchester City,Liverpool,Y,GK,90,2,0,2,100.0,1,0.6,0,0,0,0,6,11,54.5,30,6,23.3,28.2,10,40.0,49.0,9,0,0.0,0,12.7,Match Report
14,2018-10-12,Fri,Friendlies (M),Friendlies (M),Away,W 2–0,br  Brazil,sa  Saudi Arabia,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
15,2018-10-20,Sat,Premier League,Matchweek 9,Home,W 5–0,Manchester City,Burnley,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,6,11,54.5,37,2,21.6,31.9,6,50.0,42.2,7,1,14.3,0,12.0,Match Report
16,2018-10-23,Tue,Champions Lg,Group stage,Away,W 3–0,eng  Manchester City,ua  Shakhtar,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,6,8,75.0,29,2,13.8,29.0,8,50.0,45.4,5,0,0.0,3,22.2,Match Report
17,2018-10-29,Mon,Premier League,Matchweek 10,Away,W 1–0,Manchester City,Tottenham,Y,GK,90,1,0,1,100.0,1,0.4,0,0,0,0,1,16,6.3,32,8,40.6,40.6,5,60.0,59.4,7,0,0.0,1,15.1,Match Report
18,2018-11-01,Thu,EFL Cup,Fourth round,Home,W 2–0,Manchester City,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2018-11-04,Sun,Premier League,Matchweek 11,Home,W 6–1,Manchester City,Southampton,Y,GK,90,3,1,3,100.0,0,1.8,1,1,0,0,2,4,50.0,24,5,8.3,24.4,6,33.3,38.5,7,1,14.3,1,14.5,Match Report
20,2018-11-07,Wed,Champions Lg,Group stage,Home,W 6–0,eng  Manchester City,ua  Shakhtar,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,3,3,100.0,14,4,21.4,28.5,6,0.0,22.5,3,0,0.0,0,10.0,Match Report
21,2018-11-11,Sun,Premier League,Matchweek 12,Home,W 3–1,Manchester City,Manchester Utd,Y,GK,90,0,1,0,,0,0.8,1,1,0,0,8,9,88.9,18,5,38.9,39.9,4,50.0,47.5,4,2,50.0,0,16.5,Match Report
22,2018-11-16,Fri,Friendlies (M),Friendlies (M),Home,W 1–0,br  Brazil,uy  Uruguay,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
23,2018-11-20,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,br  Brazil,cm  Cameroon,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
24,2018-11-24,Sat,Premier League,Matchweek 13,Away,W 4–0,Manchester City,West Ham,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,6,16,37.5,27,3,33.3,35.1,9,77.8,57.4,6,0,0.0,0,8.2,Match Report
25,2018-11-27,Tue,Champions Lg,Group stage,Away,D 2–2,eng  Manchester City,fr  Lyon,Y,GK,90,4,2,2,50.0,0,2.0,0,0,0,0,5,11,45.5,20,5,35.0,31.8,4,100.0,68.3,3,0,0.0,1,14.2,Match Report
26,2018-12-01,Sat,Premier League,Matchweek 14,Home,W 3–1,Manchester City,Bournemouth,Y,GK,90,1,1,0,0.0,0,0.5,0,0,0,0,3,4,75.0,19,2,10.5,25.8,7,28.6,44.4,6,0,0.0,0,7.8,Match Report
27,2018-12-04,Tue,Premier League,Matchweek 15,Away,W 2–1,Manchester City,Watford,Y,GK,90,6,1,5,83.3,0,2.0,0,0,0,0,3,13,23.1,34,7,29.4,34.2,4,75.0,61.3,3,0,0.0,1,19.2,Match Report
28,2018-12-08,Sat,Premier League,Matchweek 16,Away,L 0–2,Manchester City,Chelsea,Y,GK,90,5,2,3,60.0,0,1.5,0,0,0,0,3,5,60.0,24,2,20.8,28.1,6,0.0,24.0,5,0,0.0,1,32.5,Match Report
29,2018-12-12,Wed,Champions Lg,Group stage,Home,W 2–1,eng  Manchester City,de  Hoffenheim,Y,GK,90,4,1,4,100.0,0,1.8,1,1,0,0,4,7,57.1,26,2,11.5,25.5,6,66.7,47.0,5,0,0.0,2,20.0,Match Report
30,2018-12-15,Sat,Premier League,Matchweek 17,Home,W 3–1,Manchester City,Everton,Y,GK,90,2,1,1,50.0,0,1.1,0,0,0,0,5,9,55.6,25,1,20.0,31.6,6,66.7,53.8,4,0,0.0,0,9.0,Match Report
31,2018-12-18,Tue,EFL Cup,Quarter-finals,Away,D 1  (3)  –1  (1),Manchester City,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
32,2018-12-22,Sat,Premier League,Matchweek 18,Home,L 2–3,Manchester City,Crystal Palace,Y,GK,90,2,3,0,0.0,0,1.8,1,1,0,0,3,3,100.0,15,3,20.0,30.1,2,0.0,35.5,1,0,0.0,1,28.0,Match Report
33,2018-12-26,Wed,Premier League,Matchweek 19,Away,L 1–2,Manchester City,Leicester City,Y,GK,90,5,2,3,60.0,0,2.1,0,0,0,0,3,3,100.0,15,4,13.3,27.8,5,20.0,31.8,4,0,0.0,1,14.8,Match Report
34,2018-12-30,Sun,Premier League,Matchweek 20,Away,W 3–1,Manchester City,Southampton,Y,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,6,12,50.0,31,4,32.3,30.9,3,66.7,60.7,4,0,0.0,0,16.3,Match Report
35,2019-01-03,Thu,Premier League,Matchweek 21,Home,W 2–1,Manchester City,Liverpool,Y,GK,90,4,1,3,75.0,0,1.8,0,0,0,0,6,13,46.2,38,3,28.9,29.6,3,66.7,62.7,7,0,0.0,1,12.4,Match Report
36,2019-01-06,Sun,FA Cup,Third round,Home,W 7–0,Manchester City,Rotherham Utd,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
37,2019-01-09,Wed,EFL Cup,Semi-finals,Home,W 9–0,Manchester City,Burton Albion,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
38,2019-01-14,Mon,Premier League,Matchweek 22,Home,W 3–0,Manchester City,Wolves,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,4,4,100.0,18,3,16.7,23.3,4,25.0,26.5,1,0,0.0,1,20.7,Match Report
39,2019-01-20,Sun,Premier League,Matchweek 23,Away,W 3–0,Manchester City,Huddersfield,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,6,10,60.0,32,8,18.8,27.1,9,44.4,38.9,9,1,11.1,0,17.4,Match Report
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2019-01-26,Sat,FA Cup,Fourth round,Home,W 5–0,Manchester City,Burnley,Y,GK,90,0,0,0,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
42,2019-01-29,Tue,Premier League,Matchweek 24,Away,L 1–2,Manchester City,Newcastle Utd,Y,GK,90,1,2,0,0.0,0,1.4,1,1,0,0,2,2,100.0,28,5,0.0,25.8,3,66.7,35.0,6,0,0.0,2,20.4,Match Report
43,2019-02-03,Sun,Premier League,Matchweek 25,Home,W 3–1,Manchester City,Arsenal,Y,GK,90,2,1,1,50.0,0,1.2,0,0,0,0,2,4,50.0,18,3,11.1,28.2,2,100.0,57.5,4,2,50.0,2,25.4,Match Report
44,2019-02-06,Wed,Premier League,Matchweek 27,Away,W 2–0,Manchester City,Everton,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,5,12,41.7,26,5,38.5,44.6,6,33.3,49.8,8,0,0.0,0,14.8,Match Report
45,2019-02-10,Sun,Premier League,Matchweek 26,Home,W 6–0,Manchester City,Chelsea,Y,GK,90,5,0,5,100.0,1,1.0,0,0,0,0,5,9,55.6,41,6,19.5,26.3,4,25.0,36.8,4,0,0.0,0,11.6,Match Report
46,2019-02-16,Sat,FA Cup,Fifth round,Away,W 4–1,Manchester City,Newport County,Y,GK,90,3,1,2,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
47,2019-02-20,Wed,Champions Lg,Round of 16,Away,W 3–2,eng  Manchester City,de  Schalke 04,Y,GK,90,0,2,0,,0,1.9,2,2,0,0,4,6,66.7,19,0,15.8,27.2,5,60.0,63.4,1,0,0.0,1,25.0,Match Report
48,2019-02-24,Sun,EFL Cup,Final,Away,D 0  (4)  –0  (3),Manchester City,Chelsea,Y,GK,120,0,0,0,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
49,2019-02-27,Wed,Premier League,Matchweek 28,Home,W 1–0,Manchester City,West Ham,Y,GK,90,1,0,1,100.0,1,0.9,0,0,0,0,2,5,40.0,25,1,12.0,24.3,3,66.7,61.0,2,0,0.0,1,50.0,Match Report
50,2019-03-02,Sat,Premier League,Matchweek 29,Away,W 1–0,Manchester City,Bournemouth,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,1,5,20.0,18,3,22.2,36.6,2,50.0,57.5,2,0,0.0,2,29.8,Match Report
51,2019-03-09,Sat,Premier League,Matchweek 30,Home,W 3–1,Manchester City,Watford,Y,GK,90,1,1,0,0.0,0,0.3,0,0,0,0,1,5,20.0,16,2,31.3,37.4,2,0.0,25.5,3,0,0.0,3,23.7,Match Report
52,2019-03-12,Tue,Champions Lg,Round of 16,Home,W 7–0,eng  Manchester City,de  Schalke 04,Y,GK,90,1,0,1,100.0,1,0.3,0,0,0,0,3,3,100.0,23,5,8.7,25.7,2,50.0,41.0,4,0,0.0,0,17.5,Match Report
53,2019-03-16,Sat,FA Cup,Quarter-finals,Away,W 3–2,Manchester City,Swansea City,Y,GK,90,1,2,0,0.0,0,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
54,2019-03-23,Sat,Friendlies (M),Friendlies (M),Neutral,D 1–1,br  Brazil,pa  Panama,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
55,2019-03-26,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,br  Brazil,cz  Czech Republic,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
56,2019-03-30,Sat,Premier League,Matchweek 32,Away,W 2–0,Manchester City,Fulham,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,2,7,28.6,21,3,9.5,21.9,6,83.3,72.3,7,1,14.3,0,9.0,Match Report
57,2019-04-03,Wed,Premier League,Matchweek 33,Home,W 2–0,Manchester City,Cardiff City,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,1,1,100.0,18,5,5.6,22.1,5,0.0,20.8,0,0,,0,15.0,Match Report
58,2019-04-06,Sat,FA Cup,Semi-finals,Home,W 1–0,Manchester City,Brighton,Y,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
59,2019-04-09,Tue,Champions Lg,Quarter-finals,Away,L 0–1,eng  Manchester City,eng  Tottenham,Y,GK,90,4,1,3,75.0,0,0.4,0,0,0,0,3,9,33.3,32,9,21.9,28.6,5,40.0,42.2,5,0,0.0,0,17.2,Match Report
60,2019-04-14,Sun,Premier League,Matchweek 34,Away,W 3–1,Manchester City,Crystal Palace,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,5,6,83.3,19,7,26.3,34.2,3,33.3,42.7,7,0,0.0,0,17.7,Match Report
61,2019-04-17,Wed,Champions Lg,Quarter-finals,Home,W 4–3,eng  Manchester City,eng  Tottenham,Y,GK,90,6,3,3,50.0,0,2.3,0,0,0,0,3,8,37.5,26,4,26.9,33.1,3,33.3,44.3,2,0,0.0,3,24.8,Match Report
62,2019-04-20,Sat,Premier League,Matchweek 35,Home,W 1–0,Manchester City,Tottenham,Y,GK,90,4,0,4,100.0,1,1.1,0,0,0,0,8,15,53.3,26,6,42.3,36.3,4,100.0,88.5,5,0,0.0,0,9.0,Match Report
63,2019-04-24,Wed,Premier League,Matchweek 31,Away,W 2–0,Manchester City,Manchester Utd,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,6,13,46.2,30,10,20.0,24.9,10,70.0,60.9,6,1,16.7,0,14.2,Match Report
64,2019-04-28,Sun,Premier League,Matchweek 36,Away,W 1–0,Manchester City,Burnley,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,4,8,50.0,25,9,16.0,26.9,5,80.0,74.8,5,1,20.0,0,14.3,Match Report
65,2019-05-06,Mon,Premier League,Matchweek 37,Home,W 1–0,Manchester City,Leicester City,Y,GK,90,2,0,2,100.0,1,0.0,0,0,0,0,5,9,55.6,17,5,35.3,35.4,5,60.0,57.0,3,1,33.3,0,20.0,Match Report
66,2019-05-12,Sun,Premier League,Matchweek 38,Away,W 4–1,Manchester City,Brighton,Y,GK,90,2,1,1,50.0,0,1.0,0,0,0,0,3,3,100.0,13,4,15.4,25.4,5,20.0,37.2,2,0,0.0,3,19.7,Match Report
67,2019-05-18,Sat,FA Cup,Final,Home,W 6–0,Manchester City,Watford,Y,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
68,2019-06-05,Wed,Friendlies (M),Friendlies (M),Home,W 2–0,br  Brazil,qa  Qatar,Y,GK,90,,0,,,1,,1,0,0,1,,,,,,,,,,,,,,,,Match Report
69,2019-06-09,Sun,Friendlies (M),Friendlies (M),Home,W 7–0,br  Brazil,hn  Honduras,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2019-06-18,Tue,Copa América,Group stage,Neutral,D 0–0,br  Brazil,ve  Venezuela,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
72,2019-06-22,Sat,Copa América,Group stage,Neutral,W 5–0,br  Brazil,pe  Peru,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
73,2019-06-27,Thu,Copa América,Quarter-finals,Neutral,D 0  (4)  –0  (3),br  Brazil,py  Paraguay,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
74,,,,,,48-5-6,,,59/59,,5340,113,39,83,73.5,31,37.7,9,8,0,1,189,359,52.6,1143,214,21.5,29.7,235,48.1,47.3,220,19,8.6,40,17.5,
