,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
0,2016-08-21,Sun,Primeira Liga,Matchweek 2,Home,D 1–1,Benfica,Vitória Setúbal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2016-08-27,Sat,Primeira Liga,Matchweek 3,Away,W 3–1,Benfica,Nacional,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2016-09-09,Fri,Primeira Liga,Matchweek 4,Away,W 2–1,Benfica,Arouca,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2016-09-13,Tue,Champions Lg,Group stage,Home,D 1–1,pt  Benfica,tr  Beşiktaş,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
4,2016-09-19,Mon,Primeira Liga,Matchweek 5,Home,W 3–1,Benfica,Braga,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2016-09-24,Sat,Primeira Liga,Matchweek 6,Away,W 2–0,Benfica,Chaves,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
6,2016-09-28,Wed,Champions Lg,Group stage,Away,L 2–4,pt  Benfica,it  Napoli,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2016-10-02,Sun,Primeira Liga,Matchweek 7,Home,W 4–0,Benfica,Feirense,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
8,2016-10-19,Wed,Champions Lg,Group stage,Away,W 2–0,pt  Benfica,ua  Dynamo Kyiv,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
9,2016-10-23,Sun,Primeira Liga,Matchweek 8,Away,W 2–0,Benfica,Belenenses,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
10,2016-10-28,Fri,Primeira Liga,Matchweek 9,Home,W 3–0,Benfica,Paços,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
11,2016-11-01,Tue,Champions Lg,Group stage,Home,W 1–0,pt  Benfica,ua  Dynamo Kyiv,Y,GK,90,0,0,1,,1,1,0,1,0,Match Report
12,2016-11-06,Sun,Primeira Liga,Matchweek 10,Away,D 1–1,Benfica,Porto,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
13,2016-11-23,Wed,Champions Lg,Group stage,Away,D 3–3,pt  Benfica,tr  Beşiktaş,Y,GK,90,4,3,2,50.0,0,1,1,0,0,Match Report
14,2016-11-27,Sun,Primeira Liga,Matchweek 11,Home,W 3–0,Benfica,Moreirense,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
15,2016-12-02,Fri,Primeira Liga,Matchweek 12,Away,L 1–2,Benfica,Marítimo,Y,GK,90,0,2,0,,0,0,0,0,0,Match Report
16,2016-12-06,Tue,Champions Lg,Group stage,Home,L 1–2,pt  Benfica,it  Napoli,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
17,2016-12-11,Sun,Primeira Liga,Matchweek 13,Home,W 2–1,Benfica,Sporting CP,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
18,2016-12-17,Sat,Primeira Liga,Matchweek 14,Away,W 1–0,Benfica,Estoril,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
19,2016-12-21,Wed,Primeira Liga,Matchweek 15,Home,W 2–0,Benfica,Rio Ave,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
20,2017-01-07,Sat,Primeira Liga,Matchweek 16,Away,W 2–0,Benfica,Vitória,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
21,2017-01-14,Sat,Primeira Liga,Matchweek 17,Home,D 3–3,Benfica,Boavista,Y,GK,90,0,3,0,,0,0,0,0,0,Match Report
22,2017-01-22,Sun,Primeira Liga,Matchweek 18,Home,W 4–0,Benfica,Tondela,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
23,2017-01-30,Mon,Primeira Liga,Matchweek 19,Away,L 0–1,Benfica,Vitória Setúbal,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
24,2017-02-05,Sun,Primeira Liga,Matchweek 20,Home,W 3–0,Benfica,Nacional,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
25,2017-02-10,Fri,Primeira Liga,Matchweek 21,Home,W 3–0,Benfica,Arouca,Y,GK,40,0,0,0,,1,0,0,0,0,Match Report
26,2017-02-14,Tue,Champions Lg,Round of 16,Home,W 1–0,pt  Benfica,de  Dortmund,Y,GK,90,3,0,4,100.0,1,1,0,1,0,Match Report
27,,,,,,,,,,,,,,,,,,,,,
28,2017-02-24,Fri,Primeira Liga,Matchweek 23,Home,W 3–1,Benfica,Chaves,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
29,2017-03-04,Sat,Primeira Liga,Matchweek 24,Away,W 1–0,Benfica,Feirense,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
30,2017-03-08,Wed,Champions Lg,Round of 16,Away,L 0–4,pt  Benfica,de  Dortmund,Y,GK,90,6,4,2,33.3,0,0,0,0,0,Match Report
31,2017-03-13,Mon,Primeira Liga,Matchweek 25,Home,W 4–0,Benfica,Belenenses,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
32,2017-03-18,Sat,Primeira Liga,Matchweek 26,Away,D 0–0,Benfica,Paços,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
