,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,22:15,La Liga,Matchweek 1,Sun,Home,W,3,0,Rayo Vallecano,3.9,0.6,74,13962.0,Jesús Navas,3-4-3,Isidro Díaz de Mera,Match Report,
1,2021-08-23,20:00,La Liga,Matchweek 2,Mon,Away,W,1,0,Getafe,1.3,0.6,60,4810.0,Jesús Navas,4-2-3-1,José Sánchez,Match Report,
2,2021-08-28,19:30,La Liga,Matchweek 3,Sat,Away,D,1,1,Elche,1.6,0.6,70,10385.0,Jesús Navas,4-3-3,Valentín Pizarro,Match Report,
3,2021-09-14,18:45,Champions Lg,Group stage,Tue,Home,D,1,1,at  RB Salzburg,1.5,2.9,48,18373.0,Jesús Navas,4-3-3,Aliaksei Kulbakou,Match Report,
4,2021-09-19,16:15,La Liga,Matchweek 5,Sun,Away,D,0,0,Real Sociedad,0.9,1.4,53,23757.0,Jesús Navas,4-3-3,Antonio Matéu Lahoz,Match Report,
5,2021-09-22,19:30,La Liga,Matchweek 6,Wed,Home,W,3,1,Valencia,1.1,0.4,58,23654.0,Fernando,4-3-3,José Sánchez,Match Report,
6,2021-09-25,18:30,La Liga,Matchweek 7,Sat,Home,W,2,0,Espanyol,1.7,0.9,54,23956.0,Jesús Navas,4-3-3,Pablo González,Match Report,
7,2021-09-29,21:00,Champions Lg,Group stage,Wed,Away,D,1,1,de  Wolfsburg,1.1,1.2,69,11733.0,Jesús Navas,4-2-3-1,Georgi Kabakov,Match Report,
8,2021-10-03,21:00,La Liga,Matchweek 8,Sun,Away,L,0,1,Granada,1.4,0.1,68,12334.0,Ivan Rakitić,4-3-3,Alberola Rojas,Match Report,
9,2021-10-17,16:15,La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,1.1,1.4,54,10774.0,Jesús Navas,4-3-3,Ricardo de Burgos,Match Report,
10,2021-10-20,21:00,Champions Lg,Group stage,Wed,Away,D,0,0,fr  Lille,1.1,0.8,61,34362.0,Jesús Navas,4-2-3-1,Michael Oliver,Match Report,
11,2021-10-24,14:00,La Liga,Matchweek 10,Sun,Home,W,5,3,Levante,1.6,2.1,60,30601.0,Jesús Navas,4-2-3-1,Valentín Pizarro,Match Report,
12,2021-10-27,19:00,La Liga,Matchweek 11,Wed,Away,D,1,1,Mallorca,1.4,1.9,69,15125.0,Jesús Navas,4-3-3,Santiago Jaime,Match Report,
13,2021-10-30,16:15,La Liga,Matchweek 12,Sat,Home,W,2,0,Osasuna,2.5,0.8,63,20335.0,Ivan Rakitić,4-3-3,Carlos del Cerro,Match Report,
14,2021-11-02,21:00,Champions Lg,Group stage,Tue,Home,L,1,2,fr  Lille,1.0,1.9,58,29369.0,Jesús Navas,4-2-3-1,István Kovács,Match Report,
15,2021-11-07,21:00,La Liga,Matchweek 13,Sun,Away,W,2,0,Betis,1.7,0.5,74,50534.0,Ivan Rakitić,4-3-3,Antonio Matéu Lahoz,Match Report,
16,2021-11-20,16:15,La Liga,Matchweek 14,Sat,Home,D,2,2,Alavés,1.6,1.3,68,25208.0,Fernando,4-3-3,Alejandro Muñíz,Match Report,
17,2021-11-23,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,de  Wolfsburg,1.6,0.3,62,28663.0,Ivan Rakitić,4-3-3,Cüneyt Çakιr,Match Report,
18,2021-11-28,21:00,La Liga,Matchweek 15,Sun,Away,L,1,2,Real Madrid,0.8,1.3,47,45281.0,Ivan Rakitić,4-3-3,José Sánchez,Match Report,
19,2021-12-01,19:00,Copa del Rey,First round,Wed,Away,W,1,0,Córdoba,,,68,15000.0,Munir El Haddadi,4-3-3,Jesús Gil,Match Report,Required Extra Time
20,2021-12-04,14:00,La Liga,Matchweek 16,Sat,Home,W,1,0,Villarreal,0.6,1.9,45,30865.0,Ivan Rakitić,4-3-3,Carlos del Cerro,Match Report,
21,2021-12-08,21:00,Champions Lg,Group stage,Wed,Away,L,0,1,at  RB Salzburg,0.9,0.6,65,,Ivan Rakitić,4-3-3,Slavko Vinčič,Match Report,
22,2021-12-11,21:00,La Liga,Matchweek 17,Sat,Away,W,1,0,Athletic Club,0.3,1.9,45,36737.0,Fernando,4-2-3-1,Alejandro Hernández,Match Report,
