,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
20,Benoît Assou-Ekotto,cm  CMR,DF,Metz,33,1984,13,13,1053,11.7,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.03,0.03,0.00,0.03
21,Danilo Avelar,br  BRA,"DF,FW",Amiens,28,1989,21,20,1727,19.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,1.9,2.4,0.02,0.10,0.12,0.02,0.12
22,Durel Avounou,cg  CGO,"MF,DF",Caen,19,1997,9,8,651,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.0,0.05,0.09,0.14,0.05,0.14
23,Chidozie Awaziem,ng  NGA,DF,Nantes,20,1997,22,16,1512,16.8,1,0,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.2,1.0,0.05,0.01,0.06,0.05,0.06
24,Karim Azamoum,fr  FRA,MF,Troyes,27,1990,30,26,2278,25.3,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,2.0,3.4,0.05,0.08,0.13,0.05,0.13
25,Ludovic Baal,gf  GUF,DF,Rennes,31,1986,17,14,1159,12.9,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.6,0.6,0.00,0.05,0.05,0.00,0.05
26,Dylan Bahamboula,cg  CGO,"FW,MF",Dijon,22,1995,4,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12
27,Farès Bahlouli,fr  FRA,"MF,FW",Lille,22,1995,11,2,307,3.4,1,0,1,0,0,2,0,0.29,0.00,0.29,0.29,0.29,0.3,0.3,0.9,1.3,0.10,0.27,0.38,0.10,0.38
28,Stéphane Bahoken,cm  CMR,FW,Strasbourg,25,1992,26,19,1663,18.5,7,1,7,0,0,5,0,0.38,0.05,0.43,0.38,0.43,6.4,6.4,1.3,7.7,0.34,0.07,0.42,0.34,0.42
29,Keita Baldé,sn  SEN,"FW,MF",Monaco,22,1995,23,19,1470,16.3,8,5,8,0,0,3,2,0.49,0.31,0.80,0.49,0.80,5.5,5.5,1.8,7.4,0.34,0.11,0.45,0.34,0.45
30,Iván Balliu,al  ALB,DF,Metz,25,1992,25,22,1951,21.7,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.0,1.2,0.01,0.05,0.06,0.01,0.06
31,Fodé Ballo-Touré,sn  SEN,DF,Lille,20,1997,27,25,2055,22.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
32,Florent Balmont,fr  FRA,MF,Dijon,37,1980,21,9,860,9.6,1,2,1,0,0,3,0,0.10,0.21,0.31,0.10,0.31,0.2,0.2,1.2,1.3,0.02,0.12,0.14,0.02,0.14
33,Mario Balotelli,it  ITA,FW,Nice,26,1990,28,26,2272,25.2,18,1,12,6,7,11,1,0.71,0.04,0.75,0.48,0.51,15.6,10.2,4.0,14.2,0.62,0.16,0.78,0.40,0.56
34,Abdoulaye Bamba,ci  CIV,DF,Angers,27,1990,18,17,1533,17.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
35,Jonathan Bamba,fr  FRA,"FW,MF",Saint-Étienne,21,1996,34,27,2571,28.6,7,6,3,4,4,1,0,0.25,0.21,0.46,0.11,0.32,9.1,6.0,5.9,12.0,0.32,0.21,0.53,0.21,0.42
36,Yacine Bammou,ma  MAR,"MF,FW",Nantes,25,1991,16,10,727,8.1,3,0,3,0,0,2,2,0.37,0.00,0.37,0.37,0.37,1.1,1.1,0.2,1.4,0.14,0.03,0.17,0.14,0.17
37,Sekou Baradji,fr  FRA,MF,Amiens,33,1984,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
38,Nicolas Basin,fr  FRA,DF,Metz,19,1998,5,3,314,3.5,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.2,0.2,0.1,0.4,0.07,0.04,0.11,0.07,0.11
39,Gil Bastião Dias,pt  POR,FW,Monaco,20,1996,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21
40,Paul Baysse,fr  FRA,DF,Bordeaux,29,1988,8,6,570,6.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.10,0.00,0.10,0.10,0.10
41,Hervé Bazile,ht  HAI,"FW,MF",Caen,27,1990,19,10,878,9.8,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,2.0,2.0,1.5,3.5,0.20,0.15,0.36,0.20,0.36
42,Henri Bedimo,cm  CMR,"DF,MF",Marseille,33,1984,3,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
43,François Bellugou,fr  FRA,MF,Troyes,30,1987,30,27,2177,24.2,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.01,0.02,0.00,0.02
44,Chaouki Ben Saada,tn  TUN,"FW,MF",Troyes,33,1984,16,2,341,3.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.08,0.25,0.33,0.08,0.33
45,Diego Benaglio,ch  SUI,GK,Monaco,33,1983,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
46,Nicolas Benezet,fr  FRA,"FW,MF",Guingamp,26,1991,29,18,1650,18.3,3,3,3,0,0,2,0,0.16,0.16,0.33,0.16,0.33,2.1,2.1,3.3,5.4,0.12,0.18,0.30,0.12,0.30
47,Walter Benítez,ar  ARG,GK,Nice,24,1993,28,28,2520,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
48,Ramy Bensebaini,dz  ALG,DF,Rennes,22,1995,29,26,2342,26.0,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,1.2,2.1,0.03,0.05,0.08,0.03,0.08
49,Yassine Benzia,dz  ALG,"MF,FW",Lille,22,1994,31,30,2288,25.4,1,5,1,0,0,8,0,0.04,0.20,0.24,0.04,0.24,1.9,1.9,5.0,7.0,0.08,0.20,0.27,0.08,0.27
50,Yuri Berchiche,es  ESP,DF,Paris S-G,27,1990,22,19,1715,19.1,2,3,2,0,0,4,0,0.10,0.16,0.26,0.10,0.26,0.6,0.6,2.2,2.8,0.03,0.12,0.15,0.03,0.15
51,Robert Berić,si  SVN,FW,Saint-Étienne,26,1991,15,12,1041,11.6,7,1,6,1,2,0,0,0.61,0.09,0.69,0.52,0.61,5.1,3.6,1.1,4.8,0.44,0.10,0.54,0.31,0.41
52,Kévin Bérigaud,fr  FRA,"MF,FW",Montpellier,29,1988,5,4,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.5,0.22,0.27,0.49,0.22,0.49
53,Vincent Bessat,fr  FRA,"DF,MF",Caen,31,1985,24,18,1570,17.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.2,0.03,0.10,0.12,0.03,0.12
54,Quentin Beunardeau,fr  FRA,GK,Metz,23,1994,1,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
55,Milan Biševac,rs  SRB,DF,Metz,33,1983,10,10,710,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.06,0.01,0.07,0.06,0.07
56,Yves Bissouma,ml  MLI,"MF,DF",Lille,20,1996,24,15,1562,17.4,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,2.4,2.4,0.5,2.9,0.14,0.03,0.17,0.14,0.17
57,Ludovic Blas,fr  FRA,MF,Guingamp,19,1997,31,17,1792,19.9,3,2,3,0,0,3,2,0.15,0.10,0.25,0.15,0.25,3.4,3.4,1.3,4.7,0.17,0.07,0.23,0.17,0.23
58,Jérémy Blayac,fr  FRA,"FW,MF",Strasbourg,34,1983,25,7,916,10.2,3,1,3,0,0,2,0,0.29,0.10,0.39,0.29,0.39,4.7,4.7,1.5,6.2,0.47,0.15,0.62,0.47,0.62
59,Alexis Blin,fr  FRA,MF,Toulouse,20,1996,26,20,1886,21.0,1,3,1,0,0,5,0,0.05,0.14,0.19,0.05,0.19,1.0,1.0,1.1,2.1,0.05,0.05,0.10,0.05,0.10
60,Yann Bodiger,fr  FRA,"MF,FW",Toulouse,22,1995,7,2,227,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
61,Mathieu Bodmer,fr  FRA,"DF,MF",Amiens,34,1982,13,3,397,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.9,0.9,0.4,1.4,0.21,0.10,0.31,0.21,0.31
62,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,20,1997,6,1,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.04,0.01,0.04
63,Landry Bonnefoi,fr  FRA,GK,Strasbourg,33,1983,4,3,272,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
64,Gabriel Boschilia,br  BRA,"FW,MF",Monaco,21,1996,5,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.46,0.07,0.53,0.46,0.53
65,Jean-Christophe Bouet,fr  FRA,GK,Amiens,34,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
66,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,6,3,336,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.09,0.10,0.01,0.10
67,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,7,0,179,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.4,0.5,0.06,0.21,0.27,0.06,0.27
68,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,17,4,543,6.0,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.5,1.9,0.07,0.26,0.33,0.07,0.33
69,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,37,35,3102,34.5,10,7,7,3,3,3,0,0.29,0.20,0.49,0.20,0.41,7.6,5.3,8.7,14.1,0.22,0.25,0.47,0.15,0.41
70,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,14,11,916,10.2,4,1,4,0,0,3,0,0.39,0.10,0.49,0.39,0.49,3.5,3.5,1.9,5.4,0.35,0.19,0.53,0.35,0.53
71,Brandon,es  ESP,"MF,FW",Rennes,22,1995,11,3,358,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.4,0.4,0.6,0.9,0.10,0.14,0.24,0.10,0.24
72,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,37,36,3209,35.7,11,1,8,3,4,4,0,0.31,0.03,0.34,0.22,0.25,11.2,8.2,2.7,10.8,0.31,0.07,0.39,0.23,0.30
73,Patrick Burner,fr  FRA,DF,Nice,21,1996,13,10,897,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.06,0.07,0.01,0.07
74,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,19,19,1652,18.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
75,Cafú,pt  POR,MF,Metz,24,1993,10,8,679,7.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.03,0.02,0.05,0.03,0.05
76,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,19,5,632,7.0,2,0,2,0,0,2,0,0.28,0.00,0.28,0.28,0.28,1.6,1.6,1.0,2.6,0.24,0.14,0.37,0.24,0.37
77,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,20,18,1517,16.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.7,0.01,0.02,0.04,0.01,0.04
78,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,14,12,975,10.8,2,1,2,0,0,0,0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.8,2.1,0.13,0.08,0.21,0.13,0.21
79,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,24,8,934,10.4,2,1,2,0,1,1,0,0.19,0.10,0.29,0.19,0.29,3.2,2.4,1.1,3.5,0.31,0.10,0.41,0.23,0.34
80,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,28,23,1882,20.9,2,1,2,0,0,3,0,0.10,0.05,0.14,0.10,0.14,2.9,2.9,2.5,5.4,0.14,0.12,0.26,0.14,0.26
81,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
82,Diego Carlos,br  BRA,DF,Nantes,24,1993,28,27,2292,25.5,1,0,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.5,1.8,0.05,0.02,0.07,0.05,0.07
83,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,15,2,426,4.7,4,0,4,0,0,0,0,0.85,0.00,0.85,0.85,0.85,1.9,1.9,0.2,2.1,0.42,0.03,0.46,0.42,0.46
84,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
85,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,32,30,2581,28.7,28,5,25,3,5,3,0,0.98,0.17,1.15,0.87,1.05,23.2,19.7,4.8,24.5,0.81,0.17,0.97,0.68,0.85
86,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,23,19,1612,17.9,0,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.6,1.8,0.01,0.09,0.10,0.01,0.10
87,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,34,26,2136,23.7,11,2,11,0,0,3,0,0.46,0.08,0.55,0.46,0.55,8.2,8.2,1.9,10.1,0.34,0.08,0.43,0.34,0.43
88,Charly Charrier,fr  FRA,MF,Amiens,31,1986,3,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.25,0.02,0.27,0.25,0.27
89,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,2.43,2.43,0.00,2.43
90,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,3,2,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
91,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,19,18,1630,18.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.03,0.03,0.01,0.03
92,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,29,17,1588,17.6,2,1,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,2.1,2.1,1.3,3.4,0.12,0.08,0.19,0.12,0.19
93,Renaud Cohade,fr  FRA,MF,Metz,32,1984,38,38,3298,36.6,1,3,1,0,0,5,0,0.03,0.08,0.11,0.03,0.11,1.2,1.2,3.9,5.1,0.03,0.11,0.14,0.03,0.14
94,Racine Coly,sn  SEN,DF,Nice,21,1995,7,7,617,6.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.04,0.00,0.04
95,Alois Confais,fr  FRA,MF,Troyes,20,1996,15,4,612,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03
96,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,32,29,2635,29.3,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.3,1.2,0.03,0.01,0.04,0.03,0.04
97,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,3,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.20,0.20,0.00,0.20
98,Jérémy Cordoval,GPE,DF,Troyes,27,1990,11,10,919,10.2,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.5,0.5,0.00,0.05,0.05,0.00,0.05
99,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,18,15,1376,15.3,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.5,1.5,1.3,2.8,0.10,0.08,0.18,0.10,0.18
100,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,30,13,1271,14.1,4,5,4,0,0,1,0,0.28,0.35,0.64,0.28,0.64,3.0,3.0,3.2,6.1,0.21,0.23,0.44,0.21,0.44
101,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,12,6,446,5.0,1,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.7,0.7,1.1,1.8,0.14,0.22,0.36,0.14,0.36
102,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,26,22,1726,19.2,5,3,5,0,0,4,1,0.26,0.16,0.42,0.26,0.42,3.8,3.8,0.9,4.7,0.19,0.05,0.24,0.19,0.24
103,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
104,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,8,3,341,3.8,1,1,1,0,0,0,0,0.26,0.26,0.53,0.26,0.53,0.3,0.3,0.4,0.7,0.09,0.10,0.18,0.09,0.18
105,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,20,8,839,9.3,1,1,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21,1.3,1.3,0.7,2.0,0.14,0.07,0.21,0.14,0.21
106,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,9,7,578,6.4,1,2,1,0,0,2,0,0.16,0.31,0.47,0.16,0.47,0.2,0.2,0.1,0.2,0.03,0.01,0.04,0.03,0.04
107,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,16,10,949,10.5,2,1,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,1.3,1.3,1.3,2.6,0.13,0.12,0.25,0.13,0.25
108,Damien Da Silva,fr  FRA,DF,Caen,29,1988,32,32,2836,31.5,4,0,4,0,0,7,0,0.13,0.00,0.13,0.13,0.13,2.7,2.7,0.0,2.7,0.09,0.00,0.09,0.09,0.09
109,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,12,10,944,10.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
110,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,16,15,1284,14.3,2,0,1,1,2,10,0,0.14,0.00,0.14,0.07,0.07,3.0,1.5,0.7,2.2,0.21,0.05,0.26,0.11,0.15
111,Dante,br  BRA,DF,Nice,33,1983,33,33,2920,32.4,1,0,1,0,0,10,2,0.03,0.00,0.03,0.03,0.03,3.2,3.2,0.4,3.6,0.10,0.01,0.11,0.10,0.11
112,Romain Danzé,fr  FRA,DF,Rennes,31,1986,12,9,681,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
113,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,23,20,1705,18.9,3,2,3,0,0,2,0,0.16,0.11,0.26,0.16,0.26,2.6,2.6,1.6,4.2,0.14,0.08,0.22,0.14,0.22
114,Sergi Darder,es  ESP,MF,Lyon,23,1993,3,3,210,2.3,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
115,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,26,24,1945,21.6,2,1,2,0,0,7,2,0.09,0.05,0.14,0.09,0.14,1.5,1.5,1.5,3.0,0.07,0.07,0.14,0.07,0.14
116,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,15,15,1314,14.6,4,1,4,0,0,1,0,0.27,0.07,0.34,0.27,0.34,3.2,3.2,2.0,5.1,0.22,0.13,0.35,0.22,0.35
