,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
66,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,3.7,1,0,0,1,5,0,10,5,2,0,0,0,27,2,3,40.0
67,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,2.0,0,0,0,3,3,0,4,1,1,0,0,0,15,1,0,100.0
68,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,6.0,0,0,0,5,10,0,12,9,4,0,0,0,65,4,7,36.4
69,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,34.5,3,0,0,37,15,2,148,50,24,0,1,0,289,5,11,31.3
70,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,10.2,3,0,0,11,7,4,7,3,2,0,0,0,40,9,9,50.0
71,Brandon,es  ESP,"MF,FW",Rennes,22,1995,4.0,0,0,0,11,8,2,5,6,6,0,0,0,27,1,3,25.0
72,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,35.7,4,0,0,47,95,38,14,18,14,2,1,0,181,22,34,39.3
73,Patrick Burner,fr  FRA,DF,Nice,21,1996,10.0,2,0,0,10,14,0,10,11,7,0,1,0,73,5,3,62.5
74,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,18.4,0,0,0,0,2,0,0,0,0,0,0,1,98,0,0,
75,Cafú,pt  POR,MF,Metz,24,1993,7.5,2,0,0,12,8,1,0,9,7,0,0,1,64,5,6,45.5
76,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,7.0,2,0,0,14,19,2,15,5,10,1,0,0,52,1,4,20.0
77,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,16.9,5,0,0,27,28,0,2,25,20,0,0,0,206,10,13,43.5
78,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,10.8,0,0,0,7,11,2,24,7,4,0,0,0,47,3,2,60.0
79,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,10.4,1,0,0,13,19,12,9,2,3,0,0,0,28,13,17,43.3
80,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,20.9,3,0,0,23,18,1,20,34,31,0,0,1,183,16,17,48.5
81,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10.0,2,0,0,0,1,0,0,0,0,0,0,0,29,0,0,
82,Diego Carlos,br  BRA,DF,Nantes,24,1993,25.5,7,1,1,31,18,2,5,24,36,0,0,0,291,26,11,70.3
83,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,4.7,0,0,0,6,8,0,0,1,1,1,0,0,19,13,11,54.2
84,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1.0,0,0,0,1,0,0,2,2,0,0,0,0,5,3,3,50.0
85,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,28.7,3,0,0,19,20,24,11,8,7,3,0,0,81,0,1,0.0
86,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,17.9,4,0,0,21,18,2,37,28,27,0,0,0,182,11,15,42.3
87,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,23.7,3,0,0,21,47,11,54,27,20,1,1,0,138,4,26,13.3
88,Charly Charrier,fr  FRA,MF,Amiens,31,1986,1.2,0,0,0,1,1,2,2,1,0,0,0,0,12,0,0,
89,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,1.6,0,0,0,2,2,1,2,1,0,0,0,0,9,1,1,50.0
91,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,18.1,3,0,0,14,18,0,24,25,17,0,0,0,192,6,12,33.3
92,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,17.6,5,0,0,41,28,4,39,19,20,1,0,0,130,19,20,48.7
93,Renaud Cohade,fr  FRA,MF,Metz,32,1984,36.6,5,0,0,53,27,3,55,48,89,0,0,0,474,42,44,48.8
94,Racine Coly,sn  SEN,DF,Nice,21,1995,6.9,3,0,0,14,8,1,12,15,8,0,0,0,54,4,3,57.1
95,Alois Confais,fr  FRA,MF,Troyes,20,1996,6.8,1,0,0,7,7,0,9,4,4,0,0,0,66,2,6,25.0
96,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,29.3,4,0,0,23,27,1,13,41,36,0,0,0,309,28,15,65.1
97,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,1.2,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,
98,Jérémy Cordoval,GPE,DF,Troyes,27,1990,10.2,1,0,0,6,8,0,15,13,16,0,0,0,86,1,4,20.0
99,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,15.3,2,0,0,24,34,1,24,14,20,0,0,0,106,26,28,48.1
100,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,14.1,1,0,0,14,21,3,27,10,12,1,0,0,100,5,15,25.0
101,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,5.0,1,0,0,9,10,0,5,7,6,0,0,0,37,0,2,0.0
102,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,19.2,4,1,0,33,35,9,20,16,30,1,1,0,112,18,24,42.9
103,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36.0,1,0,0,1,3,0,0,0,0,0,0,0,176,0,0,
104,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,3.8,0,0,0,7,2,3,6,2,3,0,0,0,16,10,12,45.5
105,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,9.3,1,0,0,16,20,1,7,8,18,0,0,0,73,4,3,57.1
106,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,6.4,2,0,0,7,6,0,14,9,13,1,1,0,69,3,2,60.0
107,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,10.5,2,0,0,4,18,0,15,14,8,0,0,0,96,7,3,70.0
108,Damien Da Silva,fr  FRA,DF,Caen,29,1988,31.5,7,0,0,36,24,5,0,61,28,1,1,3,414,33,20,62.3
109,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,10.5,1,0,0,13,1,0,5,13,10,0,0,0,91,1,6,14.3
110,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,14.3,10,0,0,28,39,2,9,14,12,1,0,0,123,10,9,52.6
111,Dante,br  BRA,DF,Nice,33,1983,32.4,10,2,1,28,26,1,2,43,21,0,0,1,316,18,11,62.1
112,Romain Danzé,fr  FRA,DF,Rennes,31,1986,7.6,2,0,0,6,1,0,10,13,6,0,0,0,71,6,4,60.0
113,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,18.9,2,0,0,15,31,5,61,18,5,1,0,0,128,2,8,20.0
114,Sergi Darder,es  ESP,MF,Lyon,23,1993,2.3,2,2,1,3,0,0,0,0,3,0,0,0,23,3,0,100.0
115,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,21.6,7,2,1,39,24,4,19,33,43,0,0,0,219,22,24,47.8
116,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,14.6,1,0,0,21,13,2,38,34,11,0,1,1,177,25,11,69.4
117,Jonathan Delaplace,fr  FRA,MF,Caen,31,1986,6.5,3,0,0,9,9,0,6,9,3,0,0,0,77,3,6,33.3
118,Andy Delort,dz  ALG,FW,Toulouse,25,1991,25.9,5,0,0,63,33,29,83,9,10,0,2,0,102,46,51,47.4
119,Jessy Deminguet,fr  FRA,"MF,FW",Caen,19,1998,5.9,2,0,0,6,9,3,25,6,11,0,0,0,52,4,3,57.1
120,Memphis Depay,nl  NED,"FW,MF",Lyon,23,1994,28.4,3,0,0,32,50,11,84,12,9,0,0,0,156,4,11,26.7
121,Mathieu Deplagne,fr  FRA,DF,Troyes,25,1991,26.8,5,2,1,21,28,0,34,53,26,0,1,1,256,18,22,45.0
122,Ángel Di María,ar  ARG,FW,Paris S-G,29,1988,23.4,1,0,0,7,13,15,110,10,9,0,0,0,113,0,2,0.0
123,Fallou Diagne,sn  SEN,"DF,MF",Metz,27,1989,24.9,8,2,0,27,6,2,1,18,25,0,0,0,341,28,12,70.0
124,Adama Diakhaby,fr  FRA,"FW,MF",Monaco,21,1996,9.5,2,1,0,14,13,10,21,16,11,0,0,0,44,5,9,35.7
125,Mouctar Diakhaby,fr  FRA,DF,Lyon,20,1996,8.1,2,0,0,8,7,0,0,10,3,0,0,0,76,7,4,63.6
126,Abdoulaye Diallo,sn  SEN,GK,Rennes,25,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
127,Habib Diallo,sn  SEN,FW,Metz,22,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
128,Mustapha Diallo,sn  SEN,MF,Guingamp,31,1986,15.4,7,0,0,48,39,5,2,26,29,0,2,0,181,31,15,67.4
129,Lassana Diarra,fr  FRA,MF,Paris S-G,32,1985,6.7,4,0,0,22,4,0,2,8,6,0,0,0,55,4,5,44.4
130,Bakaye Dibassy,ml  MLI,DF,Amiens,27,1989,30.9,4,0,0,30,24,4,28,54,38,0,1,0,317,25,19,56.8
131,Thomas Didillon,fr  FRA,GK,Metz,21,1995,9.0,0,0,0,0,3,0,0,0,0,0,0,0,47,0,0,
132,Étienne Didot,fr  FRA,MF,Guingamp,34,1983,18.0,4,0,0,25,18,1,17,22,26,0,0,0,240,6,9,40.0
133,Tristan Dingomé,cm  CMR,MF,Troyes,26,1991,13.0,4,0,0,13,8,1,14,14,17,0,0,0,127,2,5,28.6
134,Ismaël Diomandé,ci  CIV,"DF,MF",Caen,24,1992,7.9,1,1,0,8,2,0,2,11,6,0,1,0,55,2,3,40.0
135,Lois Diony,fr  FRA,FW,Saint-Étienne,24,1992,10.4,0,0,0,13,17,6,10,1,2,3,0,0,33,5,15,25.0
136,Issa Diop,fr  FRA,DF,Toulouse,20,1997,34.0,8,0,0,30,23,1,3,66,29,0,0,1,332,17,10,63.0
137,Assane Dioussé,sn  SEN,MF,Saint-Étienne,19,1997,14.9,4,0,0,27,16,3,5,19,21,0,0,0,164,3,3,50.0
138,Koffi Djidji,ci  CIV,DF,Nantes,24,1992,26.8,2,0,0,23,9,0,18,32,23,0,0,0,258,22,10,68.8
139,Alexander Djiku,gh  GHA,DF,Caen,22,1994,28.0,10,0,0,41,39,0,5,67,36,0,0,0,394,24,17,58.5
140,Papy Djilobodji,sn  SEN,DF,Dijon,28,1988,30.0,4,1,0,22,28,0,6,60,25,0,2,0,389,23,15,60.5
141,Keagan Dolly,za  RSA,"FW,MF",Montpellier,24,1993,9.8,1,0,0,5,2,2,31,4,8,0,0,0,59,2,2,50.0
142,Jean-Luc Dompé,fr  FRA,MF,Amiens,21,1995,0.3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
143,Dória,br  BRA,DF,Marseille,22,1994,0.9,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,
144,Gabriel Dos Santos,br  BRA,FW,Troyes,19,1997,0.9,1,0,0,1,1,0,0,0,1,0,0,0,9,0,1,0.0
145,Mathieu Dossevi,tg  TOG,"FW,MF",Metz,29,1988,27.9,2,0,0,27,37,5,159,33,23,0,0,0,163,5,5,50.0
146,Julian Draxler,de  GER,"MF,FW",Paris S-G,23,1993,18.9,1,0,0,18,10,2,24,27,10,0,0,0,112,3,2,60.0
147,Leo Dubois,fr  FRA,DF,Nantes,22,1994,33.6,6,0,0,22,31,2,156,47,24,1,1,0,342,18,11,62.1
148,Maxime Dupé,fr  FRA,GK,Nantes,24,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
149,Jimmy Durmaz,se  SWE,"MF,FW",Toulouse,28,1989,11.4,5,0,0,21,14,0,32,13,6,1,0,0,94,3,10,23.1
150,Félix Eboa Eboa,cm  CMR,DF,Guingamp,20,1997,16.9,2,0,0,14,9,0,11,34,8,0,1,0,216,31,12,72.1
151,Patrice Evra,fr  FRA,DF,Marseille,36,1981,3.9,2,0,0,4,2,3,3,6,3,0,0,0,42,5,2,71.4
152,Valentin Eysseric,fr  FRA,"FW,MF",Nice,25,1992,1.0,0,0,0,2,0,1,4,6,0,0,0,0,1,0,1,0.0
153,Fabinho,br  BRA,MF,Monaco,23,1993,34.0,8,0,0,59,67,1,9,39,61,1,0,0,476,28,18,60.9
154,Radamel Falcao,co  COL,FW,Monaco,31,1986,23.6,1,0,0,42,50,10,7,13,7,0,0,1,85,15,23,39.5
155,Simon Falette,gn  GUI,DF,Metz,25,1992,1.0,0,0,0,2,0,0,0,3,0,0,0,0,11,0,0,
156,Imad Faraj,ma  MAR,"DF,MF",Lille,18,1999,1.8,0,0,0,2,3,1,5,2,4,0,0,0,13,0,0,
157,Nabil Fekir,fr  FRA,"MF,FW",Lyon,24,1993,27.5,8,0,0,68,106,17,60,11,34,1,0,0,169,8,12,40.0
158,Julien Féret,fr  FRA,MF,Caen,35,1982,34.0,3,0,0,23,32,1,52,54,25,1,1,0,458,42,25,62.7
159,Brian Fernández,ar  ARG,FW,Metz,22,1994,1.4,0,0,0,1,4,6,1,0,0,0,0,0,5,0,1,0.0
160,Jordan Ferri,fr  FRA,MF,Lyon,25,1992,7.1,4,0,0,19,9,0,3,9,13,0,0,0,73,1,4,20.0
161,Afonso Figueiredo,pt  POR,"DF,FW",Rennes,24,1993,2.5,1,0,0,3,7,0,3,2,1,0,0,0,26,1,1,50.0
162,Guessouma Fofana,fr  FRA,MF,Amiens,24,1992,8.3,3,1,0,18,8,0,7,8,13,0,0,0,70,8,11,42.1
163,Steven Fortes,cv  CPV,DF,Toulouse,25,1992,1.7,1,0,0,3,0,0,0,1,1,0,0,0,30,0,0,
164,Dimitri Foulquier,fr  FRA,DF,Strasbourg,24,1993,13.8,2,0,0,16,7,1,21,19,16,0,0,0,115,3,3,50.0
165,Lilian Fournier,fr  FRA,MF,Metz,19,1998,0.2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,
166,Angelo Fulgini,fr  FRA,"MF,FW",Angers,20,1996,17.0,4,0,0,17,33,1,37,17,14,1,0,0,155,3,13,18.8
167,Milan Gajić,rs  SRB,DF,Bordeaux,21,1996,4.0,0,0,0,9,0,1,5,5,0,0,0,0,25,0,1,0.0
168,Serge Gakpé,tg  TOG,"FW,MF",Amiens,30,1987,20.6,1,0,0,18,15,8,20,10,7,0,0,0,114,7,19,26.9
169,Ignatius Ganago,cm  CMR,"FW,MF",Nice,18,1999,0.8,1,0,0,4,1,0,0,0,0,0,0,0,4,1,0,100.0
170,Najib Gandi,fr  FRA,"MF,FW",Nantes,23,1994,1.1,1,0,0,2,3,4,1,1,4,0,0,0,9,0,0,
171,Jérémy Gélin,fr  FRA,"DF,MF",Rennes,20,1997,25.7,2,0,0,29,16,1,5,35,14,0,0,0,265,16,14,53.3
172,Romain Genevois,ht  HAI,DF,Caen,29,1987,20.1,4,1,0,24,17,0,31,28,20,0,0,0,224,23,7,76.7
173,Valère Germain,fr  FRA,FW,Marseille,27,1990,24.1,2,0,0,24,15,14,25,8,9,1,0,0,74,28,56,33.3
174,Willem Geubbels,fr  FRA,FW,Lyon,15,2001,0.4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
175,Yassine El Ghanassy,be  BEL,"FW,MF",Nantes,27,1990,7.2,1,0,0,8,19,0,23,8,3,0,0,0,48,0,3,0.0
176,Anwar El Ghazi,nl  NED,"FW,MF",Lille,22,1995,18.3,2,0,0,17,15,5,62,8,14,0,0,0,75,7,10,41.2
177,Rachid Ghezzal,dz  ALG,"FW,MF",Monaco,25,1992,11.0,3,1,0,19,18,7,36,16,11,0,0,0,85,4,13,23.5
178,Guillaume Gillet,be  BEL,MF,Nantes,33,1984,0.2,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
179,Jimmy Giraudon,fr  FRA,DF,Troyes,25,1992,23.3,4,1,0,14,13,0,2,28,11,0,1,0,228,13,13,50.0
180,Thibault Giresse,fr  FRA,"MF,FW",Guingamp,36,1981,0.3,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,
181,Andrei Girotto,br  BRA,MF,Nantes,25,1992,16.9,8,0,0,35,20,0,8,18,29,1,1,0,202,18,11,62.1
182,Kamil Glik,pl  POL,DF,Monaco,29,1988,36.0,8,0,0,39,33,2,0,35,23,1,1,0,417,36,18,66.7
183,Joris Gnagnon,fr  FRA,DF,Rennes,20,1997,32.4,3,0,0,24,27,2,1,23,26,0,0,1,274,27,14,65.9
184,Anthony Gonçalves,fr  FRA,"MF,FW",Strasbourg,31,1986,19.5,5,0,0,45,18,2,97,20,30,0,0,0,183,11,9,55.0
185,Vagner Gonçalves,cv  CPV,"FW,MF",Saint-Étienne,21,1996,1.2,0,0,0,2,1,1,4,0,1,0,0,0,12,0,0,
186,Georges Gope-Fenepej,nc  NCL,"MF,FW",Amiens,28,1988,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
187,Mathieu Gorgelin,fr  FRA,GK,Lyon,26,1990,4.0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,
188,Prince-Désir Gouano,fr  FRA,DF,Amiens,23,1993,30.5,4,5,2,26,26,0,2,54,28,0,0,0,340,47,28,62.7
189,Lemouya Goudiaby,sn  SEN,DF,Metz,20,1997,0.9,0,0,0,1,2,0,8,2,0,0,0,0,5,0,0,
190,Amine Gouiri,fr  FRA,"FW,MF",Lyon,17,2000,0.9,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.0
191,Yoann Gourcuff,fr  FRA,"MF,FW",Rennes,31,1986,4.7,0,0,0,3,6,0,8,3,2,0,0,0,27,1,1,50.0
192,Max Gradel,ci  CIV,"FW,MF",Toulouse,29,1987,26.8,6,1,0,39,48,10,135,17,29,2,0,0,203,4,22,15.4
193,Samuel Grandsir,fr  FRA,"FW,MF",Troyes,20,1996,28.9,3,0,0,52,45,13,69,22,30,0,0,0,208,4,22,15.4
