,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
30,Iván Balliu,al  ALB,DF,Metz,25,1992,21.7,1175,973,202,6,1,189,21,37,0,0,0,0,693,131,351,79,834,63,196,1,878,1,42,20,45
31,Fodé Ballo-Touré,sn  SEN,DF,Lille,20,1997,22.8,1150,994,156,4,0,227,5,35,0,0,0,0,854,108,188,800,149,40,152,0,946,0,22,31,41
32,Florent Balmont,fr  FRA,MF,Dijon,37,1980,9.6,506,484,22,12,0,69,10,8,3,0,0,0,383,27,96,24,463,13,6,0,416,1,7,7,8
33,Mario Balotelli,it  ITA,FW,Nice,26,1990,25.2,760,713,47,16,4,146,25,12,0,0,0,0,548,86,126,66,657,16,2,11,568,6,13,29,30
34,Abdoulaye Bamba,ci  CIV,DF,Angers,27,1990,17.0,810,645,165,4,0,109,10,30,0,0,0,0,492,88,230,99,499,45,161,1,621,4,24,9,24
35,Jonathan Bamba,fr  FRA,"FW,MF",Saint-Étienne,21,1996,28.6,1185,1073,112,32,5,253,36,78,46,0,0,0,887,90,208,104,989,54,23,8,874,10,28,50,44
36,Yacine Bammou,ma  MAR,"MF,FW",Nantes,25,1991,8.1,257,257,0,0,1,36,8,14,0,0,0,0,179,23,55,74,154,21,0,4,189,1,10,2,15
37,Sekou Baradji,fr  FRA,MF,Amiens,33,1984,0.1,5,5,0,0,0,1,0,0,0,0,0,0,3,1,1,4,0,1,0,0,2,0,0,1,1
38,Nicolas Basin,fr  FRA,DF,Metz,19,1998,3.5,161,135,26,1,0,15,2,6,0,0,0,0,69,28,64,113,9,12,25,0,109,0,6,2,7
39,Gil Bastião Dias,pt  POR,FW,Monaco,20,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
40,Paul Baysse,fr  FRA,DF,Bordeaux,29,1988,6.3,293,288,5,5,0,53,8,1,0,0,0,0,201,25,67,55,195,33,0,3,243,1,9,1,4
41,Hervé Bazile,ht  HAI,"FW,MF",Caen,27,1990,9.8,323,280,43,10,1,52,25,55,32,0,0,0,160,23,140,256,46,16,1,2,178,1,17,8,17
42,Henri Bedimo,cm  CMR,"DF,MF",Marseille,33,1984,0.5,24,22,2,1,0,3,0,0,0,0,0,0,15,1,8,16,4,2,1,1,19,0,0,1,0
43,François Bellugou,fr  FRA,MF,Troyes,30,1987,24.2,975,963,12,9,0,168,40,2,0,0,0,0,701,72,202,178,689,90,0,0,772,3,36,13,15
44,Chaouki Ben Saada,tn  TUN,"FW,MF",Troyes,33,1984,3.8,196,185,11,2,1,43,11,7,6,0,0,0,141,14,41,151,31,10,3,0,150,2,4,3,9
45,Diego Benaglio,ch  SUI,GK,Monaco,33,1983,2.5,47,32,15,3,0,5,0,0,0,0,0,0,26,0,21,2,33,0,0,9,34,0,0,1,0
46,Nicolas Benezet,fr  FRA,"FW,MF",Guingamp,26,1991,18.3,977,876,101,22,2,243,36,62,60,0,0,0,694,90,193,208,712,38,13,2,705,4,11,42,42
47,Walter Benítez,ar  ARG,GK,Nice,24,1993,28.0,521,362,159,32,0,49,9,0,0,0,0,0,291,11,219,43,381,0,0,84,365,1,12,4,2
48,Ramy Bensebaini,dz  ALG,DF,Rennes,22,1995,26.0,1424,1255,169,29,0,212,26,41,1,0,0,0,895,101,428,911,242,112,139,4,1039,4,60,29,44
49,Yassine Benzia,dz  ALG,"MF,FW",Lille,22,1994,25.4,1418,1301,117,51,6,270,42,52,50,0,0,0,1079,104,235,239,1118,38,8,10,1093,13,25,43,51
50,Yuri Berchiche,es  ESP,DF,Paris S-G,27,1990,19.1,1129,1041,88,3,0,198,11,48,0,0,0,0,885,123,121,914,64,48,85,1,969,2,12,20,32
51,Robert Berić,si  SVN,FW,Saint-Étienne,26,1991,11.6,181,160,21,1,1,37,1,2,0,0,0,0,151,15,15,16,143,16,2,3,123,0,4,11,6
52,Kévin Bérigaud,fr  FRA,"MF,FW",Montpellier,29,1988,3.0,72,71,1,0,0,19,1,1,0,0,0,0,54,9,9,5,58,6,0,0,57,0,1,4,3
53,Vincent Bessat,fr  FRA,"DF,MF",Caen,31,1985,17.4,920,762,158,14,0,149,21,89,12,0,0,0,520,110,290,610,137,36,132,3,681,4,17,28,36
54,Quentin Beunardeau,fr  FRA,GK,Metz,23,1994,0.4,18,12,6,4,0,3,0,0,0,0,0,0,2,1,15,1,15,0,0,2,8,0,0,0,0
55,Milan Biševac,rs  SRB,DF,Metz,33,1983,7.9,326,307,19,19,0,52,16,1,0,0,0,0,211,19,96,16,286,21,0,1,268,0,7,5,4
56,Yves Bissouma,ml  MLI,"MF,DF",Lille,20,1996,17.4,1031,980,51,14,1,198,24,7,0,0,0,0,815,67,149,86,848,46,36,7,859,7,21,25,23
57,Ludovic Blas,fr  FRA,MF,Guingamp,19,1997,19.9,942,932,10,6,1,207,31,12,1,0,0,0,759,45,138,788,108,35,1,3,795,3,17,21,19
58,Jérémy Blayac,fr  FRA,"FW,MF",Strasbourg,34,1983,10.2,360,351,9,1,0,103,0,9,0,0,0,0,223,55,82,46,204,64,1,7,228,3,7,10,23
59,Alexis Blin,fr  FRA,MF,Toulouse,20,1996,21.0,753,737,16,11,1,137,9,12,0,0,0,0,510,63,180,65,591,82,4,2,579,4,22,18,15
60,Yann Bodiger,fr  FRA,"MF,FW",Toulouse,22,1995,2.5,103,101,2,2,0,20,3,3,0,0,0,0,66,5,32,65,26,8,0,0,66,0,2,2,3
61,Mathieu Bodmer,fr  FRA,"DF,MF",Amiens,34,1982,4.4,275,265,10,10,0,25,9,1,0,0,0,0,193,20,62,40,211,22,0,0,216,2,9,4,8
62,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,20,1997,2.0,84,78,6,1,0,18,3,3,3,0,0,0,59,8,17,4,72,7,0,0,52,0,1,4,7
63,Landry Bonnefoi,fr  FRA,GK,Strasbourg,33,1983,3.0,65,34,31,5,0,6,0,0,0,0,0,0,23,2,40,9,45,0,0,8,40,1,2,0,1
64,Gabriel Boschilia,br  BRA,"FW,MF",Monaco,21,1996,0.9,44,42,2,0,0,10,0,2,0,0,0,0,33,7,4,32,6,4,2,0,34,0,0,1,1
65,Jean-Christophe Bouet,fr  FRA,GK,Amiens,34,1983,1.0,20,10,10,2,0,0,0,0,0,0,0,0,3,1,16,0,16,0,0,2,7,0,1,0,0
66,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,3.7,143,112,31,3,0,14,7,10,0,0,0,0,78,19,46,94,12,7,28,0,111,0,7,2,2
67,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,2.0,95,86,9,3,1,21,5,4,5,0,0,0,62,13,20,10,81,2,1,0,69,0,3,0,8
68,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,6.0,294,259,35,9,2,65,16,12,21,0,0,0,166,28,100,19,244,19,4,4,194,1,9,8,12
69,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,34.5,1778,1509,269,103,4,303,115,148,142,0,0,0,1161,115,502,206,1464,72,22,10,1276,10,41,51,72
70,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,10.2,215,200,15,0,3,51,7,7,0,0,0,0,149,28,38,25,150,27,0,5,155,1,8,9,6
71,Brandon,es  ESP,"MF,FW",Rennes,22,1995,4.0,118,114,4,0,0,26,3,5,1,0,0,0,90,13,15,13,93,8,2,1,86,0,2,2,10
72,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,35.7,983,931,52,7,6,221,3,14,0,0,0,0,746,128,109,148,741,47,14,17,732,6,23,37,48
73,Patrick Burner,fr  FRA,DF,Nice,21,1996,10.0,599,529,70,5,1,63,6,10,0,0,0,0,453,55,91,28,484,16,65,1,513,2,9,9,16
74,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,18.4,392,249,143,54,0,28,11,0,0,0,0,0,135,24,233,233,75,0,0,64,218,0,14,3,2
75,Cafú,pt  POR,MF,Metz,24,1993,7.5,281,279,2,2,0,64,9,0,0,0,0,0,225,23,33,12,240,23,0,2,231,0,5,8,3
76,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,7.0,307,304,3,1,1,45,6,15,0,0,0,0,253,28,26,51,240,10,2,3,242,1,0,10,13
77,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,16.9,579,562,17,11,0,81,8,2,0,0,0,0,369,60,150,27,445,90,1,7,460,4,16,7,9
78,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,10.8,313,301,12,1,0,76,6,24,5,0,0,0,235,17,61,247,44,17,0,2,223,1,14,12,15
79,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,10.4,257,249,8,0,1,38,6,9,0,0,0,0,180,20,57,58,148,33,1,4,169,4,9,12,13
80,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,20.9,815,780,35,6,1,200,18,20,5,0,0,0,583,81,151,610,101,65,23,3,631,3,19,19,28
81,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10.0,200,148,52,10,0,27,5,0,0,0,0,0,125,5,70,2,168,1,0,26,160,0,2,0,0
82,Diego Carlos,br  BRA,DF,Nantes,24,1993,25.5,909,890,19,18,0,110,44,5,0,0,0,0,566,56,287,104,697,87,1,6,680,5,35,14,13
83,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,4.7,94,93,1,0,1,20,0,0,0,0,0,0,49,20,25,8,49,24,0,3,60,1,4,2,2
84,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1.0,46,36,10,0,0,3,0,2,0,0,0,0,26,16,4,1,30,2,10,0,38,0,0,2,2
85,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,28.7,506,464,42,0,0,61,9,11,2,0,0,0,401,43,62,77,400,19,4,6,395,3,9,17,20
86,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,17.9,866,698,168,9,0,140,14,37,1,0,0,0,438,156,272,39,586,70,158,2,635,0,23,18,20
87,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,23.7,685,625,60,16,0,128,32,54,38,0,0,0,435,88,162,509,130,37,4,1,446,4,17,23,25
88,Charly Charrier,fr  FRA,MF,Amiens,31,1986,1.2,71,70,1,1,0,4,2,2,0,0,0,0,51,8,12,22,47,2,0,0,53,0,1,0,1
89,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,0.1,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,2,7,1,0,0,9,0,0,0,0
90,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,1.6,54,54,0,0,2,20,0,2,0,0,0,0,38,4,12,34,18,1,0,1,35,0,2,3,3
91,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,18.1,801,648,153,21,0,87,22,24,0,0,0,0,432,107,262,109,497,55,132,3,592,3,34,20,14
92,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,17.6,628,620,8,2,3,108,18,39,1,0,0,0,454,51,123,90,474,39,5,5,457,5,22,14,22
93,Renaud Cohade,fr  FRA,MF,Metz,32,1984,36.6,1991,1931,60,27,1,382,92,55,8,0,0,0,1256,195,540,140,1632,165,9,7,1511,6,67,40,57
94,Racine Coly,sn  SEN,DF,Nice,21,1995,6.9,411,374,37,4,0,52,6,12,0,0,0,0,327,45,39,302,52,21,33,0,346,0,5,10,13
95,Alois Confais,fr  FRA,MF,Troyes,20,1996,6.8,274,268,6,1,0,56,9,9,0,0,0,0,183,26,65,22,225,20,5,0,217,0,7,5,6
96,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,29.3,1260,1230,30,24,0,145,38,13,0,0,0,0,883,74,303,324,797,107,6,5,1023,2,35,24,12
97,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,1.2,32,28,4,0,0,8,0,1,0,0,0,0,22,2,8,24,3,1,4,0,24,0,1,2,1
98,Jérémy Cordoval,GPE,DF,Troyes,27,1990,10.2,412,315,97,1,0,83,6,15,0,0,0,0,226,70,116,40,254,21,96,0,317,0,14,6,15
99,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,15.3,566,535,31,4,2,113,15,24,10,0,0,0,322,81,163,88,375,67,3,8,369,5,16,24,28
100,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,14.1,521,499,22,5,3,105,15,27,10,0,0,0,385,50,86,382,91,36,5,2,399,0,14,12,27
101,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,5.0,138,134,4,0,1,31,1,5,3,0,0,0,103,12,23,13,117,6,1,1,96,3,3,6,6
102,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,19.2,386,383,3,0,2,81,14,20,0,0,0,0,224,50,112,35,283,45,1,6,231,2,8,16,23
103,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36.0,935,662,273,95,0,107,42,0,0,0,0,0,396,18,521,33,773,1,0,97,566,0,31,5,1
104,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,3.8,88,87,1,0,2,20,4,6,0,0,0,0,42,16,30,10,52,13,1,3,52,0,5,1,3
105,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,9.3,315,313,2,2,0,65,3,7,0,0,0,0,252,23,40,24,273,12,0,3,247,0,7,12,15
106,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,6.4,317,273,44,3,0,52,4,14,0,0,0,0,185,36,96,207,46,19,41,1,225,3,11,6,15
107,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,10.5,824,775,49,7,0,138,41,15,39,0,0,0,679,43,102,131,671,14,3,0,709,2,14,14,8
108,Damien Da Silva,fr  FRA,DF,Caen,29,1988,31.5,1348,1309,39,38,0,198,57,0,0,0,0,0,851,84,413,57,1116,149,1,3,1082,8,49,11,11
109,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,10.5,504,484,20,5,0,47,13,5,0,0,0,0,398,29,77,29,426,32,15,2,422,0,11,8,8
110,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,14.3,607,583,24,6,0,77,9,9,1,0,0,0,476,44,87,117,416,46,13,8,477,2,21,24,12
111,Dante,br  BRA,DF,Nice,33,1983,32.4,2259,2226,33,31,2,227,70,2,0,0,0,0,1906,102,251,1710,426,110,2,4,2053,4,20,18,12
112,Romain Danzé,fr  FRA,DF,Rennes,31,1986,7.6,443,367,76,1,0,84,7,10,1,0,0,0,263,54,126,6,326,33,74,0,334,1,15,14,11
113,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,18.9,692,657,35,7,1,123,10,61,13,0,0,0,517,51,124,540,103,35,12,0,515,1,3,27,27
114,Sergi Darder,es  ESP,MF,Lyon,23,1993,2.3,138,136,2,2,0,16,3,0,0,0,0,0,100,13,25,11,118,6,0,0,118,0,5,0,1
115,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,21.6,1161,1130,31,21,0,187,30,19,2,0,0,0,875,78,208,136,907,88,7,3,936,5,37,25,25
116,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,14.6,781,637,144,1,0,125,16,38,2,0,0,0,412,114,255,25,510,80,141,5,575,3,20,18,31
117,Jonathan Delaplace,fr  FRA,MF,Caen,31,1986,6.5,225,224,1,0,1,28,5,6,0,0,0,0,147,24,54,44,156,22,0,0,167,1,9,1,5
118,Andy Delort,dz  ALG,FW,Toulouse,25,1991,25.9,788,715,73,27,3,184,36,83,19,0,0,0,354,176,258,33,567,103,7,38,449,0,28,29,37
119,Jessy Deminguet,fr  FRA,"MF,FW",Caen,19,1998,5.9,219,196,23,6,0,46,11,25,14,0,0,0,136,17,66,181,16,14,3,3,143,4,11,5,9
120,Memphis Depay,nl  NED,"FW,MF",Lyon,23,1994,28.4,1282,1121,161,44,5,237,78,84,89,0,0,0,925,102,255,180,1054,21,16,8,945,9,25,36,53
121,Mathieu Deplagne,fr  FRA,DF,Troyes,25,1991,26.8,1289,1051,238,14,0,186,21,34,2,0,0,0,754,193,342,114,828,104,222,5,1005,4,20,37,36
122,Ángel Di María,ar  ARG,FW,Paris S-G,29,1988,23.4,1263,1128,135,23,0,180,68,110,87,0,0,0,874,108,281,1131,94,12,24,2,906,7,36,47,64
123,Fallou Diagne,sn  SEN,"DF,MF",Metz,27,1989,24.9,1041,1014,27,25,0,126,67,1,0,0,0,0,659,80,302,55,850,105,1,6,792,5,47,23,12
124,Adama Diakhaby,fr  FRA,"FW,MF",Monaco,21,1996,9.5,214,209,5,0,0,44,7,21,0,0,0,0,147,28,39,156,25,24,3,2,140,3,3,5,16
125,Mouctar Diakhaby,fr  FRA,DF,Lyon,20,1996,8.1,410,399,11,11,0,43,13,0,0,0,0,0,347,15,48,34,346,24,0,0,364,1,5,5,4
126,Abdoulaye Diallo,sn  SEN,GK,Rennes,25,1992,3.0,65,43,22,10,0,7,3,0,0,0,0,0,29,2,34,6,48,0,0,10,41,0,2,0,1
127,Habib Diallo,sn  SEN,FW,Metz,22,1995,0.2,5,5,0,0,0,1,0,0,0,0,0,0,2,2,1,1,2,1,0,0,4,0,1,0,0
128,Mustapha Diallo,sn  SEN,MF,Guingamp,31,1986,15.4,583,581,2,1,2,78,9,2,0,0,0,0,410,52,121,31,445,80,1,1,472,0,13,8,8
129,Lassana Diarra,fr  FRA,MF,Paris S-G,32,1985,6.7,502,498,4,4,1,50,21,2,0,0,0,0,413,33,56,39,443,14,0,2,457,2,6,7,3
130,Bakaye Dibassy,ml  MLI,DF,Amiens,27,1989,30.9,1303,1111,192,26,0,216,17,28,0,0,0,0,788,144,371,877,165,71,166,3,986,9,61,28,41
131,Thomas Didillon,fr  FRA,GK,Metz,21,1995,9.0,202,135,67,21,0,13,3,0,0,0,0,0,67,10,125,146,12,1,0,37,131,0,5,0,0
132,Étienne Didot,fr  FRA,MF,Guingamp,34,1983,18.0,1018,968,50,31,0,198,31,17,11,0,0,0,690,80,248,181,738,82,8,3,798,9,32,21,16
133,Tristan Dingomé,cm  CMR,MF,Troyes,26,1991,13.0,585,580,5,2,0,80,12,14,1,0,0,0,450,36,99,482,85,15,1,0,466,4,11,14,20
134,Ismaël Diomandé,ci  CIV,"DF,MF",Caen,24,1992,7.9,261,261,0,0,0,52,17,2,0,0,0,0,193,13,55,21,226,12,0,2,218,1,10,4,1
135,Lois Diony,fr  FRA,FW,Saint-Étienne,24,1992,10.4,161,145,16,0,1,34,3,10,0,0,0,0,119,18,24,19,121,13,1,2,110,0,6,4,6
136,Issa Diop,fr  FRA,DF,Toulouse,20,1997,34.0,1189,1147,42,38,0,181,34,3,1,0,0,0,827,83,279,112,935,124,3,2,932,2,26,24,15
137,Assane Dioussé,sn  SEN,MF,Saint-Étienne,19,1997,14.9,846,825,21,9,0,114,32,5,1,0,0,0,693,41,112,650,139,41,11,2,715,2,15,18,14
138,Koffi Djidji,ci  CIV,DF,Nantes,24,1992,26.8,1015,846,169,23,1,130,22,18,1,0,0,0,559,88,368,76,698,76,145,0,753,1,43,23,16
139,Alexander Djiku,gh  GHA,DF,Caen,22,1994,28.0,1278,1242,36,29,0,109,34,5,0,0,0,0,884,108,286,225,875,146,7,5,1024,3,33,23,7
140,Papy Djilobodji,sn  SEN,DF,Dijon,28,1988,30.0,1608,1557,51,44,0,232,78,6,0,0,0,0,1049,113,446,1056,381,144,6,4,1227,9,50,32,22
141,Keagan Dolly,za  RSA,"FW,MF",Montpellier,24,1993,9.8,426,372,54,7,1,93,20,31,33,0,0,0,310,26,90,320,78,13,11,2,322,0,8,8,21
142,Jean-Luc Dompé,fr  FRA,MF,Amiens,21,1995,0.3,18,14,4,0,0,0,2,0,3,0,0,0,11,1,6,0,17,0,1,0,8,0,0,1,1
143,Dória,br  BRA,DF,Marseille,22,1994,0.9,27,27,0,0,0,7,1,0,0,0,0,0,20,2,5,20,3,4,0,0,22,0,1,1,1
144,Gabriel Dos Santos,br  BRA,FW,Troyes,19,1997,0.9,37,37,0,0,0,5,2,0,0,0,0,0,23,2,12,30,3,3,0,1,26,0,1,1,1
145,Mathieu Dossevi,tg  TOG,"FW,MF",Metz,29,1988,27.9,1111,980,131,31,3,236,58,159,87,0,0,0,708,93,310,72,992,28,7,7,740,5,21,38,68
146,Julian Draxler,de  GER,"MF,FW",Paris S-G,23,1993,18.9,1361,1316,45,5,4,241,29,24,31,0,0,0,1210,42,109,151,1182,17,8,1,1239,6,6,28,13
147,Leo Dubois,fr  FRA,DF,Nantes,22,1994,33.6,1938,1502,436,64,3,280,77,156,77,0,0,0,958,271,709,232,1309,85,295,2,1336,8,67,50,74
148,Maxime Dupé,fr  FRA,GK,Nantes,24,1993,1.0,16,8,8,0,0,0,1,0,0,0,0,0,3,0,13,0,15,0,0,1,10,0,0,0,0
149,Jimmy Durmaz,se  SWE,"MF,FW",Toulouse,28,1989,11.4,540,470,70,30,1,96,26,32,22,0,0,0,352,49,139,360,130,29,14,4,367,3,16,21,25
150,Félix Eboa Eboa,cm  CMR,DF,Guingamp,20,1997,16.9,724,676,48,7,0,134,15,11,1,0,0,0,463,48,213,131,426,97,40,3,540,2,27,15,18
151,Patrice Evra,fr  FRA,DF,Marseille,36,1981,3.9,167,134,33,2,0,18,4,3,0,0,0,0,82,18,67,102,6,21,31,2,119,0,2,8,7
152,Valentin Eysseric,fr  FRA,"FW,MF",Nice,25,1992,1.0,75,65,10,4,0,0,6,4,6,0,0,0,53,2,20,6,69,0,0,0,59,0,3,0,2
153,Fabinho,br  BRA,MF,Monaco,23,1993,34.0,1976,1942,34,30,5,449,65,9,0,0,0,0,1403,167,406,129,1662,153,4,2,1680,8,35,38,19
