,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
22,Yoann Andreu,fr  FRA,DF,Angers,28,1989,23,2070,90,60.5,23.0,23,,23,0,,2,1.17,25,26,-1,-0.04,+0.56,28.5,25.5,+3.0,+0.13,+0.23
23,Houssem Aouar,fr  FRA,"MF,FW",Lyon,19,1998,32,2430,76,71.1,27.0,27,,18,5,,4,2.00,62,30,+32,+1.19,+0.09,50.8,29.8,+20.9,+0.77,+0.19
24,Luiz Araújo,br  BRA,"FW,MF",Lille,21,1996,34,2017,59,59.0,22.4,24,,10,10,,3,0.82,25,41,-16,-0.71,-0.07,23.2,34.7,-11.5,-0.51,-0.03
25,Alphonse Areola,fr  FRA,GK,Paris S-G,24,1993,34,3060,90,89.5,34.0,34,,34,0,,3,2.47,101,25,+76,+2.24,+1.49,82.0,28.5,+53.5,+1.57,+0.70
26,Yoël Armougom,fr  FRA,"MF,DF",Caen,19,1998,4,139,35,4.1,1.5,1,,1,3,,11,1.00,0,3,-3,-1.94,-1.34,1.4,3.2,-1.8,-1.19,-1.05
27,Benoît Assou-Ekotto,cm  CMR,DF,Metz,33,1984,13,1053,81,30.8,11.7,13,,10,0,,3,0.62,7,18,-11,-0.94,+0.24,10.9,21.0,-10.1,-0.87,-0.14
28,Danilo Avelar,br  BRA,"DF,FW",Amiens,28,1989,21,1727,82,50.5,19.2,20,,18,1,,4,1.24,23,21,+2,+0.10,+0.48,20.1,25.8,-5.7,-0.30,+0.48
29,Durel Avounou,cg  CGO,"MF,DF",Caen,19,1997,9,651,72,19.0,7.2,8,,3,1,,17,1.44,6,5,+1,+0.14,+0.98,9.1,6.8,+2.3,+0.32,+0.61
30,Chidozie Awaziem,ng  NGA,DF,Nantes,20,1997,22,1512,69,44.2,16.8,16,,14,6,,7,1.50,14,18,-4,-0.24,-0.19,20.0,19.8,+0.1,+0.01,-0.08
31,Karim Azamoum,fr  FRA,MF,Troyes,27,1990,30,2278,76,66.6,25.3,26,,17,4,,5,0.83,19,33,-14,-0.55,+0.47,23.2,33.2,-10.0,-0.40,+0.16
32,Ludovic Baal,gf  GUF,DF,Rennes,31,1986,17,1159,68,33.9,12.9,14,,9,3,,5,1.29,12,12,0,0.00,-0.24,13.8,16.7,-2.9,-0.22,-0.17
33,Loic Badiashile,fr  FRA,GK,Monaco,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
34,Dylan Bahamboula,cg  CGO,"FW,MF",Dijon,22,1995,4,30,8,0.9,0.3,0,,0,4,,9,0.25,1,0,+1,+3.00,+3.50,1.1,0.6,+0.5,+1.75,+2.46
35,Farès Bahlouli,fr  FRA,"MF,FW",Lille,22,1995,11,307,28,9.0,3.4,2,,0,9,,10,0.82,3,2,+1,+0.29,+1.07,4.2,4.5,-0.3,-0.08,+0.46
36,Stéphane Bahoken,cm  CMR,FW,Strasbourg,25,1992,26,1663,64,48.6,18.5,19,,8,7,,5,1.00,21,28,-7,-0.38,+0.44,21.3,24.9,-3.6,-0.19,+0.16
37,Keita Baldé,sn  SEN,"FW,MF",Monaco,22,1995,23,1470,64,43.0,16.3,19,,3,4,,2,2.09,36,20,+16,+0.98,-0.13,22.6,21.3,+1.4,+0.08,-0.53
38,Iván Balliu,al  ALB,DF,Metz,25,1992,25,1951,78,57.0,21.7,22,,19,3,,5,0.68,19,47,-28,-1.29,-0.43,20.7,41.9,-21.1,-0.97,-0.48
39,Fodé Ballo-Touré,sn  SEN,DF,Lille,20,1997,27,2055,76,60.1,22.8,25,,18,2,,7,1.07,19,37,-18,-0.79,-0.26,19.0,33.4,-14.4,-0.63,-0.32
40,Florent Balmont,fr  FRA,MF,Dijon,37,1980,21,860,41,25.1,9.6,9,,1,12,,8,1.24,15,22,-7,-0.73,-0.35,12.3,18.1,-5.8,-0.61,+0.10
41,Mario Balotelli,it  ITA,FW,Nice,26,1990,28,2272,81,66.4,25.2,26,,14,2,,0,1.68,39,36,+3,+0.12,+0.28,36.9,33.5,+3.4,+0.13,+0.13
42,Abdoulaye Bamba,ci  CIV,DF,Angers,27,1990,18,1533,85,44.8,17.0,17,,16,1,,9,0.78,15,25,-10,-0.59,-0.59,19.3,20.0,-0.7,-0.04,-0.15
43,Jonathan Bamba,fr  FRA,"FW,MF",Saint-Étienne,21,1996,34,2571,76,75.2,28.6,27,,22,7,,2,1.53,39,34,+5,+0.18,+1.02,43.1,35.1,+7.9,+0.28,+1.08
44,Yacine Bammou,ma  MAR,"MF,FW",Nantes,25,1991,16,727,45,21.3,8.1,10,,1,6,,7,1.13,5,8,-3,-0.37,-0.30,8.8,9.1,-0.2,-0.03,-0.11
45,Gauthier Banaziak,fr  FRA,GK,Amiens,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
46,Sekou Baradji,fr  FRA,MF,Amiens,33,1984,1,7,7,0.2,0.1,0,,0,1,,6,1.00,0,0,0,0.00,+0.13,0.1,0.1,0.0,+0.14,+0.67
47,Théo Barbet,fr  FRA,DF,Dijon,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
48,Nicolas Basin,fr  FRA,DF,Metz,19,1998,5,314,63,9.2,3.5,3,,2,2,,6,0.60,1,11,-10,-2.87,-1.94,3.0,6.9,-3.9,-1.13,-0.40
49,Gil Bastião Dias,pt  POR,FW,Monaco,20,1996,1,8,8,0.2,0.1,0,,0,1,,0,3.00,0,0,0,0.00,-1.06,0.1,0.4,-0.3,-3.92,-4.31
50,Paul Baysse,fr  FRA,DF,Bordeaux,29,1988,8,570,71,16.7,6.3,6,,5,2,,5,1.38,3,5,-2,-0.32,-0.54,7.2,7.6,-0.4,-0.06,-0.45
51,Hervé Bazile,ht  HAI,"FW,MF",Caen,27,1990,19,878,46,25.7,9.8,10,,1,9,,3,1.00,7,12,-5,-0.51,+0.20,12.2,13.4,-1.2,-0.12,+0.07
52,Henri Bedimo,cm  CMR,"DF,MF",Marseille,33,1984,3,43,14,1.3,0.5,0,,0,3,,7,3.00,2,3,-1,-2.09,-3.00,2.6,0.8,+1.8,+4.05,+3.32
53,Youcef Belaïli,dz  ALG,FW,Angers,25,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
54,François Bellugou,fr  FRA,MF,Troyes,30,1987,30,2177,73,63.7,24.2,27,,16,3,,5,0.90,19,41,-22,-0.91,-0.55,22.1,36.3,-14.2,-0.59,-0.36
55,Chaouki Ben Saada,tn  TUN,"FW,MF",Troyes,33,1984,16,341,21,10.0,3.8,2,,0,14,,9,0.94,6,8,-2,-0.53,+0.20,5.5,8.5,-3.0,-0.81,-0.40
56,Diego Benaglio,ch  SUI,GK,Monaco,33,1983,3,225,75,6.6,2.5,2,,2,1,,20,3.00,9,0,+9,+3.60,+2.73,5.8,2.0,+3.8,+1.50,+1.20
57,Jessy Bénet,fr  FRA,MF,Dijon,22,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,
58,Nicolas Benezet,fr  FRA,"FW,MF",Guingamp,26,1991,29,1650,57,48.2,18.3,18,,4,11,,6,1.34,28,26,+2,+0.11,+0.77,23.2,23.5,-0.3,-0.01,+0.38
59,Walter Benítez,ar  ARG,GK,Nice,24,1993,28,2520,90,73.7,28.0,28,,28,0,,10,1.57,40,36,+4,+0.14,+0.44,35.8,36.5,-0.7,-0.02,-0.44
60,Ramy Bensebaini,dz  ALG,DF,Rennes,22,1995,29,2342,81,68.5,26.0,26,,22,3,,2,1.41,33,33,0,0.00,-0.50,34.6,39.9,-5.3,-0.20,-0.30
61,Yassine Benzia,dz  ALG,"MF,FW",Lille,22,1994,31,2288,74,66.9,25.4,30,,7,1,,3,1.06,27,44,-17,-0.67,+0.05,27.0,35.3,-8.4,-0.33,+0.53
62,Yuri Berchiche,es  ESP,DF,Paris S-G,27,1990,22,1715,78,50.1,19.1,19,,18,3,,13,2.55,60,15,+45,+2.36,+0.57,47.3,16.9,+30.4,+1.60,+0.19
63,Robert Berić,si  SVN,FW,Saint-Étienne,26,1991,15,1041,69,30.4,11.6,12,,6,3,,8,2.00,18,9,+9,+0.78,+1.23,16.4,11.4,+5.1,+0.44,+0.61
64,Kévin Bérigaud,fr  FRA,"MF,FW",Montpellier,29,1988,5,271,54,7.9,3.0,4,,0,1,,4,1.00,2,3,-1,-0.33,-0.45,2.7,3.4,-0.7,-0.23,-0.27
65,Maxime Bernauer,fr  FRA,DF,Rennes,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
66,Antoine Bernede,fr  FRA,MF,Paris S-G,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
67,Dimitry Bertaud,fr  FRA,GK,Montpellier,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
68,Vincent Bessat,fr  FRA,"DF,MF",Caen,31,1985,24,1570,65,45.9,17.4,18,,13,6,,1,1.04,15,27,-12,-0.69,-0.06,17.0,20.0,-3.0,-0.17,+0.01
69,Quentin Beunardeau,fr  FRA,GK,Metz,23,1994,1,39,39,1.1,0.4,0,,0,1,,17,0.00,1,2,-1,-2.31,-1.22,0.0,1.8,-1.7,-4.07,-3.34
70,Clément Billemaz,fr  FRA,FW,Dijon,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
71,Milan Biševac,rs  SRB,DF,Metz,33,1983,10,710,71,20.8,7.9,10,,6,0,,2,0.50,3,14,-11,-1.39,-0.36,8.1,15.6,-7.5,-0.95,-0.23
72,Yves Bissouma,ml  MLI,"MF,DF",Lille,20,1996,24,1562,65,45.7,17.4,15,,12,9,,6,0.96,15,36,-21,-1.21,-0.97,18.7,29.4,-10.7,-0.62,-0.22
73,Ludovic Blas,fr  FRA,MF,Guingamp,19,1997,31,1792,58,52.4,19.9,17,,13,14,,3,1.26,26,32,-6,-0.30,-0.02,22.9,29.6,-6.7,-0.34,-0.27
74,Jérémy Blayac,fr  FRA,"FW,MF",Strasbourg,34,1983,25,916,37,26.8,10.2,7,,1,18,,12,0.84,12,15,-3,-0.29,+0.42,16.3,12.2,+4.1,+0.40,+0.92
75,Alexis Blin,fr  FRA,MF,Toulouse,20,1996,26,1886,73,55.1,21.0,20,,16,6,,9,0.85,20,34,-14,-0.67,-0.55,23.1,32.6,-9.5,-0.45,-0.58
76,Yann Bodiger,fr  FRA,"MF,FW",Toulouse,22,1995,7,227,32,6.6,2.5,2,,1,5,,8,0.57,3,4,-1,-0.40,+0.03,4.5,4.0,+0.5,+0.22,+0.44
77,Mathieu Bodmer,fr  FRA,"DF,MF",Amiens,34,1982,13,397,31,11.6,4.4,3,,2,10,,0,0.69,3,8,-5,-1.13,-1.13,3.3,10.5,-7.2,-1.67,-1.29
78,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,20,1997,6,179,30,5.2,2.0,1,,0,5,,9,0.67,2,2,0,0.00,+0.44,2.9,1.7,+1.1,+0.58,+0.81
79,Adrien Bongiovanni,be  BEL,DF,Monaco,17,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
80,Landry Bonnefoi,fr  FRA,GK,Strasbourg,33,1983,4,272,68,8.0,3.0,3,,3,1,,5,1.50,5,6,-1,-0.33,+0.30,5.6,4.6,+1.0,+0.33,+0.66
81,Olivier Boscagli,fr  FRA,DF,Nice,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
82,Gabriel Boschilia,br  BRA,"FW,MF",Monaco,21,1996,5,85,17,2.5,0.9,1,,0,4,,12,1.60,0,1,-1,-1.06,-2.17,0.8,1.2,-0.4,-0.50,-0.90
83,Jean-Christophe Bouet,fr  FRA,GK,Amiens,34,1983,1,90,90,2.6,1.0,1,,1,0,,36,0.00,0,1,-1,-1.00,-0.89,0.5,1.4,-0.9,-0.90,-0.38
84,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,6,336,56,9.8,3.7,3,,2,3,,9,1.17,4,11,-7,-1.87,-1.55,4.7,8.0,-3.4,-0.90,-0.24
85,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,7,179,26,5.2,2.0,0,,0,7,,7,0.57,3,5,-2,-1.01,+0.11,2.2,4.0,-1.8,-0.95,-0.19
86,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,17,543,32,15.9,6.0,4,,0,13,,15,1.00,4,10,-6,-0.99,-1.03,6.6,10.2,-3.5,-0.59,-0.08
87,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,37,3102,84,90.7,34.5,35,,30,2,,0,1.57,46,41,+5,+0.15,-0.14,45.1,49.1,-4.0,-0.12,-0.09
88,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,14,916,65,26.8,10.2,11,,7,3,,0,1.64,20,11,+9,+0.88,+1.03,15.6,12.9,+2.8,+0.27,-0.05
89,Brandon,es  ESP,"MF,FW",Rennes,22,1995,11,358,33,10.5,4.0,3,,1,8,,8,1.82,7,5,+2,+0.50,+0.39,5.4,6.2,-0.8,-0.21,-0.12
90,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,37,3209,87,93.8,35.7,36,,32,1,,0,1.24,46,51,-5,-0.14,+2.42,43.1,47.7,-4.6,-0.13,+1.33
91,Patrick Burner,fr  FRA,DF,Nice,21,1996,13,897,69,26.2,10.0,10,,9,3,,18,1.69,11,11,0,0.00,-0.04,10.8,11.9,-1.1,-0.11,-0.27
92,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,19,1652,87,48.3,18.4,19,,18,0,,0,1.21,21,22,-1,-0.05,+0.40,23.0,18.3,+4.7,+0.26,+0.42
93,Anthony Caci,fr  FRA,"DF,MF",Strasbourg,20,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,
94,Cafú,pt  POR,MF,Metz,24,1993,10,679,68,19.9,7.5,8,,5,2,,3,0.40,2,12,-10,-1.33,-0.27,7.0,13.5,-6.5,-0.86,-0.12
95,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,19,632,33,18.5,7.0,5,,1,14,,1,1.16,14,10,+4,+0.57,+0.54,11.2,8.0,+3.2,+0.46,+0.19
96,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,20,1517,76,44.4,16.9,18,,13,2,,12,1.20,14,21,-7,-0.42,+0.01,19.8,21.6,-1.8,-0.11,+0.15
97,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,23,1994,0,,,,,0,,0,0,,32,,,,,,,,,,,
98,Lorenzo Callegari,fr  FRA,MF,Paris S-G,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
99,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,14,975,70,28.5,10.8,12,,3,2,,2,1.07,6,19,-13,-1.20,-1.27,8.2,14.9,-6.7,-0.67,-0.62
100,Mahdi Camara,fr  FRA,MF,Saint-Étienne,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
101,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,24,934,39,27.3,10.4,8,,2,16,,11,1.08,11,9,+2,+0.19,+0.16,11.2,12.4,-1.2,-0.11,-0.18
102,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,28,1882,67,55.0,20.9,23,,7,5,,0,1.18,24,27,-3,-0.14,+0.27,27.4,21.4,+6.0,+0.29,+0.55
103,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10,900,90,26.3,10.0,10,,10,0,,26,1.00,13,16,-3,-0.30,-0.44,15.9,11.7,+4.2,+0.42,+0.44
104,Diego Carlos,br  BRA,DF,Nantes,24,1993,28,2292,82,67.0,25.5,27,,23,1,,0,1.21,23,31,-8,-0.31,-0.55,28.7,28.2,+0.5,+0.02,-0.11
105,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,15,426,28,12.5,4.7,2,,1,13,,3,2.27,14,6,+8,+1.69,+0.73,9.6,5.5,+4.1,+0.89,+0.58
106,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1,90,90,2.6,1.0,1,,1,0,,4,0.00,0,3,-3,-3.00,-3.22,0.7,1.3,-0.6,-0.57,-0.91
107,Romain Caumet,fr  FRA,MF,Montpellier,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
108,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,32,2581,81,75.5,28.7,30,,20,2,,0,2.50,93,21,+72,+2.51,+1.76,69.7,22.9,+46.8,+1.63,+0.52
109,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,23,1612,70,47.1,17.9,19,,8,4,,9,1.30,29,38,-9,-0.50,-0.05,22.0,32.8,-10.8,-0.60,+0.17
110,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,34,2136,63,62.5,23.7,26,,12,8,,1,1.29,36,49,-13,-0.55,-0.20,24.7,45.1,-20.3,-0.85,-0.44
111,Charly Charrier,fr  FRA,MF,Amiens,31,1986,3,105,35,3.1,1.2,1,,0,2,,2,0.00,0,3,-3,-2.57,-2.52,1.0,2.6,-1.6,-1.40,-0.90
112,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,1,10,10,0.3,0.1,0,,0,1,,7,3.00,1,0,+1,+9.00,+7.87,0.5,0.1,+0.5,+4.52,+3.81
113,Sébastien Cibois,fr  FRA,GK,Paris S-G,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
114,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,3,144,48,4.2,1.6,2,,1,1,,9,0.00,0,6,-6,-3.75,-3.64,0.8,3.1,-2.3,-1.45,-1.56
115,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,19,1630,86,47.7,18.1,18,,18,1,,14,1.32,17,19,-2,-0.11,+0.04,15.4,28.0,-12.6,-0.70,-0.32
116,Yannis Clementia,fr  FRA,GK,Nice,20,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
117,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,29,1588,55,46.4,17.6,17,,5,12,,3,1.07,16,32,-16,-0.91,-1.15,16.7,28.3,-11.6,-0.66,-0.84
118,Renaud Cohade,fr  FRA,MF,Metz,32,1984,38,3298,87,96.4,36.6,38,,34,0,,0,0.68,31,71,-40,-1.09,+0.38,36.0,62.7,-26.7,-0.73,+1.11
119,Racine Coly,sn  SEN,DF,Nice,21,1995,7,617,88,18.0,6.9,7,,6,0,,5,1.14,6,8,-2,-0.29,-0.39,7.6,7.8,-0.3,-0.04,-0.16
120,Alois Confais,fr  FRA,MF,Troyes,20,1996,15,612,41,17.9,6.8,4,,2,11,,15,1.07,7,16,-9,-1.32,-0.75,8.2,11.2,-3.0,-0.45,0.00
121,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,32,2635,82,77.0,29.3,29,,28,3,,5,1.41,26,26,0,0.00,-0.34,31.9,33.1,-1.2,-0.04,-0.26
122,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,3,108,36,3.2,1.2,1,,1,2,,7,2.00,3,1,+2,+1.67,+1.59,1.8,1.6,+0.2,+0.19,-0.13
123,Jérémy Cordoval,GPE,DF,Troyes,27,1990,11,919,84,26.9,10.2,10,,10,1,,14,1.00,10,21,-11,-1.08,-0.50,8.9,16.8,-7.9,-0.77,-0.43
124,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,18,1376,76,40.2,15.3,15,,8,3,,0,0.67,14,24,-10,-0.65,-0.08,19.3,18.6,+0.7,+0.05,+0.53
125,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,30,1271,42,37.2,14.1,13,,6,17,,3,2.00,24,19,+5,+0.35,-1.28,20.8,16.0,+4.7,+0.34,-0.60
126,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,12,446,37,13.0,5.0,6,,0,6,,1,1.58,8,7,+1,+0.20,+0.38,5.7,8.8,-3.1,-0.62,-0.10
127,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,26,1726,66,50.5,19.2,22,,4,4,,2,1.15,23,31,-8,-0.42,+0.38,21.5,27.5,-6.1,-0.32,-0.09
128,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36,3240,90,94.7,36.0,36,,36,0,,1,1.53,53,45,+8,+0.22,+1.72,51.1,38.0,+13.1,+0.37,+1.02
129,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,8,341,43,10.0,3.8,3,,0,5,,3,2.00,4,2,+2,+0.53,+0.73,3.3,4.1,-0.8,-0.21,-0.29
130,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,20,839,42,24.5,9.3,8,,2,12,,11,1.25,12,16,-4,-0.43,-0.22,11.2,11.3,0.0,0.00,-0.06
131,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,9,578,64,16.9,6.4,7,,5,2,,15,1.33,5,11,-6,-0.93,-1.22,5.9,10.2,-4.3,-0.67,-0.83
132,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,16,949,59,27.7,10.5,10,,10,6,,0,1.63,21,16,+5,+0.47,+0.62,14.2,15.0,-0.8,-0.07,-0.23
133,Damien Da Silva,fr  FRA,DF,Caen,29,1988,32,2836,89,82.9,31.5,32,,30,0,,0,0.97,23,45,-22,-0.70,-0.24,36.6,40.0,-3.4,-0.11,+0.39
134,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,12,944,79,27.6,10.5,10,,9,2,,11,1.25,12,20,-8,-0.76,-0.11,11.3,15.7,-4.4,-0.42,+0.11
135,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,16,1284,80,37.5,14.3,15,,10,1,,1,1.38,16,18,-2,-0.14,-0.10,18.7,20.4,-1.7,-0.12,-0.21
136,Dante,br  BRA,DF,Nice,33,1983,33,2920,88,85.4,32.4,33,,32,0,,1,1.24,41,50,-9,-0.28,-2.08,44.0,41.7,+2.3,+0.07,-0.14
137,Romain Danzé,fr  FRA,DF,Rennes,31,1986,12,681,57,19.9,7.6,9,,4,3,,24,1.69,12,11,+1,+0.13,-0.03,12.5,12.0,+0.4,+0.06,+0.20
138,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,23,1705,74,49.9,18.9,20,,15,3,,0,0.70,17,34,-17,-0.90,-0.37,18.9,26.9,-8.0,-0.42,+0.06
139,Sergi Darder,es  ESP,MF,Lyon,23,1993,3,210,70,6.1,2.3,3,,1,0,,0,2.33,7,1,+6,+2.57,+1.51,4.4,2.6,+1.8,+0.78,+0.06
140,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,26,1945,75,56.9,21.6,24,,13,2,,3,1.12,25,37,-12,-0.56,-0.62,25.2,30.6,-5.3,-0.25,-0.09
141,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,15,1314,88,38.4,14.6,15,,13,0,,0,1.93,25,12,+13,+0.89,+1.57,24.5,17.3,+7.3,+0.50,+0.79
142,Jonathan Delaplace,fr  FRA,MF,Caen,31,1986,12,583,49,17.0,6.5,5,,3,7,,11,1.25,3,8,-5,-0.77,-0.14,7.2,9.3,-2.0,-0.32,-0.17
