,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
40,Paul Baysse,fr  FRA,DF,Bordeaux,29,1988,6.3,243,293,82.9,5449,1627,70,79,88.6,116,134,86.6,55,73,75.3,0,0.0,0.0,0,24,0,0,14
41,Hervé Bazile,ht  HAI,"FW,MF",Caen,27,1990,9.8,178,323,55.1,3408,1038,86,109,78.9,60,100,60.0,30,94,31.9,1,1.5,-0.5,14,11,10,6,16
42,Henri Bedimo,cm  CMR,"DF,MF",Marseille,33,1984,0.5,19,24,79.2,351,92,7,8,87.5,10,12,83.3,2,4,50.0,0,0.0,0.0,0,2,0,0,1
43,François Bellugou,fr  FRA,MF,Troyes,30,1987,24.2,772,975,79.2,15196,3666,285,339,84.1,351,401,87.5,119,196,60.7,0,0.3,-0.3,7,59,5,1,66
44,Chaouki Ben Saada,tn  TUN,"FW,MF",Troyes,33,1984,3.8,150,196,76.5,2798,823,73,80,91.3,53,68,77.9,23,38,60.5,0,0.9,-0.9,8,15,9,2,24
45,Diego Benaglio,ch  SUI,GK,Monaco,33,1983,2.5,34,47,72.3,1013,688,9,9,100.0,13,13,100.0,12,25,48.0,0,0.0,0.0,0,1,0,0,0
46,Nicolas Benezet,fr  FRA,"FW,MF",Guingamp,26,1991,18.3,705,977,72.2,11681,3238,361,454,79.5,260,332,78.3,69,143,48.3,3,3.3,-0.3,38,53,21,3,75
47,Walter Benítez,ar  ARG,GK,Nice,24,1993,28.0,365,521,70.1,9911,6309,61,62,98.4,207,215,96.3,97,243,39.9,0,0.0,0.0,0,1,0,0,0
48,Ramy Bensebaini,dz  ALG,DF,Rennes,22,1995,26.0,1039,1424,73.0,20183,7502,354,428,82.7,525,644,81.5,137,292,46.9,1,1.2,-0.2,8,73,13,8,99
49,Yassine Benzia,dz  ALG,"MF,FW",Lille,22,1994,25.4,1093,1418,77.1,20103,6115,468,556,84.2,459,548,83.8,150,252,59.5,5,5.0,0.0,64,134,42,3,173
50,Yuri Berchiche,es  ESP,DF,Paris S-G,27,1990,19.1,969,1129,85.8,14950,5264,512,563,90.9,380,439,86.6,53,71,74.6,3,2.2,+0.8,18,61,19,8,83
51,Robert Berić,si  SVN,FW,Saint-Étienne,26,1991,11.6,123,181,68.0,1555,210,66,92,71.7,34,49,69.4,5,9,55.6,1,1.1,-0.1,7,4,1,0,4
52,Kévin Bérigaud,fr  FRA,"MF,FW",Montpellier,29,1988,3.0,57,72,79.2,842,213,34,39,87.2,15,18,83.3,4,7,57.1,0,0.8,-0.8,6,5,3,0,10
53,Vincent Bessat,fr  FRA,"DF,MF",Caen,31,1985,17.4,681,920,74.0,12110,5695,296,346,85.5,305,382,79.8,65,148,43.9,0,1.7,-1.7,23,62,28,20,89
54,Quentin Beunardeau,fr  FRA,GK,Metz,23,1994,0.4,8,18,44.4,376,313,1,1,100.0,1,1,100.0,6,16,37.5,0,0.0,0.0,0,1,0,0,0
55,Milan Biševac,rs  SRB,DF,Metz,33,1983,7.9,268,326,82.2,6301,2649,67,72,93.1,126,138,91.3,72,108,66.7,0,0.1,-0.1,2,30,1,1,21
56,Yves Bissouma,ml  MLI,"MF,DF",Lille,20,1996,17.4,859,1031,83.3,15639,4382,362,412,87.9,356,407,87.5,112,161,69.6,0,0.5,-0.5,12,84,7,0,104
57,Ludovic Blas,fr  FRA,MF,Guingamp,19,1997,19.9,795,942,84.4,15113,3635,324,362,89.5,332,374,88.8,120,169,71.0,2,1.3,+0.7,16,77,11,5,81
58,Jérémy Blayac,fr  FRA,"FW,MF",Strasbourg,34,1983,10.2,228,360,63.3,3311,738,130,190,68.4,83,114,72.8,8,18,44.4,1,1.5,-0.5,16,17,7,1,25
59,Alexis Blin,fr  FRA,MF,Toulouse,20,1996,21.0,579,753,76.9,10443,3406,250,303,82.5,240,298,80.5,69,115,60.0,3,1.1,+1.9,5,76,4,4,58
60,Yann Bodiger,fr  FRA,"MF,FW",Toulouse,22,1995,2.5,66,103,64.1,1404,393,25,34,73.5,31,42,73.8,10,23,43.5,0,0.0,0.0,0,14,1,1,10
61,Mathieu Bodmer,fr  FRA,"DF,MF",Amiens,34,1982,4.4,216,275,78.5,4038,1548,93,108,86.1,95,112,84.8,26,46,56.5,0,0.4,-0.4,5,24,4,0,26
62,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,20,1997,2.0,52,84,61.9,839,310,26,35,74.3,14,23,60.9,6,12,50.0,0,0.0,0.0,1,8,2,0,12
63,Landry Bonnefoi,fr  FRA,GK,Strasbourg,33,1983,3.0,40,65,61.5,1519,1080,2,2,100.0,17,17,100.0,21,46,45.7,0,0.0,0.0,0,2,0,0,0
64,Gabriel Boschilia,br  BRA,"FW,MF",Monaco,21,1996,0.9,34,44,77.3,488,63,24,27,88.9,7,8,87.5,3,7,42.9,0,0.1,-0.1,2,1,0,0,1
65,Jean-Christophe Bouet,fr  FRA,GK,Amiens,34,1983,1.0,7,20,35.0,262,190,0,0,,4,4,100.0,3,16,18.8,0,0.0,0.0,0,1,0,0,0
66,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,3.7,111,143,77.6,2141,878,48,57,84.2,49,58,84.5,14,26,53.8,0,0.3,-0.3,4,16,4,3,20
67,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,2.0,69,95,72.6,1433,323,22,26,84.6,33,39,84.6,11,21,52.4,1,0.4,+0.6,4,8,2,1,9
68,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,6.0,194,294,66.0,3824,1512,81,103,78.6,73,104,70.2,34,70,48.6,1,1.5,-0.5,18,27,6,2,32
69,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,34.5,1276,1778,71.8,26034,9093,490,593,82.6,521,645,80.8,238,461,51.6,7,8.7,-1.7,103,130,34,12,178
70,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,10.2,155,215,72.1,2504,410,87,120,72.5,48,67,71.6,15,16,93.8,1,1.9,-0.9,7,9,2,0,12
71,Brandon,es  ESP,"MF,FW",Rennes,22,1995,4.0,86,118,72.9,1351,222,42,46,91.3,37,47,78.7,5,11,45.5,0,0.6,-0.6,7,1,6,3,5
72,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,35.7,732,983,74.5,9961,2490,422,519,81.3,238,315,75.6,23,53,43.4,1,2.7,-1.7,26,53,22,1,68
73,Patrick Burner,fr  FRA,DF,Nice,21,1996,10.0,513,599,85.6,8253,3204,261,279,93.5,212,237,89.5,31,64,48.4,0,0.6,-0.6,12,44,8,1,38
74,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,18.4,218,392,55.6,7082,4439,22,23,95.7,96,96,100.0,98,269,36.4,0,0.0,0.0,0,5,0,0,0
75,Cafú,pt  POR,MF,Metz,24,1993,7.5,231,281,82.2,4435,999,94,109,86.2,105,124,84.7,29,35,82.9,0,0.1,-0.1,4,23,2,0,26
76,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,7.0,242,307,78.8,3597,860,144,164,87.8,82,103,79.6,12,21,57.1,0,1.0,-1.0,14,6,7,0,15
77,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,16.9,460,579,79.4,8603,2376,179,222,80.6,201,239,84.1,65,89,73.0,0,0.4,-0.4,5,49,2,1,39
78,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,10.8,223,313,71.2,3301,793,129,160,80.6,71,100,71.0,14,33,42.4,1,0.8,+0.2,9,9,9,3,20
79,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,10.4,169,257,65.8,2725,437,83,118,70.3,60,85,70.6,14,27,51.9,1,1.1,-0.1,11,8,7,1,15
80,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,20.9,631,815,77.4,11205,3667,285,338,84.3,255,310,82.3,72,120,60.0,1,2.5,-1.5,32,63,19,4,83
81,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10.0,160,200,80.0,4247,2665,40,40,100.0,67,67,100.0,50,90,55.6,0,0.0,0.0,0,0,0,0,0
82,Diego Carlos,br  BRA,DF,Nantes,24,1993,25.5,680,909,74.8,15139,6811,214,254,84.3,317,369,85.9,139,264,52.7,0,0.5,-0.5,7,72,2,1,58
83,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,4.7,60,94,63.8,738,75,38,51,74.5,17,29,58.6,1,6,16.7,0,0.2,-0.2,3,3,1,0,3
84,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1.0,38,46,82.6,608,313,18,22,81.8,17,19,89.5,1,2,50.0,0,0.0,0.0,1,3,1,0,5
85,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,28.7,395,506,78.1,6064,990,217,272,79.8,137,159,86.2,27,41,65.9,5,4.8,+0.2,31,14,21,0,38
86,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,17.9,635,866,73.3,11495,5071,291,339,85.8,256,337,76.0,77,158,48.7,2,1.6,+0.4,19,37,22,12,67
87,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,23.7,446,685,65.1,7510,2286,228,295,77.3,159,230,69.1,48,131,36.6,2,1.9,+0.1,31,23,20,9,44
88,Charly Charrier,fr  FRA,MF,Amiens,31,1986,1.2,53,71,74.6,924,153,23,31,74.2,24,26,92.3,4,11,36.4,0,0.0,0.0,1,7,0,0,4
89,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,0.1,9,10,90.0,133,29,4,4,100.0,5,6,83.3,0,0,,0,0.2,-0.2,1,1,0,0,1
90,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,1.6,35,54,64.8,588,293,19,24,79.2,13,21,61.9,3,7,42.9,0,0.0,0.0,0,4,1,0,3
91,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,18.1,592,801,73.9,11131,5213,247,289,85.5,263,334,78.7,75,160,46.9,0,0.5,-0.5,9,49,10,9,38
92,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,17.6,457,628,72.8,6822,1881,258,315,81.9,152,213,71.4,31,60,51.7,1,1.3,-0.3,15,32,20,10,46
93,Renaud Cohade,fr  FRA,MF,Metz,32,1984,36.6,1511,1991,75.9,30387,9157,570,674,84.6,673,830,81.1,241,405,59.5,3,3.9,-0.9,47,204,37,13,211
94,Racine Coly,sn  SEN,DF,Nice,21,1995,6.9,346,411,84.2,5533,1662,172,188,91.5,155,181,85.6,17,31,54.8,0,0.2,-0.2,1,35,1,1,25
95,Alois Confais,fr  FRA,MF,Troyes,20,1996,6.8,217,274,79.2,4339,1101,75,94,79.8,102,124,82.3,38,51,74.5,0,0.1,-0.1,2,22,3,3,23
96,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,29.3,1023,1260,81.2,21475,8863,313,352,88.9,516,602,85.7,178,273,65.2,0,0.3,-0.3,6,100,3,1,112
97,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,1.2,24,32,75.0,438,215,12,12,100.0,8,12,66.7,4,7,57.1,0,0.2,-0.2,1,1,0,0,2
98,Jérémy Cordoval,GPE,DF,Troyes,27,1990,10.2,317,412,76.9,4822,2486,172,193,89.1,105,142,73.9,25,47,53.2,1,0.5,+0.5,3,24,7,4,25
99,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,15.3,369,566,65.2,6122,1566,198,270,73.3,124,184,67.4,38,77,49.4,2,1.3,+0.7,16,36,15,4,38
100,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,14.1,399,521,76.6,6385,1589,205,245,83.7,138,172,80.2,36,60,60.0,5,3.2,+1.8,27,16,17,6,44
101,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,5.0,96,138,69.6,1449,633,54,68,79.4,32,45,71.1,6,19,31.6,1,1.1,-0.1,6,13,2,0,19
102,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,19.2,231,386,59.8,3715,1110,122,178,68.5,67,119,56.3,27,52,51.9,3,0.9,+2.1,12,23,8,4,34
103,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36.0,566,935,60.5,19618,12694,56,58,96.6,265,266,99.6,245,611,40.1,0,0.1,-0.1,2,10,0,0,0
104,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,3.8,52,88,59.1,840,263,21,33,63.6,17,31,54.8,6,12,50.0,1,0.4,+0.6,5,5,6,3,6
105,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,9.3,247,315,78.4,4009,1182,124,152,81.6,92,108,85.2,22,35,62.9,1,0.7,+0.3,9,16,10,1,31
106,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,6.4,225,317,71.0,4423,2019,79,101,78.2,113,144,78.5,31,62,50.0,2,0.1,+1.9,3,31,5,1,36
107,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,10.5,709,824,86.0,12647,3937,344,374,92.0,263,289,91.0,86,135,63.7,1,1.3,-0.3,19,53,5,0,48
108,Damien Da Silva,fr  FRA,DF,Caen,29,1988,31.5,1082,1348,80.3,26836,9213,233,279,83.5,528,599,88.1,306,438,69.9,0,0.0,0.0,2,115,3,0,76
109,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,10.5,422,504,83.7,8497,3104,133,147,90.5,218,244,89.3,62,96,64.6,0,0.1,-0.1,4,15,1,1,19
110,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,14.3,477,607,78.6,7972,1882,229,286,80.1,193,231,83.5,43,65,66.2,0,0.7,-0.7,13,33,8,3,41
111,Dante,br  BRA,DF,Nice,33,1983,32.4,2053,2259,90.9,44062,14992,618,654,94.5,1035,1096,94.4,378,475,79.6,0,0.4,-0.4,3,98,4,0,83
112,Romain Danzé,fr  FRA,DF,Rennes,31,1986,7.6,334,443,75.4,6304,2840,112,134,83.6,184,227,81.1,35,67,52.2,0,0.1,-0.1,3,35,1,0,37
113,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,18.9,515,692,74.4,7924,3200,289,348,83.0,179,227,78.9,36,81,44.4,2,1.6,+0.4,15,41,32,14,67
114,Sergi Darder,es  ESP,MF,Lyon,23,1993,2.3,118,138,85.5,2097,478,53,56,94.6,49,55,89.1,14,23,60.9,0,0.0,0.0,0,6,1,0,10
115,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,21.6,936,1161,80.6,17535,5410,384,447,85.9,397,471,84.3,128,197,65.0,1,1.5,-0.5,13,116,15,3,107
116,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,14.6,575,781,73.6,9810,4063,257,311,82.6,252,319,79.0,51,114,44.7,1,2.0,-1.0,16,32,18,10,52
117,Jonathan Delaplace,fr  FRA,MF,Caen,31,1986,6.5,167,225,74.2,2789,950,87,103,84.5,57,77,74.0,18,35,51.4,1,0.6,+0.4,12,11,3,2,19
118,Andy Delort,dz  ALG,FW,Toulouse,25,1991,25.9,449,788,57.0,7323,2314,233,350,66.6,142,237,59.9,50,137,36.5,4,4.5,-0.5,45,40,28,15,50
119,Jessy Deminguet,fr  FRA,"MF,FW",Caen,19,1998,5.9,143,219,65.3,2628,779,57,71,80.3,66,82,80.5,16,53,30.2,1,1.1,-0.1,10,12,5,3,14
120,Memphis Depay,nl  NED,"FW,MF",Lyon,23,1994,28.4,945,1282,73.7,15493,4847,524,611,85.8,276,354,78.0,103,214,48.1,9,8.5,+0.5,82,71,46,9,109
121,Mathieu Deplagne,fr  FRA,DF,Troyes,25,1991,26.8,1005,1289,78.0,17194,8169,466,520,89.6,437,536,81.5,84,182,46.2,2,1.3,+0.7,13,78,14,8,114
122,Ángel Di María,ar  ARG,FW,Paris S-G,29,1988,23.4,906,1263,71.7,15805,4505,467,544,85.8,301,413,72.9,115,237,48.5,7,7.9,-0.9,55,67,49,11,114
123,Fallou Diagne,sn  SEN,"DF,MF",Metz,27,1989,24.9,792,1041,76.1,19415,6346,171,215,79.5,390,462,84.4,218,336,64.9,1,0.3,+0.7,8,71,2,0,62
124,Adama Diakhaby,fr  FRA,"FW,MF",Monaco,21,1996,9.5,140,214,65.4,2023,391,84,110,76.4,41,64,64.1,10,21,47.6,2,0.8,+1.2,7,9,4,2,9
125,Mouctar Diakhaby,fr  FRA,DF,Lyon,20,1996,8.1,364,410,88.8,8127,2378,88,97,90.7,203,216,94.0,71,92,77.2,0,0.0,0.0,0,9,0,0,15
126,Abdoulaye Diallo,sn  SEN,GK,Rennes,25,1992,3.0,41,65,63.1,1244,727,5,5,100.0,19,19,100.0,16,40,40.0,0,0.0,0.0,0,0,0,0,0
127,Habib Diallo,sn  SEN,FW,Metz,22,1995,0.2,4,5,80.0,44,9,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
128,Mustapha Diallo,sn  SEN,MF,Guingamp,31,1986,15.4,472,583,81.0,8690,2365,194,232,83.6,206,251,82.1,62,79,78.5,0,0.3,-0.3,5,50,2,1,39
129,Lassana Diarra,fr  FRA,MF,Paris S-G,32,1985,6.7,457,502,91.0,9498,2292,154,163,94.5,219,233,94.0,79,94,84.0,0,0.3,-0.3,5,51,2,0,28
130,Bakaye Dibassy,ml  MLI,DF,Amiens,27,1989,30.9,986,1303,75.7,18171,8152,379,448,84.6,480,566,84.8,109,233,46.8,2,0.6,+1.4,8,60,4,1,71
131,Thomas Didillon,fr  FRA,GK,Metz,21,1995,9.0,131,202,64.9,4796,3137,9,10,90.0,47,47,100.0,73,143,51.0,0,0.0,0.0,0,3,0,0,0
132,Étienne Didot,fr  FRA,MF,Guingamp,34,1983,18.0,798,1018,78.4,14764,4814,337,374,90.1,340,406,83.7,102,201,50.7,1,0.8,+0.2,13,85,11,4,78
133,Tristan Dingomé,cm  CMR,MF,Troyes,26,1991,13.0,466,585,79.7,8957,2736,174,198,87.9,211,243,86.8,67,107,62.6,0,1.3,-1.3,14,51,13,2,49
134,Ismaël Diomandé,ci  CIV,"DF,MF",Caen,24,1992,7.9,218,261,83.5,5016,1814,60,64,93.8,94,107,87.9,57,83,68.7,1,0.2,+0.8,1,27,1,1,21
135,Lois Diony,fr  FRA,FW,Saint-Étienne,24,1992,10.4,110,161,68.3,1495,219,60,78,76.9,33,50,66.0,7,14,50.0,0,0.4,-0.4,6,2,5,2,5
136,Issa Diop,fr  FRA,DF,Toulouse,20,1997,34.0,932,1189,78.4,20838,8817,252,293,86.0,482,563,85.6,183,300,61.0,0,0.4,-0.4,7,97,5,3,98
137,Assane Dioussé,sn  SEN,MF,Saint-Étienne,19,1997,14.9,715,846,84.5,14069,3527,269,297,90.6,333,373,89.3,99,145,68.3,0,0.5,-0.5,10,74,4,0,63
138,Koffi Djidji,ci  CIV,DF,Nantes,24,1992,26.8,753,1015,74.2,14994,6856,290,332,87.3,331,417,79.4,125,240,52.1,0,0.7,-0.7,8,52,8,5,53
139,Alexander Djiku,gh  GHA,DF,Caen,22,1994,28.0,1024,1278,80.1,22661,8652,268,332,80.7,528,617,85.6,213,300,71.0,0,0.1,-0.1,3,91,4,2,94
140,Papy Djilobodji,sn  SEN,DF,Dijon,28,1988,30.0,1227,1608,76.3,30532,12195,282,345,81.7,590,683,86.4,347,556,62.4,0,0.2,-0.2,6,129,8,1,121
141,Keagan Dolly,za  RSA,"FW,MF",Montpellier,24,1993,9.8,322,426,75.6,5618,1770,164,192,85.4,121,147,82.3,34,71,47.9,1,1.4,-0.4,28,22,14,4,32
