,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Deyverson,14.0,br  BRA,FW,29-176,56,24,1,6,18,3,0,23,0,0,,0,0,11,32,20,1,1,0,1,1,30,16,53.3,2
1,Joselu,9.0,es  ESP,FW,30-218,34,24,1,7,12,6,1,23,0,1,0.0,0,0,7,8,0,0,0,0,3,1,23,14,60.9,0
2,Luis Rioja,11.0,es  ESP,LM,27-015,71,20,1,8,7,10,2,20,3,5,60.0,3,0,20,179,137,5,3,1,1,0,18,10,55.6,0
3,Manu García,19.0,es  ESP,LM,34-188,19,12,3,12,2,0,0,12,0,0,,0,0,7,45,40,0,0,0,1,2,3,3,100.0,0
4,Jota,24.0,es  ESP,CM,29-137,61,30,2,10,14,9,0,28,0,1,0.0,0,0,20,165,117,6,3,0,1,3,25,18,72.0,2
5,Tomás Pina Isla,8.0,es  ESP,CM,33-017,71,30,5,10,20,3,0,30,0,0,,0,0,14,54,33,3,2,0,1,1,11,9,81.8,0
6,Adrián Marín,17.0,es  ESP,CM,23-296,19,4,1,3,1,0,0,4,0,0,,0,0,2,2,0,0,0,0,0,1,0,0,,0
7,Édgar Méndez,16.0,es  ESP,RM,30-303,57,23,0,3,12,11,1,22,1,1,100.0,1,0,15,35,23,1,1,0,4,3,26,17,65.4,2
8,Tomás Tavares,37.0,pt  POR,RM,19-238,33,4,0,2,0,2,1,4,0,0,,0,0,2,14,0,0,0,0,0,0,5,2,40.0,1
9,Rodrigo Battaglia,6.0,ar  ARG,DM,29-111,90,35,5,22,12,2,0,35,0,1,0.0,0,0,17,130,67,1,1,0,0,1,12,11,91.7,0
10,Rubén Duarte,3.0,es  ESP,LB,25-013,90,38,8,19,13,7,0,33,0,0,,0,0,14,55,29,1,0,0,0,0,13,12,92.3,0
11,Florian Lejeune,22.0,fr  FRA,CB,29-164,90,30,14,28,2,1,0,29,0,0,,0,0,10,59,20,0,0,0,0,1,10,10,100.0,0
12,Víctor Laguardia,5.0,es  ESP,CB,30-361,90,26,8,23,3,0,0,26,0,0,,0,0,13,31,15,0,0,0,0,0,14,14,100.0,0
13,Ximo Navarro,23.0,es  ESP,RB,30-282,40,26,2,13,13,2,0,19,0,0,,0,0,11,61,20,0,0,0,0,0,11,10,90.9,0
14,Martin Agirregabiria,21.0,es  ESP,RB,24-174,50,14,4,7,6,1,0,11,0,0,,0,0,6,14,3,0,0,0,0,0,6,5,83.3,0
15,Fernando Pacheco,1.0,es  ESP,GK,28-166,90,33,32,33,0,0,0,16,0,0,,0,0,4,41,18,0,0,0,0,0,3,3,100.0,0
16,16 Players,,,,,961,373,87,206,135,57,5,335,4,9,44.4,4,0,173,925,542,18,11,1,12,14,210,154,73.3,7
