,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,FW,29-224,90,1,0,0,0,2,1,0,0,52,12,4,0,0,0.4,0.4,0.0,3,0,32,37,86.5,2,26,5,1,1
1,Ansu Fati,22.0,es  ESP,LW,18-000,77,0,0,0,0,4,1,0,0,55,9,1,1,1,0.5,0.5,0.2,4,0,37,41,90.2,5,49,12,4,6
2,Martin Braithwaite,9.0,dk  DEN,LW,29-148,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-169,45,0,0,0,0,0,0,0,0,29,2,0,0,0,0.0,0.0,0.0,0,0,18,23,78.3,2,29,8,2,5
4,Francisco Trincão,17.0,pt  POR,RW,20-307,45,0,0,0,0,2,0,0,0,48,5,0,0,0,0.1,0.1,0.0,2,0,34,43,79.1,2,38,9,1,1
5,Lionel Messi,10.0,ar  ARG,AM,33-129,90,0,0,0,0,10,4,1,0,93,5,2,0,0,0.7,0.7,0.2,7,0,55,70,78.6,4,82,16,11,13
6,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-172,90,0,0,0,0,1,0,0,0,108,5,1,0,1,0.2,0.2,0.0,3,0,97,103,94.2,7,80,18,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-107,45,0,0,0,0,0,0,1,0,52,9,0,0,1,0.0,0.0,0.0,3,0,44,49,89.8,3,30,3,1,1
8,Miralem Pjanić,8.0,ba  BIH,DM,30-212,45,0,0,0,0,2,1,0,0,96,4,1,0,1,0.1,0.1,0.1,7,0,79,89,88.8,7,60,7,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-224,68,0,0,0,0,0,0,0,0,60,10,1,1,1,0.0,0.0,0.0,0,0,49,56,87.5,0,32,3,0,0
10,Sergiño Dest,2.0,us  USA,LB,19-363,22,0,0,0,0,2,1,0,0,28,0,0,0,0,0.1,0.1,0.0,0,0,23,26,88.5,1,21,3,1,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-136,45,0,0,0,0,0,0,1,0,63,5,3,0,0,0.0,0.0,0.3,2,0,53,57,93.0,9,49,9,0,2
12,Pedri,16.0,es  ESP,DM,17-341,45,0,0,0,0,0,0,0,0,58,11,1,1,2,0.0,0.0,0.2,5,0,38,51,74.5,3,43,8,0,0
13,Gerard Piqué,3.0,es  ESP,CB,33-272,90,0,0,0,0,2,0,0,0,110,6,2,1,0,0.3,0.3,0.0,1,0,100,103,97.1,4,81,6,1,1
14,Sergi Roberto,20.0,es  ESP,RB,28-267,90,0,0,0,0,0,0,0,0,110,2,3,0,0,0.0,0.0,0.6,8,0,100,107,93.5,7,79,10,0,0
15,Neto,13.0,br  BRA,GK,31-104,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,24,24,100.0,0,16,0,0,0
16,16 Players,,,,,990,1,0,0,0,25,8,3,0,989,85,19,4,7,2.3,2.3,1.7,45,0,784,880,89.1,56,715,117,22,31
