,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,FW,29-224,90,32,37,86.5,354,68,23,26,88.5,7,9,77.8,1,1,100.0,0,0.0,0,2,2,0,2
1,Ansu Fati,22.0,es  ESP,LW,18-000,77,37,41,90.2,498,97,24,25,96.0,8,9,88.9,2,3,66.7,0,0.2,3,2,2,0,5
2,Martin Braithwaite,9.0,dk  DEN,LW,29-148,13,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0,0,0,0,0
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-169,45,18,23,78.3,288,69,10,12,83.3,7,10,70.0,1,1,100.0,0,0.0,0,1,0,0,2
4,Francisco Trincão,17.0,pt  POR,RW,20-307,45,34,43,79.1,423,92,25,29,86.2,7,9,77.8,1,1,100.0,0,0.0,0,1,0,0,2
5,Lionel Messi,10.0,ar  ARG,AM,33-129,90,55,70,78.6,818,283,29,38,76.3,21,24,87.5,3,4,75.0,0,0.2,4,9,1,0,4
6,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-172,90,97,103,94.2,1582,507,50,51,98.0,38,38,100.0,8,11,72.7,0,0.0,1,7,1,0,7
7,Sergio Busquets,5.0,es  ESP,DM,32-107,45,44,49,89.8,721,169,21,23,91.3,16,16,100.0,5,7,71.4,0,0.0,0,4,0,0,3
8,Miralem Pjanić,8.0,ba  BIH,DM,30-212,45,79,89,88.8,1221,331,45,47,95.7,25,30,83.3,5,6,83.3,0,0.1,2,6,3,0,7
9,Jordi Alba,18.0,es  ESP,LB,31-224,68,49,56,87.5,754,165,28,30,93.3,17,20,85.0,4,5,80.0,0,0.0,0,0,0,0,0
10,Sergiño Dest,2.0,us  USA,LB,19-363,22,23,26,88.5,277,56,16,16,100.0,6,7,85.7,0,2,0.0,0,0.0,0,1,1,0,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-136,45,53,57,93.0,969,407,26,27,96.3,19,21,90.5,7,8,87.5,0,0.3,1,6,1,0,9
12,Pedri,16.0,es  ESP,DM,17-341,45,38,51,74.5,498,89,23,26,88.5,11,17,64.7,1,3,33.3,0,0.2,4,1,3,0,3
13,Gerard Piqué,3.0,es  ESP,CB,33-272,90,100,103,97.1,1941,467,31,34,91.2,57,57,100.0,9,9,100.0,0,0.0,0,7,0,0,4
14,Sergi Roberto,20.0,es  ESP,RB,28-267,90,100,107,93.5,1488,360,58,61,95.1,37,38,97.4,3,5,60.0,0,0.6,5,7,6,0,7
15,Neto,13.0,br  BRA,GK,31-104,90,24,24,100.0,487,293,5,5,100.0,17,17,100.0,2,2,100.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,784,880,89.1,12325,3453,415,451,92.0,293,322,91.0,52,68,76.5,0,1.7,20,54,20,0,56
