,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Deyverson,14.0,br  BRA,FW,29-176,56,10,19,52.6,166,58,4,7,57.1,4,7,57.1,1,4,25.0,0,0.0,0,2,0,0,1
1,Joselu,9.0,es  ESP,FW,30-218,34,8,13,61.5,109,16,6,9,66.7,2,4,50.0,0,0,,0,0.0,0,1,0,0,0
2,Luis Rioja,11.0,es  ESP,LM,27-015,71,8,10,80.0,121,33,6,6,100.0,1,3,33.3,1,1,100.0,0,0.1,1,0,1,1,0
3,Manu García,19.0,es  ESP,LM,34-188,19,2,4,50.0,60,38,1,1,100.0,0,0,,1,3,33.3,0,0.0,0,1,0,0,0
4,Jota,24.0,es  ESP,CM,29-137,61,13,20,65.0,210,35,7,8,87.5,5,8,62.5,1,3,33.3,0,0.0,0,0,0,0,0
5,Tomás Pina Isla,8.0,es  ESP,CM,33-017,71,13,18,72.2,194,51,7,10,70.0,5,6,83.3,1,2,50.0,0,0.0,0,1,1,0,1
6,Adrián Marín,17.0,es  ESP,CM,23-296,19,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
7,Édgar Méndez,16.0,es  ESP,RM,30-303,57,9,13,69.2,184,53,2,3,66.7,6,8,75.0,1,2,50.0,0,0.0,0,0,0,0,2
8,Tomás Tavares,37.0,pt  POR,RM,19-238,33,2,3,66.7,54,38,1,2,50.0,0,0,,1,1,100.0,0,0.0,0,0,0,0,0
9,Rodrigo Battaglia,6.0,ar  ARG,DM,29-111,90,17,23,73.9,193,56,10,11,90.9,5,7,71.4,0,1,0.0,0,0.0,0,0,0,0,0
10,Rubén Duarte,3.0,es  ESP,LB,25-013,90,15,25,60.0,317,259,6,8,75.0,6,10,60.0,3,7,42.9,0,0.0,1,1,1,1,2
11,Florian Lejeune,22.0,fr  FRA,CB,29-164,90,9,15,60.0,339,195,2,2,100.0,1,2,50.0,6,11,54.5,0,0.0,0,0,0,0,0
12,Víctor Laguardia,5.0,es  ESP,CB,30-361,90,11,18,61.1,271,145,4,6,66.7,3,4,75.0,3,7,42.9,0,0.0,0,0,0,0,0
13,Ximo Navarro,23.0,es  ESP,RB,30-282,40,15,22,68.2,299,108,6,7,85.7,7,7,100.0,2,6,33.3,0,0.0,0,1,0,0,1
14,Martin Agirregabiria,21.0,es  ESP,RB,24-174,50,6,9,66.7,71,57,3,5,60.0,2,3,66.7,0,0,,0,0.0,0,0,0,0,0
15,Fernando Pacheco,1.0,es  ESP,GK,28-166,90,16,25,64.0,641,490,5,5,100.0,2,2,100.0,8,17,47.1,0,0.0,0,1,0,0,0
16,16 Players,,,,,961,154,238,64.7,3229,1632,70,90,77.8,49,71,69.0,29,65,44.6,0,0.2,2,8,3,2,7
