,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antoine Griezmann,7.0,fr  FRA,FW,29-224,90,52,3,5,24,25,8,50,1,1,100.0,1,0,26,161,96,5,1,0,2,1,47,38,80.9,9
1,Ansu Fati,22.0,es  ESP,LW,18-000,77,55,0,1,15,44,11,53,4,6,66.7,4,1,49,275,176,12,4,2,0,3,59,47,79.7,12
2,Martin Braithwaite,9.0,dk  DEN,LW,29-148,13,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,50.0,1
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-169,45,29,0,1,12,18,0,29,2,5,40.0,2,0,29,151,118,8,0,0,2,1,32,28,87.5,0
4,Francisco Trincão,17.0,pt  POR,RW,20-307,45,48,0,0,8,40,7,46,1,1,100.0,1,0,38,217,98,9,0,0,0,1,49,40,81.6,3
5,Lionel Messi,10.0,ar  ARG,AM,33-129,90,93,0,2,33,63,11,84,11,13,84.6,11,2,82,386,214,16,3,4,5,4,84,77,91.7,12
6,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-172,90,108,5,25,73,26,1,106,0,0,,0,0,80,726,431,18,5,0,0,1,95,91,95.8,2
7,Sergio Busquets,5.0,es  ESP,DM,32-107,45,52,0,6,34,13,1,50,1,1,100.0,1,0,30,89,44,3,1,0,1,0,45,41,91.1,2
8,Miralem Pjanić,8.0,ba  BIH,DM,30-212,45,96,2,14,47,39,2,91,0,0,,0,0,60,332,191,7,0,0,1,1,82,81,98.8,4
9,Jordi Alba,18.0,es  ESP,LB,31-224,68,60,1,17,27,18,1,50,0,0,,0,0,32,157,76,3,0,1,1,0,42,40,95.2,0
10,Sergiño Dest,2.0,us  USA,LB,19-363,22,28,0,2,8,20,1,26,1,1,100.0,1,0,21,144,100,3,2,0,0,0,21,20,95.2,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-136,45,63,1,21,49,4,0,61,0,2,0.0,0,0,49,322,255,9,2,0,0,0,50,50,100.0,0
12,Pedri,16.0,es  ESP,DM,17-341,45,58,0,1,13,46,6,55,0,0,,0,0,43,229,113,8,1,4,2,2,49,46,93.9,5
13,Gerard Piqué,3.0,es  ESP,CB,33-272,90,110,9,35,79,8,2,107,1,1,100.0,1,0,81,513,330,6,3,0,0,0,81,81,100.0,0
14,Sergi Roberto,20.0,es  ESP,RB,28-267,90,110,3,15,49,51,3,101,0,0,,0,0,79,272,146,10,5,0,0,0,96,87,90.6,6
15,Neto,13.0,br  BRA,GK,31-104,90,26,22,24,2,0,0,25,0,0,,0,0,16,50,29,0,0,0,0,1,16,16,100.0,0
16,16 Players,,,,,990,989,46,169,473,416,54,935,22,31,71.0,22,3,715,4024,2417,117,27,11,14,15,850,784,92.2,56
