,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,FW,33-122,90,73,63,10,3,1,12,1,3,5,0,3,0,58,9,6,63,10,0,0,0,60,0,1,0,3
1,Ansu Fati,22.0,es  ESP,FW,17-359,80,18,16,2,0,0,1,0,1,0,0,0,0,12,4,2,0,18,0,0,0,16,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,"FW,CM",29-217,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3,Philippe Coutinho,14.0,br  BRA,LM,28-134,90,62,59,3,0,0,9,0,0,2,2,0,0,51,5,6,5,56,0,1,0,50,0,2,2,1
4,Pedri,16.0,es  ESP,RM,17-334,80,38,38,0,0,0,11,1,0,0,0,0,0,31,3,4,8,28,1,0,0,32,0,0,2,0
5,Francisco Trincão,17.0,pt  POR,"RM,WB",20-300,10,4,3,1,1,0,1,0,1,0,0,0,0,3,0,1,4,0,0,0,0,2,0,0,0,1
6,Frenkie de Jong,21.0,nl  NED,DM,23-165,90,74,73,1,0,0,9,2,0,0,0,0,0,64,9,1,8,61,3,1,0,68,0,0,3,3
7,Sergio Busquets,5.0,es  ESP,DM,32-100,81,84,82,2,2,0,13,1,0,0,0,0,0,71,8,5,15,67,2,0,0,76,0,0,1,0
8,Ousmane Dembélé,11.0,fr  FRA,"DM,CM",23-162,9,9,8,1,0,0,3,0,0,0,0,0,0,6,2,1,2,6,0,1,0,6,0,1,0,1
9,Jordi Alba,18.0,es  ESP,LB,31-217,86,66,62,4,1,0,5,1,2,0,0,0,0,56,9,1,56,6,1,3,0,54,0,1,0,6
10,Martin Braithwaite,9.0,dk  DEN,"LB,FW",29-141,4,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-129,90,64,61,3,3,0,2,1,0,0,0,0,0,56,6,2,50,12,2,0,0,58,0,0,3,1
12,Gerard Piqué,3.0,es  ESP,CB,33-265,90,51,49,2,2,0,3,3,0,0,0,0,0,39,5,7,0,46,3,0,0,47,0,0,0,1
13,Sergiño Dest,2.0,us  USA,RB,19-356,90,59,49,10,0,0,3,0,0,0,0,0,0,46,12,1,3,45,1,10,0,55,0,0,0,2
14,Neto,13.0,br  BRA,GK,31-097,90,19,10,9,0,0,2,0,0,0,0,0,0,13,2,4,3,13,0,0,3,18,0,0,0,0
15,15 Players,,,,,990,626,578,48,12,1,76,10,7,7,2,3,0,511,74,41,217,373,13,16,3,547,0,5,11,19
