,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-122,90,1,1,1,0,0,0,0,,0,7,2,28.6,0,6,1,0,0,0,0,0,1,0,0
1,Ansu Fati,22.0,es  ESP,FW,17-359,80,2,2,0,1,1,0,1,0.0,1,21,4,19.0,1,9,11,2,0,0,2,0,2,1,0
2,Antoine Griezmann,7.0,fr  FRA,"FW,CM",29-217,10,0,0,0,0,0,0,0,,0,3,1,33.3,1,0,2,0,0,0,0,0,0,0,0
3,Philippe Coutinho,14.0,br  BRA,LM,28-134,90,2,2,0,2,0,1,3,33.3,2,15,4,26.7,2,7,6,0,0,0,0,1,3,0,0
4,Pedri,16.0,es  ESP,RM,17-334,80,2,1,1,0,1,1,3,33.3,2,24,4,16.7,9,8,7,2,0,0,2,1,3,0,0
5,Francisco Trincão,17.0,pt  POR,"RM,WB",20-300,10,0,0,0,0,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,0,0,0
6,Frenkie de Jong,21.0,nl  NED,DM,23-165,90,1,0,0,1,0,0,0,,0,12,3,25.0,1,8,3,3,0,0,3,0,1,2,0
7,Sergio Busquets,5.0,es  ESP,DM,32-100,81,3,2,0,3,0,0,0,,0,16,3,18.8,3,7,6,1,0,0,1,0,3,0,0
8,Ousmane Dembélé,11.0,fr  FRA,"DM,CM",23-162,9,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-217,86,0,0,0,0,0,0,4,0.0,4,7,3,42.9,4,1,2,4,0,0,4,1,1,0,0
10,Martin Braithwaite,9.0,dk  DEN,"LB,FW",29-141,4,1,1,0,1,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,1,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-129,90,1,1,1,0,0,0,1,0.0,1,14,6,42.9,8,6,0,1,0,0,1,1,2,7,0
12,Gerard Piqué,3.0,es  ESP,CB,33-265,90,3,3,2,1,0,1,2,50.0,1,7,4,57.1,5,2,0,3,0,0,3,0,3,3,0
13,Sergiño Dest,2.0,us  USA,RB,19-356,90,2,1,2,0,0,0,2,0.0,2,12,4,33.3,6,3,3,4,1,0,3,0,2,1,0
14,Neto,13.0,br  BRA,GK,31-097,90,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,18,14,7,9,2,3,17,17.6,14,142,41,28.9,40,60,42,20,1,0,19,4,22,14,0
