,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Karim Benzema,9.0,fr  FRA,FW,32-310,90,1,0,0,0,1,0,0,,0,12,0,0.0,4,4,4,1,1,0,0,0,1,0,0
1,Vinicius Júnior,20.0,br  BRA,LW,20-104,90,2,0,1,1,0,0,3,0.0,3,30,4,13.3,12,10,8,3,0,0,3,0,2,0,0
2,Marco Asensio,11.0,es  ESP,RW,24-277,80,2,2,0,2,0,1,2,50.0,1,16,4,25.0,5,7,4,2,0,0,2,0,2,0,0
3,Rodrygo,25.0,br  BRA,RW,19-289,10,0,0,0,0,0,0,0,,0,6,0,0.0,2,1,3,1,0,0,1,1,1,0,0
4,Toni Kroos,8.0,de  GER,CM,30-294,90,5,2,4,1,0,2,6,33.3,4,33,9,27.3,15,16,2,2,0,0,2,1,6,2,0
5,Federico Valverde,15.0,uy  URU,CM,22-094,68,5,5,1,3,1,2,2,100.0,0,22,9,40.9,5,10,7,0,0,0,0,2,7,0,0
6,Luka Modrić,10.0,hr  CRO,CM,35-045,22,2,1,2,0,0,1,2,50.0,1,4,1,25.0,4,0,0,0,0,0,0,0,2,1,0
7,Casemiro,14.0,br  BRA,DM,28-244,90,3,3,3,0,0,1,4,25.0,3,21,13,61.9,10,9,2,3,0,0,3,1,4,0,0
8,Ferland Mendy,23.0,fr  FRA,LB,25-138,90,1,0,0,0,1,0,0,,0,12,5,41.7,6,3,3,0,0,0,0,1,2,1,0
9,Sergio Ramos,4.0,es  ESP,CB,34-208,90,1,1,1,0,0,1,3,33.3,2,15,5,33.3,10,4,1,2,0,0,2,1,2,5,0
10,Raphaël Varane,5.0,fr  FRA,CB,27-182,90,0,0,0,0,0,0,0,,0,7,0,0.0,5,1,1,3,2,0,1,2,2,6,0
11,Nacho,6.0,es  ESP,RB,30-280,42,0,0,0,0,0,0,2,0.0,2,10,2,20.0,5,2,3,4,2,0,2,1,1,0,0
12,Lucas Vázquez,17.0,es  ESP,RB,29-115,48,3,2,3,0,0,2,3,66.7,1,10,3,30.0,5,3,2,3,0,0,3,1,4,0,0
13,Thibaut Courtois,1.0,be  BEL,GK,28-166,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,25,16,15,7,3,10,27,37.0,17,198,55,27.8,88,70,40,24,5,0,19,11,36,15,0
