,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lionel Messi,10.0,ar  ARG,FW,33-122,90,89,0,5,55,39,5,78,4,10,40.0,5,0,78,285,170,11,7,0,1,3,85,72,84.7,5
1,Ansu Fati,22.0,es  ESP,FW,17-359,80,30,0,1,19,13,4,28,1,3,33.3,2,0,20,88,48,2,1,0,0,3,35,23,65.7,9
2,Antoine Griezmann,7.0,fr  FRA,"FW,CM",29-217,10,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
3,Philippe Coutinho,14.0,br  BRA,LM,28-134,90,76,0,5,44,34,5,73,3,5,60.0,4,0,59,322,199,11,5,3,0,1,70,60,85.7,8
4,Pedri,16.0,es  ESP,RM,17-334,80,50,2,8,20,22,2,50,0,1,0.0,0,0,35,120,53,2,0,0,2,1,37,36,97.3,3
5,Francisco Trincão,17.0,pt  POR,"RM,WB",20-300,10,4,0,0,1,3,0,4,0,0,,0,0,3,20,12,1,0,0,0,0,6,4,66.7,1
6,Frenkie de Jong,21.0,nl  NED,DM,23-165,90,84,3,17,50,20,3,83,1,1,100.0,1,0,66,305,196,7,1,1,2,2,68,66,97.1,5
7,Sergio Busquets,5.0,es  ESP,DM,32-100,81,90,0,15,67,9,0,89,0,0,,0,0,67,180,97,4,1,0,0,0,77,74,96.1,1
8,Ousmane Dembélé,11.0,fr  FRA,"DM,CM",23-162,9,12,0,1,6,9,2,11,1,1,100.0,1,0,11,74,57,2,2,1,0,2,9,9,100.0,2
9,Jordi Alba,18.0,es  ESP,LB,31-217,86,75,2,12,32,32,4,71,0,1,0.0,0,0,51,184,125,7,1,2,0,1,64,57,89.1,8
10,Martin Braithwaite,9.0,dk  DEN,"LB,FW",29-141,4,5,0,0,3,2,0,5,0,0,,0,0,3,6,0,0,0,0,0,1,6,4,66.7,2
11,Clément Lenglet,15.0,fr  FRA,CB,25-129,90,73,14,37,41,0,0,71,0,0,,0,0,45,226,131,5,0,0,0,0,52,52,100.0,0
12,Gerard Piqué,3.0,es  ESP,CB,33-265,90,59,12,34,30,0,0,57,0,0,,0,0,33,184,109,1,0,0,0,0,38,38,100.0,0
13,Sergiño Dest,2.0,us  USA,RB,19-356,90,72,3,20,28,27,1,62,4,5,80.0,4,0,49,214,148,7,1,0,1,1,47,43,91.5,1
14,Neto,13.0,br  BRA,GK,31-097,90,25,24,24,1,0,0,16,0,0,,0,0,7,13,2,0,0,0,0,0,8,8,100.0,0
15,15 Players,,,,,990,745,60,179,398,210,26,699,14,27,51.9,17,0,527,2221,1347,60,19,7,6,15,603,547,90.7,45
