,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Karim Benzema,9.0,fr  FRA,FW,32-310,90,48,1,5,24,24,5,46,0,0,,0,0,24,249,169,9,5,1,2,2,60,41,68.3,9
1,Vinicius Júnior,20.0,br  BRA,LW,20-104,90,66,0,14,25,33,8,66,2,4,50.0,2,0,53,266,170,5,3,2,2,4,63,52,82.5,10
2,Marco Asensio,11.0,es  ESP,RW,24-277,80,40,2,8,21,15,1,40,1,1,100.0,1,0,28,226,125,6,2,0,0,1,37,29,78.4,4
3,Rodrygo,25.0,br  BRA,RW,19-289,10,12,1,2,3,7,1,12,0,0,,0,0,8,17,6,1,0,0,2,0,7,6,85.7,0
4,Toni Kroos,8.0,de  GER,CM,30-294,90,92,2,28,44,24,2,82,3,3,100.0,3,0,53,260,131,7,0,0,0,1,67,64,95.5,2
5,Federico Valverde,15.0,uy  URU,CM,22-094,68,44,0,5,27,15,1,44,1,2,50.0,2,0,33,210,95,6,2,0,0,2,38,32,84.2,4
6,Luka Modrić,10.0,hr  CRO,CM,35-045,22,16,1,7,9,3,1,16,1,1,100.0,1,0,12,66,31,2,2,0,0,0,10,9,90.0,0
7,Casemiro,14.0,br  BRA,DM,28-244,90,67,4,25,41,10,2,66,1,1,100.0,1,1,42,187,122,2,2,0,0,4,59,50,84.7,1
8,Ferland Mendy,23.0,fr  FRA,LB,25-138,90,61,3,25,25,15,1,57,0,0,,0,0,43,240,107,4,2,1,0,1,46,45,97.8,2
9,Sergio Ramos,4.0,es  ESP,CB,34-208,90,71,19,46,25,5,4,67,0,0,,0,0,40,276,177,2,0,0,0,0,53,51,96.2,2
10,Raphaël Varane,5.0,fr  FRA,CB,27-182,90,73,18,45,32,2,2,73,0,0,,0,0,47,344,207,2,0,0,0,0,52,52,100.0,1
11,Nacho,6.0,es  ESP,RB,30-280,42,38,2,10,22,9,2,35,3,3,100.0,3,0,30,75,53,3,2,0,0,0,32,30,93.8,2
12,Lucas Vázquez,17.0,es  ESP,RB,29-115,48,42,2,20,14,9,3,39,1,2,50.0,1,0,28,120,57,2,0,1,1,0,29,26,89.7,2
13,Thibaut Courtois,1.0,be  BEL,GK,28-166,90,35,29,35,0,0,0,29,0,0,,0,0,16,80,31,0,0,0,0,0,14,14,100.0,0
14,14 Players,,,,,990,705,84,275,312,171,33,672,13,17,76.5,14,1,457,2616,1481,51,20,5,7,15,567,501,88.4,39
