,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,5.0,Federico Valverde,Real Madrid,Goal,11.0,Right Foot,,Karim Benzema,Pass (Live),Nacho,Pass (Live)
1,,,,,,,,,,,
2,51.0,Casemiro,Real Madrid,Off Target,35.0,Right Foot,,Toni Kroos,Pass (Live),Vinicius Júnior,Pass (Live)
3,63.0,Sergio Ramos  (pen),Real Madrid,Goal,12.0,Right Foot,,Sergio Ramos,Fouled,Vinicius Júnior,Pass (Live)
4,90.0,Luka Modrić,Real Madrid,Goal,15.0,Right Foot,,Luka Modrić,Dribble,Rodrygo,Pass (Live)
