,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-122,90,60,73,82.2,969,398,30,34,88.2,22,23,95.7,5,11,45.5,0,0.1,2,10,5,0,11
1,Ansu Fati,22.0,es  ESP,FW,17-359,80,16,18,88.9,211,37,6,7,85.7,7,8,87.5,0,0,,0,0.4,2,0,1,0,1
2,Antoine Griezmann,7.0,fr  FRA,"FW,CM",29-217,10,1,1,100.0,19,7,0,0,,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
3,Philippe Coutinho,14.0,br  BRA,LM,28-134,90,50,62,80.6,759,149,33,34,97.1,15,20,75.0,2,7,28.6,0,0.0,0,4,1,0,4
4,Pedri,16.0,es  ESP,RM,17-334,80,32,38,84.2,461,33,20,21,95.2,9,13,69.2,2,2,100.0,0,0.0,0,1,0,0,0
5,Francisco Trincão,17.0,pt  POR,"RM,WB",20-300,10,2,4,50.0,37,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0,0,0,0,0
6,Frenkie de Jong,21.0,nl  NED,DM,23-165,90,68,74,91.9,1114,349,36,39,92.3,24,24,100.0,5,5,100.0,0,0.0,1,7,1,0,9
7,Sergio Busquets,5.0,es  ESP,DM,32-100,81,76,84,90.5,1222,274,38,39,97.4,28,31,90.3,7,10,70.0,0,0.0,0,8,1,0,4
8,Ousmane Dembélé,11.0,fr  FRA,"DM,CM",23-162,9,6,9,66.7,98,26,2,4,50.0,4,5,80.0,0,0,,0,0.0,0,1,0,0,1
9,Jordi Alba,18.0,es  ESP,LB,31-217,86,54,66,81.8,741,341,31,33,93.9,19,22,86.4,1,3,33.3,1,0.4,1,3,1,0,7
10,Martin Braithwaite,9.0,dk  DEN,"LB,FW",29-141,4,4,4,100.0,67,0,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-129,90,58,64,90.6,1066,402,23,25,92.0,28,29,96.6,6,8,75.0,0,0.0,0,3,0,0,4
12,Gerard Piqué,3.0,es  ESP,CB,33-265,90,47,51,92.2,1033,322,9,9,100.0,29,30,96.7,8,10,80.0,0,0.0,0,1,0,0,0
13,Sergiño Dest,2.0,us  USA,RB,19-356,90,55,59,93.2,804,303,33,34,97.1,15,16,93.8,4,4,100.0,0,0.0,1,2,1,0,3
14,Neto,13.0,br  BRA,GK,31-097,90,18,19,94.7,472,292,4,4,100.0,8,8,100.0,6,7,85.7,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,547,626,87.4,9073,2933,268,286,93.7,211,233,90.6,47,68,69.1,1,0.9,7,40,11,0,44
