,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,EPV
128,2371240379.0,34,7,48.0,51,10.4,33.4,7,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}]","[91, 118, 120, 29, 36, 38, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,422771.0,24.5,18.8,,,,,,,,,,
129,2371240385.0,107,7,51.0,65,73.7,84.1,7,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 101, 56]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,372827.0,,,,,,,,,,,,
130,2371240403.0,35,7,53.0,51,14.3,13.4,7,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.5'}]","[91, 117, 30, 36, 37, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,381644.0,15.5,49.3,,,,,,,,,,
131,2371240431.0,36,7,56.0,51,15.5,49.3,7,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 117, 124, 127, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,142387.0,33.6,93.3,,,,,,,,,,
132,2371240445.0,37,8,3.0,51,67.3,90.6,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.5'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,69965.0,72.6,96.5,,,,,,,,,,
133,2371240463.0,38,8,7.0,51,70.6,92.6,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.3'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,425092.0,65.9,91.5,,,,,,,,,,
134,2371240469.0,39,8,10.0,51,65.6,90.9,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}]","[91, 117, 30, 35, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,134739.0,42.3,72.6,,,,,,,,,,
135,2371240483.0,40,8,12.0,51,42.2,68.5,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '40.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,142387.0,44.1,40.1,,,,,,,,,,
136,2371240489.0,41,8,16.0,51,47.8,45.7,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.2'}]","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,422771.0,68.2,68.2,,,,,,,,,,
137,2371240499.0,42,8,19.0,51,68.2,68.2,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}]","[91, 120, 29, 139, 36, 38, 217, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,6227.0,84.1,47.6,,,,,,,,,,
138,2371240495.0,108,8,21.0,65,11.6,47.9,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 52, 'displayName': 'KeeperPickup'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,80774.0,,,,,,,,,,,,
139,2371240515.0,109,8,22.0,65,11.7,47.9,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}]","[91, 36, 37, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,80774.0,22.3,66.9,,,,,,,,,,
140,2371240531.0,110,8,27.0,65,26.9,61.7,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.0'}]","[91, 117, 30, 36, 38, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,368091.0,29.4,34.0,,,,,,,,,,
141,2371240555.0,111,8,33.0,65,35.7,27.3,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.4'}]","[91, 117, 30, 35, 37, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,12712.0,32.0,65.4,,,,,,,,,,
142,2371240565.0,112,8,38.0,65,42.6,65.7,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '51.6'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '88.4'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,368091.0,88.4,38.3,,,,,,,,,,
143,2371240569.0,43,8,42.0,51,13.9,59.1,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 52, 'displayName': 'KeeperPickup'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,36262.0,,,,,,,,,,,,
144,2371240661.0,45,8,53.0,51,8.2,49.6,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,36262.0,11.4,76.9,,,,,,,,,,
145,2371240675.0,46,8,58.0,51,14.7,89.0,8,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '45.3'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.3'}]","[91, 120, 124, 128, 36, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,142387.0,57.8,86.3,,,,,,,,,,
146,2371240681.0,113,9,2.0,65,34.0,16.8,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}]","[91, 120, 29, 139, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,12712.0,52.1,18.3,,,,,,,,,,
147,2371240687.0,47,9,3.0,51,41.2,77.9,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}]","[91, 120, 29, 139, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,134739.0,57.2,82.9,,,,,,,,,,
148,2371240691.0,114,9,3.0,65,35.6,20.6,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.1'}]","[91, 120, 29, 139, 36, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,12712.0,53.7,16.1,,,,,,,,,,
149,2371240707.0,48,9,6.0,51,44.1,90.6,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.6'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}]","[91, 120, 29, 139, 36, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,69965.0,55.6,68.1,,,,,,,,,,
150,2371240719.0,115,9,7.0,65,39.2,27.9,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}]","[91, 120, 29, 139, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,368091.0,59.0,36.0,,,,,,,,,,
151,2371240731.0,49,9,11.0,51,40.9,65.0,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 50, 'displayName': 'Dispossessed'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '116'}]","[91, 70]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,381644.0,,,,,,,,,,,,
152,2371240733.0,116,9,11.0,65,59.1,35.0,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '49'}]","[91, 142]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,396158.0,,,,,,,,,,,,
153,2371240737.0,50,9,12.0,51,42.4,63.7,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,381644.0,,,,,,,,,,,,
154,2371240749.0,51,9,13.0,51,40.6,66.0,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '61.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.8'}]","[91, 117, 30, 35, 38, 215, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,134739.0,31.8,61.1,,,,,,,,,,
155,2371240757.0,52,9,14.0,51,31.8,61.1,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}]","[91, 117, 30, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,422771.0,38.4,67.9,,,,,,,,,,
156,2371240761.0,53,9,15.0,51,38.4,67.9,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 69]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,134739.0,,,,,,,,,,,,
157,2371240755.0,117,9,16.0,65,61.9,14.4,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,428500.0,,,,,,,,,,,,
158,2371240771.0,118,9,16.0,65,61.9,14.4,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.9'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,428500.0,58.7,27.4,,,,,,,,,,
159,2371240779.0,119,9,18.0,65,60.9,29.1,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.8'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,422939.0,64.8,44.8,,,,,,,,,,
160,2371240793.0,120,9,21.0,65,64.9,54.6,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.1'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,372827.0,55.1,76.3,,,,,,,,,,
161,2371240807.0,121,9,23.0,65,54.9,75.1,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.7'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 119, 117, 124, 127, 36, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,384711.0,56.7,5.5,,,,,,,,,,
162,2371240809.0,122,9,27.0,65,56.7,5.5,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.6'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.6'}]","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,397469.0,59.6,12.6,,,,,,,,,,
163,2371240813.0,123,9,29.0,65,59.6,12.6,9,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.3'}]","[91, 119, 117, 30, 139, 35, 38, 216, 218]",True,1560134,2022-01-02T00:00:00,2022-01-02T20:00:00,0 : 1,0 : 1,0 : 1,,Visit Mallorca Estadi,96,422939.0,56.8,7.3,,,,,,,,,,
