,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Álvaro Negredo,18.0,es  ESP,FW,35-185,58,10,14,71.4,130,20,6,8,75.0,4,5,80.0,0,1,0.0,0,0.0,0,0,0,0,0
1,Anthony Lozano,9.0,hn  HON,FW,27-302,32,2,5,40.0,14,0,1,2,50.0,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
2,Jairo Izquierdo,25.0,es  ESP,LM,27-122,58,8,17,47.1,100,45,5,9,55.6,3,4,75.0,0,1,0.0,0,0.0,0,0,0,0,0
3,Álex Fernández,8.0,es  ESP,CM,28-129,32,6,10,60.0,115,48,3,4,75.0,2,2,100.0,1,3,33.3,0,0.0,0,1,0,0,1
4,Alberto Perea,10.0,es  ESP,CM,30-064,75,13,16,81.3,285,101,7,9,77.8,2,2,100.0,4,5,80.0,0,0.0,1,4,0,0,5
5,Jens Jønsson,2.0,dk  DEN,DM,28-042,15,2,3,66.7,35,1,0,1,0.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,0
6,Rubén Sobrino,21.0,es  ESP,"CM,LM,FW",28-265,90,12,16,75.0,199,46,5,7,71.4,4,4,100.0,2,3,66.7,0,0.0,0,1,0,0,1
7,Salvi,7.0,es  ESP,RM,29-328,61,6,15,40.0,89,52,2,3,66.7,4,9,44.4,0,2,0.0,0,0.0,0,0,0,0,1
8,Iván Alejo,14.0,es  ESP,"WB,RM",26-011,29,1,3,33.3,23,23,0,0,,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
9,Jon Ander Garrido,5.0,es  ESP,DM,31-135,57,4,6,66.7,78,56,2,2,100.0,2,2,100.0,0,0,,0,0.0,0,1,0,0,2
10,José Mari,6.0,es  ESP,"DM,CM",33-077,33,7,7,100.0,166,9,3,3,100.0,2,2,100.0,2,2,100.0,0,0.0,0,0,0,0,0
11,Alfonso Espino,22.0,uy  URU,"LB,WB",29-047,90,19,34,55.9,373,247,7,9,77.8,8,13,61.5,3,9,33.3,0,0.0,0,1,0,0,2
12,Marcos Mauro López Gutiérrez,4.0,ar  ARG,CB,30-043,90,9,12,75.0,174,27,3,3,100.0,5,5,100.0,1,4,25.0,0,0.0,0,0,0,0,0
13,Fali,3.0,es  ESP,CB,27-193,90,7,12,58.3,161,33,1,1,100.0,5,8,62.5,1,3,33.3,0,0.0,0,1,0,0,0
14,Isaac Carcelen,20.0,es  ESP,"RB,CB",27-304,90,12,18,66.7,237,197,4,5,80.0,6,7,85.7,2,5,40.0,0,0.0,0,1,0,0,1
15,Jeremías Ledesma,1.0,ar  ARG,GK,28-008,90,10,33,30.3,701,596,0,0,,0,0,,10,33,30.3,0,0.0,0,2,0,0,0
16,16 Players,,,,,990,128,221,57.9,2880,1501,49,66,74.2,50,67,74.6,26,71,36.6,0,0.0,1,12,0,0,13
