,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,"FW,LW,AM",33-242,90,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,1,1,0,0
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",29-337,64,1,1,0,1,0,0,0,,0,4,2,50.0,0,2,2,3,1,0,2,0,1,0,0
2,Martin Braithwaite,9.0,dk  DEN,FW,29-261,26,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
3,Ousmane Dembélé,11.0,fr  FRA,"RW,LW",23-282,79,1,1,1,0,0,0,2,0.0,2,8,3,37.5,2,2,4,2,0,0,2,0,1,0,0
4,Riqui Puig,12.0,es  ESP,"CM,LW",21-192,11,1,1,0,1,0,0,0,,0,3,1,33.3,0,1,2,0,0,0,0,0,1,0,0
5,Pedri,16.0,es  ESP,CM,18-088,73,1,1,0,0,1,0,0,,0,8,5,62.5,3,0,5,1,0,0,1,3,4,0,0
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-054,17,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,1,0
7,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-285,90,0,0,0,0,0,0,1,0.0,1,4,4,100.0,1,1,2,0,0,0,0,0,0,0,0
8,Sergio Busquets,5.0,es  ESP,DM,32-220,64,1,1,1,0,0,0,2,0.0,2,15,5,33.3,2,5,8,2,0,0,2,3,4,0,0
9,Miralem Pjanić,8.0,ba  BIH,"DM,CM",30-325,26,0,0,0,0,0,0,0,,0,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-337,90,1,0,1,0,0,0,0,,0,4,1,25.0,2,0,2,0,0,0,0,2,3,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-249,90,1,0,0,1,0,0,1,0.0,1,10,2,20.0,6,3,1,1,0,0,1,0,1,3,0
12,Gerard Piqué,3.0,es  ESP,CB,34-019,90,0,0,0,0,0,0,0,,0,5,2,40.0,1,4,0,1,0,0,1,1,1,1,0
13,Sergiño Dest,2.0,us  USA,RB,20-110,79,0,0,0,0,0,0,0,,0,11,4,36.4,4,3,4,3,1,0,2,2,2,1,0
14,Óscar Mingueza,28.0,es  ESP,RB,21-284,11,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,1,1,1,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-297,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,7,5,3,3,1,0,6,0.0,6,81,33,40.7,23,26,32,13,2,0,11,13,20,7,0
