,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Lionel Messi,10.0,ar  ARG,"FW,LW,AM",33-242,90,0,0,0,1,1,0,3,1,0,0,0,0,5,1,0,100.0
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",29-337,64,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,50.0
2,Martin Braithwaite,9.0,dk  DEN,FW,29-261,26,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,50.0
3,Ousmane Dembélé,11.0,fr  FRA,"RW,LW",23-282,79,0,0,0,1,1,1,3,0,1,0,0,0,3,0,1,0.0
4,Riqui Puig,12.0,es  ESP,"CM,LW",21-192,11,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,
5,Pedri,16.0,es  ESP,CM,18-088,73,0,0,0,0,2,0,1,3,1,1,0,0,5,0,2,0.0
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-054,17,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,50.0
7,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-285,90,0,0,0,1,0,1,1,0,0,0,0,0,13,2,1,66.7
8,Sergio Busquets,5.0,es  ESP,DM,32-220,64,0,0,0,3,2,0,0,3,1,0,0,0,7,2,2,50.0
9,Miralem Pjanić,8.0,ba  BIH,"DM,CM",30-325,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,
10,Jordi Alba,18.0,es  ESP,LB,31-337,90,0,0,0,0,1,0,3,2,0,0,0,0,5,0,1,0.0
11,Clément Lenglet,15.0,fr  FRA,CB,25-249,90,0,0,0,4,3,0,0,0,0,0,1,0,11,5,0,100.0
12,Gerard Piqué,3.0,es  ESP,CB,34-019,90,0,0,0,0,0,1,0,1,0,0,0,0,10,5,0,100.0
13,Sergiño Dest,2.0,us  USA,RB,20-110,79,0,0,0,1,0,1,3,2,0,0,0,0,6,1,0,100.0
14,Óscar Mingueza,28.0,es  ESP,RB,21-284,11,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,
15,Marc-André ter Stegen,1.0,de  GER,GK,28-297,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
16,16 Players,,,,,990,0,0,0,15,13,8,17,13,5,1,1,0,78,19,10,65.5
