,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,"FW,LW,AM",33-242,90,1,0,1,1,7,2,0,0,112,2,0,1,0,1.3,0.6,0.1,6,0,80,97,82.5,12,95,25,2,4
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",29-337,64,0,0,0,0,1,0,0,0,36,4,1,0,3,0.1,0.1,0.0,0,0,20,26,76.9,0,29,0,0,1
2,Martin Braithwaite,9.0,dk  DEN,FW,29-261,26,0,0,0,0,1,0,0,0,9,0,0,0,0,0.0,0.0,0.3,2,0,6,6,100.0,0,8,0,1,1
3,Ousmane Dembélé,11.0,fr  FRA,"RW,LW",23-282,79,0,0,0,0,6,1,0,0,104,8,1,0,2,0.6,0.6,0.1,7,0,79,87,90.8,5,93,21,4,7
4,Riqui Puig,12.0,es  ESP,"CM,LW",21-192,11,0,0,0,0,1,0,0,0,24,3,1,0,0,0.1,0.1,0.0,0,0,19,22,86.4,2,18,6,0,0
5,Pedri,16.0,es  ESP,CM,18-088,73,0,0,0,0,0,0,0,0,76,8,1,3,1,0.0,0.0,0.0,4,2,60,68,88.2,4,68,6,1,2
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-054,17,0,0,0,0,0,0,0,0,10,1,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,8,1,0,0
7,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-285,90,0,0,0,0,1,0,0,0,84,4,0,0,0,0.3,0.3,0.0,3,0,75,81,92.6,5,62,7,0,1
8,Sergio Busquets,5.0,es  ESP,DM,32-220,64,0,0,0,0,0,0,0,0,115,15,1,3,2,0.0,0.0,0.2,4,0,99,108,91.7,15,96,8,0,0
9,Miralem Pjanić,8.0,ba  BIH,"DM,CM",30-325,26,0,0,0,0,1,0,0,0,43,3,0,0,0,0.1,0.1,0.0,0,0,38,41,92.7,2,35,2,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-337,90,0,0,0,0,1,0,0,0,98,4,1,2,0,0.0,0.0,0.0,3,0,80,92,87.0,8,75,5,1,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-249,90,0,0,0,0,0,0,0,0,107,10,1,0,1,0.0,0.0,0.2,2,0,94,102,92.2,8,78,17,0,0
12,Gerard Piqué,3.0,es  ESP,CB,34-019,90,0,0,0,0,0,0,0,0,97,5,0,1,1,0.0,0.0,0.0,0,0,86,94,91.5,2,72,14,0,0
13,Sergiño Dest,2.0,us  USA,RB,20-110,79,0,0,0,0,0,0,0,0,95,11,0,2,3,0.0,0.0,0.5,5,0,77,85,90.6,5,80,4,4,4
14,Óscar Mingueza,28.0,es  ESP,RB,21-284,11,0,0,0,0,0,0,0,0,16,3,0,1,0,0.0,0.0,0.1,2,0,11,14,78.6,0,13,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-297,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,26,26,100.0,0,18,0,0,0
16,16 Players,,,,,990,1,0,1,1,19,3,0,0,1053,81,7,13,13,2.5,1.7,1.6,38,2,857,956,89.6,68,848,116,13,21
