,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lionel Messi,10.0,ar  ARG,"FW,LW,AM",33-242,90,112,0,1,38,86,13,102,2,4,50.0,3,0,95,494,374,25,11,2,2,1,111,95,85.6,11
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",29-337,64,36,0,1,9,26,10,35,0,1,0.0,0,0,29,69,11,0,0,0,0,2,47,29,61.7,11
2,Martin Braithwaite,9.0,dk  DEN,FW,29-261,26,9,0,0,4,5,2,8,1,1,100.0,1,0,8,8,0,0,0,0,0,2,14,7,50.0,2
3,Ousmane Dembélé,11.0,fr  FRA,"RW,LW",23-282,79,104,0,2,21,89,11,99,4,7,57.1,4,0,93,474,290,21,6,6,2,0,104,91,87.5,10
4,Riqui Puig,12.0,es  ESP,"CM,LW",21-192,11,24,0,2,17,7,1,24,0,0,,0,0,18,87,68,6,2,1,0,0,19,18,94.7,2
5,Pedri,16.0,es  ESP,CM,18-088,73,76,0,3,19,56,8,73,1,2,50.0,1,0,68,276,118,6,0,2,1,1,69,61,88.4,8
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-054,17,10,1,5,3,4,0,10,0,0,,0,0,8,59,31,1,0,0,2,0,14,9,64.3,1
7,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-285,90,84,0,16,42,32,2,83,0,1,0.0,0,0,62,299,180,7,1,0,0,1,75,68,90.7,6
8,Sergio Busquets,5.0,es  ESP,DM,32-220,64,115,1,9,53,61,2,114,0,0,,0,0,96,239,168,8,3,0,2,0,100,98,98.0,3
9,Miralem Pjanić,8.0,ba  BIH,"DM,CM",30-325,26,43,0,4,30,10,0,42,0,0,,0,0,35,99,27,2,1,0,1,0,44,42,95.5,0
10,Jordi Alba,18.0,es  ESP,LB,31-337,90,98,3,11,26,62,3,86,1,1,100.0,1,0,75,207,99,5,0,0,1,1,82,77,93.9,5
11,Clément Lenglet,15.0,fr  FRA,CB,25-249,90,107,7,23,69,24,0,103,0,0,,0,0,78,432,325,17,5,0,0,0,86,84,97.7,0
12,Gerard Piqué,3.0,es  ESP,CB,34-019,90,97,6,30,68,10,0,96,0,0,,0,0,72,463,304,14,5,0,0,0,83,80,96.4,0
13,Sergiño Dest,2.0,us  USA,RB,20-110,79,95,1,11,28,59,5,86,4,4,100.0,4,0,80,176,77,4,1,2,3,1,77,74,96.1,7
14,Óscar Mingueza,28.0,es  ESP,RB,21-284,11,16,0,5,6,6,1,16,0,0,,0,0,13,84,46,0,0,0,1,0,13,12,92.3,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-297,90,27,24,27,0,0,0,21,0,0,,0,0,18,45,38,0,0,0,0,0,12,12,100.0,0
16,16 Players,,,,,990,1053,43,150,433,537,58,998,13,21,61.9,14,0,848,3511,2156,116,35,13,15,9,950,857,90.2,68
