,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antoine Griezmann,7.0,fr  FRA,FW,29-323,90,56,1,6,32,20,4,53,0,0,,0,0,31,149,68,2,1,0,4,0,56,42,75.0,4
1,Martin Braithwaite,9.0,dk  DEN,LW,29-247,45,20,1,1,9,13,3,20,1,2,50.0,1,0,16,73,35,3,2,1,1,1,25,16,64.0,5
2,Pedri,16.0,es  ESP,"CM,LW",18-074,45,44,1,11,27,9,1,44,0,0,,0,0,35,287,125,3,0,1,1,0,35,34,97.1,1
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-268,90,63,0,3,34,36,7,61,4,7,57.1,4,0,53,378,278,15,6,3,1,1,60,53,88.3,7
4,Riqui Puig,12.0,es  ESP,CM,21-178,56,72,0,2,59,15,0,71,1,1,100.0,1,0,53,264,84,7,4,0,2,0,71,66,93.0,2
5,Lionel Messi,10.0,ar  ARG,AM,33-228,34,27,0,0,8,19,3,25,3,4,75.0,3,0,26,144,47,3,0,0,0,1,28,24,85.7,6
6,Miralem Pjanić,8.0,ba  BIH,CM,30-311,56,73,0,7,59,14,0,69,1,2,50.0,1,0,50,256,84,4,0,0,1,2,66,65,98.5,4
7,Francisco Trincão,17.0,pt  POR,LW,21-040,34,17,1,2,7,8,2,17,0,0,,0,0,12,78,39,4,0,1,0,1,15,12,80.0,3
8,Sergio Busquets,5.0,es  ESP,DM,32-206,77,98,3,13,76,12,0,95,0,0,,0,0,63,200,113,6,1,0,0,2,84,81,96.4,1
9,Samuel Umtiti,23.0,fr  FRA,CB,27-085,13,10,2,3,7,0,0,10,0,0,,0,0,5,31,20,0,0,0,0,0,6,6,100.0,0
10,Jordi Alba,18.0,es  ESP,LB,31-323,90,72,4,20,27,28,3,69,0,2,0.0,0,0,53,184,82,3,0,0,1,0,68,57,83.8,5
11,Clément Lenglet,15.0,fr  FRA,CB,25-235,90,93,11,54,56,1,1,93,0,0,,0,0,68,538,356,6,0,0,0,0,78,77,98.7,1
12,Ronald Araújo,4.0,uy  URU,CB,21-337,10,7,2,5,2,0,0,7,0,0,,0,0,6,24,9,0,0,0,0,0,5,5,100.0,0
13,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-271,80,92,7,35,59,6,0,92,0,0,,0,0,59,356,186,7,2,0,0,0,79,77,97.5,1
14,Óscar Mingueza,28.0,es  ESP,RB,21-270,90,68,0,21,35,14,2,59,0,3,0.0,0,0,46,165,69,2,0,0,1,0,51,46,90.2,1
15,Marc-André ter Stegen,1.0,de  GER,GK,28-283,90,43,40,43,0,0,0,36,0,0,,0,0,29,94,53,0,0,0,0,0,27,27,100.0,0
16,16 Players,,,,,990,855,73,226,497,195,26,821,10,21,47.6,10,0,605,3221,1648,65,16,6,12,8,754,688,91.2,41
