,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Borja Iglesias,9.0,es  ESP,FW,28-021,81,36,1,3,26,10,4,34,1,4,25.0,1,1,22,125,70,5,1,0,1,1,45,24,53.3,7
1,Loren Morón,16.0,es  ESP,FW,27-039,9,2,0,0,0,2,0,2,0,0,,0,0,2,0,0,0,0,0,1,1,9,2,22.2,1
2,Juanmi,7.0,es  ESP,LW,27-263,74,27,0,4,17,8,3,27,0,0,,0,0,18,130,93,3,1,0,2,1,35,21,60.0,9
3,Cristian Tello,11.0,es  ESP,LW,29-180,16,12,0,2,7,5,1,12,0,0,,0,0,8,37,16,0,0,0,0,0,13,10,76.9,2
4,Aitor Ruibal,24.0,es  ESP,RW,24-322,64,20,1,6,14,4,1,20,1,3,33.3,1,0,15,44,29,0,0,0,3,0,15,13,86.7,1
5,Rodrigo,28.0,es  ESP,RW,20-267,26,16,1,4,6,6,0,14,0,0,,0,0,12,73,13,1,0,0,0,0,13,11,84.6,0
6,Nabil Fekir,8.0,fr  FRA,AM,27-204,82,39,1,6,23,13,0,36,0,0,,0,0,29,274,193,7,1,0,3,3,42,32,76.2,1
7,Sergio Canales,10.0,es  ESP,AM,29-357,8,16,0,0,6,11,1,14,0,1,0.0,0,0,11,105,54,4,1,0,0,0,14,12,85.7,0
8,Andrés Guardado,18.0,mx  MEX,DM,34-132,90,47,5,10,33,8,0,46,2,2,100.0,2,0,37,265,126,7,2,0,0,0,37,35,94.6,1
9,Paul Akouokou,4.0,ci  CIV,DM,23-049,74,32,2,14,20,0,0,31,0,0,,0,0,20,126,74,2,0,0,0,2,21,19,90.5,0
10,Guido Rodríguez,21.0,ar  ARG,DM,26-301,16,12,1,2,10,1,0,12,0,0,,0,0,8,36,14,0,1,0,0,0,11,10,90.9,0
11,Álex Moreno,15.0,es  ESP,LB,27-244,90,52,6,14,25,15,4,46,1,1,100.0,1,0,32,238,124,7,0,3,1,0,32,27,84.4,4
12,Víctor Ruiz,6.0,es  ESP,CB,32-013,90,63,8,28,35,2,2,61,0,0,,0,0,38,233,88,3,0,0,1,0,50,50,100.0,1
13,Aïssa Mandi,23.0,dz  ALG,CB,29-108,90,58,14,40,23,0,0,57,0,0,,0,0,39,145,69,0,0,0,1,1,43,43,100.0,0
14,Emerson,22.0,br  BRA,RB,22-024,90,50,8,24,19,9,0,42,1,2,50.0,1,0,28,210,92,3,0,0,0,0,26,24,92.3,0
15,Joel Robles,1.0,es  ESP,GK,30-235,90,33,28,33,0,0,0,21,0,0,,0,0,14,39,11,0,0,0,0,0,16,16,100.0,0
16,16 Players,,,,,990,515,76,190,264,94,16,475,6,13,46.2,6,1,333,2080,1066,42,7,3,13,9,422,349,82.7,27
