,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,FW,29-323,90,42,44,95.5,620,81,26,27,96.3,13,13,100.0,3,4,75.0,0,0.2,1,2,2,0,2
1,Martin Braithwaite,9.0,dk  DEN,LW,29-247,45,11,14,78.6,119,7,8,8,100.0,2,4,50.0,0,1,0.0,0,0.0,0,0,0,0,0
2,Pedri,16.0,es  ESP,"CM,LW",18-074,45,33,37,89.2,609,113,14,15,93.3,13,13,100.0,5,7,71.4,0,0.0,0,7,0,0,3
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-268,90,42,50,84.0,615,115,23,27,85.2,15,16,93.8,2,4,50.0,1,0.1,3,1,1,0,1
4,Riqui Puig,12.0,es  ESP,CM,21-178,56,61,66,92.4,910,171,39,41,95.1,18,20,90.0,3,4,75.0,0,0.0,0,5,0,0,2
5,Lionel Messi,10.0,ar  ARG,AM,33-228,34,21,23,91.3,406,154,9,10,90.0,9,10,90.0,3,3,100.0,0,0.2,2,2,4,0,7
6,Miralem Pjanić,8.0,ba  BIH,CM,30-311,56,63,67,94.0,985,160,30,30,100.0,26,26,100.0,3,5,60.0,0,0.1,1,4,1,0,3
7,Francisco Trincão,17.0,pt  POR,LW,21-040,34,12,14,85.7,172,43,8,9,88.9,3,3,100.0,1,1,100.0,0,0.0,0,2,0,0,2
8,Sergio Busquets,5.0,es  ESP,DM,32-206,77,83,90,92.2,1271,335,39,40,97.5,33,35,94.3,6,10,60.0,0,0.0,0,12,2,0,5
9,Samuel Umtiti,23.0,fr  FRA,CB,27-085,13,8,9,88.9,120,68,4,5,80.0,4,4,100.0,0,0,,0,0.0,0,0,0,0,1
10,Jordi Alba,18.0,es  ESP,LB,31-323,90,55,64,85.9,916,295,26,29,89.7,23,25,92.0,5,8,62.5,0,0.4,3,2,2,1,4
11,Clément Lenglet,15.0,fr  FRA,CB,25-235,90,77,87,88.5,1527,515,28,29,96.6,38,39,97.4,9,17,52.9,0,0.0,0,3,0,0,5
12,Ronald Araújo,4.0,uy  URU,CB,21-337,10,5,6,83.3,96,56,2,3,66.7,2,2,100.0,1,1,100.0,0,0.0,0,0,0,0,0
13,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-271,80,88,88,100.0,1651,491,33,33,100.0,43,43,100.0,11,11,100.0,0,0.0,0,3,0,0,4
14,Óscar Mingueza,28.0,es  ESP,RB,21-270,90,50,58,86.2,696,217,32,34,94.1,15,18,83.3,2,5,40.0,0,0.0,0,1,0,0,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-283,90,37,41,90.2,843,476,9,9,100.0,23,23,100.0,5,9,55.6,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,688,758,90.8,11556,3297,330,349,94.6,280,294,95.2,59,90,65.6,1,1.0,10,44,12,1,41
