,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Borja Iglesias,9.0,es  ESP,FW,28-021,81,0,0,0,1,0,0,0,1,0,0,0,0,7,0,4,0.0
1,Loren Morón,16.0,es  ESP,FW,27-039,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0.0
2,Juanmi,7.0,es  ESP,LW,27-263,74,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,50.0
3,Cristian Tello,11.0,es  ESP,LW,29-180,16,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0
4,Aitor Ruibal,24.0,es  ESP,RW,24-322,64,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,
5,Rodrigo,28.0,es  ESP,RW,20-267,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
6,Nabil Fekir,8.0,fr  FRA,AM,27-204,82,0,0,0,7,3,0,1,0,1,0,0,0,3,1,1,50.0
7,Sergio Canales,10.0,es  ESP,AM,29-357,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
8,Andrés Guardado,18.0,mx  MEX,DM,34-132,90,0,0,0,1,0,0,0,0,2,0,0,0,7,0,1,0.0
9,Paul Akouokou,4.0,ci  CIV,DM,23-049,74,0,0,0,1,0,0,0,2,3,0,0,0,5,1,0,100.0
10,Guido Rodríguez,21.0,ar  ARG,DM,26-301,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
11,Álex Moreno,15.0,es  ESP,LB,27-244,90,0,0,0,2,2,0,5,0,3,0,0,0,8,0,0,
12,Víctor Ruiz,6.0,es  ESP,CB,32-013,90,1,0,0,3,0,0,0,1,1,0,0,1,6,2,0,100.0
13,Aïssa Mandi,23.0,dz  ALG,CB,29-108,90,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,
14,Emerson,22.0,br  BRA,RB,22-024,90,0,0,0,2,2,0,1,0,5,0,0,0,7,0,1,0.0
15,Joel Robles,1.0,es  ESP,GK,30-235,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
16,16 Players,,,,,990,1,0,0,23,8,1,8,7,15,0,0,1,63,6,10,37.5
