,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Borja Iglesias,9.0,es  ESP,FW,28-021,81,26,24,2,0,0,3,1,0,0,0,0,0,17,4,5,4,20,2,0,0,19,0,0,1,1
1,Loren Morón,16.0,es  ESP,FW,27-039,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Juanmi,7.0,es  ESP,LW,27-263,74,19,19,0,0,0,3,0,0,0,0,0,0,13,4,2,1,17,0,0,0,13,0,0,2,0
3,Cristian Tello,11.0,es  ESP,LW,29-180,16,12,12,0,0,0,2,0,0,0,0,0,0,7,1,4,2,8,1,0,0,10,0,0,2,0
4,Aitor Ruibal,24.0,es  ESP,RW,24-322,64,12,12,0,0,0,3,0,0,0,0,0,0,11,0,1,1,11,0,0,0,10,0,0,0,1
5,Rodrigo,28.0,es  ESP,RW,20-267,26,14,12,2,0,0,1,0,0,0,0,0,0,11,2,1,11,1,0,2,0,14,0,0,0,0
6,Nabil Fekir,8.0,fr  FRA,AM,27-204,82,29,25,4,1,1,2,1,1,2,1,1,0,23,1,5,22,6,0,0,0,24,0,0,1,1
7,Sergio Canales,10.0,es  ESP,AM,29-357,8,14,12,2,0,0,3,1,1,1,0,1,0,12,1,1,11,3,0,0,0,10,1,0,1,0
8,Andrés Guardado,18.0,mx  MEX,DM,34-132,90,45,44,1,0,0,1,2,0,0,0,0,0,29,7,9,34,6,4,1,0,39,0,1,1,0
9,Paul Akouokou,4.0,ci  CIV,DM,23-049,74,26,25,1,1,0,5,0,0,0,0,0,0,19,2,5,5,20,0,0,0,22,0,1,0,0
10,Guido Rodríguez,21.0,ar  ARG,DM,26-301,16,11,11,0,0,0,2,0,0,0,0,0,0,8,0,3,0,11,0,0,0,8,0,1,0,0
11,Álex Moreno,15.0,es  ESP,LB,27-244,90,44,37,7,1,0,1,2,5,0,0,0,0,29,9,6,35,1,2,6,0,34,0,0,2,1
12,Víctor Ruiz,6.0,es  ESP,CB,32-013,90,56,54,2,1,0,6,0,0,0,0,0,0,37,5,14,45,6,4,0,1,44,0,0,2,1
13,Aïssa Mandi,23.0,dz  ALG,CB,29-108,90,47,46,1,1,0,3,1,0,0,0,0,0,36,1,10,4,41,2,0,0,41,0,0,1,0
14,Emerson,22.0,br  BRA,RB,22-024,90,39,30,9,2,0,2,1,1,0,0,0,0,28,7,4,5,27,0,7,0,39,0,0,0,0
15,Joel Robles,1.0,es  ESP,GK,30-235,90,32,20,12,5,0,0,0,0,0,0,0,0,16,0,16,4,25,0,0,3,22,0,0,0,0
16,16 Players,,,,,990,426,383,43,12,1,37,9,8,3,1,2,0,296,44,86,184,203,15,16,4,349,1,3,13,5
