,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antoine Griezmann,7.0,fr  FRA,FW,29-323,90,44,41,3,0,0,9,0,1,0,0,0,0,35,7,2,39,5,0,0,0,42,0,0,0,1
1,Martin Braithwaite,9.0,dk  DEN,LW,29-247,45,14,14,0,0,0,4,0,1,0,0,0,0,12,2,0,2,12,0,0,0,11,0,0,0,0
2,Pedri,16.0,es  ESP,"CM,LW",18-074,45,37,37,0,0,0,5,0,0,0,0,0,0,31,5,1,6,30,1,0,0,33,0,0,0,1
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-268,90,50,48,2,0,0,4,0,2,1,1,0,0,41,6,3,25,23,1,1,0,42,0,1,1,2
4,Riqui Puig,12.0,es  ESP,CM,21-178,56,66,64,2,2,0,5,0,0,0,0,0,0,62,4,0,2,64,0,0,0,61,0,1,1,0
5,Lionel Messi,10.0,ar  ARG,AM,33-228,34,23,21,2,0,2,3,1,0,2,1,0,0,18,1,4,21,2,0,0,0,21,0,0,1,0
6,Miralem Pjanić,8.0,ba  BIH,CM,30-311,56,67,63,4,2,0,6,1,0,2,0,0,0,62,2,3,4,62,1,0,0,63,0,1,0,1
7,Francisco Trincão,17.0,pt  POR,LW,21-040,34,14,14,0,0,0,4,0,0,0,0,0,0,13,0,1,12,1,1,0,0,12,0,0,0,1
8,Sergio Busquets,5.0,es  ESP,DM,32-206,77,90,83,7,7,0,12,2,0,0,0,0,0,74,3,13,13,73,0,0,1,83,1,2,0,0
9,Samuel Umtiti,23.0,fr  FRA,CB,27-085,13,9,9,0,0,0,2,0,0,0,0,0,0,6,2,1,6,1,0,0,0,8,0,0,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-323,90,64,61,3,2,0,3,0,3,0,0,0,0,52,3,9,50,12,1,1,0,55,1,0,2,2
11,Clément Lenglet,15.0,fr  FRA,CB,25-235,90,87,86,1,1,0,5,2,0,0,0,0,0,71,7,9,72,9,5,0,0,77,2,1,1,0
12,Ronald Araújo,4.0,uy  URU,CB,21-337,10,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,1,4,0,0,0,5,0,0,0,0
13,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-271,80,88,88,0,0,0,10,1,0,0,0,0,0,79,6,3,3,83,1,0,0,88,0,0,0,0
14,Óscar Mingueza,28.0,es  ESP,RB,21-270,90,58,48,10,5,0,6,0,2,0,0,0,0,46,10,2,4,43,5,5,0,50,1,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-283,90,41,34,7,3,0,1,3,0,0,0,0,0,34,1,6,6,27,0,0,8,37,0,2,0,0
16,16 Players,,,,,990,758,717,41,22,2,80,10,9,5,2,0,0,641,59,58,266,451,16,7,9,688,5,8,6,8
