,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Borja Iglesias,9.0,es  ESP,FW,28-021,81,1,0,0,0,2,1,0,0,36,11,0,1,2,0.5,0.5,0.2,2,0,19,26,73.1,2,22,5,1,4
1,Loren Morón,16.0,es  ESP,FW,27-039,9,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,0
2,Juanmi,7.0,es  ESP,LW,27-263,74,0,0,0,0,2,1,0,0,27,22,2,0,1,0.6,0.6,0.0,1,0,13,19,68.4,0,18,3,0,0
3,Cristian Tello,11.0,es  ESP,LW,29-180,16,0,0,0,0,0,0,0,0,12,5,0,0,1,0.0,0.0,0.0,1,0,10,12,83.3,1,8,0,0,0
4,Aitor Ruibal,24.0,es  ESP,RW,24-322,64,0,0,0,0,0,0,0,0,20,10,0,3,1,0.0,0.0,0.0,0,0,10,12,83.3,4,15,0,1,3
5,Rodrigo,28.0,es  ESP,RW,20-267,26,0,0,0,0,0,0,0,0,16,5,0,0,1,0.0,0.0,0.0,0,0,14,14,100.0,0,12,1,0,0
6,Nabil Fekir,8.0,fr  FRA,AM,27-204,82,0,1,0,0,1,1,0,0,39,20,1,0,0,0.0,0.0,0.7,6,3,24,29,82.8,5,29,7,0,0
7,Sergio Canales,10.0,es  ESP,AM,29-357,8,0,0,0,0,1,0,0,0,16,2,0,0,0,0.0,0.0,0.1,2,0,10,14,71.4,0,11,4,0,1
8,Andrés Guardado,18.0,mx  MEX,DM,34-132,90,0,0,0,0,0,0,0,0,47,21,3,0,0,0.0,0.0,0.0,0,0,39,45,86.7,3,37,7,2,2
9,Paul Akouokou,4.0,ci  CIV,DM,23-049,74,0,0,0,0,0,0,0,0,32,14,3,2,1,0.0,0.0,0.0,1,0,22,26,84.6,1,20,2,0,0
10,Guido Rodríguez,21.0,ar  ARG,DM,26-301,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,8,0,0,0
11,Álex Moreno,15.0,es  ESP,LB,27-244,90,0,0,0,0,0,0,0,0,52,13,4,0,0,0.0,0.0,0.1,1,0,34,44,77.3,2,32,7,1,1
12,Víctor Ruiz,6.0,es  ESP,CB,32-013,90,1,0,0,0,2,2,1,0,63,11,1,1,1,0.3,0.3,0.0,0,0,44,56,78.6,3,38,3,0,0
13,Aïssa Mandi,23.0,dz  ALG,CB,29-108,90,0,0,0,0,0,0,0,0,58,5,0,0,2,0.0,0.0,0.0,0,0,41,47,87.2,3,39,0,0,0
14,Emerson,22.0,br  BRA,RB,22-024,90,0,1,0,0,0,0,0,0,50,20,5,0,2,0.0,0.0,0.4,1,1,39,39,100.0,3,28,3,1,2
15,Joel Robles,1.0,es  ESP,GK,30-235,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,22,32,68.8,0,14,0,0,0
16,16 Players,,,,,990,2,2,0,0,8,5,1,0,515,162,19,7,12,1.6,1.6,1.6,15,4,349,426,81.9,27,333,42,6,13
