,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,28,Clément Lenglet,Barcelona,Off Target,6.0,Head,,Jordi Alba,Pass (Live),Riqui Puig,Pass (Live)
1,45+3,Martin Braithwaite,Barcelona,Off Target,11.0,Head,,Jordi Alba,Pass (Dead),Martin Braithwaite,Fouled
2,,,,,,,,,,,
3,63,Nabil Fekir,Betis,Saved,24.0,Left Foot,,Paul Akouokou,Pass (Live),Borja Iglesias,Pass (Live)
4,85,Sergio Canales,Betis,Blocked,23.0,Left Foot,,Cristian Tello,Pass (Live),Sergio Canales,Pass (Live)
5,87,Francisco Trincão,Barcelona,Goal,18.0,Left Foot,,,,,
