,Id,Name,Age,Nationality,Club,Height,Weight,Value,Wage,Overall,Potential
884,243388,Borna Sosa,23,Croatia,VfB Stuttgart,187,79,€14M,€23K,77,81
885,243282,Dwight McNeil,21,England,Burnley,183,70,€17M,€27K,77,83
886,243015,Luis Romo,26,Mexico,CF Monterrey ,182,84,€13.5M,€47K,77,80
887,242664,Alexis Saelemaekers,22,Belgium,AC Milan,180,72,€15.5M,€36K,77,81
888,242656,Illan Meslier,21,France,Leeds United,196,74,€18.5M,€34K,77,84
889,242374,Musa Barrow,22,Gambia,Bologna,183,70,€16M,€29K,77,82
890,241202,Patson Daka,22,Zambia,Leicester City,183,71,€17M,€78K,77,83
891,241159,Marc Guéhi,20,England,Crystal Palace,185,75,€21.5M,€34K,77,86
892,241049,Andoni Gorosabel Espinosa,24,Spain,Real Sociedad,174,70,€15M,€25K,77,82
893,241042,Oliver Skipp,20,England,Tottenham Hotspur,175,70,€19.5M,€49K,77,84
894,240471,Fernando Gorriarán,26,Uruguay,Santos Laguna,168,68,€12.5M,€22K,77,80
895,239901,Saša Kalajdžić,23,Austria,VfB Stuttgart,200,90,€16M,€27K,77,82
896,239613,Matteo Pessina,24,Italy,Atalanta,183,75,€14.5M,€39K,77,80
897,238896,Eduardo Gabriel Aquino Cossa,24,Brazil,FC Porto,175,66,€14.5M,€13K,77,80
898,238476,Dan-Axel Zagadou,22,France,Borussia Dortmund,196,90,€14.5M,€39K,77,82
899,238160,Merih Demiral,23,Turkey,Atalanta,190,86,€14.5M,€51K,77,82
900,238095,Nikola Milenković,23,Serbia,Fiorentina,195,90,€15M,€39K,77,83
901,237679,Randal Kolo Muani,22,France,FC Nantes,187,73,€21.5M,€26K,77,84
902,237239,Enis Bardhi,25,North Macedonia,Levante Unión Deportiva,172,64,€12.5M,€27K,77,78
903,237221,Juan Foyth,23,Argentina,Villarreal CF,187,69,€15M,€25K,77,82
904,237086,Min Jae Kim,24,Korea Republic,Fenerbahçe SK,190,81,€15M,€37K,77,83
905,236499,Douglas Luiz Soares de Paulo,23,Brazil,Aston Villa,175,66,€20M,€47K,77,84
906,236045,Reinildo Isnard Mandava,27,Mozambique,Atlético de Madrid,180,73,€10M,€43K,77,77
907,235997,Francisco José Beltrán Peinado,22,Spain,RC Celta de Vigo,165,64,€20M,€19K,77,84
908,235794,Eberechi Eze,23,England,Crystal Palace,178,67,€16.5M,€45K,77,83
909,235619,Marcus Edwards,22,England,Sporting CP,168,65,€17M,€14K,77,83
910,235407,Salih Özcan,23,Turkey,1. FC Köln,180,76,€14M,€23K,77,81
911,235353,Ismaïla Sarr,23,Senegal,Watford,185,76,€16.5M,€45K,77,83
912,235183,Carlos Acevedo,25,Mexico,Santos Laguna,184,74,€11.5M,€16K,77,81
913,234730,Valentin Rosier,24,France,Beşiktaş JK,175,75,€15M,€33K,77,82
914,234678,Joakim Mæhle,24,Denmark,Atalanta,185,79,€13.5M,€35K,77,80
915,234577,Diogo Meireles Costa,21,Portugal,FC Porto,187,81,€20.5M,€7K,77,86
916,234468,Emanuel Reynoso,25,Argentina,Minnesota United FC,176,67,€12.5M,€10K,77,78
917,234060,Yangel Herrera,23,Venezuela,RCD Espanyol de Barcelona,184,77,€16.5M,€86K,77,83
918,233301,Rasmus Kristensen,23,Denmark,FC Red Bull Salzburg,187,70,€15M,€23K,77,82
919,233267,Matt Turner,27,United States,,191,79,€0,€0,77,80
920,232905,Junya Ito,28,Japan,KRC Genk,176,66,€10.5M,€21K,77,77
921,232862,Shoya Nakajima,26,Japan,Portimonense SC,165,67,€11.5M,€15K,77,77
922,232639,Ritsu Doan,23,Japan,PSV,172,70,€16.5M,€17K,77,83
923,232223,Konstantinos Tsimikas,25,Greece,Liverpool,179,68,€13M,€76K,77,80
924,232104,Daniel James,23,Wales,Leeds United,171,76,€16M,€62K,77,82
925,232080,Jack Harrison,24,England,Leeds United,175,70,€14.5M,€62K,77,80
926,231836,Jesper Karlsson,22,Sweden,AZ Alkmaar,171,70,€21.5M,€12K,77,84
927,231633,Issa Diop,24,France,West Ham United,194,92,€14.5M,€48K,77,82
928,231554,James Justin,23,England,Leicester City,183,80,€13.5M,€64K,77,80
929,231366,Philipp Lienhart,24,Austria,Sport-Club Freiburg,189,83,€13M,€23K,77,80
930,231318,Romain Perraud,23,France,Southampton,173,68,€15.5M,€41K,77,83
931,230899,Ademola Lookman,23,England,Leicester City,174,71,€15M,€54K,77,81
932,230625,Matheus Reis de Lima,26,Brazil,Sporting CP,184,80,€12M,€13K,77,80
933,230431,Sidney Adrián Pessoa Vidigal,29,Brazil,Internacional,187,85,€9M,€27K,77,77
934,230402,Murilo Kauê Cadete Teixeira,21,Brazil,Palmeiras,178,78,€12.5M,€28K,77,77
935,230384,Nuno Ailton Padrenda Mendes,25,Brazil,Clube Atlético Mineiro,180,75,€12M,€37K,77,77
936,230379,Danilo Manuel Vieira Espíndola,33,Brazil,Santos,189,84,€5M,€26K,77,77
937,230371,Victor Martin Maia Padilha,25,Brazil,Palmeiras,178,75,€10.5M,€33K,77,77
938,230349,Rodrigo Éder Vuarte Ruiz,29,Brazil,Clube Atlético Mineiro,179,77,€9M,€34K,77,77
939,230346,Jadson José Meireles Correia,25,Brazil,Flamengo,176,72,€10.5M,€33K,77,77
940,230337,Andeson Jaime Trigo Gonçalves,33,Brazil,Fluminense,175,68,€5.5M,€23K,77,77
941,230331,Wagner Mauro Laranjo Coelho,37,Brazil,Palmeiras,177,77,€2.1M,€25K,77,77
942,230269,Claudio Nuno Coíntra Calegari,25,Brazil,Palmeiras,174,71,€11.5M,€36K,77,77
943,230241,Enzo Leandro Chissano Baia,29,Brazil,Palmeiras,165,62,€9.5M,€36K,77,77
944,230197,Alessandro Baia Marques,33,Brazil,Clube Atlético Mineiro,175,71,€5.5M,€32K,77,77
945,230182,Lucas Luciano Mantela Patrício,21,Brazil,Palmeiras,183,77,€9.5M,€18K,77,77
946,230084,Lukas Nmecha,22,Germany,VfL Wolfsburg,185,80,€17M,€52K,77,83
947,230065,Suat Serdar,24,Germany,Hertha BSC,184,75,€16M,€37K,77,82
948,229909,Andrey Lunev,29,Russia,Bayer 04 Leverkusen,190,80,€7M,€37K,77,77
949,229862,Eduardo Expósito Jaén,24,Spain,SD Eibar,178,68,€15M,€12K,77,81
950,228789,Robert Lynch Sanchéz,23,Spain,Brighton & Hove Albion,197,85,€13.5M,€33K,77,83
951,228687,Kasper Dolberg,23,Denmark,OGC Nice,187,84,€15.5M,€31K,77,81
952,228579,Benjamin Henrichs,24,Germany,RB Leipzig,183,79,€13.5M,€49K,77,80
953,228413,Emil Audero,24,Italy,U.C. Sampdoria,192,83,€10M,€13K,77,78
954,228302,Alfonso Pedraza Sag,25,Spain,Villarreal CF,184,73,€13M,€27K,77,80
955,228295,Rob Holding,25,England,Arsenal,189,75,€11.5M,€62K,77,79
956,227927,Kyle Walker-Peters,24,England,Southampton,174,64,€15M,€41K,77,82
957,227055,Gelson Dany Batalha Martins,26,Portugal,AS Monaco,173,74,€11.5M,€47K,77,77
958,226637,Rubén Duarte Sánchez,25,Spain,Deportivo Alavés,180,75,€13M,€22K,77,80
959,226601,Vitor Hugo Franchescoli Souza,30,Brazil,Trabzonspor,187,80,€8.5M,€26K,77,77
960,226380,Hee Chan Hwang,25,Korea Republic,Wolverhampton Wanderers,177,77,€12.5M,€65K,77,78
961,226268,Federico Dimarco,23,Italy,Inter,175,75,€14M,€62K,77,81
962,225863,Olivier Boscagli,23,France,PSV,181,68,€14.5M,€15K,77,82
963,225793,Ben Godfrey,23,England,Everton,183,79,€22M,€56K,77,85
964,225783,Stephy Mavididi,23,England,Montpellier Hérault SC,182,71,€15M,€24K,77,81
965,225508,Eric Bailly,27,Côte d'Ivoire,Manchester United,186,77,€10.5M,€85K,77,78
966,225403,İrfan Can Kahveci,25,Turkey,Fenerbahçe SK,176,72,€14M,€45K,77,80
967,225293,Habib Diallo,26,Senegal,RC Strasbourg Alsace,186,79,€13M,€27K,77,79
968,225085,Jonathan Bamba,25,France,LOSC Lille,175,70,€12.5M,€34K,77,78
969,225014,Gaetano Castrovilli,24,Italy,Fiorentina,187,71,€15M,€43K,77,81
970,224574,Orbelín Pineda,25,Mexico,RC Celta de Vigo,169,63,€12.5M,€23K,77,78
971,224490,Zeki Çelik,24,Turkey,LOSC Lille,180,78,€13.5M,€27K,77,80
972,224425,Marius Wolf,26,Germany,Borussia Dortmund,188,81,€12.5M,€50K,77,78
973,224422,Jérémie Boga,24,Côte d'Ivoire,Atalanta,172,68,€14.5M,€31K,77,80
974,224221,Joachim Andersen,25,Denmark,Crystal Palace,192,90,€12.5M,€45K,77,80
975,224116,Dyego Wilverson Ferreira Sousa,31,Portugal,Unión Deportiva Almería,190,82,€9M,€14K,77,77
976,223885,Alexander Nübel,24,Germany,AS Monaco,193,88,€13.5M,€38K,77,83
977,223690,Sergio Rochet,28,Uruguay,Club Nacional de Football,190,85,€9M,€1K,77,79
978,223597,Ruben Aguilar,28,France,AS Monaco,172,71,€9.5M,€45K,77,77
979,222509,Daniel Ceballos Fernández,24,Spain,Real Madrid CF,179,68,€14.5M,€100K,77,80
980,222400,Harry Winks,25,England,Tottenham Hotspur,176,65,€14M,€72K,77,80
981,222357,Breel Embolo,24,Switzerland,Borussia Mönchengladbach,187,88,€14.5M,€27K,77,80
982,221491,Nico Elvedi,24,Switzerland,Borussia Mönchengladbach,189,81,€13.5M,€23K,77,81
983,220883,Rafael Santos Borré,25,Colombia,Eintracht Frankfurt,174,70,€13M,€30K,77,78
984,220876,Franck Honorat,24,France,Stade Brestois 29,180,70,€13.5M,€18K,77,79
985,220746,Andrija Živković,24,Serbia,PAOK,169,62,€13.5M,€1K,77,79
986,220633,Demarai Gray,25,England,Everton,183,75,€14M,€68K,77,80
987,220132,Joseba Zaldúa Bengoetxea,29,Spain,Real Sociedad,174,69,€9.5M,€30K,77,77
988,219953,Adrián Embarba Blázquez,29,Spain,RCD Espanyol de Barcelona,173,68,€10.5M,€21K,77,77
989,218659,Matt Targett,25,England,Newcastle United,183,70,€13M,€52K,77,80
990,217546,Nuno Miguel Jerónimo Sequeira,30,Portugal,SC Braga,184,79,€9M,€15K,77,77
991,217196,José Luis Palomino,31,Argentina,Atalanta,188,87,€7M,€41K,77,77
992,216939,Andre Blake,30,Jamaica,Philadelphia Union,188,79,€7M,€7K,77,77
993,216820,Moses Simon,25,Nigeria,FC Nantes,168,69,€12.5M,€26K,77,78
994,216816,Giovanni Simeone,25,Argentina,Hellas Verona,181,81,€14M,€34K,77,80
995,216700,Maximiliano Meza,28,Argentina,CF Monterrey ,181,80,€10.5M,€53K,77,77
996,216549,Alexander Sørloth,25,Norway,Real Sociedad,195,94,€14M,€65K,77,80
997,216158,Silvan Widmer,28,Switzerland,1. FSV Mainz 05,183,80,€9.5M,€25K,77,77
998,215639,Robert Kenedy Nunes do Nascimento,25,Brazil,Chelsea,182,77,€12.5M,€83K,77,78
999,215353,Lucas Alario,28,Argentina,Bayer 04 Leverkusen,184,78,€11M,€53K,77,77
1000,215071,Milton Casco,33,Argentina,River Plate,170,69,€5.5M,€17K,77,77
1001,214436,Paulo Díaz,26,Chile,River Plate,178,76,€11M,€17K,77,78
1002,213761,Abderrazak Hamdallah,30,Morocco,Al Ittihad,180,82,€10.5M,€42K,77,77
1003,213388,Flavien Tait,28,France,Stade Rennais FC,175,70,€10.5M,€46K,77,77
1004,212602,Diego Javier Llorente Ríos,27,Spain,Leeds United,186,76,€11M,€65K,77,79
1005,212501,Leander Dendoncker,26,Belgium,Wolverhampton Wanderers,189,88,€12.5M,€71K,77,78
1006,212228,Ivan Toney,25,England,Brentford,187,76,€13.5M,€49K,77,79
1007,212219,Alexander Djiku,26,Ghana,RC Strasbourg Alsace,182,81,€12M,€23K,77,80
1008,212153,Roberto Gagliardini,27,Italy,Inter,188,77,€10M,€73K,77,77
1009,211784,Neal Maupay,24,France,Brighton & Hove Albion,173,69,€16M,€52K,77,82
1010,211567,Gilberto Moraes Júnior,28,Brazil,SL Benfica,181,76,€9.5M,€14K,77,77
1011,211381,Sofiane Boufal,27,Morocco,Angers SCO,175,67,€11.5M,€27K,77,77
1012,211368,Armindo Tué Na Bangna,26,Portugal,PSV,173,70,€11.5M,€19K,77,77
1013,211320,Daniele Rugani,26,Italy,Juventus,190,84,€11M,€60K,77,78
1014,211093,Callum McGregor,28,Scotland,Celtic,178,74,€10.5M,€54K,77,77
1015,210736,Emerson Palmieri dos Santos,26,Italy,Olympique Lyonnais,176,79,€11.5M,€80K,77,78
1016,210679,Paulo André Rodrigues Oliveira,29,Portugal,SC Braga,187,81,€9M,€15K,77,77
1017,210625,Kevin Mbabu,26,Switzerland,VfL Wolfsburg,184,83,€11.5M,€50K,77,78
1018,210047,Fabian Schär,29,Switzerland,Newcastle United,188,84,€9M,€38K,77,77
1019,209973,Jean-Pierre Nsame,28,Cameroon,Venezia FC,188,88,€11M,€21K,77,77
1020,209744,Eugenio Mena,32,Chile,Racing Club,173,74,€7.5M,€19K,77,77
1021,208787,Adrien Thomasson,27,France,RC Strasbourg Alsace,177,72,€11M,€25K,77,77
1022,208777,Óliver Torres Muñoz,26,Spain,Sevilla FC,175,70,€12.5M,€27K,77,78
1023,208250,Anastasios Bakasetas,28,Greece,Trabzonspor,181,78,€10.5M,€29K,77,77
1024,208224,Petros Mantalos,29,Greece,AEK Athens,176,73,€10.5M,€2K,77,77
1025,208004,Joël Veltman,29,Netherlands,Brighton & Hove Albion,184,75,€9M,€52K,77,77
1026,207948,Bertrand Traoré,25,Burkina Faso,Aston Villa,181,73,€12.5M,€57K,77,78
1027,207807,Ryan Fraser,27,Scotland,Newcastle United,163,70,€11M,€40K,77,77
1028,207715,Nicolas López,27,Uruguay,Tigres U.A.N.L.,178,75,€11.5M,€49K,77,77
1029,207664,Carlos Bacca,34,Colombia,Granada CF,181,77,€5M,€26K,77,77
1030,206306,Jordan Ferri,29,France,Montpellier Hérault SC,173,73,€9M,€26K,77,77
1031,206058,Mattia De Sciglio,28,Italy,Juventus,182,78,€9.5M,€63K,77,77
1032,205923,Ben Davies,28,Wales,Tottenham Hotspur,181,76,€9M,€72K,77,77
1033,205566,Alberto Moreno Pérez,28,Spain,Villarreal CF,171,65,€9.5M,€30K,77,77
1034,205409,Sebastián Sosa,34,Uruguay,Club Atlético Independiente,179,79,€1.8M,€12K,77,77
1035,205211,Milan Borjan,33,Canada,,196,84,€0,€0,77,77
1036,204614,Mário Rui Silva Duarte,30,Portugal,Napoli,170,67,€9M,€51K,77,77
1037,204529,Michy Batshuayi,27,Belgium,Beşiktaş JK,185,78,€11.5M,€95K,77,77
1038,204341,Luís Carlos Novo Neto,33,Portugal,Sporting CP,185,72,€5M,€13K,77,77
1039,203757,José Luís Mendes Andrade,30,Cape Verde Islands,Al Taawoun,184,80,€10.5M,€30K,77,77
1040,203535,Tonny Vilhena,26,Netherlands,RCD Espanyol de Barcelona,175,70,€11.5M,€20K,77,77
1041,203177,Dimitri Foulquier,28,France,Valencia CF,183,78,€9.5M,€32K,77,77
1042,202848,Gianluca Caprari,27,Italy,Hellas Verona,176,72,€11.5M,€23K,77,77
1043,202642,Fernando Lucas Martins,29,Brazil,Antalyaspor,173,66,€9M,€19K,77,77
1044,202599,Igor Caique Coronado,28,Brazil,Al Ittihad,170,65,€10.5M,€41K,77,77
1045,202325,Diego Demme,29,Germany,Napoli,172,71,€9M,€53K,77,77
1046,202282,Stuart Armstrong,29,Scotland,Southampton,183,75,€10.5M,€54K,77,77
1047,201976,Alfred Gomis,27,Senegal,Stade Rennais FC,196,80,€9.5M,€32K,77,79
1048,201862,Marcos Rojo,31,Argentina,Boca Juniors,186,82,€7M,€17K,77,77
1049,201417,Matt Doherty,29,Republic of Ireland,Tottenham Hotspur,182,87,€9.5M,€72K,77,77
1050,201389,Cristiano Biraghi,28,Italy,Fiorentina,185,78,€9.5M,€47K,77,77
1051,201377,Jeison Murillo,29,Colombia,RC Celta de Vigo,184,78,€9.5M,€20K,77,78
1052,201042,Djibril Sidibé,28,France,AS Monaco,182,71,€9.5M,€45K,77,77
1053,200215,Sebastian Rode,30,Germany,Eintracht Frankfurt,180,71,€9M,€26K,77,77
1054,199715,Víctor Machín Pérez,31,Spain,Getafe CF,185,79,€8.5M,€47K,77,77
1055,199393,Nicolas Pallois,33,France,FC Nantes,189,89,€5M,€25K,77,77
1056,199339,Manuel Riemann,32,Germany,VfL Bochum 1848,186,83,€5M,€19K,77,77
1057,199206,Domagoj Vida,32,Croatia,Beşiktaş JK,184,76,€7M,€39K,77,77
1058,199069,Vincent Aboubakar,29,Cameroon,Al Nassr,184,82,€10.5M,€44K,77,77
1059,199005,Mathew Ryan,29,Australia,Real Sociedad,184,82,€8M,€25K,77,78
1060,198951,Cédric Bakambu,30,Congo DR,Olympique de Marseille,182,73,€10.5M,€41K,77,77
1061,198657,Jonas Svensson,28,Norway,Adana Demirspor,170,70,€9.5M,€19K,77,77
1062,198140,Rogelio Funes Mori,30,Mexico,CF Monterrey ,186,78,€10.5M,€51K,77,77
1063,198118,Josuha Guilavogui,30,France,FC Girondins de Bordeaux,188,77,€9M,€50K,77,77
1064,198032,Dan Burn,29,England,Newcastle United,198,87,€9M,€38K,77,77
1065,197948,Florian Lejeune,30,France,Deportivo Alavés,189,81,€8.5M,€23K,77,77
1066,195272,Marco Davide Faraoni,29,Italy,Hellas Verona,180,71,€9.5M,€27K,77,77
1067,194958,Aaron Mooy,30,Australia,Shanghai Port FC,175,68,€10M,€25K,77,77
1068,194932,Andros Townsend,29,England,Everton,175,73,€10.5M,€74K,77,77
1069,194845,Wahbi Khazri,30,Tunisia,AS Saint-Étienne,176,82,€10.5M,€35K,77,77
1070,194229,Hugo Mallo Novegil,30,Spain,RC Celta de Vigo,173,69,€9M,€22K,77,77
1071,193601,Germán Pezzella,30,Argentina,Real Betis Balompié,186,81,€8.5M,€22K,77,77
1072,193408,Haris Seferović,29,Switzerland,SL Benfica,189,85,€10.5M,€16K,77,77
1073,193361,Roberto Soriano,30,Italy,Bologna,182,76,€10M,€33K,77,77
1074,193254,Christopher Trimmel,34,Austria,1. FC Union Berlin,189,82,€3.9M,€29K,77,77
1075,193171,Jaume Vicent Costa Jordá,33,Spain,RCD Mallorca,171,62,€5.5M,€25K,77,77
1076,192816,Leandro Cabrera,30,Uruguay,RCD Espanyol de Barcelona,190,82,€8.5M,€19K,77,77
1077,192123,Chris Wood,29,New Zealand,Newcastle United,191,92,€10.5M,€45K,77,77
1078,191627,Mats Rits,27,Belgium,Club Brugge KV,178,72,€11M,€24K,77,78
1079,190765,Pascal Groß,30,Germany,Brighton & Hove Albion,181,78,€10M,€55K,77,77
1080,190432,Oier Sanjurjo Maté,35,Spain,CA Osasuna,178,72,€3M,€19K,77,77
1081,190149,Oscar De Marcos Arana,32,Spain,Athletic Club de Bilbao,182,78,€7.5M,€25K,77,77
1082,189606,Julian Baumgartlinger,33,Austria,Bayer 04 Leverkusen,181,85,€5M,€43K,77,77
1083,189472,Aridane Hernández Umpiérrez,32,Spain,CA Osasuna,186,77,€7M,€26K,77,77
1084,188955,Gustavo Bou,31,Argentina,New England Revolution,175,72,€9M,€11K,77,77
1085,188335,Ante Budimir,29,Croatia,CA Osasuna,190,75,€10.5M,€32K,77,77
1086,188103,Rubén Rochina Naixes,30,Spain,Granada CF,182,76,€10M,€24K,77,77
1087,188044,Lan A,31,China PR,,178,64,€0,€0,77,77
1088,186801,Cheikhou Kouyaté,31,Senegal,Crystal Palace,189,83,€7.5M,€48K,77,77
1089,186627,Mario Balotelli,30,Italy,Adana Demirspor,190,94,€10.5M,€22K,77,77
1090,186561,Aaron Ramsey,30,Wales,Rangers FC,183,76,€10M,€65K,77,77
1091,185239,Ömer Toprak,31,Turkey,SV Werder Bremen,186,83,€7M,€13K,77,77
1092,185195,Odion Ighalo,32,Nigeria,Al Hilal,183,73,€8.5M,€42K,77,77
1093,185020,José María Callejón Bueno,34,Spain,Fiorentina,178,73,€4.9M,€53K,77,77
1094,183394,Moussa Sissoko,31,France,Watford,187,91,€7.5M,€48K,77,77
1095,183353,Víctor David Díaz Miguel,33,Spain,Granada CF,184,72,€5.5M,€22K,77,77
1096,181820,Stevan Jovetić,31,Montenegro,Hertha BSC,183,79,€9M,€47K,77,77
1097,180808,Ondřej Kúdela,34,Czech Republic,SK Slavia Praha,182,78,€3.4M,€1K,77,77
1098,178415,Ruud Vormer,33,Netherlands,Club Brugge KV,178,79,€6.5M,€26K,77,77
1099,178250,Papakouli Diop,35,Senegal,UD Ibiza,179,77,€3M,€6K,77,77
1100,176600,Kévin Gameiro,34,France,RC Strasbourg Alsace,172,70,€5M,€27K,77,77
1101,173030,Óscar Trejo,33,Argentina,Rayo Vallecano,180,79,€6.5M,€22K,77,77
1102,172879,Sokratis Papastathopoulos,33,Greece,Olympiacos CFP,186,82,€5M,€1K,77,77
1103,163155,Ben Foster,38,England,Watford,193,90,€1.2M,€25K,77,77
1104,159261,Fabio Quagliarella,38,Italy,U.C. Sampdoria,180,79,€3.6M,€18K,77,77
1105,159145,Bafétimbi Gomis,35,France,Galatasaray SK,186,86,€4.5M,€44K,77,77
1106,158963,Lucas Biglia,35,Argentina,Fatih Karagümrük S.K.,178,63,€3M,€11K,77,77
1107,158121,Benoît Costil,33,France,FC Girondins de Bordeaux,187,82,€3.4M,€20K,77,77
1108,146530,Daniel Alves da Silva,38,Brazil,FC Barcelona,172,70,€2.3M,€71K,77,77
1109,263288,Jakub Pešek,28,Czech Republic,AC Sparta Praha,173,66,€7.5M,€1K,76,76
1110,263286,Aleš Mandous,29,Czech Republic,SK Slavia Praha,188,85,€5M,€850,76,76
1111,259377,Yeremi Jesús Santos Pino,18,Spain,Villarreal CF,172,60,€16M,€10K,76,87
1112,256958,Fábio Daniel Ferreira Vieira,21,Portugal,FC Porto,176,63,€17M,€10K,76,86
1113,256197,Piero Hincapié,19,Ecuador,Bayer 04 Leverkusen,183,66,€15M,€21K,76,84
1114,253444,Arnaud Kalimuendo,19,France,Racing Club de Lens,175,78,€11.5M,€41K,76,82
1115,253290,Matías Viña,23,Uruguay,Roma,181,70,€10M,€35K,76,80
1116,253170,Attila Szalai,23,Hungary,Fenerbahçe SK,192,83,€11M,€34K,76,82
1117,253157,Hicham Boudaoui,21,Algeria,OGC Nice,175,61,€12M,€23K,76,82
1118,253002,Giacomo Raspadori,21,Italy,U.S. Sassuolo Calcio,172,69,€17M,€25K,76,85
1119,252064,Ladislav Krejčí,22,Czech Republic,AC Sparta Praha,191,86,€16M,€900,76,84
1120,251412,Shon Weissman,25,Israel,Real Valladolid CF,174,79,€10M,€13K,76,79
1121,251182,Iago Amaral Borduchi,24,Brazil,FC Augsburg,181,67,€9.5M,€19K,76,79
1122,250723,Kouadio Manu Koné,20,France,Borussia Mönchengladbach,185,80,€16.5M,€20K,76,85
1123,248550,Daniel Vivian Moreno,21,Spain,Athletic Club de Bilbao,183,83,€14M,€17K,76,83
1124,247827,Michael Olise,19,France,Crystal Palace,184,68,€16M,€28K,76,86
1125,247641,Mateus Tetê,21,Brazil,Olympique Lyonnais,175,72,€17M,€900,76,86
1126,247328,Unai Vencedor Paris,20,Spain,Athletic Club de Bilbao,176,71,€16.5M,€19K,76,84
1127,247246,Khéphren Thuram,20,France,OGC Nice,192,81,€16.5M,€23K,76,84
1128,247182,Lucas Silva Melo,21,Brazil,Eintracht Frankfurt,185,81,€10.5M,€18K,76,81
1129,247181,Gonzalo Plata,20,Ecuador,Real Valladolid CF,178,65,€16.5M,€10K,76,86
1130,247131,Alfonso Espino,29,Uruguay,Cádiz CF,172,71,€6.5M,€27K,76,76
1131,246791,Manor Solomon,21,Israel,Shakhtar Donetsk,170,67,€17M,€800,76,86
1132,246764,Mohamed Camara,21,Mali,FC Red Bull Salzburg,169,65,€16M,€18K,76,84
1133,246708,Giorgios Masouras,27,Greece,Olympiacos CFP,184,76,€8M,€2K,76,76
1134,246113,Adrià Giner Pedrosa,23,Spain,RCD Espanyol de Barcelona,176,69,€14.5M,€15K,76,83
1135,245371,Thiago Almada,20,Argentina,Atlanta United,171,62,€16.5M,€7K,76,86
1136,245158,Luis Javier Suárez,23,Colombia,Granada CF,185,74,€15M,€22K,76,83
1137,245155,Mohammed Kudus,20,Ghana,Ajax,177,70,€16.5M,€12K,76,84
1138,244778,Francisco Mota Castro Trincão,21,Portugal,Wolverhampton Wanderers,183,77,€15M,€84K,76,83
1139,244380,Vitaliy Mykolenko,22,Ukraine,Everton,180,71,€14.5M,€52K,76,83
1140,244373,Vitaliy Buyalskyi,28,Ukraine,Dynamo Kyiv,170,61,€7.5M,€1K,76,76
1141,244257,Jonathan Burkardt,20,Germany,1. FSV Mainz 05,181,79,€16.5M,€20K,76,84
1142,243627,Yacine Adli,20,France,FC Girondins de Bordeaux,186,78,€15M,€26K,76,83
1143,243231,Enock Mwepu,23,Zambia,Brighton & Hove Albion,184,76,€12M,€44K,76,82
1144,242641,Rayan Aït Nouri,20,France,Wolverhampton Wanderers,180,70,€15.5M,€43K,76,86
1145,242578,Benoît Badiashile,20,France,AS Monaco,194,75,€15.5M,€29K,76,84
1146,242380,Stephen Antunes Eustáquio,24,Canada,FC Porto,178,66,€11M,€9K,76,82
1147,242000,Konstantinos Mavropanos,23,Greece,VfB Stuttgart,194,89,€9.5M,€52K,76,80
1148,241707,Pape Gueye,22,Senegal,Olympique de Marseille,187,79,€11M,€27K,76,82
1149,241508,Mikkel Damsgaard,20,Denmark,U.C. Sampdoria,180,71,€16.5M,€15K,76,86
1150,241187,Lutsharel Geertruida,20,Netherlands,Feyenoord,185,73,€15.5M,€8K,76,84
1151,241167,Youcef Belaïli,29,Algeria,Stade Brestois 29,178,75,€7.5M,€20K,76,76
1152,240915,Juan Miranda González,21,Spain,Real Betis Balompié,185,79,€16M,€15K,76,84
1153,240787,Hamed Junior Traorè,21,Côte d'Ivoire,U.S. Sassuolo Calcio,184,77,€17M,€23K,76,85
1154,240716,Mathías Olivera,23,Uruguay,Getafe CF,184,78,€14.5M,€21K,76,83
1155,240702,Roman Yaremchuk,25,Ukraine,SL Benfica,191,79,€10M,€14K,76,79
1156,240458,Ander Guevara Lajo,23,Spain,Real Sociedad,180,73,€12M,€26K,76,82
1157,240359,Omar Alderete,24,Paraguay,Valencia CF,188,77,€9.5M,€31K,76,80
1158,239837,Alexis Mac Allister,22,Argentina,Brighton & Hove Albion,174,72,€12M,€44K,76,82
1159,239817,Boubakary Soumaré,22,France,Leicester City,188,82,€10.5M,€60K,76,81
1160,239015,Emmanuel Dennis,23,Nigeria,Watford,175,66,€11M,€46K,76,80
1161,238361,Michael Richard Delgado de Oliveira,25,Brazil,Al Hilal,166,60,€9M,€38K,76,77
1162,237819,Nicolás Domínguez,23,Argentina,Bologna,179,73,€16.5M,€27K,76,84
1163,237629,Arne Maier,22,Germany,FC Augsburg,186,79,€12M,€35K,76,82
1164,236920,Justin Kluivert,22,Netherlands,OGC Nice,172,66,€11.5M,€39K,76,81
1165,236699,Saša Lukić,24,Serbia,Torino F.C.,183,77,€11.5M,€34K,76,81
1166,236639,Miguel Ângelo da Silva Rocha,26,Portugal,LOSC Lille,186,83,€9M,€33K,76,77
1167,236532,Robin Koch,24,Germany,Leeds United,191,83,€10M,€52K,76,81
1168,236264,Pedro Aquino,26,Peru,Club América,175,74,€9M,€39K,76,79
1169,236007,Esequiel Barco,22,Argentina,River Plate,167,66,€15M,€8K,76,83
1170,235945,Marc Roca Junqué,24,Spain,FC Bayern München,184,77,€9.5M,€46K,76,79
1171,235944,Brais Méndez Portela,24,Spain,RC Celta de Vigo,187,76,€10M,€20K,76,79
