,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
230,Juanpi,ve  VEN,"MF,FW",Málaga,22,1994,16.3,4,2,1,19,43,2,52,11,25,0,0,0
231,David Juncà,es  ESP,DF,Eibar,22,1993,7.6,1,0,0,10,3,0,36,16,17,0,1,1
232,Gaël Kakuta,cd  COD,MF,La Coruña,25,1991,6.0,0,0,0,1,6,1,23,2,7,0,0,0
233,Carlos Kameni,cm  CMR,GK,Málaga,32,1984,35.0,2,0,0,0,5,0,1,4,2,0,0,0
234,Aleksandar Katai,rs  SRB,"MF,FW",Alavés,25,1991,8.7,3,1,0,14,12,2,38,8,12,0,0,0
235,Keko,es  ESP,MF,Málaga,24,1991,11.6,6,0,0,29,32,8,69,16,26,0,1,0
236,Kike,es  ESP,FW,Eibar,26,1989,17.0,8,0,0,26,36,10,19,8,11,2,1,0
237,Hiroshi Kiyotake,jp  JPN,"MF,FW",Sevilla,26,1989,3.2,0,0,0,3,4,0,9,2,2,0,0,0
238,Kenan Kodro,ba  BIH,FW,Osasuna,22,1993,16.3,4,0,0,15,27,5,7,3,13,0,0,0
239,Koke,es  ESP,MF,Atlético Madrid,24,1992,35.2,7,2,1,30,56,3,167,50,66,0,0,0
240,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,24,1991,3.7,1,0,0,3,2,1,8,13,9,0,0,0
241,Bakary Koné,bf  BFA,DF,Málaga,28,1988,6.7,2,2,1,6,2,0,0,13,5,0,0,0
242,Mamadou Koné,ci  CIV,FW,Leganés,24,1991,2.0,0,0,0,5,4,2,3,1,2,0,0,0
243,Panagiotis Kone,gr  GRE,MF,Granada,29,1987,0.5,0,0,0,2,0,1,1,1,1,0,0,0
244,Mateo Kovačić,hr  CRO,MF,Real Madrid,22,1994,18.7,2,0,0,19,38,0,4,23,46,0,0,0
245,Matías Kranevitter,ar  ARG,MF,Sevilla,23,1993,14.3,6,0,0,22,15,0,0,35,24,0,0,0
246,Artem Kravets,ua  UKR,FW,Granada,27,1989,15.3,2,0,0,15,18,14,10,4,7,0,0,0
247,Rene Krhin,si  SVN,MF,Granada,26,1990,10.4,0,0,0,4,14,0,1,17,5,0,0,0
248,Michael Krohn-Dehli,dk  DEN,"MF,FW",Sevilla,33,1983,1.9,0,0,0,2,0,0,2,2,2,0,0,0
249,Toni Kroos,de  GER,MF,Real Madrid,26,1990,27.7,6,0,0,24,35,0,153,35,56,0,0,0
250,Nenad Krstičić,rs  SRB,MF,Alavés,26,1990,8.2,3,0,0,19,15,1,5,16,14,0,0,0
251,Zdravko Kuzmanović,rs  SRB,MF,Málaga,28,1987,2.3,1,0,0,2,3,0,0,3,2,0,0,0
252,Víctor Laguardia,es  ESP,DF,Alavés,26,1989,23.9,5,0,0,21,13,1,5,51,27,0,1,1
253,Aymeric Laporte,es  ESP,DF,Athletic Club,22,1994,31.8,10,0,0,30,34,6,13,66,41,0,0,0
254,Miguel de las Cuevas,es  ESP,MF,Osasuna,30,1986,19.9,3,0,0,22,25,8,61,19,27,0,1,0
255,Toni Lato,es  ESP,DF,Valencia,18,1997,5.4,2,0,0,6,5,0,9,11,12,0,0,0
256,Laure,es  ESP,DF,La Coruña,31,1985,4.8,0,1,0,15,5,0,10,11,7,0,0,0
257,Florian Lejeune,fr  FRA,DF,Eibar,25,1991,33.0,7,2,1,18,9,2,5,72,34,0,2,0
258,Iñigo Lekue,es  ESP,"MF,DF",Athletic Club,23,1993,17.6,1,0,0,17,12,2,61,16,41,0,0,0
259,Álvaro Lemos,es  ESP,"DF,MF",Celta Vigo,23,1993,4.8,2,0,0,8,4,0,14,12,6,0,0,0
260,Mauricio Lemos,uy  URU,DF,Las Palmas,20,1995,20.6,6,0,0,22,9,0,0,40,26,0,1,0
261,Clément Lenglet,fr  FRA,DF,Sevilla,21,1995,15.1,2,0,0,36,8,3,4,25,28,0,1,0
262,Pedro León,es  ESP,MF,Eibar,29,1986,33.3,5,0,0,39,33,11,350,37,23,1,0,0
263,Sergio León,es  ESP,FW,Osasuna,27,1989,26.5,4,0,0,21,32,26,19,3,2,3,0,0
264,Lillo,es  ESP,DF,Sporting Gijón,27,1989,23.7,7,2,1,42,39,3,53,57,32,0,2,0
265,Marko Livaja,hr  CRO,FW,Las Palmas,22,1993,16.0,12,1,0,46,34,18,16,4,12,1,0,0
266,Raúl Lizoain,es  ESP,GK,Las Palmas,25,1991,13.0,2,0,0,0,6,0,0,3,1,0,1,0
267,Diego Llorente,es  ESP,"DF,MF",Málaga,22,1993,22.6,2,1,0,32,19,1,4,77,28,0,0,0
268,Marcos Llorente,es  ESP,MF,Alavés,21,1995,31.2,4,0,0,46,34,0,15,86,91,0,1,0
269,Raoul Loé,cm  CMR,MF,Osasuna,27,1989,6.3,2,0,0,12,2,0,0,23,8,0,0,0
270,David Lombán,es  ESP,DF,Granada,29,1987,20.4,6,0,0,20,3,0,3,39,17,0,1,0
271,Hélder Lopes,pt  POR,DF,Las Palmas,27,1989,13.6,3,0,0,17,24,1,46,19,19,0,0,0
272,Adrián López,es  ESP,"FW,MF",Villarreal,28,1988,7.5,0,0,0,2,8,6,10,5,5,0,0,0
273,David López,es  ESP,"DF,MF",Espanyol,26,1989,36.0,3,0,0,22,34,1,4,67,66,0,0,0
274,Diego López,es  ESP,GK,Espanyol,34,1981,34.6,3,0,0,0,6,0,0,0,0,0,0,0
275,Isma López,es  ESP,"DF,MF",Sporting Gijón,26,1990,19.3,5,0,0,22,16,8,65,29,29,0,0,0
276,Javi López,es  ESP,DF,Espanyol,30,1986,16.9,3,0,0,28,20,0,47,35,44,0,0,0
277,Unai López,es  ESP,MF,Leganés,20,1995,13.0,2,0,0,25,9,1,49,8,18,0,0,0
278,Alberto Lora,es  ESP,DF,Sporting Gijón,29,1987,4.2,1,2,1,5,4,0,5,7,7,0,0,0
279,Luciano,br  BRA,FW,Leganés,23,1993,13.2,3,0,0,24,13,16,7,6,14,1,0,0
280,José Luis Gayà,es  ESP,DF,Valencia,21,1995,23.2,4,0,0,20,23,1,104,40,52,1,0,0
281,Filipe Luís,br  BRA,DF,Atlético Madrid,30,1985,33.4,5,0,0,33,46,6,95,67,77,0,0,0
282,Luisinho,pt  POR,"DF,MF",La Coruña,31,1985,21.2,6,0,0,44,29,2,82,43,43,0,0,0
283,Antonio Luna,es  ESP,DF,Eibar,25,1991,23.5,3,0,0,17,20,1,79,67,30,0,0,0
284,Germán Lux,ar  ARG,GK,La Coruña,34,1982,24.5,5,0,0,0,4,0,0,3,0,0,0,0
285,Darwin Machís,ve  VEN,"MF,FW",Leganés,23,1993,12.0,1,0,0,13,37,7,48,13,11,0,0,0
286,Aly Mallé,ml  MLI,"MF,FW",Granada,18,1998,5.6,2,0,0,16,13,2,29,10,9,0,0,0
287,Hugo Mallo,es  ESP,DF,Celta Vigo,25,1991,22.1,10,1,0,39,13,3,61,65,36,0,0,0
288,Aïssa Mandi,dz  ALG,DF,Betis,24,1991,24.6,4,0,0,29,10,4,2,56,34,0,1,0
289,Eliaquim Mangala,fr  FRA,DF,Valencia,25,1991,29.4,11,1,0,41,14,1,2,69,40,0,1,0
290,Martín Mantovani,ar  ARG,DF,Leganés,32,1984,29.9,10,0,0,38,44,2,1,69,30,0,1,0
291,José Manuel Jurado,es  ESP,MF,Espanyol,30,1986,27.3,1,0,0,8,49,0,57,20,33,0,0,0
292,Marcelo,br  BRA,DF,Real Madrid,28,1988,25.3,2,0,0,18,27,2,148,44,37,0,0,0
293,Óscar de Marcos,es  ESP,DF,Athletic Club,27,1989,23.9,3,0,0,28,13,4,83,36,40,0,0,0
294,José María Giménez,uy  URU,"DF,MF",Atlético Madrid,21,1995,11.3,5,0,0,10,20,0,8,32,31,0,1,0
295,Adrián Marín,es  ESP,DF,Leganés,19,1997,10.1,3,0,0,15,2,0,18,17,17,0,0,0
296,Diego Mariño,es  ESP,GK,Sporting Gijón,26,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0
297,Marlon,br  BRA,DF,Barcelona,20,1995,2.0,0,0,0,1,1,0,0,2,2,0,0,0
298,Iván Márquez,es  ESP,DF,Osasuna,22,1994,4.0,4,0,0,8,1,0,0,5,5,0,1,0
299,Javi Márquez,es  ESP,MF,Granada,30,1986,4.4,2,0,0,9,14,0,15,12,5,0,0,0
300,Aarón Martín,es  ESP,DF,Espanyol,19,1997,28.8,5,0,0,50,26,2,121,52,50,0,0,0
301,Alberto Martín,es  ESP,MF,Leganés,27,1989,13.2,6,2,1,25,6,0,3,32,26,1,0,0
302,Jonas Martin,fr  FRA,MF,Betis,26,1990,12.7,5,0,0,20,17,1,9,13,11,0,0,0
303,Álex Martínez,es  ESP,DF,Betis,25,1990,10.8,2,0,0,8,5,3,60,18,13,0,1,0
304,Carlos Martínez,es  ESP,DF,Real Sociedad,30,1986,9.6,2,0,0,9,12,0,38,22,13,0,0,0
305,Iñigo Martínez,es  ESP,DF,Real Sociedad,25,1991,33.3,10,2,1,48,37,2,14,60,30,1,3,1
306,Luís Martins,pt  POR,DF,Granada,24,1992,0.8,0,0,0,1,0,0,11,1,2,0,0,0
307,Javier Mascherano,ar  ARG,DF,Barcelona,32,1984,21.4,6,0,0,22,19,1,4,43,38,0,0,0
308,Jérémy Mathieu,fr  FRA,DF,Barcelona,32,1983,11.5,0,0,0,11,5,1,4,16,12,0,0,1
309,Carl Medjani,dz  ALG,DF,Leganés,31,1985,6.6,2,0,0,10,7,5,0,14,4,0,1,0
310,Álvaro Medrán,es  ESP,MF,Valencia,22,1994,10.6,3,0,0,13,13,0,5,9,14,0,0,0
311,Óscar Melendo,es  ESP,MF,Espanyol,18,1997,3.5,0,0,0,2,11,0,2,1,5,0,0,0
312,Tiago Mendes,pt  POR,MF,Atlético Madrid,35,1981,5.1,2,0,0,13,14,0,0,18,6,0,0,0
313,Edgar Mendez,es  ESP,MF,Alavés,26,1990,17.8,6,0,,41,,,,,,,,
314,Gabriel Mercado,ar  ARG,DF,Sevilla,29,1987,24.3,10,0,0,52,16,2,13,47,46,0,0,0
315,Jorge Meré,es  ESP,DF,Sporting Gijón,19,1997,30.8,7,1,0,19,17,0,0,66,39,0,1,1
316,Fran Mérida,es  ESP,MF,Osasuna,26,1990,9.1,5,0,0,31,7,0,18,14,25,0,1,0
317,Sabin Merino,es  ESP,"FW,MF",Athletic Club,24,1992,5.4,2,0,0,4,5,0,7,3,9,0,0,0
318,Roque Mesa,es  ESP,MF,Las Palmas,27,1989,33.7,14,0,0,57,53,0,9,40,36,1,1,0
319,Lionel Messi,ar  ARG,FW,Barcelona,29,1987,31.4,6,0,0,15,79,3,44,7,15,0,0,0
320,Michel,br  BRA,DF,Las Palmas,26,1990,23.1,5,0,0,14,31,0,52,25,28,0,1,0
321,Santi Mina,es  ESP,"FW,MF",Valencia,20,1995,15.7,2,0,0,30,39,7,12,8,24,2,0,0
322,Rafa Mir,es  ESP,FW,Valencia,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0
323,Luka Modrić,hr  CRO,MF,Real Madrid,30,1985,20.9,2,0,0,24,31,1,29,42,25,1,0,0
324,Momo,es  ESP,"MF,FW",Las Palmas,34,1982,13.8,3,0,0,7,30,2,49,13,24,1,0,0
325,Ángel Montoro,es  ESP,MF,Las Palmas,28,1988,12.3,1,0,0,19,9,0,16,25,20,0,0,0
326,Martín Montoya,es  ESP,DF,Valencia,25,1991,24.6,8,0,0,44,31,0,35,65,71,0,1,0
327,Walter Montoya,ar  ARG,FW,Sevilla,23,1993,1.3,0,0,0,4,5,0,0,4,1,0,0,0
328,Erik Morán,es  ESP,MF,Leganés,25,1991,10.5,7,0,0,12,6,0,1,18,18,0,0,0
329,Álvaro Morata,es  ESP,FW,Real Madrid,23,1992,14.8,8,0,0,32,34,21,18,3,13,0,0,0
330,Gerard Moreno,es  ESP,FW,Espanyol,24,1992,36.3,6,0,0,55,49,13,34,29,40,1,0,0
331,Marlos Moreno,co  COL,"MF,FW",La Coruña,19,1996,8.8,0,0,0,14,28,5,14,12,18,0,0,0
332,Pedro Mosquera,es  ESP,MF,La Coruña,28,1988,17.4,7,0,0,39,15,0,5,52,41,0,0,0
333,Iker Muniain,es  ESP,MF,Athletic Club,23,1992,26.6,5,0,0,29,83,4,44,16,28,2,0,0
334,Luis Muñoz,es  ESP,DF,Málaga,19,1997,4.3,0,0,0,5,7,1,2,5,8,0,0,0
335,Mateo Musacchio,ar  ARG,DF,Villarreal,25,1990,22.9,6,0,0,25,10,1,0,34,35,0,1,0
336,Charly Musonda Jr.,be  BEL,MF,Betis,19,1996,2.9,2,0,0,4,11,0,12,2,7,0,0,0
337,Shkodran Mustafi,de  GER,DF,Valencia,24,1992,0.5,0,0,0,1,1,0,1,4,2,0,0,0
338,Alfred N'Diaye,sn  SEN,MF,Villarreal,26,1990,1.3,1,0,0,6,2,0,0,2,2,0,0,0
339,Nacho,es  ESP,DF,Real Madrid,26,1990,25.6,5,0,0,29,23,2,17,45,47,0,1,0
340,Matías Nahuel,es  ESP,"FW,MF",Betis,19,1996,1.8,0,1,0,3,7,1,4,2,4,0,0,0
341,Nani,pt  POR,"MF,FW",Valencia,29,1986,20.7,6,0,0,33,33,11,60,26,19,0,1,0
342,Nano,es  ESP,FW,Eibar,21,1995,1.8,0,0,0,8,3,4,2,0,0,0,0,0
343,Samir Nasri,fr  FRA,"MF,FW",Sevilla,29,1987,20.4,7,0,0,27,15,4,59,14,21,0,0,0
344,Fernando Navarro,es  ESP,DF,La Coruña,34,1982,22.8,6,0,0,27,25,0,39,45,35,0,0,0
345,Marc Navarro,es  ESP,DF,Espanyol,21,1995,8.7,0,0,0,5,12,0,35,16,13,0,0,0
346,Rafa Navarro,es  ESP,DF,Betis,22,1994,14.2,4,0,0,14,10,0,32,12,21,0,0,0
347,Keylor Navas,cr  CRC,GK,Real Madrid,29,1986,27.0,2,0,0,0,5,0,0,2,1,0,0,0
348,Raúl Navas,es  ESP,DF,Real Sociedad,28,1988,31.1,5,0,0,28,15,2,2,81,26,0,1,0
349,Dani Ndi,cm  CMR,MF,Sporting Gijón,20,1995,1.7,0,0,0,4,7,1,2,2,3,0,0,0
350,Neymar,br  BRA,FW,Barcelona,24,1992,29.4,7,2,1,35,126,22,202,13,31,3,0,0
351,Saúl Ñíguez,es  ESP,MF,Atlético Madrid,21,1994,28.2,8,0,0,73,31,3,22,60,68,0,0,0
352,Steven Nzonzi,fr  FRA,MF,Sevilla,27,1988,34.0,6,0,0,39,33,3,20,37,46,0,0,0
353,Jan Oblak,si  SVN,GK,Atlético Madrid,23,1993,29.4,1,0,0,0,3,0,0,1,0,0,0,0
354,Guillermo Ochoa,mx  MEX,GK,Granada,31,1985,38.0,2,0,0,0,2,0,0,3,1,0,0,0
355,Álvaro Odriozola,es  ESP,DF,Real Sociedad,20,1995,14.2,0,0,0,12,13,1,73,12,11,1,0,0
356,Miguel Olavide,es  ESP,"MF,DF",Osasuna,20,1996,5.6,3,0,0,7,6,0,12,9,12,0,0,0
357,Weligton Oliveira,br  BRA,DF,Málaga,36,1979,1.0,1,0,0,1,1,0,0,3,4,0,1,0
358,Javier Ontiveros,es  ESP,MF,Málaga,18,1997,9.2,4,0,0,18,17,0,35,6,16,0,0,0
359,Adrián Ortolá,es  ESP,GK,Alavés,22,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0
360,Antonio Otegui,es  ESP,MF,Osasuna,18,1998,0.6,0,0,0,2,1,0,0,1,0,0,0,0
361,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,19,1997,30.2,0,0,0,30,60,7,57,22,22,1,0,0
362,Fernando Pacheco,es  ESP,GK,Alavés,24,1992,36.0,1,0,0,0,4,0,0,2,1,0,0,0
363,Asdrúbal Padrón,es  ESP,"FW,MF",Las Palmas,25,1991,0.4,0,0,0,1,1,0,0,0,0,0,0,0
364,Aleksandar Pantić,rs  SRB,DF,Alavés,24,1992,1.7,1,0,0,1,1,0,1,3,2,0,0,0
365,Nicolás Pareja,ar  ARG,DF,Sevilla,32,1984,23.9,6,1,0,31,16,1,8,76,34,0,2,0
366,Daniel Parejo,es  ESP,MF,Valencia,27,1989,35.4,12,0,0,44,91,2,197,41,68,0,1,0
367,Thomas Partey,gh  GHA,"MF,DF",Atlético Madrid,23,1993,7.1,5,0,0,21,5,0,6,19,16,0,0,0
368,Alexandre Pato,br  BRA,FW,Villarreal,26,1989,9.7,0,0,0,14,24,8,6,5,5,0,0,0
369,Rubén Peña,es  ESP,"MF,FW",Eibar,25,1991,11.9,3,0,0,22,14,4,38,15,13,0,0,0
370,Adalberto Peñaranda,ve  VEN,FW,Málaga,19,1997,1.9,1,0,0,10,4,3,0,0,4,0,0,0
371,Pepe,pt  POR,DF,Real Madrid,33,1983,12.0,1,0,0,11,16,4,1,19,9,0,0,0
372,Luis Perea,es  ESP,MF,Osasuna,18,1997,0.2,0,0,0,0,0,0,0,1,0,0,0,0
373,Andreas Pereira,br  BRA,MF,Granada,20,1996,31.2,10,1,0,46,48,1,158,31,28,0,0,0
374,Enzo Pérez,ar  ARG,MF,Valencia,30,1986,24.3,14,1,0,44,58,1,9,58,63,0,0,0
375,Hernán Pérez,py  PAR,MF,Espanyol,27,1989,19.8,8,0,0,59,29,6,62,30,37,0,0,0
376,Lucas Pérez,es  ESP,FW,La Coruña,27,1988,1.0,0,0,0,2,2,3,5,0,0,1,0,0
377,Nauzet Pérez,es  ESP,GK,Osasuna,31,1985,13.0,1,0,0,0,4,0,0,2,0,0,0,0
378,Rubén Pérez,es  ESP,MF,Leganés,27,1989,25.9,11,0,0,62,43,0,26,67,58,0,0,0
379,Petros,br  BRA,MF,Betis,27,1989,23.8,9,2,1,58,84,1,8,52,78,1,0,0
380,Germán Pezzella,ar  ARG,DF,Betis,25,1991,34.4,10,0,0,42,27,8,2,100,50,0,2,0
381,Pablo Piatti,ar  ARG,MF,Espanyol,27,1989,25.8,8,0,0,37,62,9,139,27,37,1,0,0
382,Cristiano Piccini,it  ITA,DF,Betis,23,1992,19.3,6,3,1,35,13,1,38,21,28,0,0,0
383,Óscar Pinchi,es  ESP,MF,La Coruña,20,1996,0.0,0,0,,0,,,,,,,,
384,Gerard Piqué,es  ESP,DF,Barcelona,29,1987,24.3,6,0,0,21,8,3,0,36,30,0,0,0
385,Carles Planas,es  ESP,DF,Celta Vigo,25,1991,10.5,3,0,0,14,9,2,27,24,32,0,1,0
386,Ezequiel Ponce,ar  ARG,FW,Granada,19,1997,12.7,5,2,1,30,17,4,4,4,5,0,0,0
387,Xabi Prieto,es  ESP,MF,Real Sociedad,32,1983,31.3,2,0,0,21,60,6,68,23,24,0,1,0
388,Nemanja Radoja,rs  SRB,MF,Celta Vigo,23,1993,26.9,3,0,0,37,31,0,3,41,52,1,1,0
389,Juan Rafael Fuentes,es  ESP,DF,Osasuna,26,1990,14.2,5,0,0,23,8,3,24,22,15,0,0,0
390,Rafinha,br  BRA,MF,Barcelona,23,1993,11.9,1,0,0,9,33,1,8,15,22,0,0,0
391,Ivan Rakitić,hr  CRO,MF,Barcelona,28,1988,26.0,5,0,0,29,41,3,71,35,37,0,0,0
392,Adil Rami,fr  FRA,DF,Sevilla,30,1985,19.8,4,2,1,24,15,1,1,32,15,0,0,0
393,Benito Ramírez,es  ESP,"DF,MF",Las Palmas,21,1995,0.2,0,0,0,0,0,0,1,1,0,0,0,0
394,Sandro Ramírez,es  ESP,FW,Málaga,21,1995,25.6,4,0,0,22,57,25,77,13,12,2,0,0
395,Iván Ramis,es  ESP,DF,Eibar,31,1984,19.1,5,0,0,12,22,1,2,52,11,0,0,0
396,Adrián Ramos,co  COL,FW,Granada,30,1986,12.5,4,0,0,20,19,16,2,3,4,0,0,0
397,Omar Ramos,es  ESP,MF,Leganés,28,1988,10.7,4,0,0,15,18,3,71,9,20,0,0,0
398,Sergio Ramos,es  ESP,DF,Real Madrid,30,1986,27.6,8,1,0,34,37,4,3,60,33,0,3,1
399,Recio,es  ESP,MF,Málaga,25,1991,15.0,9,0,0,32,28,0,10,16,33,0,1,0
400,Diego Reyes,mx  MEX,DF,Espanyol,23,1992,32.1,2,0,0,26,18,1,4,73,30,0,0,1
401,Federico Ricca,uy  URU,DF,Málaga,21,1994,18.0,6,0,0,32,22,1,33,41,35,0,1,0
402,Diego Rico,es  ESP,DF,Leganés,23,1993,24.6,6,0,0,27,33,0,72,66,61,0,0,0
403,Fran Rico,es  ESP,MF,Eibar,28,1987,13.6,5,0,0,29,10,0,17,33,30,0,0,0
404,Mikel Rico,es  ESP,MF,Athletic Club,31,1984,5.5,4,0,0,10,9,0,13,9,6,0,0,0
405,Sergio Rico,es  ESP,GK,Sevilla,22,1993,35.0,0,0,0,0,1,0,0,4,0,0,1,0
406,Oriol Riera,es  ESP,FW,Osasuna,30,1986,16.2,3,0,0,41,34,11,11,8,14,1,0,1
407,Asier Riesgo,es  ESP,GK,Eibar,32,1983,13.9,0,2,0,0,4,0,0,0,0,0,0,0
408,Cristian Rivera,es  ESP,MF,Eibar,19,1997,8.1,3,0,0,12,1,0,4,21,14,0,0,0
409,Emmanuel Rivière,fr  FRA,"FW,MF",Osasuna,26,1990,8.9,3,1,0,13,9,3,5,4,6,0,0,0
410,Roberto,es  ESP,GK,Espanyol,30,1986,3.4,0,0,0,0,0,0,0,0,0,0,0,0
411,Sergi Roberto,es  ESP,DF,Barcelona,24,1992,26.5,5,0,0,20,31,0,51,49,44,0,0,0
412,Marc Roca,es  ESP,MF,Espanyol,19,1996,14.8,4,0,0,28,11,0,4,17,27,0,0,0
413,Rodri,es  ESP,MF,Villarreal,20,1996,9.6,1,0,0,18,15,0,0,19,31,0,0,0
414,Rodrigo,es  ESP,"FW,MF",Valencia,25,1991,15.4,1,0,0,23,26,17,19,4,11,1,0,0
415,Kévin Rodrigues,pt  POR,DF,Real Sociedad,22,1994,1.2,1,0,0,3,2,0,1,2,0,0,0,0
416,James Rodríguez,co  COL,"MF,FW",Real Madrid,25,1991,13.1,1,0,0,12,21,10,99,11,18,0,0,0
417,José Rodríguez,es  ESP,MF,Málaga,21,1994,5.0,1,2,1,12,2,0,3,6,10,0,0,0
418,Juan Rodríguez,es  ESP,DF,Sporting Gijón,21,1995,2.6,1,0,0,3,1,0,0,4,2,0,0,1
419,Víctor Rodríguez,es  ESP,MF,Sporting Gijón,27,1989,15.6,1,0,0,10,32,3,51,11,23,2,0,0
420,Davy Roef,be  BEL,GK,La Coruña,22,1994,1.0,0,0,0,0,0,0,0,1,0,0,0,0
421,Jaime Romero,es  ESP,"MF,FW",Osasuna,26,1990,10.1,1,0,0,7,22,10,47,9,8,1,0,0
422,Óscar Romero,py  PAR,MF,Alavés,24,1992,6.0,3,0,0,13,21,1,32,7,16,0,0,0
423,Cristiano Ronaldo,pt  POR,FW,Real Madrid,31,1985,28.2,4,0,0,17,44,34,37,8,3,2,0,0
424,Facundo Roncaglia,ar  ARG,DF,Celta Vigo,29,1987,30.2,8,2,1,51,30,4,16,78,63,0,3,0
425,Roberto Rosales,ve  VEN,DF,Málaga,27,1988,31.8,5,2,1,42,16,0,97,58,73,0,1,0
426,Giuseppe Rossi,it  ITA,FW,Celta Vigo,29,1987,8.9,1,0,0,10,14,11,2,1,7,0,0,0
427,Fabián Ruiz Peña,es  ESP,MF,Betis,20,1996,1.7,0,0,0,3,1,0,0,3,4,0,0,0
428,Víctor Ruiz,es  ESP,DF,Villarreal,27,1989,26.3,4,2,0,33,14,0,0,64,14,0,0,0
429,Antonio Rukavina,rs  SRB,DF,Villarreal,32,1984,3.0,2,0,0,8,0,0,1,5,1,0,0,0
430,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,24,1992,38.0,4,0,0,0,9,1,1,6,5,0,1,0
431,Mathew Ryan,au  AUS,GK,Valencia,24,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0
432,Enric Saborit,es  ESP,"DF,MF",Athletic Club,24,1992,5.2,1,0,0,6,4,0,4,13,8,0,0,0
433,Sergi Samper,es  ESP,MF,Granada,21,1995,14.2,6,0,0,30,12,0,5,28,12,0,0,0
434,Mikel San José,es  ESP,MF,Athletic Club,27,1989,30.0,9,0,0,53,16,1,12,67,59,0,0,0
435,Antonio Sanabria,py  PAR,FW,Betis,20,1996,16.6,2,0,0,32,29,7,3,0,9,1,0,0
436,Rubén Sánchez,es  ESP,MF,Sporting Gijón,21,1994,0.5,0,0,0,1,1,0,0,0,0,0,0,0
437,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,28,1987,25.3,8,0,0,50,27,0,72,76,71,0,1,0
438,Oier Sanjurjo,es  ESP,"DF,MF",Osasuna,30,1986,35.0,11,1,0,73,53,1,25,94,81,0,2,0
439,Nicola Sansone,it  ITA,FW,Villarreal,24,1991,23.4,7,0,0,26,42,25,40,8,13,4,0,0
440,Aderlan Santos,br  BRA,DF,Valencia,27,1989,11.1,1,0,0,14,4,3,0,35,16,0,1,0
441,Christian Santos,ve  VEN,FW,Alavés,28,1988,9.4,2,0,0,30,6,8,7,4,9,0,0,0
442,Michael Santos,uy  URU,"FW,MF",Málaga,23,1993,8.2,3,0,0,20,15,7,13,3,4,2,0,0
443,Pablo Sarabia,es  ESP,MF,Sevilla,24,1992,23.8,10,0,0,45,46,8,212,32,34,0,0,0
444,Lluís Sastre,es  ESP,MF,Leganés,30,1986,1.0,0,0,0,3,0,0,0,1,3,0,0,0
445,Matthieu Saunier,fr  FRA,DF,Granada,26,1990,14.5,4,0,0,16,1,1,0,40,22,0,0,0
446,Stefan Savić,me  MNE,DF,Atlético Madrid,25,1991,30.3,6,2,1,22,15,4,0,71,38,0,1,0
447,Josep Señé,es  ESP,"MF,FW",Celta Vigo,24,1991,7.3,1,0,0,12,17,5,6,4,8,0,0,0
448,Salva Sevilla,es  ESP,MF,Espanyol,32,1984,3.0,1,0,0,6,5,1,5,2,3,0,0,0
449,Sidnei,br  BRA,DF,La Coruña,26,1989,27.6,2,0,0,9,12,0,2,58,26,0,1,0
450,Gabriel Silva,br  BRA,DF,Granada,25,1991,10.8,3,0,0,14,16,3,15,33,12,0,0,0
451,Gastón Silva,uy  URU,DF,Granada,22,1994,19.4,6,0,0,20,17,1,13,42,29,0,0,0
452,David Simón,es  ESP,DF,Las Palmas,27,1988,14.7,3,0,0,32,11,3,20,28,34,0,2,0
453,Dimitris Siovas,gr  GRE,DF,Leganés,27,1988,15.4,4,0,0,20,8,3,3,42,18,0,1,0
454,Guilherme Siqueira,br  BRA,"DF,MF",Valencia,30,1986,6.0,2,0,0,6,7,1,12,5,5,0,1,0
455,Pione Sisto,dk  DEN,"MF,FW",Celta Vigo,21,1995,18.4,1,0,0,22,47,4,43,10,16,2,0,0
456,Sito,es  ESP,MF,Valencia,19,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0
457,Rubén Sobrino,es  ESP,MF,Alavés,24,1992,6.3,1,0,0,14,16,2,1,4,9,0,0,0
458,Roberto Soldado,es  ESP,FW,Villarreal,31,1985,8.1,6,0,0,13,22,4,4,4,6,0,0,0
459,Carlos Soler,es  ESP,MF,Valencia,19,1997,19.2,3,1,0,24,33,1,13,13,19,0,2,0
460,David Soria,es  ESP,GK,Sevilla,23,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0
461,Bruno Soriano,es  ESP,MF,Villarreal,32,1984,33.2,5,0,0,16,25,0,8,86,55,0,1,0
462,Roberto Soriano,it  ITA,MF,Villarreal,25,1991,27.1,8,1,0,62,48,7,24,33,29,2,0,0
463,Jhon Steven,co  COL,DF,Osasuna,21,1994,4.8,0,0,0,5,1,0,0,17,5,0,0,0
