,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
365,Héctor Moreno,mx  MEX,DF,Espanyol,26,1988,19,1593,84,46.6,17.7,18,,16,1,,6,1.21,21,21,0,0.00,+0.20
366,Jairo Morillas,es  ESP,FW,Espanyol,21,1993,3,66,22,1.9,0.7,0,,0,3,,0,0.00,2,0,+2,+2.73,+2.89
367,Pedro Mosquera,es  ESP,MF,Elche,26,1988,25,2140,86,62.6,23.8,24,,21,1,,2,0.96,24,40,-16,-0.67,+0.10
368,Iker Muniain,es  ESP,"FW,MF",Athletic Club,21,1992,25,1997,80,58.4,22.2,25,,13,0,,0,1.48,23,27,-4,-0.18,-0.50
369,Javier Muñoz,es  ESP,MF,Real Madrid,19,1995,0,,,,,0,,0,0,,1,,,,,,
370,Juan Muñoz,es  ESP,"FW,MF",Sevilla,18,1995,1,35,35,1.0,0.4,0,,0,1,,2,0.00,1,1,0,0.00,-0.69
371,Jeison Murillo,co  COL,DF,Granada,22,1992,19,1589,84,46.5,17.7,18,,16,1,,2,0.74,11,29,-18,-1.02,-0.18
372,Mateo Musacchio,ar  ARG,DF,Villarreal,23,1990,14,1139,81,33.3,12.7,12,,12,2,,4,1.36,15,16,-1,-0.08,-0.55
373,Shkodran Mustafi,de  GER,DF,Valencia,22,1992,33,2910,88,85.1,32.3,33,,30,0,,3,1.94,56,29,+27,+0.84,-1.11
374,Matías Nahuel,es  ESP,"FW,MF",Villarreal,17,1996,0,,,,,0,,0,0,,1,,,,,,
375,Naldo,br  BRA,DF,Getafe,25,1988,30,2576,86,75.3,28.6,28,,27,2,,5,0.86,25,44,-19,-0.66,+0.62
376,David Navarro,es  ESP,DF,Levante,34,1980,21,1786,85,52.2,19.8,21,,19,0,,7,1.14,17,29,-12,-0.60,+0.55
377,Fernando Navarro,es  ESP,DF,Sevilla,32,1982,19,1380,73,40.4,15.3,15,,13,4,,13,2.16,25,16,+9,+0.59,-0.16
378,Ximo Navarro,es  ESP,DF,Almería,24,1990,28,2405,86,70.3,26.7,28,,26,0,,5,0.79,24,46,-22,-0.82,-0.20
379,Keylor Navas,cr  CRC,GK,Real Madrid,27,1986,6,540,90,15.8,6.0,6,,6,0,,32,3.00,22,3,+19,+3.17,+1.26
380,Raúl Navas,es  ESP,DF,Eibar,26,1988,29,2456,85,71.8,27.3,28,,24,1,,2,1.07,28,33,-5,-0.18,+1.31
381,Álvaro Negredo,es  ESP,FW,Valencia,28,1985,30,1549,52,45.3,17.2,14,,8,16,,0,2.00,29,17,+12,+0.70,-0.55
382,Neymar,br  BRA,"FW,MF",Barcelona,22,1992,33,2562,78,74.9,28.5,29,,20,4,,2,2.45,87,17,+70,+2.46,+0.47
383,Dani Nieto,es  ESP,"FW,MF",Eibar,23,1991,9,223,25,6.5,2.5,1,,0,8,,13,0.22,1,1,0,0.00,+0.59
384,Aarón Ñíguez,es  ESP,"FW,MF",Elche,25,1989,21,1161,55,33.9,12.9,15,,0,6,,3,1.55,15,10,+5,+0.39,+1.66
385,Saúl Ñíguez,es  ESP,"DF,MF",Atlético Madrid,19,1994,24,1069,45,31.3,11.9,9,,5,15,,5,2.33,27,7,+20,+1.68,+0.99
386,Nolito,es  ESP,"FW,MF",Celta Vigo,27,1986,36,2966,82,86.7,33.0,32,,26,4,,0,1.39,45,36,+9,+0.27,+1.46
387,Dany Nounkeu,cm  CMR,DF,Granada,28,1986,0,,,,,0,,0,0,,3,,,,,,
388,Allan Nyom,cm  CMR,"DF,MF",Granada,26,1988,34,2985,88,87.3,33.2,34,,31,0,,3,0.97,25,47,-22,-0.66,+2.03
389,Jan Oblak,si  SVN,GK,Atlético Madrid,21,1993,11,990,90,28.9,11.0,11,,11,0,,27,2.00,16,6,+10,+0.91,-0.13
390,Guillermo Ochoa,mx  MEX,GK,Málaga,29,1985,0,,,,,0,,0,0,,37,,,,,,
391,Oier Olazábal,es  ESP,GK,Granada,24,1989,14,1260,90,36.8,14.0,14,,14,0,,24,0.79,10,27,-17,-1.21,-0.46
392,Weligton Oliveira,br  BRA,DF,Málaga,34,1979,32,2739,86,80.1,30.4,32,,27,0,,0,1.34,32,35,-3,-0.10,+0.30
393,Lucas Orbán,ar  ARG,DF,Valencia,25,1989,22,910,41,26.6,10.1,8,,7,14,,13,2.09,18,8,+10,+0.99,-0.01
394,Fabián Orellana,cl  CHI,"FW,MF",Celta Vigo,28,1986,35,2953,84,86.3,32.8,34,,24,1,,0,1.26,40,38,+2,+0.06,-0.13
395,Alfredo Ortuño,es  ESP,"DF,FW",Granada,23,1991,5,247,49,7.2,2.7,2,,1,3,,3,0.83,2,3,-1,-0.36,+0.60
396,Nicolás Otamendi,ar  ARG,DF,Valencia,26,1988,35,3098,89,90.6,34.4,35,,33,0,,0,1.94,60,28,+32,+0.93,-0.75
397,Alain Oyarzun,es  ESP,"FW,MF",Real Sociedad,20,1993,0,,,,,0,,0,0,,2,,,,,,
398,Manuel Pablo,es  ESP,DF,La Coruña,38,1976,5,340,68,9.9,3.8,5,,3,0,,15,1.20,3,6,-3,-0.79,-0.15
399,Fernando Pacheco,es  ESP,GK,Real Madrid,22,1992,0,,,,,0,,0,0,,1,,,,,,
400,Gaspar Panadero,es  ESP,MF,Almería,16,1997,1,8,8,0.2,0.1,0,,0,1,,0,1.00,0,0,0,0.00,+0.76
401,Aleksandar Pantić,rs  SRB,DF,Córdoba,22,1992,29,2415,83,70.6,26.8,27,,26,2,,2,0.66,17,46,-29,-1.08,+0.44
402,Rubén Pardo,es  ESP,MF,Real Sociedad,21,1992,28,1921,69,56.2,21.3,21,,16,7,,7,1.36,27,28,-1,-0.05,+0.31
403,Nicolás Pareja,ar  ARG,DF,Sevilla,30,1984,26,2275,88,66.5,25.3,26,,23,0,,1,2.12,46,28,+18,+0.71,+0.08
404,Daniel Parejo,es  ESP,MF,Valencia,25,1989,34,2917,86,85.3,32.4,33,,26,1,,0,2.03,62,28,+34,+1.05,+0.33
405,Thomas Partey,gh  GHA,MF,Almería,21,1993,31,2361,76,69.0,26.2,28,,22,3,,2,0.94,27,46,-19,-0.72,+0.13
406,Mario Pašalić,hr  CRO,MF,Elche,19,1995,31,2188,71,64.0,24.3,26,,14,5,,5,1.29,22,34,-12,-0.49,+0.60
407,Gabriel Paulista,br  BRA,DF,Villarreal,23,1990,19,1586,83,46.4,17.6,18,,17,1,,0,1.84,32,16,+16,+0.91,+1.15
408,Edu Payá,es  ESP,DF,Getafe,21,1992,0,,,,,0,,0,0,,1,,,,,,
409,Alfonso Pedraza,es  ESP,"DF,FW",Villarreal,18,1996,2,45,23,1.3,0.5,0,,0,2,,3,0.50,0,2,-2,-4.00,-4.35
410,Pedro,es  ESP,"FW,MF",Barcelona,27,1987,35,1555,44,45.5,17.3,15,,8,20,,3,2.43,46,5,+41,+2.37,+0.06
411,Sergio Pelegrín,es  ESP,DF,Elche,35,1979,10,729,73,21.3,8.1,8,,8,2,,10,1.00,7,24,-17,-2.10,-1.76
412,Pepe,pt  POR,"DF,MF",Real Madrid,31,1983,27,2224,82,65.0,24.7,25,,23,2,,0,2.30,69,24,+45,+1.82,-0.81
413,Jonathan Pereira,es  ESP,FW,Rayo Vallecano,27,1987,3,116,39,3.4,1.3,1,,0,2,,4,2.33,1,0,+1,+0.78,+1.40
414,Enzo Pérez,ar  ARG,MF,Valencia,28,1986,14,1033,74,30.2,11.5,12,,8,2,,2,2.21,20,10,+10,+0.87,-0.18
415,Lucas Pérez,es  ESP,"FW,MF",La Coruña,25,1988,21,1543,73,45.1,17.1,20,,10,1,,1,1.00,20,27,-7,-0.41,+0.45
416,Rubén Pérez,es  ESP,MF,Granada,25,1989,14,1108,79,32.4,12.3,13,,9,1,,1,1.31,9,12,-3,-0.24,+1.00
417,Víctor Pérez,es  ESP,MF,Levante,26,1988,5,288,58,8.4,3.2,2,,1,3,,4,0.20,0,6,-6,-1.87,-1.10
418,Pablo Piatti,ar  ARG,"FW,MF",Valencia,25,1989,28,1879,67,54.9,20.9,26,,6,2,,2,2.21,42,15,+27,+1.29,+0.65
419,Tomás Pina Isla,es  ESP,MF,Villarreal,26,1987,22,1453,66,42.5,16.1,17,,12,5,,10,1.27,14,16,-2,-0.12,-0.72
420,Daniel Pinillos,es  ESP,DF,Córdoba,21,1992,12,865,72,25.3,9.6,9,,6,3,,8,0.67,9,19,-10,-1.04,+0.23
421,Federico Piovaccari,it  ITA,FW,Eibar,29,1984,28,1592,57,46.5,17.7,17,,7,11,,2,0.86,16,28,-12,-0.68,-0.24
422,Gerard Piqué,es  ESP,DF,Barcelona,27,1987,27,2385,88,69.7,26.5,26,,26,1,,5,2.56,74,15,+59,+2.23,-0.38
423,Piti,es  ESP,"FW,MF",Granada,33,1981,33,2303,70,67.3,25.6,28,,14,5,,0,0.94,19,38,-19,-0.74,+0.55
424,Carles Planas,es  ESP,DF,Celta Vigo,23,1991,11,817,74,23.9,9.1,10,,8,1,,8,1.18,14,12,+2,+0.22,+0.19
425,Nacho Porcar,es  ESP,DF,Elche,22,1992,0,,,,,0,,0,0,,3,,,,,,
426,Francisco Portillo,es  ESP,MF,Málaga,24,1990,0,,,,,0,,0,0,,1,,,,,,
427,Hélder Postiga,pt  POR,FW,La Coruña,31,1982,14,721,52,21.1,8.0,8,,4,6,,3,0.79,4,10,-6,-0.75,-0.12
428,Alejandro Pozuelo,es  ESP,"FW,MF",Rayo Vallecano,22,1991,11,434,39,12.7,4.8,3,,1,8,,10,0.82,4,14,-10,-2.07,-1.71
429,Andrés Prieto,es  ESP,GK,Espanyol,20,1993,0,,,,,0,,0,0,,1,,,,,,
430,Xabi Prieto,es  ESP,MF,Real Sociedad,30,1983,35,2982,85,87.2,33.1,33,,29,2,,0,1.20,36,43,-7,-0.21,-0.21
431,Quini,es  ESP,"DF,MF",Rayo Vallecano,24,1989,17,1156,68,33.8,12.8,10,,8,7,,15,1.41,9,20,-11,-0.86,-0.42
432,Quique,es  ESP,FW,Almería,24,1990,3,33,11,1.0,0.4,0,,0,3,,5,2.33,0,0,0,0.00,+0.77
433,Nemanja Radoja,rs  SRB,"DF,MF",Celta Vigo,21,1993,28,2005,72,58.6,22.3,23,,17,5,,2,1.36,22,27,-5,-0.22,-0.73
434,Rafa,es  ESP,"DF,MF",Getafe,29,1985,1,90,90,2.6,1.0,1,,1,0,,0,0.00,1,3,-2,-2.00,-1.22
435,Juan Rafael Fuentes,es  ESP,DF,Espanyol,24,1990,22,1875,85,54.8,20.8,21,,20,1,,7,1.55,29,28,+1,+0.05,+0.34
436,Rafinha,br  BRA,MF,Barcelona,21,1993,24,1157,48,33.8,12.9,13,,5,11,,8,2.67,37,8,+29,+2.26,-0.13
437,Ivan Rakitić,hr  CRO,MF,Barcelona,26,1988,32,2030,63,59.4,22.6,23,,12,9,,2,2.53,63,13,+50,+2.22,-0.31
438,Sandro Ramírez,es  ESP,FW,Barcelona,19,1995,7,158,23,4.6,1.8,0,,0,7,,1,2.71,9,0,+9,+5.13,+2.92
439,Iván Ramis,es  ESP,DF,Levante,29,1984,13,1112,86,32.5,12.4,13,,10,0,,3,1.23,12,23,-11,-0.89,-0.03
440,Héldon Ramos,cv  CPV,"FW,MF",Córdoba,25,1988,14,532,38,15.6,5.9,6,,1,8,,1,0.14,3,7,-4,-0.68,+0.63
441,Sergio Ramos,es  ESP,DF,Real Madrid,28,1986,27,2229,83,65.2,24.8,27,,22,0,,0,2.48,79,26,+53,+2.14,+0.10
442,Recio,es  ESP,MF,Málaga,23,1991,30,1493,50,43.7,16.6,15,,10,15,,7,1.60,15,23,-8,-0.48,-0.58
443,Marcos Remeseiro,es  ESP,MF,La Coruña,22,1992,0,,,,,0,,0,0,,1,,,,,,
444,Álex Remiro,es  ESP,GK,Athletic Club,19,1995,0,,,,,0,,0,0,,4,,,,,,
445,Ezequiel Rescaldani,ar  ARG,FW,Málaga,22,1992,1,40,40,1.2,0.4,0,,0,1,,2,0.00,1,1,0,0.00,+0.16
446,Fran Rico,es  ESP,MF,Granada,26,1987,31,2548,82,74.5,28.3,28,,26,3,,2,0.90,21,46,-25,-0.88,+0.15
447,Mikel Rico,es  ESP,MF,Athletic Club,29,1984,36,2792,78,81.6,31.0,32,,18,4,,1,1.36,26,34,-8,-0.26,-1.55
448,Sergio Rico,es  ESP,GK,Sevilla,20,1993,21,1812,86,53.0,20.1,19,,19,2,,16,2.05,43,24,+19,+0.94,+0.55
449,Oriol Riera,es  ESP,FW,La Coruña,28,1986,21,1507,72,44.1,16.7,18,,9,3,,0,0.90,19,25,-6,-0.36,+0.54
450,Riki,es  ESP,FW,Granada,33,1980,9,216,24,6.3,2.4,0,,0,9,,3,0.60,3,8,-5,-2.08,-1.24
451,Roberto,es  ESP,GK,Granada,35,1979,23,2070,90,60.5,23.0,23,,23,0,,13,0.91,17,36,-19,-0.83,+0.24
452,Sergi Roberto,es  ESP,"DF,MF",Barcelona,22,1992,12,517,43,15.1,5.7,4,,3,8,,13,2.58,18,2,+16,+2.79,+0.52
453,Rubén Rochina,es  ESP,"FW,MF",Granada,23,1991,19,1133,60,33.1,12.6,12,,5,7,,2,1.16,13,14,-1,-0.08,+1.26
454,Enzo Roco,cl  CHI,DF,Elche,21,1992,32,2880,90,84.2,32.0,32,,32,0,,3,1.19,30,47,-17,-0.53,+1.14
455,Héctor Rodas,es  ESP,DF,Levante,26,1988,7,568,81,16.6,6.3,6,,6,1,,0,0.71,4,18,-14,-2.22,-1.62
456,Rodrigo,es  ESP,"FW,MF",Valencia,23,1991,31,2072,67,60.6,23.0,24,,9,7,,1,1.94,35,16,+19,+0.83,-0.44
457,Garry Rodrigues,cv  CPV,"FW,MF",Elche,23,1990,31,1559,50,45.6,17.3,16,,4,15,,0,0.90,16,33,-17,-0.98,-0.50
458,Ángel Rodríguez,es  ESP,FW,Eibar,27,1987,15,534,36,15.6,5.9,6,,1,9,,7,1.20,7,7,0,0.00,+0.65
459,Cristian Rodríguez,uy  URU,MF,Atlético Madrid,28,1985,6,75,13,2.2,0.8,0,,0,6,,3,2.17,2,1,+1,+1.20,+0.20
460,James Rodríguez,co  COL,"FW,MF",Real Madrid,23,1991,29,2265,78,66.2,25.2,29,,14,0,,0,2.62,89,27,+62,+2.46,+1.06
461,José Rodríguez,es  ESP,MF,La Coruña,19,1994,25,1493,60,43.7,16.6,17,,6,8,,6,1.00,11,24,-13,-0.78,-0.22
462,Juan Rodríguez,es  ESP,MF,Getafe,32,1982,33,2721,82,79.6,30.2,32,,25,1,,3,1.03,28,55,-27,-0.89,-0.38
463,Raúl Rodríguez,es  ESP,DF,Espanyol,26,1987,1,3,3,0.1,0.0,0,,0,1,,5,1.00,0,1,-1,-30.00,-29.92
464,Víctor Rodríguez,es  ESP,"FW,MF",Elche,25,1989,36,2840,79,83.0,31.6,33,,10,3,,0,1.14,33,47,-14,-0.44,+1.57
465,Dani Romera,es  ESP,FW,Almería,18,1995,5,61,12,1.8,0.7,0,,0,5,,1,1.20,0,1,-1,-1.48,-0.73
466,Cristiano Ronaldo,pt  POR,"FW,MF",Real Madrid,29,1985,35,3100,89,90.6,34.4,35,,31,0,,0,2.46,107,32,+75,+2.18,+0.77
467,Roberto Rosales,ve  VEN,"DF,MF",Málaga,25,1988,34,3037,89,88.8,33.7,34,,32,0,,1,1.26,35,40,-5,-0.15,+0.09
468,Fausto Rossi,it  ITA,MF,Córdoba,23,1990,24,1463,61,42.8,16.3,16,,12,8,,6,0.54,11,30,-19,-1.17,+0.07
469,Rubén,es  ESP,GK,Almería,30,1984,23,2070,90,60.5,23.0,23,,23,0,,2,0.74,23,38,-15,-0.65,+0.28
470,Salva Ruiz,es  ESP,DF,Valencia,19,1995,0,,,,,0,,0,0,,3,,,,,,
471,Víctor Ruiz,es  ESP,"DF,MF",Villarreal,25,1989,25,2205,88,64.5,24.5,24,,24,1,,4,1.56,31,26,+5,+0.20,-0.24
472,Antonio Rukavina,rs  SRB,DF,Villarreal,30,1984,21,1414,67,41.3,15.7,15,,12,6,,12,1.76,20,15,+5,+0.32,+0.05
473,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,22,1992,22,1980,90,57.9,22.0,22,,22,0,,6,1.45,28,27,+1,+0.05,+0.55
474,Mikel Saizar,es  ESP,GK,Córdoba,31,1983,6,540,90,15.8,6.0,6,,6,0,,32,0.00,3,12,-9,-1.50,-0.34
475,Diogo Salomão,pt  POR,"FW,MF",La Coruña,25,1988,6,292,49,8.5,3.2,2,,2,4,,2,1.17,5,3,+2,+0.62,+1.39
476,Sammir,hr  CRO,"FW,MF",Getafe,27,1987,23,1418,62,41.5,15.8,16,,6,7,,1,1.09,14,23,-9,-0.57,+0.42
477,Mikel San José,es  ESP,"DF,MF",Athletic Club,25,1989,28,2146,77,62.7,23.8,23,,22,5,,8,1.54,31,26,+5,+0.21,+0.49
478,Iván Sánchez,es  ESP,MF,Almería,21,1992,0,,,,,0,,0,0,,2,,,,,,
479,Sergio Sánchez,es  ESP,DF,Málaga,28,1986,21,1708,81,49.9,19.0,19,,17,2,,3,1.29,23,26,-3,-0.16,0.00
480,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,26,1987,34,2563,75,74.9,28.5,29,,20,5,,0,1.44,36,40,-4,-0.14,-0.14
481,Roque Santa Cruz,py  PAR,FW,Málaga,32,1981,12,912,76,26.7,10.1,11,,8,1,,4,1.67,8,12,-4,-0.39,-0.32
482,Alejandro Sanz,es  ESP,MF,Real Sociedad,21,1993,0,,,,,0,,0,0,,1,,,,,,
483,Pablo Sarabia,es  ESP,"FW,MF",Getafe,22,1992,35,2590,74,75.7,28.8,31,,19,4,,0,1.00,27,41,-14,-0.49,+1.36
484,Carlos Selfa,es  ESP,MF,Almería,22,1992,1,32,32,0.9,0.4,0,,0,1,,0,1.00,0,0,0,0.00,+0.77
485,Fran Serrano,es  ESP,DF,Córdoba,19,1995,2,140,70,4.1,1.6,1,,1,1,,0,0.00,1,4,-3,-1.93,-0.75
486,Salva Sevilla,es  ESP,MF,Espanyol,30,1984,26,1424,55,41.6,15.8,17,,4,9,,7,1.19,21,22,-1,-0.06,+0.07
487,Anton Shvets,ru  RUS,MF,Villarreal,21,1993,0,,,,,0,,0,0,,2,,,,,,
488,Sidnei,br  BRA,DF,La Coruña,24,1989,32,2878,90,84.2,32.0,32,,31,0,,0,0.84,28,53,-25,-0.78,-0.78
489,Lucas Silva,br  BRA,MF,Real Madrid,21,1993,8,340,43,9.9,3.8,3,,1,5,,8,2.00,8,1,+7,+1.85,-0.28
490,Wellington Silva,br  BRA,"FW,MF",Almería,21,1993,31,1978,64,57.8,22.0,23,,9,8,,5,0.68,23,40,-17,-0.77,-0.02
491,Eddy Silvestre,az  AZE,MF,Granada,21,1992,5,235,47,6.9,2.6,1,,0,4,,6,0.60,2,12,-10,-3.83,-3.12
492,Guilherme Siqueira,br  BRA,"DF,MF",Atlético Madrid,28,1986,25,2077,83,60.7,23.1,24,,20,1,,7,1.92,41,20,+21,+0.91,-0.23
493,Abdoul Sissoko,fr  FRA,MF,Granada,24,1990,11,756,69,22.1,8.4,10,,3,1,,2,0.73,5,12,-7,-0.83,+0.11
494,Mohamed Sissoko,ml  MLI,MF,Levante,29,1985,21,1091,52,31.9,12.1,12,,5,9,,10,1.24,12,20,-8,-0.66,+0.31
495,Fran Sol,es  ESP,FW,Villarreal,22,1992,2,21,11,0.6,0.2,0,,0,2,,2,0.50,0,0,0,0.00,-0.29
496,Enrique Sola,es  ESP,FW,Athletic Club,28,1986,5,115,23,3.4,1.3,1,,0,4,,5,1.60,1,0,+1,+0.78,+0.78
497,David Soria,es  ESP,GK,Sevilla,21,1993,0,,,,,0,,0,0,,9,,,,,,
498,Bruno Soriano,es  ESP,MF,Villarreal,30,1984,24,2083,87,60.9,23.1,23,,21,1,,0,1.83,37,23,+14,+0.60,+0.81
499,Fernando Soriano,es  ESP,MF,Almería,34,1979,28,1441,51,42.1,16.0,13,,2,15,,3,0.70,20,27,-7,-0.44,+0.56
500,Cristhian Stuani,uy  URU,"FW,MF",Espanyol,27,1986,37,1769,48,51.7,19.7,15,,7,22,,0,1.32,27,28,-1,-0.05,+0.11
501,Damián Suárez,uy  URU,DF,Elche,26,1988,34,3040,89,88.9,33.8,34,,33,0,,2,1.21,33,51,-18,-0.53,+1.60
502,Denis Suárez,es  ESP,MF,Sevilla,20,1994,31,1620,52,47.4,18.0,16,,9,15,,7,2.00,35,18,+17,+0.94,+0.49
503,Luis Suárez,uy  URU,FW,Barcelona,27,1987,27,2159,80,63.1,24.0,25,,14,2,,1,2.41,69,18,+51,+2.13,-0.59
504,Mario Suárez,es  ESP,MF,Atlético Madrid,27,1987,20,1139,57,33.3,12.7,11,,8,9,,14,2.10,16,11,+5,+0.40,-0.91
505,Isaac Success,ng  NGA,"FW,MF",Granada,18,1996,19,934,49,27.3,10.4,9,,6,10,,5,0.63,7,23,-16,-1.54,-0.85
506,Markel Susaeta,es  ESP,"FW,MF",Athletic Club,26,1987,31,1773,57,51.8,19.7,20,,4,11,,3,1.32,21,24,-3,-0.15,-0.37
507,Marc-André ter Stegen,de  GER,GK,Barcelona,22,1992,0,,,,,0,,0,0,,35,,,,,,
508,Fernando Tissone,ar  ARG,MF,Málaga,28,1986,7,329,47,9.6,3.7,3,,3,4,,10,0.57,3,5,-2,-0.55,-0.43
509,Tito,es  ESP,DF,Rayo Vallecano,29,1985,33,2838,86,83.0,31.5,31,,29,2,,0,1.30,37,53,-16,-0.51,+0.42
510,Toché,es  ESP,FW,La Coruña,31,1983,25,986,39,28.8,11.0,9,,1,16,,5,0.80,12,19,-7,-0.64,+0.03
511,Raúl de Tomás,es  ESP,FW,Real Madrid,19,1994,0,,,,,0,,0,0,,1,,,,,,
512,Charlie Took,cm  CMR,DF,Almería,21,1993,0,,,,,0,,0,0,,2,,,,,,
513,Gaizka Toquero,es  ESP,"FW,MF",Athletic Club,29,1984,4,40,10,1.2,0.4,0,,0,4,,4,1.00,1,0,+1,+2.25,+2.25
514,Fernando Torres,es  ESP,FW,Atlético Madrid,30,1984,19,881,46,25.8,9.8,10,,1,9,,1,1.89,13,5,+8,+0.82,-0.25
515,Miguel Torres,es  ESP,DF,Málaga,28,1986,16,1172,73,34.3,13.0,13,,9,3,,18,1.31,11,15,-4,-0.31,-0.23
516,Roberto Trashorras,es  ESP,MF,Rayo Vallecano,33,1981,33,2883,87,84.3,32.0,33,,30,0,,3,1.30,41,59,-18,-0.56,+0.11
517,Benoît Trémoulinas,fr  FRA,DF,Sevilla,28,1985,20,1638,82,47.9,18.2,18,,15,2,,3,2.20,38,20,+18,+0.99,+0.58
518,Manu Trigueros,es  ESP,MF,Villarreal,22,1991,33,2416,73,70.6,26.8,28,,18,5,,4,1.48,32,29,+3,+0.11,-0.61
519,Tropi,es  ESP,MF,Valencia,19,1995,1,2,2,0.1,0.0,0,,0,1,,3,3.00,1,0,+1,+45.00,+44.03
520,Ángel Trujillo,es  ESP,DF,Almería,26,1987,36,3208,89,93.8,35.6,35,,35,1,,0,0.86,31,59,-28,-0.79,-0.36
521,Arda Turan,tr  TUR,"FW,MF",Atlético Madrid,27,1987,32,2317,72,67.7,25.7,28,,9,4,,1,2.09,51,21,+30,+1.17,+0.51
522,Txusta,es  ESP,GK,Eibar,28,1986,0,,,,,0,,0,0,,15,,,,,,
523,Przemysław Tytoń,pl  POL,GK,Elche,27,1987,32,2856,89,83.5,31.7,32,,30,0,,5,1.25,30,47,-17,-0.54,+1.06
524,Ikechukwu Uche,ng  NGA,FW,Villarreal,30,1984,23,1363,59,39.9,15.1,19,,3,4,,5,1.83,21,11,+10,+0.66,+0.62
525,Kalu Uche,ng  NGA,"FW,MF",Levante,31,1982,16,877,55,25.6,9.7,9,,4,7,,0,1.25,14,18,-4,-0.41,+0.62
526,Juan Valera Espín,es  ESP,"DF,MF",Getafe,29,1984,12,982,82,28.7,10.9,12,,9,0,,5,1.08,9,15,-6,-0.55,+0.37
527,Raphaël Varane,fr  FRA,"DF,MF",Real Madrid,21,1993,27,2040,76,59.6,22.7,21,,20,6,,8,2.48,74,21,+53,+2.34,+0.58
528,Álvaro Vázquez,es  ESP,FW,Getafe,23,1991,21,1738,83,50.8,19.3,19,,14,2,,1,1.19,18,27,-9,-0.47,+0.71
529,Kevin Vázquez,es  ESP,DF,Celta Vigo,21,1993,0,,,,,0,,0,0,,1,,,,,,
530,Lucas Vázquez,es  ESP,"DF,FW",Espanyol,23,1991,33,2741,83,80.1,30.5,30,,25,3,,0,1.41,40,36,+4,+0.13,+1.19
531,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,25,1989,29,2056,71,60.1,22.8,23,,11,6,,0,1.14,26,28,-2,-0.09,+0.24
532,Emiliano Velázquez,uy  URU,DF,Getafe,20,1994,27,2345,87,68.6,26.1,27,,23,0,,7,1.11,21,35,-14,-0.54,+0.89
533,Fran Vélez,es  ESP,"DF,MF",Almería,23,1991,17,1213,71,35.5,13.5,14,,9,3,,10,0.88,12,28,-16,-1.19,-0.66
534,Thomas Vermaelen,be  BEL,DF,Barcelona,28,1985,1,61,61,1.8,0.7,1,,0,0,,1,1.00,2,0,+2,+2.95,+0.62
535,Verza,es  ESP,MF,Almería,27,1986,33,2844,86,83.2,31.6,33,,28,0,,1,0.88,28,47,-19,-0.60,+0.96
536,Rúben Vezo,pt  POR,DF,Valencia,20,1994,7,556,79,16.3,6.2,6,,6,1,,20,2.43,16,3,+13,+2.10,+1.32
537,Fede Vico,es  ESP,MF,Córdoba,20,1994,20,919,46,26.9,10.2,8,,4,12,,5,0.40,8,24,-16,-1.57,-0.49
538,Aleix Vidal,es  ESP,"DF,MF",Sevilla,24,1989,31,2179,70,63.7,24.2,22,,19,9,,3,1.97,49,28,+21,+0.87,+0.50
539,Luciano Vietto,ar  ARG,"FW,MF",Villarreal,20,1993,32,1908,60,55.8,21.2,17,,12,15,,2,1.63,35,19,+16,+0.75,+1.05
540,Carlos Vigaray,es  ESP,DF,Getafe,19,1994,13,966,74,28.2,10.7,10,,8,3,,11,0.85,10,23,-13,-1.21,-0.55
541,Borja Viguera,es  ESP,FW,Athletic Club,27,1987,20,969,48,28.3,10.8,10,,5,10,,4,1.10,10,11,-1,-0.09,-0.17
542,Dídac Vilà,es  ESP,DF,Eibar,25,1989,15,1113,74,32.5,12.4,12,,10,3,,4,0.53,8,21,-13,-1.05,-0.74
543,Villalón,es  ESP,DF,Getafe,18,1996,0,,,,,0,,0,0,,1,,,,,,
544,Vitolo,es  ESP,"FW,MF",Sevilla,24,1989,28,2075,74,60.7,23.1,25,,14,3,,2,1.86,43,31,+12,+0.52,-0.42
545,Loukas Vyntra,gr  GRE,DF,Levante,33,1981,27,2367,88,69.2,26.3,26,,25,1,,6,0.93,23,37,-14,-0.53,+1.09
546,Cezary Wilk,pl  POL,MF,La Coruña,28,1986,11,610,55,17.8,6.8,6,,4,5,,5,1.09,3,5,-2,-0.30,+0.44
547,Iñaki Williams,es  ESP,"FW,MF",Athletic Club,20,1994,19,1313,69,38.4,14.6,15,,8,4,,3,1.68,20,12,+8,+0.55,+0.85
548,Xavi,es  ESP,MF,Barcelona,34,1980,31,1785,58,52.2,19.8,19,,9,12,,5,2.52,69,12,+57,+2.87,+1.11
549,Xisco,es  ESP,FW,Córdoba,28,1986,9,241,27,7.0,2.7,1,,0,8,,4,1.11,3,4,-1,-0.37,+0.90
