,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
176,Jaime Gavilán,es  ESP,MF,Levante,29,1985,2,1,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
177,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,23,1991,3,1,149,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
178,Nabil Ghilas,dz  ALG,"FW,MF",Córdoba,24,1990,27,23,2100,23.3,7,0,5,2,2,1,0,0.30,0.00,0.30,0.21,0.21
179,Carles Gil,es  ESP,"FW,MF",Valencia,21,1992,8,2,276,3.1,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33
180,Álvaro Giménez,es  ESP,"FW,MF",Elche,23,1991,17,2,390,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
181,Diego Godín,uy  URU,DF,Atlético Madrid,28,1986,34,34,3060,34.0,3,0,3,0,0,11,0,0.09,0.00,0.09,0.09,0.09
182,André Gomes,pt  POR,MF,Valencia,21,1993,33,31,2539,28.2,4,1,4,0,0,9,1,0.14,0.04,0.18,0.14,0.18
183,Abel Gómez Moreno,es  ESP,MF,Córdoba,32,1982,22,14,1253,13.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
184,Ibai Gómez,es  ESP,"FW,MF",Athletic Club,24,1989,21,9,1010,11.2,1,2,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27
185,Moi Gómez,es  ESP,"FW,MF",Villarreal,20,1994,31,17,1617,18.0,4,4,4,0,0,6,0,0.22,0.22,0.45,0.22,0.45
186,Sergi Gómez,es  ESP,DF,Celta Vigo,22,1992,22,14,1286,14.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
187,Abraham González,es  ESP,MF,Espanyol,29,1985,22,16,1264,14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14
188,Adrián González,es  ESP,MF,Elche,26,1988,28,22,1906,21.2,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09
189,Álvaro González,es  ESP,DF,Espanyol,24,1990,36,34,3141,34.9,1,0,1,0,0,13,0,0.03,0.00,0.03,0.03,0.03
190,Mikel González,es  ESP,DF,Real Sociedad,28,1985,16,14,1240,13.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
191,Esteban Granero,es  ESP,MF,Real Sociedad,27,1987,33,29,2496,27.7,0,3,0,0,0,10,0,0.00,0.11,0.11,0.00,0.11
192,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,23,1991,37,29,2451,27.2,22,1,22,0,0,6,0,0.81,0.04,0.84,0.81,0.84
193,Vicente Guaita,es  ESP,GK,Getafe,27,1987,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
194,Javi Guerra,es  ESP,FW,Málaga,32,1982,13,7,689,7.7,5,1,5,0,0,0,0,0.65,0.13,0.78,0.65,0.78
195,Guillermo,es  ESP,FW,Athletic Club,21,1993,14,5,567,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
196,Adrián Gunino,uy  URU,DF,Córdoba,25,1989,23,21,1944,21.6,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05
197,Carlos Gurpegui,es  ESP,"DF,MF",Athletic Club,33,1980,23,15,1450,16.1,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06
198,Munir El Haddadi,ma  MAR,"FW,MF",Barcelona,18,1995,10,7,457,5.1,1,1,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39
199,Mike Havenaar,jp  JPN,FW,Córdoba,27,1987,5,4,289,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
200,Héctor,es  ESP,"DF,FW",Atlético Madrid,18,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
201,Tomer Hemed,il  ISR,FW,Almería,27,1987,35,26,2326,25.8,8,4,6,2,2,4,1,0.31,0.15,0.46,0.23,0.39
202,Uche Henry Agbo,ng  NGA,MF,Granada,18,1995,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
203,Iker Hernández,es  ESP,FW,Real Sociedad,20,1994,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
204,Javier Hernández,mx  MEX,FW,Real Madrid,26,1988,23,7,872,9.7,7,4,7,0,0,2,0,0.72,0.41,1.14,0.72,1.14
205,Lucas Hernández,fr  FRA,DF,Atlético Madrid,18,1996,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
206,Pablo Hernández,cl  CHI,"FW,MF",Celta Vigo,27,1986,29,15,1349,15.0,2,1,2,0,0,5,0,0.13,0.07,0.20,0.13,0.20
207,Cristian Herrera,es  ESP,"FW,MF",Elche,23,1991,26,7,884,9.8,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10
208,Manu Herrera,es  ESP,GK,Elche,32,1981,7,6,559,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
209,Iago Herrerín,es  ESP,GK,Athletic Club,26,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
210,Pablo Hervías,es  ESP,MF,Real Sociedad,21,1993,15,2,388,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23
211,Fredy Hinestroza,co  COL,MF,Getafe,24,1990,34,21,1875,20.8,2,3,2,0,0,6,0,0.10,0.14,0.24,0.10,0.24
212,Ricardo Horta,pt  POR,"FW,MF",Málaga,19,1994,31,16,1519,16.9,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
213,Vicente Iborra,es  ESP,MF,Sevilla,26,1988,26,24,2015,22.4,7,1,7,0,0,7,0,0.31,0.04,0.36,0.31,0.36
214,Borja Iglesias,es  ESP,FW,Celta Vigo,21,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
215,Asier Illarramendi,es  ESP,MF,Real Madrid,24,1990,30,10,1248,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
216,Andrés Iniesta,es  ESP,MF,Barcelona,30,1984,24,19,1574,17.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06
217,Emanuel Insúa,ar  ARG,DF,Granada,23,1991,12,12,1020,11.3,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09
218,Emiliano Insúa,ar  ARG,DF,Rayo Vallecano,25,1989,24,21,1798,20.0,1,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10
219,Pablo Insua,es  ESP,DF,La Coruña,20,1993,17,14,1227,13.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
220,Gorka Iraizoz,es  ESP,GK,Athletic Club,33,1981,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
221,Andoni Iraola,es  ESP,"DF,MF",Athletic Club,32,1982,22,16,1530,17.0,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12
222,Xabi Irureta,es  ESP,GK,Eibar,28,1986,33,33,2970,33.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
223,Isco,es  ESP,"FW,MF",Real Madrid,22,1992,34,26,2329,25.9,4,10,4,0,0,6,1,0.15,0.39,0.54,0.15,0.54
224,Manuel Iturra,cl  CHI,MF,Granada,30,1984,30,27,2362,26.2,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04
225,Ander Iturraspe,es  ESP,MF,Athletic Club,25,1989,25,20,1816,20.2,2,0,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10
226,Andreas Ivanschitz,at  AUT,MF,Levante,30,1983,20,16,1326,14.7,1,2,0,1,1,3,0,0.07,0.14,0.20,0.00,0.14
227,Ivi,es  ESP,"FW,MF",Getafe,20,1994,8,0,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
228,Jaime,es  ESP,GK,Eibar,33,1980,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
229,Jason,es  ESP,"FW,MF",Levante,20,1994,2,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
230,Jesé,es  ESP,FW,Real Madrid,21,1993,16,3,555,6.2,3,1,3,0,0,2,0,0.49,0.16,0.65,0.49,0.65
231,Jesús,es  ESP,GK,Levante,26,1988,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
232,Raúl Jiménez,mx  MEX,FW,Atlético Madrid,23,1991,21,4,598,6.6,1,2,1,0,0,0,0,0.15,0.30,0.45,0.15,0.45
233,Bojan Jokić,si  SVN,"DF,MF",Villarreal,28,1986,7,6,553,6.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
234,Jonathas,br  BRA,FW,Elche,25,1989,34,34,3015,33.5,14,7,14,0,1,11,1,0.42,0.21,0.63,0.42,0.63
235,Joan Jordán,es  ESP,MF,Espanyol,20,1994,3,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
236,Jozabed,es  ESP,MF,Rayo Vallecano,23,1991,23,10,1185,13.2,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15
237,Juankar,es  ESP,"DF,FW",Granada,24,1990,21,15,1344,14.9,0,1,0,0,0,6,1,0.00,0.07,0.07,0.00,0.07
238,Juanmi,es  ESP,"FW,MF",Málaga,21,1993,34,26,2226,24.7,8,0,8,0,0,4,0,0.32,0.00,0.32,0.32,0.32
239,Juanpi,ve  VEN,MF,Málaga,20,1994,5,2,207,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
240,Gaël Kakuta,cd  COD,"FW,MF",Rayo Vallecano,23,1991,35,35,3053,33.9,5,7,5,0,0,1,0,0.15,0.21,0.35,0.15,0.35
241,Carlos Kameni,cm  CMR,GK,Málaga,30,1984,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
242,Nikolaos Karabelas,gr  GRE,DF,Levante,29,1984,14,12,942,10.5,0,1,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10
243,Sami Khedira,de  GER,MF,Real Madrid,27,1987,11,3,306,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
244,Koke,es  ESP,MF,Atlético Madrid,22,1992,34,33,2881,32.0,2,10,2,0,0,9,0,0.06,0.31,0.37,0.06,0.37
245,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,22,1991,18,18,1575,17.5,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06
246,Rene Krhin,si  SVN,"FW,MF",Córdoba,24,1990,14,14,1201,13.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
247,Michael Krohn-Dehli,dk  DEN,"FW,MF",Celta Vigo,31,1983,36,35,3077,34.2,1,4,1,0,0,7,0,0.03,0.12,0.15,0.03,0.15
248,Toni Kroos,de  GER,MF,Real Madrid,24,1990,36,36,3049,33.9,2,7,2,0,0,6,0,0.06,0.21,0.27,0.06,0.27
249,Grzegorz Krychowiak,pl  POL,MF,Sevilla,24,1990,32,31,2712,30.1,2,0,2,0,0,13,1,0.07,0.00,0.07,0.07,0.07
250,Alberto de la Bella,es  ESP,DF,Real Sociedad,28,1985,23,21,1906,21.2,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14
251,Mehdi Lacen,dz  ALG,MF,Getafe,30,1984,30,29,2598,28.9,2,1,2,0,0,7,0,0.07,0.03,0.10,0.07,0.10
252,Ángel Lafita,es  ESP,"FW,MF",Getafe,29,1984,15,12,1064,11.8,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25
253,Roberto Lago,es  ESP,"DF,MF",Getafe,28,1985,16,11,1029,11.4,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09
254,Aymeric Laporte,es  ESP,DF,Athletic Club,20,1994,33,33,2960,32.9,0,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03
255,Javi Lara,es  ESP,MF,Eibar,28,1985,31,16,1715,19.1,1,3,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21
256,Joaquín Larrivey,ar  ARG,FW,Celta Vigo,29,1984,35,26,2196,24.4,11,2,11,0,0,5,0,0.45,0.08,0.53,0.45,0.53
257,Daniel Larsson,se  SWE,"FW,MF",Granada,27,1987,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
258,Laure,es  ESP,DF,La Coruña,29,1985,19,14,1364,15.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
259,Dejan Lekić,rs  SRB,FW,Eibar,29,1985,18,1,384,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
260,Pedro León,es  ESP,"FW,MF",Getafe,27,1986,25,16,1470,16.3,2,5,2,0,0,1,0,0.12,0.31,0.43,0.12,0.43
261,Licá,pt  POR,"FW,MF",Rayo Vallecano,25,1988,21,17,1294,14.4,0,3,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21
262,Lillo,es  ESP,DF,Eibar,25,1989,31,28,2536,28.2,0,0,0,0,0,14,0,0.00,0.00,0.00,0.00,0.00
263,David Lombán,es  ESP,DF,Elche,27,1987,34,33,2984,33.2,5,0,2,3,3,10,0,0.15,0.00,0.15,0.06,0.06
264,Aritz López Garai,es  ESP,MF,Córdoba,33,1980,6,5,380,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
265,Pedro López Muñoz,es  ESP,DF,Levante,30,1983,10,10,860,9.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
266,José López Silva,es  ESP,MF,Córdoba,31,1983,8,4,350,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
267,Álex López,es  ESP,MF,Celta Vigo,26,1988,25,12,1121,12.5,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08
268,David López,es  ESP,"DF,MF",Espanyol,24,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
269,Íñigo López,es  ESP,DF,Córdoba,32,1982,21,21,1787,19.9,0,0,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00
270,Iván López,es  ESP,DF,Levante,20,1993,26,23,2084,23.2,0,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
271,Javi López,es  ESP,"DF,MF",Espanyol,28,1986,28,25,2180,24.2,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04
272,Jonathan López,es  ESP,GK,Getafe,33,1981,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
273,Pau López,es  ESP,GK,Espanyol,19,1994,2,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
274,Unai López,es  ESP,MF,Athletic Club,18,1995,19,11,828,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
275,Alberto Lopo,es  ESP,DF,La Coruña,34,1980,30,30,2675,29.7,2,0,2,0,0,15,1,0.07,0.00,0.07,0.07,0.07
276,José Luis Gayà,es  ESP,"DF,MF",Valencia,19,1995,35,32,2918,32.4,1,6,1,0,0,10,0,0.03,0.19,0.22,0.03,0.22
277,José Luis Morales,es  ESP,"FW,MF",Levante,27,1987,36,33,2779,30.9,3,2,3,0,0,3,0,0.10,0.06,0.16,0.10,0.16
278,Luisinho,pt  POR,DF,La Coruña,29,1985,35,34,2986,33.2,0,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03
279,Luismi,es  ESP,"DF,MF",Sevilla,22,1992,1,0,11,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
280,Julián Luque Conde,es  ESP,"FW,MF",Espanyol,22,1992,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
281,Luso,es  ESP,"DF,MF",Córdoba,29,1984,18,16,1395,15.5,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06
282,Germán Lux,ar  ARG,GK,La Coruña,32,1982,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
283,Darwin Machís,ve  VEN,"FW,MF",Granada,21,1993,3,2,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
284,Lévy Madinda,ga  GAB,MF,Celta Vigo,22,1992,5,0,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
285,Diego Mainz,es  ESP,DF,Granada,31,1982,23,18,1731,19.2,3,0,3,0,0,3,0,0.16,0.00,0.16,0.16,0.16
286,Hugo Mallo,es  ESP,DF,Celta Vigo,23,1991,28,27,2330,25.9,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
287,Mario Mandžukić,hr  CRO,"FW,MF",Atlético Madrid,28,1986,28,24,1922,21.4,12,6,9,3,3,10,0,0.56,0.28,0.84,0.42,0.70
288,Mané,es  ESP,"DF,MF",Almería,32,1981,5,3,286,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
289,Manucho,ao  ANG,FW,Rayo Vallecano,31,1983,37,12,1651,18.3,5,1,5,0,0,5,0,0.27,0.05,0.33,0.27,0.33
290,José Manuel Casado,es  ESP,DF,Almería,27,1986,8,5,415,4.6,0,1,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22
291,Marcelo,br  BRA,"DF,MF",Real Madrid,26,1988,34,33,2923,32.5,2,7,2,0,0,9,0,0.06,0.22,0.28,0.06,0.28
292,Óscar de Marcos,es  ESP,"DF,FW",Athletic Club,25,1989,35,32,2948,32.8,1,4,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15
293,Sergio Marcos,es  ESP,MF,Villarreal,22,1992,7,5,483,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
294,José Mari,es  ESP,MF,Levante,26,1987,14,6,642,7.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
295,José María Giménez,uy  URU,DF,Atlético Madrid,19,1995,20,19,1757,19.5,1,3,1,0,0,3,0,0.05,0.15,0.20,0.05,0.20
296,Adrián Marín,es  ESP,DF,Villarreal,17,1997,4,4,344,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
297,Antonio Marín,es  ESP,DF,Almería,18,1996,2,1,125,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
298,Diego Mariño,es  ESP,GK,Levante,24,1990,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
299,Javi Márquez,es  ESP,MF,Granada,28,1986,25,15,1424,15.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
300,Sulayman Marreh,gm  GAM,"DF,MF",Granada,18,1996,1,1,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
301,Carlos Martínez,es  ESP,DF,Real Sociedad,28,1986,15,13,1178,13.1,0,2,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15
302,Iñigo Martínez,es  ESP,DF,Real Sociedad,23,1991,34,34,3026,33.6,3,0,3,0,0,6,0,0.09,0.00,0.09,0.09,0.09
303,Samu Martínez,es  ESP,MF,Elche,20,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
304,Luís Martins,pt  POR,DF,Granada,22,1992,3,1,152,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
305,Rafael Martins,br  BRA,FW,Levante,25,1989,13,2,332,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27
306,Javier Mascherano,ar  ARG,"DF,MF",Barcelona,30,1984,28,26,2205,24.5,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00
307,Jordi Masip,es  ESP,GK,Barcelona,25,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
308,Simão Mate Junior,mz  MOZ,"DF,MF",Levante,26,1988,27,24,1984,22.0,1,0,1,0,0,10,0,0.05,0.00,0.05,0.05,0.05
309,Jérémy Mathieu,fr  FRA,DF,Barcelona,30,1983,28,23,2106,23.4,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09
310,Ryder Matos,br  BRA,"FW,MF",Córdoba,21,1993,3,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
311,Felipe Mattioni,br  BRA,DF,Espanyol,25,1988,5,0,63,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
312,Stéphane Mbia,cm  CMR,"DF,MF",Sevilla,28,1986,23,17,1475,16.4,4,0,4,0,0,9,0,0.24,0.00,0.24,0.24,0.24
313,Álvaro Medrán,es  ESP,MF,Real Madrid,20,1994,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
314,Haris Medunjanin,ba  BIH,MF,La Coruña,29,1985,24,16,1484,16.5,2,0,1,1,2,5,0,0.12,0.00,0.12,0.06,0.06
315,Tiago Mendes,pt  POR,MF,Atlético Madrid,33,1981,31,31,2670,29.7,5,5,5,0,0,5,0,0.17,0.17,0.34,0.17,0.34
316,Edgar Mendez,es  ESP,MF,Almería,24,1990,30,21,1912,21.2,4,1,4,0,0,5,0,0.19,0.05,0.24,0.19,0.24
317,Lionel Messi,ar  ARG,"FW,MF",Barcelona,27,1987,38,37,3375,37.5,43,18,38,5,6,4,0,1.15,0.48,1.63,1.01,1.49
318,Michel,br  BRA,DF,Almería,24,1990,14,13,1206,13.4,2,0,2,0,0,3,2,0.15,0.00,0.15,0.15,0.15
319,Míchel,es  ESP,MF,Getafe,26,1988,12,8,780,8.7,1,0,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12
320,Miku,ve  VEN,FW,Rayo Vallecano,28,1985,7,2,227,2.5,2,0,2,0,0,0,0,0.79,0.00,0.79,0.79,0.79
321,Santi Mina,es  ESP,FW,Celta Vigo,18,1995,20,14,1148,12.8,7,1,6,1,1,6,0,0.55,0.08,0.63,0.47,0.55
322,Abraham Minero,es  ESP,"DF,MF",Eibar,28,1986,22,14,1322,14.7,1,2,1,0,0,6,0,0.07,0.14,0.20,0.07,0.20
323,Miranda,br  BRA,DF,Atlético Madrid,29,1984,23,23,2024,22.5,3,1,3,0,0,8,1,0.13,0.04,0.18,0.13,0.18
324,Luka Modrić,hr  CRO,MF,Real Madrid,28,1985,16,16,1290,14.3,1,3,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28
325,Paco Montañés,es  ESP,"FW,MF",Espanyol,27,1986,25,11,1091,12.1,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16
326,Martín Montoya,es  ESP,DF,Barcelona,23,1991,8,6,591,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
327,Erik Morán,es  ESP,MF,Athletic Club,23,1991,2,1,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
328,Jorge Morcillo,es  ESP,DF,Rayo Vallecano,28,1986,13,7,744,8.3,1,0,1,0,0,4,2,0.12,0.00,0.12,0.12,0.12
329,Álex Moreno,es  ESP,"DF,MF",Rayo Vallecano,21,1993,11,4,463,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
330,Gerard Moreno,es  ESP,FW,Villarreal,22,1992,26,19,1615,17.9,7,3,7,0,0,2,0,0.39,0.17,0.56,0.39,0.56
331,Héctor Moreno,mx  MEX,DF,Espanyol,26,1988,19,18,1593,17.7,1,0,1,0,0,5,1,0.06,0.00,0.06,0.06,0.06
332,Jairo Morillas,es  ESP,FW,Espanyol,21,1993,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
333,Pedro Mosquera,es  ESP,MF,Elche,26,1988,25,24,2140,23.8,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08
334,Iker Muniain,es  ESP,"FW,MF",Athletic Club,21,1992,25,25,1997,22.2,1,1,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09
335,Juan Muñoz,es  ESP,"FW,MF",Sevilla,18,1995,1,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
336,Jeison Murillo,co  COL,DF,Granada,22,1992,19,18,1589,17.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
337,Mateo Musacchio,ar  ARG,DF,Villarreal,23,1990,14,12,1139,12.7,3,0,3,0,0,2,0,0.24,0.00,0.24,0.24,0.24
338,Shkodran Mustafi,de  GER,DF,Valencia,22,1992,33,33,2910,32.3,4,0,4,0,0,8,0,0.12,0.00,0.12,0.12,0.12
339,Naldo,br  BRA,DF,Getafe,25,1988,30,28,2576,28.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
340,David Navarro,es  ESP,DF,Levante,34,1980,21,21,1786,19.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
341,Fernando Navarro,es  ESP,DF,Sevilla,32,1982,19,15,1380,15.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
342,Ximo Navarro,es  ESP,DF,Almería,24,1990,28,28,2405,26.7,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
343,Keylor Navas,cr  CRC,GK,Real Madrid,27,1986,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
344,Raúl Navas,es  ESP,DF,Eibar,26,1988,29,28,2456,27.3,2,0,2,0,0,9,2,0.07,0.00,0.07,0.07,0.07
345,Álvaro Negredo,es  ESP,FW,Valencia,28,1985,30,14,1549,17.2,5,4,4,1,1,4,0,0.29,0.23,0.52,0.23,0.46
346,Neymar,br  BRA,"FW,MF",Barcelona,22,1992,33,29,2562,28.5,22,7,21,1,1,6,0,0.77,0.25,1.02,0.74,0.98
347,Dani Nieto,es  ESP,"FW,MF",Eibar,23,1991,9,1,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
348,Aarón Ñíguez,es  ESP,"FW,MF",Elche,25,1989,21,15,1161,12.9,0,1,0,0,1,5,0,0.00,0.08,0.08,0.00,0.08
349,Saúl Ñíguez,es  ESP,"DF,MF",Atlético Madrid,19,1994,24,9,1069,11.9,4,2,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51
350,Nolito,es  ESP,"FW,MF",Celta Vigo,27,1986,36,32,2966,33.0,13,13,10,3,4,11,0,0.39,0.39,0.79,0.30,0.70
351,Allan Nyom,cm  CMR,"DF,MF",Granada,26,1988,34,34,2985,33.2,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03
352,Jan Oblak,si  SVN,GK,Atlético Madrid,21,1993,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
353,Oier Olazábal,es  ESP,GK,Granada,24,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
354,Weligton Oliveira,br  BRA,DF,Málaga,34,1979,32,32,2739,30.4,0,1,0,0,0,14,2,0.00,0.03,0.03,0.00,0.03
355,Lucas Orbán,ar  ARG,DF,Valencia,25,1989,22,8,910,10.1,1,1,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20
