,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
10,2018-09-28,Fri,Bundesliga,Matchweek 6,Away,L 0–2,Bayern Munich,Hertha BSC,Y*,GK,90,3,2,2,66.7,0,1.7,1,1,0,0,3,8,37.5,26,4,30.8,27.0,3,0.0,29.0,3,0,0.0,2,24.0,Match Report
11,2018-10-02,Tue,Champions Lg,Group stage,Home,D 1–1,de  Bayern Munich,nl  Ajax,Y*,GK,90,7,1,6,85.7,0,1.8,0,0,0,0,4,11,36.4,37,10,24.3,29.7,5,40.0,35.8,7,0,0.0,1,15.1,Match Report
12,2018-10-06,Sat,Bundesliga,Matchweek 7,Home,L 0–3,Bayern Munich,M'Gladbach,Y*,GK,90,3,3,0,0.0,0,1.2,0,0,0,0,2,6,33.3,39,3,15.4,27.1,5,0.0,29.6,2,0,0.0,2,24.5,Match Report
13,2018-10-13,Sat,UEFA Nations League,League A,Away,L 0–3,de  Germany,nl  Netherlands,Y*,GK,90,,3,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
14,2018-10-16,Tue,UEFA Nations League,League A,Away,L 1–2,de  Germany,fr  France,Y*,GK,90,,2,,,0,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
15,2018-10-20,Sat,Bundesliga,Matchweek 8,Away,W 3–1,Bayern Munich,Wolfsburg,Y*,GK,90,1,1,0,0.0,0,0.9,0,0,0,0,3,18,16.7,24,0,54.2,41.3,8,62.5,50.8,10,2,20.0,1,18.5,Match Report
16,2018-10-23,Tue,Champions Lg,Group stage,Away,W 2–0,de  Bayern Munich,gr  AEK Athens,Y*,GK,90,1,0,1,100.0,1,0.6,0,0,0,0,7,8,87.5,23,1,26.1,29.2,6,33.3,33.5,9,0,0.0,0,13.7,Match Report
17,2018-10-27,Sat,Bundesliga,Matchweek 9,Away,W 2–1,Bayern Munich,Mainz 05,Y*,GK,90,1,1,0,0.0,0,0.7,0,0,0,0,4,10,40.0,33,5,30.3,34.6,5,0.0,23.2,6,0,0.0,1,12.0,Match Report
18,2018-10-30,Tue,DFB-Pokal,Second round,Away,W 2–1,Bayern Munich,Rödinghausen,Y*,GK,90,1,1,0,0.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
19,2018-11-03,Sat,Bundesliga,Matchweek 10,Home,D 1–1,Bayern Munich,Freiburg,Y*,GK,90,1,1,0,0.0,0,0.3,0,0,0,0,2,5,40.0,19,2,26.3,30.6,6,0.0,27.2,9,0,0.0,3,23.2,Match Report
20,2018-11-07,Wed,Champions Lg,Group stage,Home,W 2–0,de  Bayern Munich,gr  AEK Athens,Y*,GK,90,0,0,0,,1,0.0,0,0,0,0,5,7,71.4,27,7,25.9,27.2,1,0.0,30.0,3,0,0.0,0,10.2,Match Report
21,2018-11-10,Sat,Bundesliga,Matchweek 11,Away,L 2–3,Bayern Munich,Dortmund,Y*,GK,90,3,3,1,33.3,0,1.7,1,1,0,0,6,17,35.3,37,3,37.8,36.8,10,30.0,37.3,3,0,0.0,1,13.8,Match Report
22,2018-11-15,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,de  Germany,ru  Russia,Y*,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
23,2018-11-19,Mon,UEFA Nations League,League A,Home,D 2–2,de  Germany,nl  Netherlands,Y*,GK,90,,2,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
24,2018-11-24,Sat,Bundesliga,Matchweek 12,Home,D 3–3,Bayern Munich,Düsseldorf,Y*,GK,90,5,3,2,40.0,0,1.7,0,0,0,0,4,6,66.7,25,7,16.0,25.7,4,50.0,34.0,6,1,16.7,1,15.6,Match Report
25,2018-11-27,Tue,Champions Lg,Group stage,Home,W 5–1,de  Bayern Munich,pt  Benfica,Y*,GK,90,2,1,1,50.0,0,1.0,0,0,0,0,5,9,55.6,25,3,24.0,28.8,6,50.0,43.3,2,0,0.0,2,20.3,Match Report
26,2018-12-01,Sat,Bundesliga,Matchweek 13,Away,W 2–1,Bayern Munich,Werder Bremen,Y*,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,6,14,42.9,28,3,42.9,38.9,5,40.0,42.2,6,0,0.0,1,18.0,Match Report
27,2018-12-08,Sat,Bundesliga,Matchweek 14,Home,W 3–0,Bayern Munich,Nürnberg,Y*,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,2,3,66.7,21,5,14.3,29.0,2,0.0,30.5,3,1,33.3,1,18.8,Match Report
28,2018-12-12,Wed,Champions Lg,Group stage,Away,D 3–3,de  Bayern Munich,nl  Ajax,Y*,GK,90,7,3,5,71.4,0,3.2,1,1,0,0,15,25,60.0,43,7,53.5,40.5,4,50.0,52.8,10,1,10.0,0,9.3,Match Report
29,2018-12-15,Sat,Bundesliga,Matchweek 15,Away,W 4–0,Bayern Munich,Hannover 96,Y*,GK,90,0,0,0,,1,0.0,0,0,0,0,3,4,75.0,12,2,33.3,34.7,3,0.0,28.0,2,0,0.0,0,8.7,Match Report
30,2018-12-19,Wed,Bundesliga,Matchweek 16,Home,W 1–0,Bayern Munich,RB Leipzig,Y*,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,6,16,37.5,42,5,33.3,34.7,5,40.0,35.2,3,0,0.0,3,22.6,Match Report
31,2018-12-22,Sat,Bundesliga,Matchweek 17,Away,W 3–0,Bayern Munich,Eint Frankfurt,Y*,GK,90,2,0,2,100.0,1,0.9,0,0,0,0,8,27,29.6,38,6,65.8,43.7,9,22.2,33.4,7,2,28.6,0,10.5,Match Report
32,2019-01-18,Fri,Bundesliga,Matchweek 18,Away,W 3–1,Bayern Munich,Hoffenheim,Y*,GK,90,5,1,4,80.0,0,1.0,0,0,0,0,15,21,71.4,37,2,48.6,37.6,4,75.0,43.8,5,0,0.0,0,16.0,Match Report
33,2019-01-27,Sun,Bundesliga,Matchweek 19,Home,W 4–1,Bayern Munich,Stuttgart,Y*,GK,90,2,1,1,50.0,0,0.5,0,0,0,0,3,5,60.0,33,7,15.2,26.5,3,0.0,26.7,7,1,14.3,2,17.7,Match Report
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2019-02-15,Fri,Bundesliga,Matchweek 22,Away,W 3–2,Bayern Munich,Augsburg,Y*,GK,90,2,2,1,0.0,0,0.5,0,0,0,0,8,13,61.5,34,3,32.4,33.2,10,20.0,35.0,9,1,11.1,4,24.0,Match Report
36,2019-02-19,Tue,Champions Lg,Round of 16,Away,D 0–0,de  Bayern Munich,eng  Liverpool,Y*,GK,90,2,0,2,100.0,1,0.4,0,0,0,0,15,32,46.9,54,5,50.0,39.8,13,38.5,40.7,7,0,0.0,1,14.7,Match Report
37,2019-02-23,Sat,Bundesliga,Matchweek 23,Home,W 1–0,Bayern Munich,Hertha BSC,Y*,GK,90,1,0,1,100.0,1,0.3,0,0,0,0,10,21,47.6,51,4,37.3,36.3,7,28.6,36.0,3,0,0.0,0,15.0,Match Report
38,2019-03-02,Sat,Bundesliga,Matchweek 24,Away,W 5–1,Bayern Munich,M'Gladbach,Y*,GK,90,2,1,1,50.0,0,0.2,0,0,0,0,8,17,47.1,44,5,38.6,32.5,6,0.0,22.2,2,0,0.0,0,19.0,Match Report
39,2019-03-09,Sat,Bundesliga,Matchweek 25,Home,W 6–0,Bayern Munich,Wolfsburg,Y*,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,4,8,50.0,22,4,36.4,34.1,2,0.0,33.0,7,0,0.0,1,16.8,Match Report
40,2019-03-13,Wed,Champions Lg,Round of 16,Home,L 1–3,de  Bayern Munich,eng  Liverpool,Y*,GK,90,6,3,3,50.0,0,1.5,0,0,0,0,3,13,23.1,32,8,37.5,34.7,4,25.0,33.0,7,1,14.3,1,12.7,Match Report
41,2019-03-17,Sun,Bundesliga,Matchweek 26,Home,W 6–0,Bayern Munich,Mainz 05,Y*,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,3,4,75.0,21,4,19.0,30.6,4,0.0,20.3,5,0,0.0,0,12.0,Match Report
42,2019-03-20,Wed,Friendlies (M),Friendlies (M),Home,D 1–1,de  Germany,rs  Serbia,Y*,GK,45,,,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
43,2019-03-24,Sun,Euro Qualifying,Group stage,Away,W 3–2,de  Germany,nl  Netherlands,Y*,GK,90,6,2,4,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
44,2019-04-06,Sat,Bundesliga,Matchweek 28,Home,W 5–0,Bayern Munich,Dortmund,Y*,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,2,3,66.7,20,3,15.0,27.0,2,0.0,26.0,4,0,0.0,0,,Match Report
45,2019-04-14,Sun,Bundesliga,Matchweek 29,Away,W 4–1,Bayern Munich,Düsseldorf,Y*,GK,52,1,0,1,100.0,0,0.0,0,0,0,0,0,1,0.0,13,4,7.7,23.3,0,,,1,0,0.0,1,25.0,Match Report
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2019-05-25,Sat,DFB-Pokal,Final,Away,W 3–0,Bayern Munich,RB Leipzig,Y*,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
48,2019-06-08,Sat,Euro Qualifying,Group stage,Away,W 2–0,de  Germany,by  Belarus,Y*,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
49,2019-06-11,Tue,Euro Qualifying,Group stage,Home,W 8–0,de  Germany,ee  Estonia,Y*,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
50,,,,,,32-9-6,,,47/47,,4147,95,41,66,68.4,21,26.0,5,5,0,0,195,398,49.0,1086,154,32.4,32.9,170,27.1,35.2,181,11,6.1,35,17.1,
