,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
0,2014-07-04,Fri,FIFA World Cup,Quarter-finals,Neutral,W 1–0,de  Germany,fr  France,Y,,90,9,0,,100.0,1,0,0,0,0,Match Report
1,2014-07-08,Tue,FIFA World Cup,Semi-finals,Neutral,W 7–1,de  Germany,br  Brazil,Y,,90,13,1,,92.3,0,0,0,0,0,Match Report
2,2014-07-13,Sun,FIFA World Cup,Final,Neutral,W 1–0,de  Germany,ar  Argentina,Y,,120,2,0,,100.0,1,0,0,0,0,Match Report
3,2014-08-13,Wed,DFL-Supercup,DFL-Supercup,Away,L 0–2,Bayern Munich,Dortmund,Y*,GK,90,10,2,8,80.0,0,0,0,0,0,Match Report
4,2014-08-17,Sun,DFB-Pokal,First round,Away,W 4–1,Bayern Munich,Preußen Münster,Y,,90,,1,,,0,1,1,0,0,Match Report
5,2014-08-22,Fri,Bundesliga,Matchweek 1,Home,W 2–1,Bayern Munich,Wolfsburg,Y,,90,4,1,3,75.0,0,0,0,0,0,Match Report
6,2014-08-30,Sat,Bundesliga,Matchweek 2,Away,D 1–1,Bayern Munich,Schalke 04,Y,,90,3,1,2,66.7,0,0,0,0,0,Match Report
7,2014-09-03,Wed,Friendlies (M),Friendlies (M),Home,L 2–4,de  Germany,ar  Argentina,Y*,GK,45,,,,,0,0,0,0,0,Match Report
8,2014-09-07,Sun,Euro Qualifying,Group stage,Home,W 2–1,de  Germany,sct  Scotland,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
9,2014-09-13,Sat,Bundesliga,Matchweek 3,Home,W 2–0,Bayern Munich,Stuttgart,Y,,90,0,0,0,,1,0,0,0,0,Match Report
10,2014-09-17,Wed,Champions Lg,Group stage,Home,W 1–0,de  Bayern Munich,eng  Manchester City,Y,,90,2,0,,100.0,1,0,0,0,0,Match Report
11,2014-09-20,Sat,Bundesliga,Matchweek 4,Away,D 0–0,Bayern Munich,Hamburger SV,Y,,90,0,0,0,,1,0,0,0,0,Match Report
12,2014-09-23,Tue,Bundesliga,Matchweek 5,Home,W 4–0,Bayern Munich,Paderborn 07,Y,,90,2,0,2,100.0,1,0,0,0,0,Match Report
