,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2019-08-03,Sat,DFL-Supercup,DFL-Supercup,Neutral,L 0–2,Bayern Munich,Dortmund,Y*,GK,90,4,2,2,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
1,2019-08-12,Mon,DFB-Pokal,First round,Away,W 3–1,Bayern Munich,Energie Cottbus,Y*,GK,90,2,1,2,100.0,0,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
2,2019-08-16,Fri,Bundesliga,Matchweek 1,Home,D 2–2,Bayern Munich,Hertha BSC,Y*,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,2,5,40.0,23,7,21.7,29.9,6,0.0,24.5,7,1,14.3,1,17.0,Match Report
3,2019-08-24,Sat,Bundesliga,Matchweek 2,Away,W 3–0,Bayern Munich,Schalke 04,Y*,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,9,11,81.8,40,5,25.0,30.4,9,11.1,24.8,11,0,0.0,2,17.5,Match Report
4,2019-08-31,Sat,Bundesliga,Matchweek 3,Home,W 6–1,Bayern Munich,Mainz 05,Y*,GK,90,4,1,3,75.0,0,1.2,0,0,0,0,3,4,75.0,30,8,13.3,24.9,3,0.0,13.7,3,0,0.0,1,15.8,Match Report
5,2019-09-06,Fri,Euro Qualifying,Group stage,Home,L 2–4,de  Germany,nl  Netherlands,Y*,GK,90,10,4,6,60.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
6,2019-09-09,Mon,Euro Qualifying,Group stage,Away,W 2–0,de  Germany,nir  Northern Ireland,Y*,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
7,2019-09-14,Sat,Bundesliga,Matchweek 4,Away,D 1–1,Bayern Munich,RB Leipzig,Y*,GK,90,5,1,5,100.0,0,1.2,1,1,0,0,5,7,71.4,44,6,15.9,25.9,5,0.0,12.8,6,0,0.0,0,9.0,Match Report
8,2019-09-18,Wed,Champions Lg,Group stage,Home,W 3–0,de  Bayern Munich,rs  Red Star,Y*,GK,90,0,0,0,,1,0.0,0,0,0,0,6,6,100.0,26,6,11.5,26.9,7,42.9,36.0,3,1,33.3,1,15.0,Match Report
9,2019-09-21,Sat,Bundesliga,Matchweek 5,Home,W 4–0,Bayern Munich,Köln,Y*,GK,90,2,0,2,100.0,1,0.4,0,0,0,0,5,9,55.6,28,4,21.4,27.8,8,37.5,34.4,12,1,8.3,1,14.2,Match Report
10,2019-09-28,Sat,Bundesliga,Matchweek 6,Away,W 3–2,Bayern Munich,Paderborn 07,Y*,GK,90,6,2,4,66.7,0,1.4,0,0,0,0,3,10,30.0,44,10,18.2,26.5,4,50.0,37.3,9,0,0.0,1,15.0,Match Report
11,2019-10-01,Tue,Champions Lg,Group stage,Away,W 7–2,de  Bayern Munich,eng  Tottenham,Y*,GK,90,6,2,5,83.3,0,2.4,1,1,0,0,6,16,37.5,38,5,39.5,37.2,8,12.5,27.4,10,1,10.0,0,14.0,Match Report
12,2019-10-05,Sat,Bundesliga,Matchweek 7,Home,L 1–2,Bayern Munich,Hoffenheim,Y*,GK,90,5,2,3,60.0,0,1.4,0,0,0,0,4,7,57.1,31,7,22.6,29.1,1,0.0,39.0,2,0,0.0,1,22.0,Match Report
13,2019-10-09,Wed,Friendlies (M),Friendlies (M),Home,D 2–2,de  Germany,ar  Argentina,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
14,2019-10-13,Sun,Euro Qualifying,Group stage,Away,W 3–0,de  Germany,ee  Estonia,Y*,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
