,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2017-08-26,Sat,Bundesliga,Matchweek 2,Away,W 2–0,Bayern Munich,Werder Bremen,Y*,GK,90,0,0,0,,1,0.0,0,0,0,0,4,11,36.4,19,1,52.6,37.4,3,33.3,39.7,4,0,0.0,0,8.7,Match Report
1,2017-09-09,Sat,Bundesliga,Matchweek 3,Away,L 0–2,Bayern Munich,Hoffenheim,Y*,GK,90,3,2,1,33.3,0,0.8,0,0,0,0,4,6,66.7,25,4,20.0,31.3,2,50.0,33.5,0,0,,1,12.3,Match Report
2,2017-09-12,Tue,Champions Lg,Group stage,Home,W 3–0,de  Bayern Munich,be  Anderlecht,Y*,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
3,2017-09-16,Sat,Bundesliga,Matchweek 4,Home,W 4–0,Bayern Munich,Mainz 05,Y*,GK,90,5,0,5,100.0,1,0.7,0,0,0,0,10,11,90.9,29,3,37.9,34.9,3,0.0,25.0,1,0,0.0,0,16.5,Match Report
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2018-05-19,Sat,DFB-Pokal,Final,Home,L 1–3,Bayern Munich,Eint Frankfurt,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2018-06-02,Sat,Friendlies (M),Friendlies (M),Away,L 1–2,de  Germany,at  Austria,Y*,GK,90,,2,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
7,2018-06-08,Fri,Friendlies (M),Friendlies (M),Home,W 2–1,de  Germany,sa  Saudi Arabia,Y*,GK,45,,,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
8,2018-06-17,Sun,FIFA World Cup,Group stage,Neutral,L 0–1,de  Germany,mx  Mexico,Y*,GK,90,4,1,3,75.0,0,0.4,0,0,0,0,1,3,33.3,17,4,17.6,26.1,1,0.0,25.0,3,0,0.0,1,14.8,Match Report
9,2018-06-23,Sat,FIFA World Cup,Group stage,Neutral,W 2–1,de  Germany,se  Sweden,Y*,GK,90,6,1,5,83.3,0,2.0,0,0,0,0,3,8,37.5,30,7,26.7,32.8,0,,,11,1,9.1,5,20.6,Match Report
10,2018-06-27,Wed,FIFA World Cup,Group stage,Neutral,L 0–2,de  Germany,kr  Korea Republic,Y*,GK,90,5,2,3,60.0,0,1.5,0,0,0,0,1,4,25.0,28,0,14.3,27.5,3,0.0,26.7,4,0,0.0,4,31.5,Match Report
11,,,,,,5-0-4,,,9/9,,765,24,8,18,75.0,3,5.5,0,0,0,0,23,43,53.5,148,19,27.7,31.8,12,16.7,30.5,23,1,4.3,11,18.7,
