,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
0,2016-07-02,Sat,UEFA Euro,Quarter-finals,Neutral,D 1  (6)  –1  (5),de  Germany,it  Italy,Y*,GK,120,2,1,2,100.0,0,1,1,0,0,Match Report
1,2016-07-07,Thu,UEFA Euro,Semi-finals,Home,L 0–2,de  Germany,fr  France,Y,GK,90,5,2,4,80.0,0,1,1,0,0,Match Report
2,2016-08-14,Sun,DFL-Supercup,DFL-Supercup,Away,W 2–0,Bayern Munich,Dortmund,Y,GK,90,,0,,,1,0,0,0,0,Match Report
3,2016-08-19,Fri,DFB-Pokal,First round,Away,W 5–0,Bayern Munich,Carl Zeiss Jena,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
4,2016-08-26,Fri,Bundesliga,Matchweek 1,Home,W 6–0,Bayern Munich,Werder Bremen,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
5,2016-08-31,Wed,Friendlies (M),Friendlies (M),Home,W 2–0,de  Germany,fi  Finland,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2016-09-04,Sun,WCQ — UEFA (M),First round,Away,W 3–0,de  Germany,no  Norway,Y*,GK,90,,0,,,1,0,0,0,0,Match Report
7,2016-09-09,Fri,Bundesliga,Matchweek 2,Away,W 2–0,Bayern Munich,Schalke 04,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
8,2016-09-13,Tue,Champions Lg,Group stage,Home,W 5–0,de  Bayern Munich,ru  Rostov,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
9,2016-09-17,Sat,Bundesliga,Matchweek 3,Home,W 3–1,Bayern Munich,Ingolstadt 04,Y*,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
