,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antoine Griezmann,7.0,fr  FRA,FW,29-245,82,23,22,1,0,0,1,1,0,0,0,0,0,17,1,5,18,1,4,0,0,21,0,0,0,0
1,Francisco Trincão,17.0,pt  POR,"RM,FW",20-328,8,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0
2,Pedri,16.0,es  ESP,LW,17-362,56,22,21,1,0,0,6,0,0,0,0,0,0,16,4,2,3,18,0,1,0,19,0,0,1,0
3,Philippe Coutinho,14.0,br  BRA,"LW,CM",28-162,34,20,17,3,0,0,6,0,0,2,1,1,0,12,3,5,0,18,1,1,0,12,0,1,2,1
4,Ousmane Dembélé,11.0,fr  FRA,"RW,LM",23-190,90,47,47,0,0,1,8,1,3,0,0,0,0,34,9,4,21,26,0,0,0,39,0,2,2,3
5,Lionel Messi,10.0,ar  ARG,"AM,CM",33-150,90,56,49,7,3,0,9,2,3,4,3,0,0,37,5,14,51,4,0,0,0,40,1,1,4,2
6,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-193,90,77,77,0,0,0,7,4,0,0,0,0,0,60,12,5,3,71,2,0,0,71,1,0,1,0
7,Miralem Pjanić,8.0,ba  BIH,DM,30-233,82,72,67,5,2,0,14,1,0,2,0,1,0,57,11,4,4,64,2,1,0,63,0,0,4,2
8,Martin Braithwaite,9.0,dk  DEN,"FW,DM",29-169,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-245,90,86,78,8,1,1,9,2,3,0,0,0,0,56,20,10,63,15,0,7,0,77,0,0,2,2
10,Clément Lenglet,15.0,fr  FRA,CB,25-157,90,65,65,0,0,0,13,0,0,0,0,0,0,48,12,5,56,6,1,0,0,60,0,0,2,0
11,Gerard Piqué,3.0,es  ESP,CB,33-293,61,60,55,5,5,0,4,2,0,0,0,0,0,48,8,4,0,54,3,0,2,57,0,0,0,0
12,Sergiño Dest,2.0,us  USA,RB,20-018,29,17,16,1,0,0,0,0,0,0,0,0,0,16,1,0,2,14,0,1,0,16,0,0,0,0
13,Sergi Roberto,20.0,es  ESP,"RB,DM",28-288,90,81,79,2,0,0,8,0,0,0,0,0,0,68,7,6,12,61,4,2,0,74,0,1,2,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-205,90,22,15,7,2,0,1,0,0,0,0,0,0,19,0,3,0,18,0,0,4,21,0,1,0,0
15,15 Players,,,,,990,651,611,40,13,2,86,13,9,8,4,2,0,489,94,68,236,370,17,13,6,572,2,6,20,10
