,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,João Félix,7.0,pt  POR,FW,21-011,83,0,0,0,0,2,0,0,1,1,0,0,0,4,1,1,50.0
1,Thomas Lemar,11.0,fr  FRA,FW,25-009,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2,Ángel Correa,10.0,ar  ARG,FW,25-257,83,0,0,0,3,0,0,1,1,2,0,0,0,6,0,5,0.0
3,Geoffrey Kondogbia,4.0,cf  CTA,CM,27-280,7,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0
4,Saúl Ñíguez,8.0,es  ESP,CM,26-000,90,0,0,0,1,0,0,1,3,1,0,0,0,4,1,1,50.0
5,Marcos Llorente,14.0,es  ESP,CM,25-296,72,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,0.0
6,Diego Costa,19.0,es  ESP,"CM,FW",32-045,18,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,100.0
7,Koke,6.0,es  ESP,DM,28-318,90,1,0,0,1,2,0,1,4,2,0,0,0,3,1,1,50.0
8,Yannick Carrasco,21.0,be  BEL,WB,27-078,89,1,0,0,3,1,1,2,2,1,0,0,0,11,0,1,0.0
9,Felipe,18.0,br  BRA,WB,31-189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,Kieran Trippier,23.0,eng  ENG,WB,30-063,90,0,0,0,1,1,0,4,4,0,0,0,0,5,3,0,100.0
11,Mario Hermoso,22.0,es  ESP,CB,25-156,90,0,0,0,0,0,0,0,1,3,0,0,0,5,2,1,66.7
12,José María Giménez,2.0,uy  URU,CB,25-306,90,1,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0.0
13,Stefan Savić,15.0,me  MNE,CB,29-318,90,1,0,0,1,0,0,0,3,1,0,0,0,7,1,2,33.3
14,Jan Oblak,13.0,si  SVN,GK,27-319,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
15,15 Players,,,,,990,4,0,0,13,6,2,11,21,13,0,0,0,57,12,14,46.2
