,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,João Félix,7.0,pt  POR,FW,21-011,83,2,1,1,1,0,1,1,100.0,0,14,5,35.7,3,8,3,0,0,0,0,1,3,0,0
1,Thomas Lemar,11.0,fr  FRA,FW,25-009,7,1,1,1,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,1,0,0
2,Ángel Correa,10.0,ar  ARG,FW,25-257,83,2,2,0,2,0,0,0,,0,33,9,27.3,6,16,11,0,0,0,0,1,3,1,0
3,Geoffrey Kondogbia,4.0,cf  CTA,CM,27-280,7,1,1,1,0,0,1,3,33.3,2,4,1,25.0,1,3,0,0,0,0,0,0,1,2,0
4,Saúl Ñíguez,8.0,es  ESP,CM,26-000,90,2,1,2,0,0,2,4,50.0,2,16,5,31.3,7,7,2,1,0,0,1,3,5,2,0
5,Marcos Llorente,14.0,es  ESP,CM,25-296,72,1,0,0,1,0,1,1,100.0,0,19,5,26.3,9,3,7,3,0,0,3,1,2,0,0
6,Diego Costa,19.0,es  ESP,"CM,FW",32-045,18,0,0,0,0,0,0,0,,0,5,1,20.0,0,4,1,0,0,0,0,0,0,1,0
7,Koke,6.0,es  ESP,DM,28-318,90,2,2,1,1,0,2,4,50.0,2,28,9,32.1,12,12,4,1,0,0,1,4,6,1,0
8,Yannick Carrasco,21.0,be  BEL,WB,27-078,89,1,1,1,0,0,0,3,0.0,3,17,2,11.8,11,1,5,1,0,0,1,2,3,2,0
9,Felipe,18.0,br  BRA,WB,31-189,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
10,Kieran Trippier,23.0,eng  ENG,WB,30-063,90,2,0,2,0,0,1,1,100.0,0,20,5,25.0,11,7,2,1,0,0,1,4,6,3,0
11,Mario Hermoso,22.0,es  ESP,CB,25-156,90,3,3,3,0,0,1,3,33.3,2,11,4,36.4,8,1,2,2,0,0,2,1,4,1,0
12,José María Giménez,2.0,uy  URU,CB,25-306,90,0,0,0,0,0,0,0,,0,9,2,22.2,9,0,0,3,2,0,1,1,1,2,0
13,Stefan Savić,15.0,me  MNE,CB,29-318,90,1,1,1,0,0,0,0,,0,6,3,50.0,6,0,0,2,2,0,0,3,4,1,0
14,Jan Oblak,13.0,si  SVN,GK,27-319,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
15,15 Players,,,,,990,18,13,13,5,0,9,20,45.0,11,183,52,28.4,84,62,37,14,4,0,10,21,39,16,1
