,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,João Félix,7.0,pt  POR,FW,21-011,83,0,0,0,0,1,0,0,0,54,14,2,1,0,0.0,0.0,0.0,1,0,42,46,91.3,2,45,5,2,4
1,Thomas Lemar,11.0,fr  FRA,FW,25-009,7,0,0,0,0,0,0,0,0,9,1,1,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,5,1,0,0
2,Ángel Correa,10.0,ar  ARG,FW,25-257,83,0,1,0,0,1,0,0,0,41,33,2,1,0,0.0,0.0,0.6,3,1,26,31,83.9,2,28,5,1,2
3,Geoffrey Kondogbia,4.0,cf  CTA,CM,27-280,7,0,0,0,0,0,0,0,0,8,4,1,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,5,0,0,0
4,Saúl Ñíguez,8.0,es  ESP,CM,26-000,90,0,0,0,0,4,1,0,0,69,16,2,3,1,0.1,0.1,0.0,1,0,51,56,91.1,2,37,4,1,1
5,Marcos Llorente,14.0,es  ESP,CM,25-296,72,0,0,0,0,1,0,0,0,38,19,1,1,3,0.2,0.2,0.0,0,0,25,31,80.6,1,28,4,0,0
6,Diego Costa,19.0,es  ESP,"CM,FW",32-045,18,0,0,0,0,0,0,0,0,28,5,0,0,0,0.0,0.0,0.0,2,0,15,20,75.0,1,19,2,0,0
7,Koke,6.0,es  ESP,DM,28-318,90,0,0,0,0,0,0,1,0,82,28,2,4,1,0.0,0.0,0.1,5,0,67,78,85.9,8,59,7,1,1
8,Yannick Carrasco,21.0,be  BEL,WB,27-078,89,1,0,0,0,3,1,1,0,55,17,1,2,1,0.5,0.5,0.0,2,1,36,43,83.7,1,47,8,4,5
9,Felipe,18.0,br  BRA,WB,31-189,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0
10,Kieran Trippier,23.0,eng  ENG,WB,30-063,90,0,0,0,0,0,0,0,0,80,20,2,4,1,0.0,0.0,0.1,3,0,58,68,85.3,6,52,2,1,2
11,Mario Hermoso,22.0,es  ESP,CB,25-156,90,0,0,0,0,0,0,0,0,74,11,3,1,2,0.0,0.0,0.0,1,0,51,67,76.1,6,32,0,1,1
12,José María Giménez,2.0,uy  URU,CB,25-306,90,0,0,0,0,0,0,1,0,42,9,0,1,3,0.0,0.0,0.0,0,0,32,35,91.4,2,27,2,0,0
13,Stefan Savić,15.0,me  MNE,CB,29-318,90,0,0,0,0,0,0,1,0,56,6,1,3,2,0.0,0.0,0.0,0,0,48,52,92.3,6,37,2,0,0
14,Jan Oblak,13.0,si  SVN,GK,27-319,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,14,28,50.0,0,10,0,0,0
15,15 Players,,,,,990,1,1,0,0,10,2,4,0,665,183,18,21,14,0.9,0.9,0.8,19,2,477,570,83.7,38,431,42,11,16
