,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
25,Stuart Armstrong,sct  SCO,MF,Southampton,27,1992,30,1715,57,50.1,19.1,19,82,7,11,15,2,1.50,32,25,+7,+0.37,+1.21,28.5,28.5,0.0,0.00,-0.05
26,Kepa Arrizabalaga,es  ESP,GK,Chelsea,24,1994,33,2970,90,86.8,33.0,33,90,33,0,,5,1.76,61,47,+14,+0.42,+0.22,60.0,33.0,+26.9,+0.82,+0.47
27,Bernard Ashley-Seal,eng  ENG,FW,Wolves,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
28,Christian Atsu,gh  GHA,"FW,MF",Newcastle Utd,27,1992,19,749,39,21.9,8.3,6,82,3,13,20,9,1.11,4,15,-11,-1.32,-1.02,3.7,13.3,-9.7,-1.16,-0.64
29,Pierre-Emerick Aubameyang,ga  GAB,FW,Arsenal,30,1989,36,3136,87,91.7,34.8,35,89,31,1,33,0,1.50,51,44,+7,+0.20,-0.12,46.3,51.5,-5.1,-0.15,+0.54
30,Serge Aurier,ci  CIV,DF,Tottenham,26,1992,33,2700,82,78.9,30.0,31,86,23,2,13,2,1.64,51,32,+19,+0.63,+1.26,35.9,38.9,-3.1,-0.10,+0.26
31,Brandon Austin,eng  ENG,GK,Tottenham,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
32,Jordan Ayew,gh  GHA,"FW,MF",Crystal Palace,27,1991,37,3148,85,92.0,35.0,37,85,23,0,,1,1.16,28,45,-17,-0.49,+0.18,30.5,46.3,-15.8,-0.45,+0.04
33,César Azpilicueta,es  ESP,DF,Chelsea,29,1989,36,3229,90,94.4,35.9,36,90,35,0,,2,1.75,67,53,+14,+0.39,-0.08,61.9,36.7,+25.2,+0.70,-0.94
34,Eric Bailly,ci  CIV,DF,Manchester Utd,25,1994,4,150,38,4.4,1.7,1,90,1,3,20,10,2.50,5,1,+4,+2.40,+1.68,1.8,2.4,-0.6,-0.36,-0.99
35,Leighton Baines,eng  ENG,DF,Everton,34,1984,8,404,51,11.8,4.5,4,76,2,4,25,19,1.38,7,9,-2,-0.45,-0.15,8.2,6.0,+2.2,+0.50,+0.54
36,Fabián Balbuena,py  PAR,DF,West Ham,27,1991,17,1177,69,34.4,13.1,13,90,13,4,2,21,1.18,12,24,-12,-0.92,-0.88,13.2,22.2,-9.0,-0.69,-0.45
37,George Baldock,eng  ENG,DF,Sheffield Utd,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,39,39,0,0.00,,41.5,47.9,-6.4,-0.17,
38,Leon Balogun,ng  NGA,DF,Brighton,31,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,
39,Tudor Băluță,ro  ROU,"DF,MF",Brighton,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
40,Beni Baningime,cd  COD,MF,Everton,20,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,
41,Phil Bardsley,sct  SCO,DF,Burnley,34,1985,21,1890,90,55.3,21.0,21,90,21,0,,10,1.67,26,19,+7,+0.33,+1.16,27.0,24.8,+2.2,+0.10,+0.49
42,Ross Barkley,eng  ENG,MF,Chelsea,25,1993,21,1103,53,32.3,12.3,13,72,4,8,21,7,2.05,27,14,+13,+1.06,+0.98,26.0,10.4,+15.6,+1.27,+0.76
43,Ashley Barnes,eng  ENG,FW,Burnley,29,1989,19,1352,71,39.5,15.0,17,77,5,2,25,0,1.26,19,21,-2,-0.13,+0.08,16.3,13.4,+3.0,+0.20,+0.52
44,Harvey Barnes,eng  ENG,"MF,FW",Leicester City,21,1997,36,2083,58,60.9,23.1,24,74,4,12,26,2,1.61,38,24,+14,+0.60,-0.20,41.0,26.1,+15.0,+0.65,+0.50
45,Chris Basham,eng  ENG,DF,Sheffield Utd,31,1988,38,3242,85,94.8,36.0,38,85,25,0,,0,1.42,33,37,-4,-0.11,-2.13,37.9,44.7,-6.8,-0.19,-0.42
46,Borja Bastón,es  ESP,"MF,FW",Aston Villa,26,1992,2,18,9,0.5,0.2,0,,0,2,9,3,0.00,0,2,-2,-10.00,-9.37,0.0,1.7,-1.6,-8.16,-7.52
47,Lewis Bate,eng  ENG,MF,Chelsea,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
48,Michy Batshuayi,be  BEL,FW,Chelsea,25,1993,16,239,15,7.0,2.7,1,67,0,15,11,12,1.50,5,8,-3,-1.13,-1.64,5.3,2.9,+2.4,+0.90,+0.16
49,Jan Bednarek,pl  POL,DF,Southampton,23,1996,34,3057,90,89.4,34.0,34,90,33,0,,2,1.26,43,57,-14,-0.41,-1.65,47.8,48.9,-1.1,-0.03,-0.54
50,Héctor Bellerín,es  ESP,DF,Arsenal,24,1995,15,1158,77,33.9,12.9,13,88,10,2,9,5,1.47,20,18,+2,+0.16,-0.08,17.3,21.4,-4.1,-0.32,-0.19
51,Filip Benković,hr  CRO,DF,Leicester City,22,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
52,Josh Benson,eng  ENG,MF,Burnley,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
53,Nabil Bentaleb,dz  ALG,MF,Newcastle Utd,24,1994,12,751,63,22.0,8.3,8,84,6,4,20,2,0.83,7,16,-9,-1.08,-0.71,6.1,12.4,-6.3,-0.76,-0.12
54,Christian Benteke,be  BEL,FW,Crystal Palace,28,1990,24,1261,53,36.9,14.0,13,86,6,11,13,3,1.21,11,18,-7,-0.50,0.00,13.7,20.5,-6.8,-0.48,-0.05
55,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,28,1990,12,621,52,18.2,6.9,6,74,1,6,30,3,1.08,11,7,+4,+0.58,+0.93,10.5,6.4,+4.0,+0.59,+0.86
56,Sander Berge,no  NOR,MF,Sheffield Utd,21,1998,14,943,67,27.6,10.5,12,75,5,2,23,0,1.50,11,11,0,0.00,0.00,9.0,12.1,-3.1,-0.30,-0.18
57,Steven Bergwijn,nl  NED,"FW,MF",Tottenham,21,1997,14,704,50,20.6,7.8,8,73,2,6,20,0,1.79,10,9,+1,+0.13,-0.30,9.3,12.7,-3.5,-0.44,-0.36
58,Bernard,br  BRA,"MF,FW",Everton,26,1992,27,1280,47,37.4,14.2,15,68,3,12,22,6,1.30,14,12,+2,+0.14,+0.73,17.5,13.7,+3.8,+0.26,+0.39
59,Bernardo,br  BRA,DF,Brighton,24,1995,14,679,49,19.9,7.5,7,80,4,7,17,9,1.00,6,17,-11,-1.46,-1.33,6.7,13.0,-6.4,-0.84,-0.61
60,Ryan Bertrand,eng  ENG,DF,Southampton,29,1989,32,2742,86,80.2,30.5,31,87,29,1,45,2,1.38,43,44,-1,-0.03,+1.03,45.3,42.2,+3.1,+0.10,+0.40
61,Muhamed Bešić,ba  BIH,MF,Sheffield Utd,26,1992,9,250,28,7.3,2.8,2,76,0,7,14,14,1.56,1,2,-1,-0.36,-0.39,4.0,4.2,-0.2,-0.06,+0.12
62,Philip Billing,dk  DEN,MF,Bournemouth,23,1996,34,2530,74,74.0,28.1,29,82,19,5,30,1,0.97,31,41,-10,-0.36,+1.16,33.2,40.6,-7.5,-0.27,+0.48
63,Yves Bissouma,ml  MLI,MF,Brighton,22,1996,22,1259,57,36.8,14.0,15,76,4,7,17,7,1.05,8,18,-10,-0.71,-0.51,12.9,21.8,-8.8,-0.63,-0.45
64,Willy Boly,ci  CIV,DF,Wolves,28,1991,22,1979,90,57.9,22.0,22,90,21,0,,1,1.64,26,15,+11,+0.50,+0.50,25.2,19.2,+6.0,+0.27,-0.12
65,Gaëtan Bong,cm  CMR,"MF,DF",Brighton,31,1988,4,59,15,1.7,0.7,0,,0,4,15,0,1.25,0,3,-3,-4.58,-4.25,0.6,1.9,-1.3,-1.92,-1.60
66,Artur Boruc,pl  POL,GK,Bournemouth,39,1980,0,,,,,0,,0,0,,38,,,,,,,,,,,
67,Sofiane Boufal,ma  MAR,"MF,FW",Southampton,25,1993,20,764,38,22.3,8.5,8,72,1,12,16,7,0.95,10,18,-8,-0.94,-0.91,13.6,14.0,-0.3,-0.04,-0.08
68,Jarrod Bowen,eng  ENG,FW,West Ham,22,1996,13,917,71,26.8,10.2,11,82,4,2,9,0,1.15,15,13,+2,+0.20,+0.74,16.2,10.5,+5.6,+0.55,+1.29
69,Robbie Brady,ie  IRL,MF,Burnley,27,1992,17,454,27,13.3,5.0,5,64,0,12,11,13,1.00,7,10,-3,-0.59,-0.47,6.6,7.9,-1.3,-0.27,-0.17
70,Jarrad Branthwaite,eng  ENG,DF,Everton,17,2002,4,300,75,8.8,3.3,2,90,2,2,60,5,1.00,3,5,-2,-0.60,-0.31,3.3,5.1,-1.8,-0.55,-0.62
71,Claudio Bravo,cl  CHI,GK,Manchester City,36,1983,4,347,87,10.1,3.9,3,90,3,1,77,27,1.50,7,7,0,0.00,-1.96,5.5,5.0,+0.5,+0.13,-1.56
72,Rhian Brewster,eng  ENG,FW,Liverpool,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
73,Armando Broja,al  ALB,FW,Chelsea,17,2001,1,5,5,0.1,0.1,0,,0,1,5,0,3.00,0,0,0,0.00,-0.40,0.0,0.0,0.0,+0.40,-0.35
74,David Brooks,wls  WAL,MF,Bournemouth,22,1997,9,506,56,14.8,5.6,8,61,0,1,22,0,0.78,6,12,-6,-1.07,-0.48,5.3,6.8,-1.5,-0.27,+0.15
75,Josh Brownhill,eng  ENG,MF,Burnley,23,1995,10,805,81,23.5,8.9,9,89,8,1,1,3,1.80,8,10,-2,-0.22,-0.05,8.8,13.0,-4.1,-0.46,-0.45
76,Emi Buendía,ar  ARG,"FW,MF",Norwich City,22,1996,36,2464,68,72.0,27.4,28,83,19,8,16,0,0.58,21,52,-31,-1.13,+0.56,29.5,44.0,-14.5,-0.53,+0.36
77,Dan Burn,eng  ENG,DF,Brighton,27,1992,34,2880,85,84.2,32.0,33,87,31,1,13,0,1.15,32,42,-10,-0.31,+0.52,34.6,44.0,-9.4,-0.29,+0.35
78,David Button,eng  ENG,GK,Brighton,30,1989,0,,,,,0,,0,0,,38,,,,,,,,,,,
79,Oskar Buur,dk  DEN,"DF,MF",Wolves,21,1998,0,,,,,0,,0,0,,15,,,,,,,,,,,
80,Sam Byram,eng  ENG,DF,Norwich City,25,1993,17,1293,76,37.8,14.4,15,84,13,2,13,9,0.94,15,23,-8,-0.56,+1.18,18.0,19.2,-1.2,-0.08,+0.88
81,Willy Caballero,ar  ARG,GK,Chelsea,37,1981,5,450,90,13.2,5.0,5,90,5,0,,33,1.60,8,7,+1,+0.20,-0.22,6.6,4.9,+1.7,+0.34,-0.47
82,Gary Cahill,eng  ENG,DF,Crystal Palace,33,1985,25,2167,87,63.4,24.1,25,87,24,0,,2,1.16,20,35,-15,-0.62,-0.34,21.6,33.3,-11.7,-0.49,-0.08
83,Dominic Calvert-Lewin,eng  ENG,FW,Everton,22,1997,36,2626,73,76.8,29.2,30,84,20,6,18,2,1.28,36,43,-7,-0.24,+0.33,38.1,38.9,-0.8,-0.03,-0.22
84,Víctor Camarasa,es  ESP,MF,Crystal Palace,25,1994,1,6,6,0.2,0.1,0,,0,1,6,10,0.00,0,0,0,0.00,+0.50,0.2,0.1,+0.1,+1.81,+2.27
85,Leonardo Campana,ec  ECU,FW,Wolves,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
86,João Cancelo,pt  POR,DF,Manchester City,25,1994,17,1208,71,35.3,13.4,13,87,12,4,21,17,2.18,35,11,+24,+1.79,+0.04,30.5,11.0,+19.6,+1.46,-0.12
87,Todd Cantwell,eng  ENG,"FW,MF",Norwich City,21,1998,37,2489,67,72.8,27.7,30,79,9,7,16,0,0.57,18,53,-35,-1.27,+0.09,27.2,47.0,-19.9,-0.72,-0.33
88,Étienne Capoue,fr  FRA,MF,Watford,31,1988,30,2627,88,76.8,29.2,30,88,25,0,,0,1.00,29,48,-19,-0.65,+0.37,33.6,43.2,-9.6,-0.33,-0.03
89,Gonçalo Cardoso,pt  POR,DF,West Ham,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
90,Andy Carroll,eng  ENG,FW,Newcastle Utd,30,1989,19,632,33,18.5,7.0,4,85,3,15,19,2,1.53,9,10,-1,-0.14,+0.47,6.0,13.2,-7.2,-1.03,-0.45
91,Scott Carson,eng  ENG,GK,Manchester City,33,1985,0,,,,,0,,0,0,,10,,,,,,,,,,,
92,Jonny Castro,es  ESP,DF,Wolves,25,1994,35,2887,82,84.4,32.1,33,87,27,2,12,1,1.57,42,35,+7,+0.22,-0.46,38.7,30.0,+8.6,+0.27,-0.34
93,Craig Cathcart,nir  NIR,DF,Watford,30,1989,29,2488,86,72.7,27.6,28,87,26,1,45,7,0.90,25,37,-12,-0.43,+1.11,30.6,36.7,-6.1,-0.22,+0.37
94,Dani Ceballos,es  ESP,MF,Arsenal,22,1996,24,1692,71,49.5,18.8,18,80,6,6,42,4,1.75,29,21,+8,+0.43,+0.43,23.0,27.2,-4.1,-0.22,-0.05
95,Nathaniel Chalobah,eng  ENG,MF,Watford,24,1994,22,930,42,27.2,10.3,10,78,4,12,13,13,1.14,11,14,-3,-0.29,+0.61,12.1,15.8,-3.7,-0.36,-0.05
96,Calum Chambers,eng  ENG,DF,Arsenal,24,1995,14,1102,79,32.2,12.2,13,81,11,1,45,5,1.29,16,15,+1,+0.08,-0.19,16.2,13.3,+2.8,+0.23,+0.63
97,James Chester,wls  WAL,DF,Aston Villa,30,1989,0,,,,,0,,0,0,,6,,,,,,,,,,,
98,Ben Chilwell,eng  ENG,DF,Leicester City,22,1996,27,2373,88,69.4,26.4,27,88,25,0,,1,1.67,48,26,+22,+0.83,+0.49,39.5,32.7,+6.8,+0.26,-0.63
99,Tahith Chong,nl  NED,"FW,DF",Manchester Utd,19,1999,3,37,12,1.1,0.4,0,,0,3,12,4,2.00,0,0,0,0.00,-0.80,0.4,0.1,+0.3,+0.74,+0.17
100,Hamza Choudhury,eng  ENG,MF,Leicester City,21,1997,20,893,45,26.1,9.9,10,76,4,10,13,9,1.60,16,12,+4,+0.40,-0.38,11.1,10.5,+0.6,+0.06,-0.53
101,Andreas Christensen,dk  DEN,DF,Chelsea,23,1996,21,1751,83,51.2,19.5,21,83,18,0,,14,1.62,37,33,+4,+0.21,-0.39,34.9,22.1,+12.8,+0.66,-0.19
102,Dennis Cirken,eng  ENG,DF,Tottenham,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
103,Ciaran Clark,ie  IRL,DF,Newcastle Utd,29,1989,14,1186,85,34.7,13.2,14,85,11,0,,4,1.64,13,14,-1,-0.08,+0.69,10.4,20.6,-10.2,-0.78,-0.17
104,Leon Clarke,eng  ENG,"FW,MF",Sheffield Utd,34,1985,2,35,18,1.0,0.4,0,,0,2,18,2,0.00,0,2,-2,-5.14,-5.20,0.4,1.7,-1.3,-3.22,-3.09
105,Tom Cleverley,eng  ENG,MF,Watford,29,1989,18,971,54,28.4,10.8,11,78,8,7,16,2,0.67,7,26,-19,-1.76,-1.43,13.2,21.3,-8.1,-0.75,-0.59
106,Conor Coady,eng  ENG,DF,Wolves,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.55,51,40,+11,+0.29,,47.1,34.8,+12.3,+0.32,
107,Alex Cochrane,eng  ENG,DF,Brighton,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
108,Séamus Coleman,ie  IRL,DF,Everton,30,1988,27,1839,68,53.8,20.4,21,81,15,6,24,6,1.30,19,28,-9,-0.44,-0.27,24.6,28.7,-4.2,-0.20,-0.49
109,Aaron Connolly,ie  IRL,FW,Brighton,19,2000,24,1258,52,36.8,14.0,14,72,0,10,26,4,1.13,18,22,-4,-0.29,+0.17,15.6,19.8,-4.2,-0.30,+0.08
110,Lewis Cook,eng  ENG,MF,Bournemouth,22,1997,27,1352,50,39.5,15.0,14,81,8,13,17,7,0.81,18,30,-12,-0.80,-0.23,17.1,23.7,-6.6,-0.44,-0.09
111,Steve Cook,eng  ENG,DF,Bournemouth,28,1991,29,2428,84,71.0,27.0,28,85,25,1,51,3,0.83,30,47,-17,-0.63,+0.10,32.6,43.0,-10.4,-0.38,+0.02
112,Jack Cork,eng  ENG,MF,Burnley,30,1989,30,2613,87,76.4,29.0,30,87,24,0,,0,1.40,31,41,-10,-0.34,-0.68,32.0,36.1,-4.1,-0.14,-0.11
113,Conor Coventry,ie  IRL,MF,West Ham,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
114,Aaron Cresswell,eng  ENG,DF,West Ham,29,1989,31,2727,88,79.7,30.3,31,88,28,0,,0,0.97,41,51,-10,-0.33,+0.06,36.9,47.3,-10.5,-0.34,+0.23
115,Luke Cundle,eng  ENG,MF,Wolves,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
116,Patrick Cutrone,it  ITA,FW,Wolves,21,1998,12,297,25,8.7,3.3,3,65,0,9,11,8,1.67,6,6,0,0.00,-0.32,4.9,5.7,-0.8,-0.23,-0.60
117,Bernardo Costa Da Rosa,br  BRA,MF,West Ham,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
118,Diogo Dalot,pt  POR,"DF,MF",Manchester Utd,20,1999,4,67,17,2.0,0.7,1,59,0,3,3,4,1.00,0,1,-1,-1.34,-2.18,0.9,1.0,-0.1,-0.11,-0.71
119,James Daly,eng  ENG,FW,Crystal Palace,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
120,Charlie Daniels,eng  ENG,DF,Bournemouth,32,1986,2,126,63,3.7,1.4,2,63,1,0,,1,1.50,2,2,0,0.00,+0.68,1.4,2.6,-1.2,-0.86,-0.49
121,Scott Dann,eng  ENG,DF,Crystal Palace,32,1987,16,1266,79,37.0,14.1,14,88,13,2,19,15,1.13,10,14,-4,-0.28,+0.34,13.3,18.6,-5.3,-0.38,+0.12
122,Kevin Danso,at  AUT,DF,Southampton,20,1998,6,277,46,8.1,3.1,3,69,1,3,23,16,0.83,3,8,-5,-1.62,-1.51,3.1,6.2,-3.0,-0.99,-1.10
123,Karl Darlow,eng  ENG,GK,Newcastle Utd,28,1990,0,,,,,0,,0,0,,37,,,,,,,,,,,
124,Ben Davies,wls  WAL,DF,Tottenham,26,1993,18,1431,80,41.8,15.9,16,88,13,2,9,6,1.61,24,19,+5,+0.31,-0.09,16.5,19.9,-3.4,-0.22,-0.10
125,Tom Davies,eng  ENG,MF,Everton,21,1998,30,2027,68,59.3,22.5,23,83,16,7,16,6,1.33,21,34,-13,-0.58,-0.64,26.8,32.4,-5.7,-0.25,-0.67
126,Keinan Davis,eng  ENG,FW,Aston Villa,21,1998,18,548,30,16.0,6.1,4,70,0,14,19,3,0.83,6,7,-1,-0.16,+0.62,7.2,5.9,+1.3,+0.22,+1.07
127,Craig Dawson,eng  ENG,DF,Watford,29,1990,29,2361,81,69.0,26.2,26,88,25,3,22,5,0.90,25,49,-24,-0.91,-0.57,32.5,40.5,-7.9,-0.30,+0.06
128,Kevin De Bruyne,be  BEL,MF,Manchester City,28,1991,35,2791,80,81.6,31.0,32,84,20,3,32,1,2.23,87,22,+65,+2.10,+1.81,79.8,25.1,+54.7,+1.76,+1.25
129,Troy Deeney,eng  ENG,FW,Watford,31,1988,27,2225,82,65.1,24.7,26,84,16,1,35,2,0.96,27,39,-12,-0.49,+0.72,29.9,33.6,-3.7,-0.15,+0.49
130,Tom Dele-Bashiru,ng  NGA,MF,Watford,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
131,Fabian Delph,eng  ENG,MF,Everton,29,1989,16,1190,74,34.8,13.2,13,86,10,3,23,1,1.19,17,24,-7,-0.53,-0.33,19.2,15.7,+3.5,+0.26,+0.37
132,Leander Dendoncker,be  BEL,"MF,DF",Wolves,24,1995,38,2795,74,81.7,31.1,32,85,27,6,14,0,1.55,41,34,+7,+0.23,-0.35,38.4,27.9,+10.5,+0.34,+0.09
133,Gerard Deulofeu,es  ESP,FW,Watford,25,1994,28,2098,75,61.3,23.3,25,79,11,3,43,0,0.96,22,33,-11,-0.47,+0.69,26.2,36.1,-9.9,-0.42,-0.27
134,Eric Dier,eng  ENG,"DF,MF",Tottenham,25,1994,19,1344,71,39.3,14.9,15,85,13,4,18,13,1.95,26,23,+3,+0.20,-0.28,20.1,20.4,-0.3,-0.02,+0.23
135,Lucas Digne,fr  FRA,DF,Everton,26,1993,35,3030,87,88.6,33.7,35,87,30,0,,1,1.29,37,49,-12,-0.36,-0.36,40.3,42.8,-2.5,-0.07,-0.86
136,Virgil van Dijk,nl  NED,DF,Liverpool,28,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,2.61,85,33,+52,+1.37,,71.5,40.0,+31.5,+0.83,
137,Issa Diop,fr  FRA,DF,West Ham,22,1997,32,2766,86,80.9,30.7,31,89,30,1,3,4,1.03,39,54,-15,-0.49,-0.76,39.3,50.6,-11.3,-0.37,+0.12
138,Moussa Djenepo,ml  MLI,"MF,DF",Southampton,21,1998,18,928,52,27.1,10.3,10,74,4,8,23,3,1.28,15,13,+2,+0.19,+0.59,17.7,14.2,+3.6,+0.34,+0.44
139,Mihai Dobre,ro  ROU,MF,Bournemouth,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
140,Matt Doherty,ie  IRL,DF,Wolves,27,1992,36,2839,79,83.0,31.5,32,85,26,4,31,1,1.64,45,31,+14,+0.44,+0.91,40.8,27.1,+13.7,+0.43,+0.66
141,Abdoulaye Doucouré,fr  FRA,MF,Watford,26,1993,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.80,-0.80,41.7,52.3,-10.6,-0.30,+0.27
142,Thomas Doyle,eng  ENG,MF,Manchester City,17,2001,1,16,16,0.5,0.2,0,,0,1,16,5,3.00,1,0,+1,+5.63,+3.88,0.7,0.0,+0.7,+3.67,+2.14
143,Anthony Driscoll-Glennon,eng  ENG,DF,Burnley,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
