,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
77,Nathaniel Chalobah,eng  ENG,MF,Watford,24,1994,10.3,0,9,0,0.0,0.87,0.00,0.00,,21.6,2,0,0,0.4,0.4,0.05,-0.4,-0.4
78,Calum Chambers,eng  ENG,DF,Arsenal,24,1995,12.2,1,12,2,16.7,0.98,0.16,0.08,0.50,11.6,0,0,0,0.7,0.7,0.06,+0.3,+0.3
79,Ben Chilwell,eng  ENG,DF,Leicester City,22,1996,26.4,3,15,6,40.0,0.57,0.23,0.20,0.50,18.1,0,0,0,1.0,1.0,0.07,+2.0,+2.0
80,Tahith Chong,nl  NED,"FW,DF",Manchester Utd,19,1999,0.4,0,1,0,0.0,2.43,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
81,Hamza Choudhury,eng  ENG,MF,Leicester City,21,1997,9.9,1,7,2,28.6,0.71,0.20,0.14,0.50,16.1,0,0,0,0.5,0.5,0.07,+0.5,+0.5
82,Andreas Christensen,dk  DEN,DF,Chelsea,23,1996,19.5,0,7,2,28.6,0.36,0.10,0.00,0.00,11.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7
83,Ciaran Clark,ie  IRL,DF,Newcastle Utd,29,1989,13.2,2,6,4,66.7,0.46,0.30,0.33,0.50,8.2,0,0,0,1.3,1.3,0.22,+0.7,+0.7
84,Leon Clarke,eng  ENG,"FW,MF",Sheffield Utd,34,1985,0.4,0,1,0,0.0,2.57,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.33,-0.3,-0.3
85,Tom Cleverley,eng  ENG,MF,Watford,29,1989,10.8,1,17,5,29.4,1.58,0.46,0.06,0.20,16.9,0,0,0,1.6,1.6,0.09,-0.6,-0.6
86,Conor Coady,eng  ENG,DF,Wolves,26,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
87,Séamus Coleman,ie  IRL,DF,Everton,30,1988,20.4,0,8,3,37.5,0.39,0.15,0.00,0.00,16.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7
88,Aaron Connolly,ie  IRL,FW,Brighton,19,2000,14.0,3,38,13,34.2,2.72,0.93,0.08,0.23,15.9,0,0,0,3.2,3.2,0.08,-0.2,-0.2
89,Lewis Cook,eng  ENG,MF,Bournemouth,22,1997,15.0,0,9,2,22.2,0.60,0.13,0.00,0.00,23.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
90,Steve Cook,eng  ENG,DF,Bournemouth,28,1991,27.0,1,13,2,15.4,0.48,0.07,0.08,0.50,12.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3
91,Jack Cork,eng  ENG,MF,Burnley,30,1989,29.0,0,18,5,27.8,0.62,0.17,0.00,0.00,13.7,0,0,0,1.7,1.7,0.10,-1.7,-1.7
92,Aaron Cresswell,eng  ENG,DF,West Ham,29,1989,30.3,3,18,5,27.8,0.59,0.17,0.17,0.60,20.1,7,0,0,1.3,1.3,0.07,+1.7,+1.7
93,Patrick Cutrone,it  ITA,FW,Wolves,21,1998,3.3,2,11,3,27.3,3.33,0.91,0.18,0.67,12.5,0,0,0,2.4,2.4,0.21,-0.4,-0.4
94,Diogo Dalot,pt  POR,"DF,MF",Manchester Utd,20,1999,0.7,0,1,0,0.0,1.34,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
95,Charlie Daniels,eng  ENG,DF,Bournemouth,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
96,Scott Dann,eng  ENG,DF,Crystal Palace,32,1987,14.1,0,8,2,25.0,0.57,0.14,0.00,0.00,8.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
97,Kevin Danso,at  AUT,DF,Southampton,20,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
98,Ben Davies,wls  WAL,DF,Tottenham,26,1993,15.9,0,7,1,14.3,0.44,0.06,0.00,0.00,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
99,Tom Davies,eng  ENG,MF,Everton,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.20,15.9,0,0,0,2.0,2.0,0.12,-1.0,-1.0
100,Keinan Davis,eng  ENG,FW,Aston Villa,21,1998,6.1,0,16,5,31.3,2.63,0.82,0.00,0.00,9.4,0,0,0,1.9,1.9,0.12,-1.9,-1.9
101,Craig Dawson,eng  ENG,DF,Watford,29,1990,26.2,2,23,7,30.4,0.88,0.27,0.09,0.29,9.2,0,0,0,2.3,2.3,0.10,-0.3,-0.3
102,Kevin De Bruyne,be  BEL,MF,Manchester City,28,1991,31.0,13,96,27,28.1,3.10,0.87,0.11,0.41,21.1,11,2,2,7.6,6.1,0.06,+5.4,+4.9
103,Troy Deeney,eng  ENG,FW,Watford,31,1988,24.7,10,38,16,42.1,1.54,0.65,0.13,0.31,15.2,0,5,6,9.8,5.2,0.14,+0.2,-0.2
104,Fabian Delph,eng  ENG,MF,Everton,29,1989,13.2,0,3,0,0.0,0.23,0.00,0.00,,29.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
105,Leander Dendoncker,be  BEL,"MF,DF",Wolves,24,1995,31.1,4,20,5,25.0,0.64,0.16,0.20,0.80,13.4,0,0,0,1.6,1.6,0.08,+2.4,+2.4
106,Gerard Deulofeu,es  ESP,FW,Watford,25,1994,23.3,4,63,22,34.9,2.70,0.94,0.05,0.14,18.5,8,1,1,5.2,4.5,0.07,-1.2,-1.5
107,Eric Dier,eng  ENG,"DF,MF",Tottenham,25,1994,14.9,0,8,1,12.5,0.54,0.07,0.00,0.00,14.0,1,0,0,1.0,1.0,0.12,-1.0,-1.0
108,Lucas Digne,fr  FRA,DF,Everton,26,1993,33.7,0,29,5,17.2,0.86,0.15,0.00,0.00,24.3,13,0,0,1.4,1.4,0.05,-1.4,-1.4
109,Virgil van Dijk,nl  NED,DF,Liverpool,28,1991,38.0,5,30,14,46.7,0.79,0.37,0.17,0.36,11.3,0,0,0,2.9,2.9,0.10,+2.1,+2.1
110,Issa Diop,fr  FRA,DF,West Ham,22,1997,30.7,3,15,6,40.0,0.49,0.20,0.20,0.50,7.7,0,0,0,1.6,1.6,0.11,+1.4,+1.4
111,Moussa Djenepo,ml  MLI,"MF,DF",Southampton,21,1998,10.3,2,20,7,35.0,1.94,0.68,0.10,0.29,17.4,0,0,0,2.7,2.7,0.14,-0.7,-0.7
112,Matt Doherty,ie  IRL,DF,Wolves,27,1992,31.5,4,34,15,44.1,1.08,0.48,0.12,0.27,10.9,0,0,0,5.2,5.2,0.15,-1.2,-1.2
113,Abdoulaye Doucouré,fr  FRA,MF,Watford,26,1993,35.1,4,62,12,19.4,1.77,0.34,0.06,0.33,16.7,0,0,0,5.3,5.3,0.09,-1.3,-1.3
114,Thomas Doyle,eng  ENG,MF,Manchester City,17,2001,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,19.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
115,Josip Drmić,ch  SUI,"FW,MF",Norwich City,26,1992,7.2,1,13,5,38.5,1.81,0.70,0.08,0.20,13.2,0,0,0,2.6,2.6,0.23,-1.6,-1.6
116,Martin Dúbravka,sk  SVK,GK,Newcastle Utd,30,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
117,Ondrej Duda,sk  SVK,MF,Norwich City,24,1994,8.0,0,10,3,30.0,1.24,0.37,0.00,0.00,20.4,2,0,0,0.7,0.7,0.07,-0.7,-0.7
118,Shane Duffy,ie  IRL,DF,Brighton,27,1992,13.8,1,6,1,16.7,0.44,0.07,0.17,1.00,11.4,0,0,0,1.5,1.5,0.25,-0.5,-0.5
119,Paul Dummett,wls  WAL,DF,Newcastle Utd,27,1991,13.6,0,1,1,100.0,0.07,0.07,0.00,0.00,7.8,0,0,0,0.0,0.0,0.04,0.0,0.0
120,Lewis Dunk,eng  ENG,DF,Brighton,27,1991,35.9,3,30,10,33.3,0.84,0.28,0.10,0.30,11.0,5,0,0,4.0,4.0,0.13,-1.0,-1.0
121,Ederson,br  BRA,GK,Manchester City,25,1993,34.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
122,John Egan,ie  IRL,DF,Sheffield Utd,26,1992,35.4,2,28,5,17.9,0.79,0.14,0.07,0.40,8.8,0,0,0,2.3,2.3,0.08,-0.3,-0.3
123,Harvey Elliott,eng  ENG,DF,Liverpool,16,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
124,Ahmed Elmohamady,eg  EGY,DF,Aston Villa,31,1987,11.5,1,5,1,20.0,0.44,0.09,0.20,1.00,11.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
125,Björn Engels,be  BEL,DF,Aston Villa,24,1994,16.1,1,7,1,14.3,0.44,0.06,0.14,1.00,6.2,0,0,0,0.8,0.8,0.11,+0.2,+0.2
126,Christian Eriksen,dk  DEN,"MF,FW",Tottenham,27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,24.2,7,0,0,1.9,1.9,0.07,+0.1,+0.1
127,Jonny Evans,nir  NIR,DF,Leicester City,31,1988,37.6,1,24,10,41.7,0.64,0.27,0.04,0.10,7.7,0,0,0,2.6,2.6,0.11,-1.6,-1.6
128,Łukasz Fabiański,pl  POL,GK,West Ham,34,1985,23.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
129,Fabinho,br  BRA,MF,Liverpool,25,1993,23.1,2,12,4,33.3,0.52,0.17,0.17,0.50,26.7,2,0,0,0.4,0.4,0.03,+1.6,+1.6
130,Ralf Fährmann,de  GER,GK,Norwich City,30,1988,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
131,Akin Famewo,eng  ENG,MF,Norwich City,20,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
132,Kiko Femenía,es  ESP,DF,Watford,28,1991,24.9,0,5,1,20.0,0.20,0.04,0.00,0.00,26.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
133,Bruno Fernandes,pt  POR,MF,Manchester Utd,24,1994,13.2,8,40,14,35.0,3.04,1.06,0.10,0.29,24.2,7,4,4,5.8,2.8,0.07,+2.2,+1.2
134,Gedson Fernandes,pt  POR,"MF,DF",Tottenham,20,1999,0.8,0,2,0,0.0,2.65,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.02,0.0,0.0
135,Federico Fernández,ar  ARG,DF,Newcastle Utd,30,1989,29.1,2,16,6,37.5,0.55,0.21,0.13,0.33,10.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3
136,Fernandinho,br  BRA,DF,Manchester City,34,1985,26.6,0,17,2,11.8,0.64,0.08,0.00,0.00,13.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1
137,Roberto Firmino,br  BRA,FW,Liverpool,27,1991,33.2,9,100,37,37.0,3.01,1.11,0.09,0.24,13.3,0,0,0,13.5,13.5,0.13,-4.5,-4.5
138,John Fleck,sct  SCO,MF,Sheffield Utd,27,1991,28.0,5,32,12,37.5,1.14,0.43,0.16,0.42,19.3,0,0,0,3.6,3.6,0.11,+1.4,+1.4
139,Phil Foden,eng  ENG,"FW,MF",Manchester City,19,2000,10.0,5,34,14,41.2,3.40,1.40,0.15,0.36,16.0,0,0,0,4.3,4.3,0.13,+0.7,+0.7
140,Pablo Fornals,es  ESP,"MF,FW",West Ham,23,1996,24.1,2,37,12,32.4,1.53,0.50,0.05,0.17,16.8,0,0,0,2.9,2.9,0.08,-0.9,-0.9
141,Ben Foster,eng  ENG,GK,Watford,36,1983,38.0,0,1,1,100.0,0.03,0.03,0.00,0.00,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
142,Timothy Fosu-Mensah,nl  NED,DF,Manchester Utd,21,1998,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
143,Dimitri Foulquier,fr  FRA,"DF,MF",Watford,26,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
144,Juan Foyth,ar  ARG,DF,Tottenham,21,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
145,Simon Francis,eng  ENG,DF,Bournemouth,34,1985,10.8,0,3,0,0.0,0.28,0.00,0.00,,12.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
146,Ryan Fraser,sct  SCO,"MF,FW",Bournemouth,25,1994,23.0,1,27,12,44.4,1.18,0.52,0.04,0.08,17.3,2,0,0,3.3,3.3,0.12,-2.3,-2.3
147,Fred,br  BRA,MF,Manchester Utd,26,1993,24.0,0,40,10,25.0,1.66,0.42,0.00,0.00,22.9,3,0,0,2.0,2.0,0.05,-2.0,-2.0
148,Ryan Fredericks,eng  ENG,DF,West Ham,26,1992,24.9,0,3,0,0.0,0.12,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
