,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
18,Florin Andone,ro  ROU,"MF,FW",Brighton,26,1993,0.8,2,2,0,1,1,0,0,,0,7,1,14.3,1,3,3,1,1,0,0,0,2,1,0
19,Angeliño,es  ESP,DF,Manchester City,22,1997,4.7,8,5,4,3,1,5,6,83.3,1,47,18,38.3,14,25,8,4,0,0,4,5,13,18,0
20,Faustino Anjorin,eng  ENG,FW,Chelsea,17,2001,0.2,1,0,1,0,0,0,0,,0,2,1,50.0,0,2,0,1,0,0,1,0,1,0,0
21,Michail Antonio,jm  JAM,FW,West Ham,29,1990,19.6,14,10,5,4,5,2,14,14.3,12,337,78,23.1,31,151,155,26,5,0,21,8,22,9,0
22,Stuart Armstrong,sct  SCO,MF,Southampton,27,1992,19.1,49,25,27,14,8,13,46,28.3,33,408,129,31.6,115,187,106,24,5,0,19,9,58,22,1
23,Kepa Arrizabalaga,es  ESP,GK,Chelsea,24,1994,33.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,1,2
24,Christian Atsu,gh  GHA,"FW,MF",Newcastle Utd,27,1992,8.3,12,9,4,6,2,4,15,26.7,11,243,47,19.3,99,104,40,28,1,0,27,7,19,6,0
25,Pierre-Emerick Aubameyang,ga  GAB,FW,Arsenal,30,1989,34.8,39,24,15,14,10,12,50,24.0,38,573,130,22.7,113,256,204,59,2,0,57,9,48,16,0
26,Serge Aurier,ci  CIV,DF,Tottenham,26,1992,30.0,98,55,66,26,6,32,61,52.5,29,521,153,29.4,264,185,72,58,7,0,51,29,127,105,1
27,Jordan Ayew,gh  GHA,"FW,MF",Crystal Palace,27,1991,35.0,54,29,16,21,17,15,45,33.3,30,1018,219,21.5,179,514,325,35,6,0,29,14,68,20,0
28,César Azpilicueta,es  ESP,DF,Chelsea,29,1989,35.9,102,61,50,38,14,37,74,50.0,37,568,186,32.7,250,221,97,81,20,0,61,39,141,146,0
29,Eric Bailly,ci  CIV,DF,Manchester Utd,25,1994,1.7,0,0,0,0,0,0,1,0.0,1,17,4,23.5,10,7,0,3,3,0,0,2,2,7,0
30,Leighton Baines,eng  ENG,DF,Everton,34,1984,4.5,10,6,7,2,1,2,7,28.6,5,51,14,27.5,28,10,13,11,2,0,9,2,12,12,0
31,Fabián Balbuena,py  PAR,DF,West Ham,27,1991,13.1,18,11,14,3,1,6,26,23.1,20,116,40,34.5,91,22,3,27,7,0,20,15,33,93,1
32,George Baldock,eng  ENG,DF,Sheffield Utd,26,1993,38.0,73,45,43,17,13,24,48,50.0,24,563,157,27.9,244,208,111,63,5,0,58,30,103,87,3
33,Phil Bardsley,sct  SCO,DF,Burnley,34,1985,21.0,55,33,21,25,9,18,33,54.5,15,234,65,27.8,101,111,22,43,12,1,31,15,70,88,0
34,Ross Barkley,eng  ENG,MF,Chelsea,25,1993,12.3,16,11,6,8,2,4,17,23.5,13,168,48,28.6,16,98,54,11,3,1,8,6,22,12,0
35,Ashley Barnes,eng  ENG,FW,Burnley,29,1989,15.0,6,4,1,3,2,2,13,15.4,11,275,63,22.9,20,123,132,17,4,0,13,5,11,14,0
36,Harvey Barnes,eng  ENG,"MF,FW",Leicester City,21,1997,23.1,22,12,10,9,3,7,26,26.9,19,328,86,26.2,69,154,105,23,4,0,19,6,28,7,1
37,Chris Basham,eng  ENG,DF,Sheffield Utd,31,1988,36.0,84,50,57,23,4,32,79,40.5,47,410,133,32.4,260,117,33,57,19,1,38,40,124,264,2
38,Borja Bastón,es  ESP,"MF,FW",Aston Villa,26,1992,0.2,0,0,0,0,0,0,2,0.0,2,10,1,10.0,0,9,1,1,0,0,1,0,0,1,1
39,Michy Batshuayi,be  BEL,FW,Chelsea,25,1993,2.7,2,1,2,0,0,0,2,0.0,2,72,17,23.6,5,34,33,4,2,0,2,0,2,1,0
40,Jan Bednarek,pl  POL,DF,Southampton,23,1996,34.0,70,38,47,16,7,32,73,43.8,41,321,102,31.8,206,102,13,61,26,0,35,44,114,329,4
41,Héctor Bellerín,es  ESP,DF,Arsenal,24,1995,12.9,23,16,12,7,4,9,31,29.0,22,183,46,25.1,71,87,25,28,4,0,24,10,33,34,0
42,Nabil Bentaleb,dz  ALG,MF,Newcastle Utd,24,1994,8.3,30,23,20,10,0,9,25,36.0,16,177,60,33.9,72,95,10,14,2,0,12,10,40,12,0
43,Christian Benteke,be  BEL,FW,Crystal Palace,28,1990,14.0,9,5,0,6,3,1,8,12.5,7,178,49,27.5,4,70,104,14,6,0,8,6,15,25,0
44,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,28,1990,6.9,7,3,2,1,4,2,9,22.2,7,105,19,18.1,34,35,36,10,1,0,9,4,11,8,0
45,Sander Berge,no  NOR,MF,Sheffield Utd,21,1998,10.5,26,17,5,15,6,6,15,40.0,9,249,64,25.7,54,131,64,28,1,0,27,3,29,16,0
46,Steven Bergwijn,nl  NED,"FW,MF",Tottenham,21,1997,7.8,5,4,1,3,1,2,10,20.0,8,117,34,29.1,26,68,23,11,0,0,11,5,10,7,0
47,Bernard,br  BRA,"MF,FW",Everton,26,1992,14.2,25,14,9,10,6,6,40,15.0,34,271,69,25.5,65,142,64,30,2,0,28,15,40,8,0
48,Bernardo,br  BRA,DF,Brighton,24,1995,7.5,28,16,14,5,9,12,19,63.2,7,129,44,34.1,56,48,25,16,3,0,13,5,33,25,0
49,Ryan Bertrand,eng  ENG,DF,Southampton,29,1989,30.5,48,28,20,19,9,19,55,34.5,36,385,142,36.9,139,162,84,52,13,0,39,26,74,76,1
50,Muhamed Bešić,ba  BIH,MF,Sheffield Utd,26,1992,2.8,9,6,6,3,0,2,6,33.3,4,71,17,23.9,29,33,9,4,0,0,4,2,11,5,0
51,Philip Billing,dk  DEN,MF,Bournemouth,23,1996,28.1,76,46,29,39,8,17,67,25.4,50,692,164,23.7,211,380,101,88,17,0,71,39,115,117,1
52,Yves Bissouma,ml  MLI,MF,Brighton,22,1996,14.0,58,36,35,20,3,18,38,47.4,20,308,90,29.2,126,143,39,28,4,0,24,16,74,22,0
53,Willy Boly,ci  CIV,DF,Wolves,28,1991,22.0,61,40,42,18,1,23,48,47.9,25,271,101,37.3,181,86,4,50,16,0,34,21,82,136,2
54,Gaëtan Bong,cm  CMR,"MF,DF",Brighton,31,1988,0.7,0,0,0,0,0,0,0,,0,12,7,58.3,6,4,2,2,1,0,1,0,0,0,0
55,Sofiane Boufal,ma  MAR,"MF,FW",Southampton,25,1993,8.5,21,12,10,8,3,3,13,23.1,10,218,71,32.6,54,94,70,17,0,0,17,5,26,2,0
56,Jarrod Bowen,eng  ENG,FW,West Ham,22,1996,10.2,19,13,6,8,5,5,19,26.3,14,174,40,23.0,67,64,43,15,0,0,15,16,35,5,0
57,Robbie Brady,ie  IRL,MF,Burnley,27,1992,5.0,10,5,7,3,0,2,9,22.2,7,126,28,22.2,46,53,27,14,2,0,12,6,16,8,0
58,Jarrad Branthwaite,eng  ENG,DF,Everton,17,2002,3.3,7,7,5,2,0,1,4,25.0,3,37,18,48.6,24,11,2,6,3,0,3,1,8,17,0
59,Claudio Bravo,cl  CHI,GK,Manchester City,36,1983,3.9,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
60,Armando Broja,al  ALB,FW,Chelsea,17,2001,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0
61,David Brooks,wls  WAL,MF,Bournemouth,22,1997,5.6,4,3,1,1,2,0,15,0.0,15,102,20,19.6,28,48,26,7,1,0,6,1,5,3,0
62,Josh Brownhill,eng  ENG,MF,Burnley,23,1995,8.9,15,8,6,7,2,1,7,14.3,6,111,31,27.9,36,54,21,10,3,0,7,5,20,16,0
63,Emi Buendía,ar  ARG,"FW,MF",Norwich City,22,1996,27.4,88,58,62,18,8,26,113,23.0,87,791,207,26.2,308,336,147,69,5,1,64,25,113,29,1
64,Dan Burn,eng  ENG,DF,Brighton,27,1992,32.0,63,36,34,23,6,24,56,42.9,32,465,164,35.3,251,161,53,67,22,0,45,26,89,148,0
65,Sam Byram,eng  ENG,DF,Norwich City,25,1993,14.4,46,23,28,11,7,24,49,49.0,25,236,74,31.4,126,83,27,50,10,0,40,20,66,75,0
66,Willy Caballero,ar  ARG,GK,Chelsea,37,1981,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
67,Gary Cahill,eng  ENG,DF,Crystal Palace,33,1985,24.1,18,12,13,5,0,6,15,40.0,9,106,35,33.0,75,23,8,45,24,0,21,13,31,134,0
68,Dominic Calvert-Lewin,eng  ENG,FW,Everton,22,1997,29.2,15,11,1,9,5,3,18,16.7,15,471,130,27.6,11,193,267,22,5,0,17,7,22,34,0
69,Víctor Camarasa,es  ESP,MF,Crystal Palace,25,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
70,João Cancelo,pt  POR,DF,Manchester City,25,1994,13.4,44,26,23,13,8,18,44,40.9,26,174,59,33.9,67,71,36,12,2,0,10,16,60,27,1
71,Todd Cantwell,eng  ENG,"FW,MF",Norwich City,21,1998,27.7,49,29,22,21,6,19,82,23.2,63,577,150,26.0,185,262,130,58,5,0,53,12,61,35,0
72,Étienne Capoue,fr  FRA,MF,Watford,31,1988,29.2,81,55,43,32,6,35,90,38.9,55,664,172,25.9,288,296,80,53,10,0,43,43,124,70,0
73,Andy Carroll,eng  ENG,FW,Newcastle Utd,30,1989,7.0,7,1,3,1,3,2,8,25.0,6,82,26,31.7,14,38,30,7,3,0,4,3,10,21,0
74,Jonny Castro,es  ESP,DF,Wolves,25,1994,32.1,98,61,60,29,9,34,90,37.8,56,722,215,29.8,327,283,112,79,9,0,70,36,134,45,2
75,Craig Cathcart,nir  NIR,DF,Watford,30,1989,27.6,37,26,21,15,1,10,30,33.3,20,196,70,35.7,112,76,8,35,16,1,19,16,53,193,2
76,Dani Ceballos,es  ESP,MF,Arsenal,22,1996,18.8,49,28,25,17,7,17,62,27.4,45,445,120,27.0,197,191,57,29,4,0,25,20,69,22,1
77,Nathaniel Chalobah,eng  ENG,MF,Watford,24,1994,10.3,32,19,10,15,7,9,27,33.3,18,227,65,28.6,76,112,39,14,5,0,9,9,41,32,0
78,Calum Chambers,eng  ENG,DF,Arsenal,24,1995,12.2,25,18,14,8,3,9,12,75.0,3,143,51,35.7,77,41,25,21,7,0,14,13,38,61,0
79,Ben Chilwell,eng  ENG,DF,Leicester City,22,1996,26.4,51,26,33,14,4,19,59,32.2,40,412,115,27.9,193,157,62,58,9,0,49,20,71,89,0
80,Tahith Chong,nl  NED,"FW,DF",Manchester Utd,19,1999,0.4,0,0,0,0,0,0,0,,0,15,4,26.7,4,3,8,0,0,0,0,1,1,0,0
81,Hamza Choudhury,eng  ENG,MF,Leicester City,21,1997,9.9,20,13,8,10,2,5,28,17.9,23,192,62,32.3,80,88,24,20,7,0,13,18,38,18,0
82,Andreas Christensen,dk  DEN,DF,Chelsea,23,1996,19.5,41,20,25,13,3,11,24,45.8,13,156,57,36.5,90,62,4,22,9,0,13,15,56,104,0
83,Ciaran Clark,ie  IRL,DF,Newcastle Utd,29,1989,13.2,22,12,20,2,0,3,7,42.9,4,122,44,36.1,88,28,6,25,13,0,12,14,36,98,0
84,Leon Clarke,eng  ENG,"FW,MF",Sheffield Utd,34,1985,0.4,0,0,0,0,0,0,0,,0,17,5,29.4,2,7,8,0,0,0,0,0,0,2,0
85,Tom Cleverley,eng  ENG,MF,Watford,29,1989,10.8,27,17,11,14,2,11,44,25.0,33,293,85,29.0,100,145,48,20,4,0,16,9,36,16,0
86,Conor Coady,eng  ENG,DF,Wolves,26,1993,38.0,41,22,34,7,0,19,38,50.0,19,205,69,33.7,152,53,0,37,18,0,19,24,65,164,0
87,Séamus Coleman,ie  IRL,DF,Everton,30,1988,20.4,50,31,30,17,3,21,35,60.0,14,216,78,36.1,113,81,22,43,10,0,33,12,62,56,1
88,Aaron Connolly,ie  IRL,FW,Brighton,19,2000,14.0,12,8,1,5,6,3,12,25.0,9,234,69,29.5,14,94,126,8,1,0,7,5,17,1,0
89,Lewis Cook,eng  ENG,MF,Bournemouth,22,1997,15.0,27,16,15,10,2,8,40,20.0,32,375,71,18.9,125,197,53,20,6,0,14,13,40,15,0
90,Steve Cook,eng  ENG,DF,Bournemouth,28,1991,27.0,22,13,15,7,0,9,23,39.1,14,164,55,33.5,111,44,9,47,28,0,19,19,41,222,1
91,Jack Cork,eng  ENG,MF,Burnley,30,1989,29.0,39,27,10,21,8,11,65,16.9,54,605,172,28.4,146,347,112,53,12,0,41,25,64,57,0
92,Aaron Cresswell,eng  ENG,DF,West Ham,29,1989,30.3,48,29,25,18,5,24,59,40.7,35,355,118,33.2,186,130,39,64,10,0,54,15,63,92,2
93,Patrick Cutrone,it  ITA,FW,Wolves,21,1998,3.3,6,4,3,1,2,1,5,20.0,4,95,26,27.4,9,43,43,1,1,0,0,0,6,1,0
94,Diogo Dalot,pt  POR,"DF,MF",Manchester Utd,20,1999,0.7,3,2,3,0,0,2,4,50.0,2,8,4,50.0,3,2,3,1,0,0,1,0,3,4,0
95,Charlie Daniels,eng  ENG,DF,Bournemouth,32,1986,1.4,1,0,0,1,0,1,2,50.0,1,26,5,19.2,20,6,0,5,1,0,4,4,5,4,1
96,Scott Dann,eng  ENG,DF,Crystal Palace,32,1987,14.1,12,5,10,2,0,7,14,50.0,7,41,16,39.0,29,12,0,17,6,0,11,11,23,80,0
97,Kevin Danso,at  AUT,DF,Southampton,20,1998,3.1,8,4,4,4,0,5,8,62.5,3,41,10,24.4,26,13,2,9,4,0,5,2,10,15,0
98,Ben Davies,wls  WAL,DF,Tottenham,26,1993,15.9,30,13,13,14,3,5,24,20.8,19,214,63,29.4,98,91,25,43,13,0,30,12,42,67,1
99,Tom Davies,eng  ENG,MF,Everton,21,1998,22.5,36,18,13,16,7,8,51,15.7,43,425,99,23.3,157,210,58,34,4,0,30,28,64,35,1
100,Keinan Davis,eng  ENG,FW,Aston Villa,21,1998,6.1,2,2,0,2,0,0,3,0.0,3,88,19,21.6,3,50,35,5,1,0,4,0,2,3,0
101,Craig Dawson,eng  ENG,DF,Watford,29,1990,26.2,30,19,15,13,2,14,31,45.2,17,187,74,39.6,109,66,12,56,35,1,21,20,50,166,1
102,Kevin De Bruyne,be  BEL,MF,Manchester City,28,1991,31.0,44,28,11,18,15,11,58,19.0,47,554,177,31.9,83,230,241,31,2,0,29,11,55,19,1
103,Troy Deeney,eng  ENG,FW,Watford,31,1988,24.7,24,17,2,14,8,9,30,30.0,21,461,107,23.2,53,231,177,20,2,0,18,6,30,22,0
104,Fabian Delph,eng  ENG,MF,Everton,29,1989,13.2,29,11,11,11,7,11,32,34.4,21,189,55,29.1,76,87,26,22,6,0,16,13,42,19,1
105,Leander Dendoncker,be  BEL,"MF,DF",Wolves,24,1995,31.1,68,40,41,19,8,23,62,37.1,39,573,164,28.6,254,255,64,53,13,0,40,23,91,95,3
106,Gerard Deulofeu,es  ESP,FW,Watford,25,1994,23.3,29,21,15,8,6,13,66,19.7,53,511,133,26.0,114,208,189,16,0,0,16,26,55,6,0
107,Eric Dier,eng  ENG,"DF,MF",Tottenham,25,1994,14.9,25,14,13,10,2,6,22,27.3,16,204,54,26.5,92,93,19,26,11,0,15,6,31,78,0
108,Lucas Digne,fr  FRA,DF,Everton,26,1993,33.7,87,39,58,22,7,30,67,44.8,37,498,134,26.9,249,158,91,69,10,0,59,24,111,145,1
109,Virgil van Dijk,nl  NED,DF,Liverpool,28,1991,38.0,30,20,20,9,1,6,15,40.0,9,133,46,34.6,84,37,12,32,16,1,16,24,54,259,2
110,Issa Diop,fr  FRA,DF,West Ham,22,1997,30.7,32,16,22,10,0,15,32,46.9,17,243,84,34.6,156,79,8,47,21,0,26,32,64,190,3
111,Moussa Djenepo,ml  MLI,"MF,DF",Southampton,21,1998,10.3,29,18,18,6,5,8,23,34.8,15,265,79,29.8,67,120,78,24,2,0,22,7,36,12,0
112,Matt Doherty,ie  IRL,DF,Wolves,27,1992,31.5,65,33,36,25,4,26,50,52.0,24,379,107,28.2,181,142,56,64,5,0,59,19,84,78,1
113,Abdoulaye Doucouré,fr  FRA,MF,Watford,26,1993,35.1,70,49,29,30,11,16,62,25.8,46,953,237,24.9,270,470,213,57,9,0,48,24,94,46,0
114,Thomas Doyle,eng  ENG,MF,Manchester City,17,2001,0.2,0,0,0,0,0,0,0,,0,5,1,20.0,1,3,1,0,0,0,0,0,0,0,0
115,Josip Drmić,ch  SUI,"FW,MF",Norwich City,26,1992,7.2,4,3,2,1,1,1,11,9.1,10,138,35,25.4,25,56,57,8,0,0,8,3,7,5,1
116,Martin Dúbravka,sk  SVK,GK,Newcastle Utd,30,1989,38.0,0,0,0,0,0,0,1,0.0,1,9,0,0.0,9,0,0,2,0,0,2,0,0,1,3
117,Ondrej Duda,sk  SVK,MF,Norwich City,24,1994,8.0,19,15,10,6,3,7,20,35.0,13,197,54,27.4,52,105,40,18,2,0,16,5,24,7,0
118,Shane Duffy,ie  IRL,DF,Brighton,27,1992,13.8,16,9,10,5,1,4,18,22.2,14,100,34,34.0,71,27,2,21,8,0,13,13,29,116,0
119,Paul Dummett,wls  WAL,DF,Newcastle Utd,27,1991,13.6,28,6,18,6,4,12,20,60.0,8,163,40,24.5,99,56,8,42,10,0,32,15,43,72,0
120,Lewis Dunk,eng  ENG,DF,Brighton,27,1991,35.9,43,28,31,12,0,13,41,31.7,28,248,107,43.1,164,72,12,71,37,3,34,36,79,162,1
121,Ederson,br  BRA,GK,Manchester City,25,1993,34.1,1,1,1,0,0,1,2,50.0,1,7,2,28.6,7,0,0,0,0,0,0,0,1,2,4
122,John Egan,ie  IRL,DF,Sheffield Utd,26,1992,35.4,45,27,33,12,0,21,45,46.7,24,296,101,34.1,210,79,7,73,33,0,40,26,71,269,4
123,Harvey Elliott,eng  ENG,DF,Liverpool,16,2003,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
124,Ahmed Elmohamady,eg  EGY,DF,Aston Villa,31,1987,11.5,25,17,17,6,2,10,22,45.5,12,109,28,25.7,56,40,13,11,5,0,6,6,31,29,0
125,Björn Engels,be  BEL,DF,Aston Villa,24,1994,16.1,9,4,7,2,0,5,11,45.5,6,81,29,35.8,54,26,1,26,19,0,7,12,21,111,2
126,Christian Eriksen,dk  DEN,"MF,FW",Tottenham,27,1992,12.2,19,12,12,6,1,5,23,21.7,18,260,55,21.2,83,127,50,19,1,0,18,8,27,11,0
127,Jonny Evans,nir  NIR,DF,Leicester City,31,1988,37.6,48,31,31,16,1,27,42,64.3,15,278,111,39.9,178,80,20,54,21,0,33,39,87,271,4
128,Łukasz Fabiański,pl  POL,GK,West Ham,34,1985,23.5,0,0,0,0,0,0,3,0.0,3,10,2,20.0,10,0,0,0,0,0,0,0,0,2,2
129,Fabinho,br  BRA,MF,Liverpool,25,1993,23.1,77,53,27,37,13,26,65,40.0,39,428,139,32.5,149,219,60,36,2,0,34,25,102,34,0
130,Ralf Fährmann,de  GER,GK,Norwich City,30,1988,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
131,Akin Famewo,eng  ENG,MF,Norwich City,20,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
132,Kiko Femenía,es  ESP,DF,Watford,28,1991,24.9,62,32,44,15,3,26,72,36.1,46,390,100,25.6,213,140,37,35,2,0,33,27,89,62,1
133,Bruno Fernandes,pt  POR,MF,Manchester Utd,24,1994,13.2,19,14,7,8,4,5,34,14.7,29,260,65,25.0,59,124,77,14,0,0,14,7,26,12,0
134,Gedson Fernandes,pt  POR,"MF,DF",Tottenham,20,1999,0.8,1,1,1,0,0,0,1,0.0,1,18,5,27.8,7,7,4,1,0,0,1,0,1,0,0
135,Federico Fernández,ar  ARG,DF,Newcastle Utd,30,1989,29.1,50,32,41,8,1,27,51,52.9,24,231,73,31.6,170,48,13,61,31,0,30,8,58,214,1
136,Fernandinho,br  BRA,DF,Manchester City,34,1985,26.6,44,25,29,15,0,18,46,39.1,28,217,89,41.0,106,90,21,40,17,1,23,16,60,106,1
137,Roberto Firmino,br  BRA,FW,Liverpool,27,1991,33.2,37,26,7,17,13,10,34,29.4,24,694,216,31.1,58,306,330,47,5,0,42,11,48,16,0
138,John Fleck,sct  SCO,MF,Sheffield Utd,27,1991,28.0,38,24,17,15,6,18,74,24.3,56,551,146,26.5,151,289,111,44,3,0,41,20,58,24,0
139,Phil Foden,eng  ENG,"FW,MF",Manchester City,19,2000,10.0,16,9,5,8,3,7,17,41.2,10,253,74,29.2,43,105,105,9,0,0,9,3,19,3,0
140,Pablo Fornals,es  ESP,"MF,FW",West Ham,23,1996,24.1,42,29,17,18,7,16,70,22.9,54,597,156,26.1,153,275,169,51,1,0,50,15,57,10,0
141,Ben Foster,eng  ENG,GK,Watford,36,1983,38.0,0,0,0,0,0,0,3,0.0,3,10,0,0.0,10,0,0,1,0,0,1,0,0,1,2
142,Timothy Fosu-Mensah,nl  NED,DF,Manchester Utd,21,1998,1.5,1,1,1,0,0,1,4,25.0,3,19,5,26.3,9,9,1,0,0,0,0,4,5,2,0
143,Dimitri Foulquier,fr  FRA,"DF,MF",Watford,26,1993,0.7,1,1,1,0,0,0,1,0.0,1,18,6,33.3,7,8,3,2,0,0,2,1,2,1,0
144,Juan Foyth,ar  ARG,DF,Tottenham,21,1998,0.8,7,4,5,1,1,2,3,66.7,1,14,5,35.7,10,4,0,2,0,0,2,3,10,4,0
145,Simon Francis,eng  ENG,DF,Bournemouth,34,1985,10.8,17,12,13,4,0,11,25,44.0,14,107,29,27.1,71,24,12,29,14,0,15,7,24,91,2
146,Ryan Fraser,sct  SCO,"MF,FW",Bournemouth,25,1994,23.0,9,8,3,3,3,4,17,23.5,13,298,65,21.8,79,123,96,28,3,2,25,10,19,18,0
147,Fred,br  BRA,MF,Manchester Utd,26,1993,24.0,79,51,41,33,5,29,98,29.6,69,707,194,27.4,289,328,90,64,8,0,56,28,107,26,0
148,Ryan Fredericks,eng  ENG,DF,West Ham,26,1992,24.9,86,48,63,15,8,33,65,50.8,32,325,97,29.8,196,85,44,42,9,1,33,20,106,91,0
149,Kieron Freeman,wls  WAL,FW,Sheffield Utd,27,1992,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
150,Luke Freeman,eng  ENG,MF,Sheffield Utd,27,1992,4.1,5,4,1,3,1,2,9,22.2,7,96,24,25.0,32,41,23,9,0,0,9,7,12,6,0
151,Christian Fuchs,at  AUT,DF,Leicester City,33,1986,8.6,15,9,8,7,0,8,23,34.8,15,144,45,31.3,88,51,5,29,3,0,26,14,29,39,1
152,Eric García,es  ESP,DF,Manchester City,18,2001,8.8,12,4,8,3,1,6,11,54.5,5,74,20,27.0,44,25,5,8,0,0,8,10,22,46,1
153,James Garner,eng  ENG,MF,Manchester Utd,18,2001,0.1,0,0,0,0,0,0,1,0.0,1,2,0,0.0,0,2,0,0,0,0,0,0,0,1,0
154,Dwight Gayle,eng  ENG,FW,Newcastle Utd,28,1990,9.4,13,10,5,7,1,2,5,40.0,3,119,33,27.7,19,55,45,10,5,0,5,1,14,8,0
155,Paulo Gazzaniga,ar  ARG,GK,Tottenham,27,1992,17.9,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
156,Jean-Philippe Gbamin,ci  CIV,MF,Everton,23,1995,1.5,5,4,2,1,2,1,4,25.0,3,29,13,44.8,13,11,5,2,0,0,2,0,5,6,0
